Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-06-01 00:00:00,-0.2880051,0,0,0,0,-13.78767
2023-06-01 01:00:00,-0.4320368,0,0,0,0,-13.82617
2023-06-01 02:00:00,-0.1922413,0,0,0,0,-13.786
2023-06-01 03:00:00,-0.3873138,0,0,0,0,-13.682
2023-06-01 04:00:00,-0.142471,0,0,0,0,-13.69001
2023-06-01 05:00:00,3.678335,2.463333,2.24,2.5,2.531667,21.29432
2023-06-01 06:00:00,227.291,385.4283,290.2667,356.7067,325.3784,1300.435
2023-06-01 07:00:00,701.7853,1495.575,1251.351,1435.48,1362.472,5431.839
2023-06-01 08:00:00,644.119,1189.232,1191.342,1222.817,1282.757,4833.281
2023-06-01 09:00:00,936.5057,1715.113,1705.937,1736.511,1999.129,7078.442
2023-06-01 10:00:00,751.7549,1496.518,1467.521,1478.868,1627.391,6036.762
2023-06-01 11:00:00,644.1107,1353.337,1290,1301.358,1328.593,5251.033
2023-06-01 12:00:00,418.1272,947.9234,939.6033,960.5549,962.4667,3720.643
2023-06-01 13:00:00,69.00681,168.205,164.6917,166.1633,167.6317,649.4043
2023-06-01 14:00:00,614.2978,1276.365,1255.524,1258.525,1402.532,5153.271
2023-06-01 15:00:00,773.9797,1558.483,1532.047,1535.423,1641.772,6199.912
2023-06-01 16:00:00,409.4641,847.5849,839.095,860.2733,853.3001,3335.623
2023-06-01 17:00:00,420.7179,778.2,760.8734,768.0918,797.7217,3083.55
2023-06-01 18:00:00,514.2961,1027.865,983.1417,1001.591,969.6683,3921.867
2023-06-01 19:00:00,413.3261,680.1884,653.3799,684.345,681.2049,2680.034
2023-06-01 20:00:00,13.18825,15.30667,14.99,15.66,15.89,68.22149
2023-06-01 21:00:00,-0.129857,0,0,0,0,-13.61183
2023-06-01 22:00:00,-0.1650079,0,0,0,0,-13.66166
2023-06-01 23:00:00,-0.3661296,0,0,0,0,-13.645
2023-06-02 00:00:00,-0.3358563,0,0,0,0,-13.7485
2023-06-02 01:00:00,-0.3564458,0,0,0,0,-13.71583
2023-06-02 02:00:00,-0.3818682,0,0,0,0,-13.80884
2023-06-02 03:00:00,-0.3009833,0,0,0,0,-13.9235
2023-06-02 04:00:00,-0.2954875,0,0,0,0,-13.8165
2023-06-02 05:00:00,3.699074,4.34,4.221667,4.163332,3.83,24.78634
2023-06-02 06:00:00,282.4322,498.1266,338.5633,459.5867,407.345,1697.974
