Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-06-01 00:00:00,0,0,0,0,0,0,-11.7059
2023-06-01 01:00:00,0,0,0,0,0,0,-11.7914
2023-06-01 02:00:00,0,0,0,0,0,0,-11.85597
2023-06-01 03:00:00,0,0,0,0,0,0,-11.87792
2023-06-01 04:00:00,0,0,0,0,0,0,-11.78682
2023-06-01 05:00:00,0.06080555,0,0,0,0,0,-17.09736
2023-06-01 06:00:00,18.12322,18.04571,17.52974,18.70738,18.08308,17.12362,65.04149
2023-06-01 07:00:00,89.82035,87.49442,87.07116,90.01957,85.30623,79.04532,412.2465
2023-06-01 08:00:00,215.3246,234.8512,239.1291,238.9073,234.8135,222.6285,1161.39
2023-06-01 09:00:00,360.4263,386.4724,404.2078,395.5691,392.7436,366.6315,1963.42
2023-06-01 10:00:00,395.775,411.1257,408.4536,410.4435,404.7407,375.6423,2003.045
2023-06-01 11:00:00,396.1808,405.3685,406.8798,420.5258,402.4474,391.3989,2002.958
2023-06-01 12:00:00,363.6599,435.3586,399.732,417.1012,383.5135,365.2365,1995.651
2023-06-01 13:00:00,547.013,590.9633,527.9092,574.4005,506.868,512.8073,2682.915
2023-06-01 14:00:00,593.1333,557.5719,549.6311,585.5428,549.5775,555.8163,2769.388
2023-06-01 15:00:00,574.2405,621.5931,623.6793,630.3464,616.8831,570.801,3049.171
2023-06-01 16:00:00,422.8093,427.8852,446.6352,473.5652,439.8297,420.164,2176.229
2023-06-01 17:00:00,271.1182,313.1264,322.5335,324.8866,322.0132,284.7204,1559.73
2023-06-01 18:00:00,209.657,202.5747,207.2479,212.2287,210.7525,192.4188,1004.316
2023-06-01 19:00:00,57.55321,51.75143,51.92173,52.32433,51.7636,48.25441,232.4754
2023-06-01 20:00:00,10.59789,6.367499,6.283335,6.394122,6.477454,5.725278,7.827693
2023-06-01 21:00:00,0,0,0,0,0,0,-11.71252
2023-06-01 22:00:00,0,0,0,0,0,0,-11.80195
2023-06-01 23:00:00,0,0,0,0,0,0,-11.6366
2023-06-02 00:00:00,0,0,0,0,0,0,-11.68968
2023-06-02 01:00:00,0,0,0,0,0,0,-11.82858
2023-06-02 02:00:00,0,0,0,0,0,0,-11.98399
