Freemont Solar Center,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMIEC Inverter - A, Active Power P","TMIEC Inverter - B, Active Power P","TMIEC Inverter - C, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-06-01 00:00:00,0,,0,0,-9.599999
2023-06-01 01:00:00,0,,0,0,-9.599999
2023-06-01 02:00:00,0,,0,0,-9.599999
2023-06-01 03:00:00,0,,0,0,-9.599999
2023-06-01 04:00:00,0,,0,0,-9.599999
2023-06-01 05:00:00,0.000693604,,0,0,-9.323666
2023-06-01 06:00:00,14.35068,,26.42234,26.11069,46.15979
2023-06-01 07:00:00,75.30312,,129.5581,129.6283,251.3215
2023-06-01 08:00:00,318.2564,,483.5934,484.9452,967.7309
2023-06-01 09:00:00,564.1932,,878.8086,854.8589,1733.432
2023-06-01 10:00:00,754.2422,,1193.521,1169.268,2338.618
2023-06-01 11:00:00,805.3704,,1256.387,1256.788,2452.922
2023-06-01 12:00:00,1014.079,,1382.643,1327.531,2632.161
2023-06-01 13:00:00,1033.445,,1578.653,1579.501,3127.809
2023-06-01 14:00:00,982.2768,,1505.33,1514.615,2990.937
2023-06-01 15:00:00,873.0808,,1354.887,1363.333,2682
2023-06-01 16:00:00,599.0999,,933.0661,952.9301,1872.783
2023-06-01 17:00:00,443.7584,,676.3807,701.6167,1372.12
2023-06-01 18:00:00,234.1205,,321.5422,333.4933,646.2675
2023-06-01 19:00:00,55.61081,,79.06219,79.70989,149.333
2023-06-01 20:00:00,3.890503,,6.91566,6.991262,12.90868
2023-06-01 21:00:00,0,,0,0,-9.599999
2023-06-01 22:00:00,0,,0,0,-9.599999
2023-06-01 23:00:00,0,,0,0,-9.599999
2023-06-02 00:00:00,0,,0,0,-9.599999
2023-06-02 01:00:00,0,,0,0,-9.599999
2023-06-02 02:00:00,0,,0,0,-9.599999
2023-06-02 03:00:00,0,,0,0,-9.599999
2023-06-02 04:00:00,0,,0,0,-9.599999
2023-06-02 05:00:00,0,,0,0,-8.958999
2023-06-02 06:00:00,9.2571,,15.55908,15.4561,25.36391
2023-06-02 07:00:00,117.9016,,143.8072,132.5217,270.1561
2023-06-02 08:00:00,324.0649,,464.3434,437.6782,899.3458
2023-06-02 09:00:00,554.2286,,857.8398,836.17,1691.634
2023-06-02 10:00:00,762.1031,,1198.454,1181.817,2369.783
2023-06-02 11:00:00,920.9594,,1429.108,1420.753,2832.908
2023-06-02 12:00:00,1004.334,,207.2344,207.2442,394.493
2023-06-02 13:00:00,1029.828,,0,0,-9.599999
2023-06-02 14:00:00,982.2942,,0,0,-9.599999
2023-06-02 15:00:00,860.0278,,0,0,-9.599999
2023-06-02 16:00:00,685.0537,,0,0,-9.599999
2023-06-02 17:00:00,470.4464,,0,0,-9.599999
2023-06-02 18:00:00,237.2908,,0,0,-9.599999
2023-06-02 19:00:00,58.67657,,0,0,-9.599999
2023-06-02 20:00:00,1.760593,,0,0,-9.599999
2023-06-02 21:00:00,0,,0,0,-9.599999
2023-06-02 22:00:00,0,,0,0,-9.599999
2023-06-02 23:00:00,0,,0,0,-9.599999
2023-06-03 00:00:00,0,,0,0,-9.599999
2023-06-03 01:00:00,0,,0,0,-9.599999
2023-06-03 02:00:00,0,,0,0,-9.599999
2023-06-03 03:00:00,0,,0,0,-9.599999
2023-06-03 04:00:00,0,,0,0,-9.599999
2023-06-03 05:00:00,0,,0,0,-9.599999
2023-06-03 06:00:00,11.12196,,0,0,-9.599999
2023-06-03 07:00:00,117.0242,,0,0,-9.599999
2023-06-03 08:00:00,321.9905,,0,0,-9.599999
2023-06-03 09:00:00,546.4603,,0,0,-9.599999
2023-06-03 10:00:00,746.0732,,0,0,-9.599999
2023-06-03 11:00:00,897.5992,,0,0,-9.599999
2023-06-03 12:00:00,994.0055,,0,0,-9.599999
2023-06-03 13:00:00,1008.114,,0,0,-9.599999
2023-06-03 14:00:00,952.6801,,0,0,-9.599999
2023-06-03 15:00:00,852.2626,,0,0,-9.599999
2023-06-03 16:00:00,629.8416,,0,0,-9.599999
2023-06-03 17:00:00,462.1457,,0,0,-9.599999
2023-06-03 18:00:00,245.9633,,0,0,-9.599999
2023-06-03 19:00:00,34.89653,,0,0,-9.599999
2023-06-03 20:00:00,2.529785,,0,0,-9.599999
2023-06-03 21:00:00,0,,0,0,-9.599999
2023-06-03 22:00:00,0,,0,0,-9.599999
2023-06-03 23:00:00,0,,0,0,-9.599999
2023-06-04 00:00:00,0,,0,0,-9.599999
2023-06-04 01:00:00,0,,0,0,-9.599999
2023-06-04 02:00:00,0,,0,0,-9.599999
2023-06-04 03:00:00,0,,0,0,-9.599999
2023-06-04 04:00:00,0,,0,0,-9.599999
2023-06-04 05:00:00,0.02269086,,0,0,-9.599999
2023-06-04 06:00:00,13.72675,,0,0,-9.599999
2023-06-04 07:00:00,82.59359,,0,0,-9.599999
2023-06-04 08:00:00,105.6457,,0,0,-9.599999
2023-06-04 09:00:00,144.0704,,0,0,-9.599999
2023-06-04 10:00:00,156.9191,,0,0,-9.599999
2023-06-04 11:00:00,235.8844,,0,0,-9.599999
2023-06-04 12:00:00,221.9849,,0,0,-9.599999
2023-06-04 13:00:00,249.9729,,0,0,-9.599999
2023-06-04 14:00:00,541.0529,,0,0,-9.599999
2023-06-04 15:00:00,377.9149,,0,0,-9.599999
2023-06-04 16:00:00,257.8132,,0,0,-9.599999
2023-06-04 17:00:00,164.3147,,0,0,-9.599999
2023-06-04 18:00:00,147.1355,,0,0,-9.599999
2023-06-04 19:00:00,54.17184,,0,0,-9.599999
2023-06-04 20:00:00,2.255056,,0,0,-9.599999
2023-06-04 21:00:00,0,,0,0,-9.599999
2023-06-04 22:00:00,0,,0,0,-9.599999
2023-06-04 23:00:00,0,,0,0,-9.599999
2023-06-05 00:00:00,0,,0,0,-9.599999
2023-06-05 01:00:00,0,,0,0,-9.599999
2023-06-05 02:00:00,0,,0,0,-9.599999
2023-06-05 03:00:00,0,,0,0,-9.599999
2023-06-05 04:00:00,0,,0,0,-9.599999
2023-06-05 05:00:00,0,,0,0,-9.599999
2023-06-05 06:00:00,4.103934,,0,0,-9.599999
2023-06-05 07:00:00,40.40073,,0,0,-9.599999
2023-06-05 08:00:00,89.02108,,0,0,-9.599999
2023-06-05 09:00:00,207.2448,,0,0,-9.599999
2023-06-05 10:00:00,327.1854,,0,0,-9.599999
2023-06-05 11:00:00,500.5299,,0,0,-9.599999
2023-06-05 12:00:00,511.9666,,0,0,-9.599999
2023-06-05 13:00:00,288.5836,,0,0,-9.599999
2023-06-05 14:00:00,251.9807,,0,0,-9.599999
2023-06-05 15:00:00,280.3527,,0,0,-9.599999
2023-06-05 16:00:00,398.1607,,0,0,-9.428332
2023-06-05 17:00:00,263.1656,,0,0,-9.599999
2023-06-05 18:00:00,197.8876,,0,0,-9.599999
2023-06-05 19:00:00,55.91019,,0,0,-9.599999
2023-06-05 20:00:00,2.599866,,0,0,-9.599999
2023-06-05 21:00:00,0,,0,0,-9.599999
2023-06-05 22:00:00,0,,0,0,-9.599999
2023-06-05 23:00:00,0,,0,0,-9.599999
2023-06-06 00:00:00,0,,0,0,-9.599999
2023-06-06 01:00:00,0,,0,0,-9.599999
2023-06-06 02:00:00,0,,0,0,-9.599999
2023-06-06 03:00:00,0,,0,0,-9.599999
2023-06-06 04:00:00,0,,0,0,-9.599999
2023-06-06 05:00:00,0,,0,0,-9.599999
2023-06-06 06:00:00,10.9099,,0,0,-9.438
2023-06-06 07:00:00,108.8887,,0,0,-9.257666
2023-06-06 08:00:00,247.3277,,0,0,-9.002913
2023-06-06 09:00:00,491.1584,,0,0,-9.282419
2023-06-06 10:00:00,624.9579,,0,0,-9.599999
2023-06-06 11:00:00,832.5685,,0,0,-9.438
2023-06-06 12:00:00,902.7288,,0,0,-9.599999
2023-06-06 13:00:00,927.9725,,0,0,-9.599999
2023-06-06 14:00:00,889.6923,,621.9365,459.7902,1083.224
2023-06-06 15:00:00,752.6038,,1158.744,1167.258,2310.355
2023-06-06 16:00:00,582.7328,,903.1923,918.4216,1806.921
2023-06-06 17:00:00,405.9714,,620.7213,636.8489,1245.26
2023-06-06 18:00:00,216.9395,,312.4607,323.1903,625.1105
2023-06-06 19:00:00,63.47823,,104.7021,106.614,202.0469
2023-06-06 20:00:00,1.552738,,5.346172,5.074655,9.147996
2023-06-06 21:00:00,0,,0,0,-9.599999
2023-06-06 22:00:00,0,,0,0,-9.599999
2023-06-06 23:00:00,0,,0,0,-9.599999
2023-06-07 00:00:00,0,,0,0,-9.599999
2023-06-07 01:00:00,0,,0,0,-9.599999
2023-06-07 02:00:00,0,,0,0,-9.599999
