Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-06-01 00:00:00,-0.2171075,0,0,0,0,-13.0105
2023-06-01 01:00:00,-0.2807094,0,0,0,0,-13.085
2023-06-01 02:00:00,-0.3024235,0,0,0,0,-13.12167
2023-06-01 03:00:00,-0.3080224,0,0,0,0,-13.10583
2023-06-01 04:00:00,-0.2681591,0,0,0,0,-13.0855
2023-06-01 05:00:00,3.880507,7.393332,7.736668,9.128332,9.313333,46.59584
2023-06-01 06:00:00,117.7952,318.3083,348.4833,359.5083,363.7967,1371.424
2023-06-01 07:00:00,550.3201,1744.252,1820.635,1854.428,1869.022,7268.483
2023-06-01 08:00:00,783.374,2216.795,2186.513,2204.707,2207.842,8726.596
2023-06-01 09:00:00,674.7645,2026.663,2026.965,2052.188,2104.702,8157.117
2023-06-01 10:00:00,921.7208,2232.462,2291.482,2258.487,2207.23,8871.253
2023-06-01 11:00:00,588.42,1455.774,1493.445,1537.565,1532.766,5938.677
2023-06-01 12:00:00,455.4344,1321.102,1310.107,1339.89,1420.385,5348.233
2023-06-01 13:00:00,102.3979,328.18,331.2416,336.2917,331.7767,1296.172
2023-06-01 14:00:00,152.1915,507.3567,520.855,535.4,533.0883,2070.09
2023-06-01 15:00:00,856.1142,2111.175,2120.822,2129.822,2139.045,8375.842
2023-06-01 16:00:00,471.07,1395.168,1424.483,1444.618,1417.812,5621.792
2023-06-01 17:00:00,757.3477,2035.21,2040.656,2060.816,2040.297,8090.869
2023-06-01 18:00:00,766.1019,2291.107,2337.332,2372.833,2346.005,9192.175
2023-06-01 19:00:00,370.145,1083.078,1096.8,1133.891,1095.503,4355.513
2023-06-01 20:00:00,13.67072,34.67999,34.63168,29.25833,20.755,129.2515
2023-06-01 21:00:00,-0.274047,0,0,0,0,-13.03367
2023-06-01 22:00:00,-0.3611515,0,0,0,0,-13.06283
2023-06-01 23:00:00,-0.3511325,0,0,0,0,-12.98267
2023-06-02 00:00:00,-0.2405882,0,0,0,0,-13.10383
2023-06-02 01:00:00,-0.2549373,0,0,0,0,-13.08967
2023-06-02 02:00:00,-0.3018703,0,0,0,0,-13.21084
2023-06-02 03:00:00,-0.2417954,0,0,0,0,-13.01167
2023-06-02 04:00:00,-0.2816969,0,0,0,0,-13.14933
2023-06-02 05:00:00,3.652766,7.886668,9.23,10.05333,9.771667,44.75567
2023-06-02 06:00:00,336.0493,998.7617,1050.268,1061.382,1063.647,4174.762
