Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2023-06-01 00:00:00,0,0,0,-5.077215
2023-06-01 01:00:00,0,0,0,-4.997634
2023-06-01 02:00:00,0,0,0,-5.057937
2023-06-01 03:00:00,0,0,0,-5.081196
2023-06-01 04:00:00,0,0,0,-5.044722
2023-06-01 05:00:00,0.1525,0,0,-7.203302
2023-06-01 06:00:00,19.90924,11.99679,18.05919,20.67358
2023-06-01 07:00:00,117.3547,63.99776,92.86065,148.8588
2023-06-01 08:00:00,237.7533,149.9842,214.3607,352.5306
2023-06-01 09:00:00,305.8882,207.787,290.358,492.2964
2023-06-01 10:00:00,309.2986,201.5063,293.1054,488.3645
2023-06-01 11:00:00,358.0821,233.8893,343.9648,571.9648
2023-06-01 12:00:00,374.8382,219.3755,320.0673,530.3159
2023-06-01 13:00:00,392.7513,249.1276,362.1354,604.9905
2023-06-01 14:00:00,550.9904,313.534,448.4666,777.4811
2023-06-01 15:00:00,452.1913,314.3918,449.9801,753.263
2023-06-01 16:00:00,426.1467,288.9165,414.6189,688.149
2023-06-01 17:00:00,346.0964,212.8873,312.4678,518.0719
2023-06-01 18:00:00,198.8302,119.0628,173.8439,283.8253
2023-06-01 19:00:00,66.61442,35.87481,51.93095,78.71999
2023-06-01 20:00:00,8.044271,1.808798,2.827102,-4.561322
2023-06-01 21:00:00,0,0,0,-5.087507
2023-06-01 22:00:00,0,0,0,-5.111455
2023-06-01 23:00:00,0,0,0,-5.094768
2023-06-02 00:00:00,0,0,0,-5.040667
2023-06-02 01:00:00,0,0,0,-5.031236
2023-06-02 02:00:00,0,0,0,-5.095272
2023-06-02 03:00:00,0,0,0,-4.918803
2023-06-02 04:00:00,0,0,0,-4.892771
2023-06-02 05:00:00,0.07075,0,0,-6.946361
2023-06-02 06:00:00,18.70501,13.04311,19.77333,23.68902
2023-06-02 07:00:00,82.21873,55.07479,81.00567,126.7421
2023-06-02 08:00:00,233.8248,150.1624,208.9527,350.001
2023-06-02 09:00:00,382.076,209.1734,322.3605,530.0153
2023-06-02 10:00:00,403.2165,260.329,369.6096,616.9492
2023-06-02 11:00:00,627.1946,355.6375,527.0841,872.7781
2023-06-02 12:00:00,605.9161,403.3718,579.6799,981.1335
2023-06-02 13:00:00,582.0375,373.5403,537.9207,907.377
2023-06-02 14:00:00,394.9943,253.8941,363.7538,611.2791
2023-06-02 15:00:00,532.2113,347.4539,501.1764,845.897
2023-06-02 16:00:00,479.4037,298.2526,393.3264,676.92
2023-06-02 17:00:00,399.575,237.3313,343.4841,567.7371
2023-06-02 18:00:00,178.6887,102.6425,148.6494,242.4293
2023-06-02 19:00:00,54.50774,22.82944,34.56152,48.06192
2023-06-02 20:00:00,9.385752,3.01415,4.450965,-2.075989
2023-06-02 21:00:00,0,0,0,-5.236963
2023-06-02 22:00:00,0,0,0,-5.104423
2023-06-02 23:00:00,0,0,0,-5.136653
2023-06-03 00:00:00,0,0,0,-5.181399
2023-06-03 01:00:00,0,0,0,-5.060679
2023-06-03 02:00:00,0,0,0,-4.984249
2023-06-03 03:00:00,0,0,0,-4.984311
2023-06-03 04:00:00,0,0,0,-5.017704
2023-06-03 05:00:00,0,0,0,-7.123402
2023-06-03 06:00:00,20.63706,10.97786,16.56404,18.14265
2023-06-03 07:00:00,133.2687,63.18808,92.31751,147.595
2023-06-03 08:00:00,307.0264,201.8987,292.4512,488.7119
2023-06-03 09:00:00,519.2775,348.0953,501.321,844.662
2023-06-03 10:00:00,716.5044,465.0857,666.3884,1126.755
2023-06-03 11:00:00,874.3455,552.3441,787.7644,1334.258
2023-06-03 12:00:00,964.754,592.9283,845.7877,1431.91
2023-06-03 13:00:00,983.1697,593.5735,848.0598,1434.683
2023-06-03 14:00:00,926.2198,561.4996,802.4061,1357.063
2023-06-03 15:00:00,811.5634,497.5984,714.2123,1204.838
2023-06-03 16:00:00,638.3564,394.0971,567.2791,955.0683
2023-06-03 17:00:00,415.6977,253.3759,366.5859,611.9113
2023-06-03 18:00:00,206.9155,116.3801,169.1969,277.7615
2023-06-03 19:00:00,89.86872,42.70124,63.25557,96.40392
2023-06-03 20:00:00,7.604167,2.094783,3.399244,-3.772516
2023-06-03 21:00:00,0,0,0,-5.11312
2023-06-03 22:00:00,0,0,0,-5.137544
2023-06-03 23:00:00,0,0,0,-5.098272
2023-06-04 00:00:00,0,0,0,-5.092686
2023-06-04 01:00:00,0,0,0,-4.989964
2023-06-04 02:00:00,0,0,0,-5.044343
2023-06-04 03:00:00,0,0,0,-5.035238
2023-06-04 04:00:00,0,0,0,-4.980484
2023-06-04 05:00:00,0,0,0,-6.699335
2023-06-04 06:00:00,7.74888,4.752836,7.402168,2.551094
2023-06-04 07:00:00,36.23844,22.41017,33.45132,46.34733
2023-06-04 08:00:00,76.27028,53.16143,77.56657,122.342
2023-06-04 09:00:00,141.9083,95.99168,141.3806,229.9729
2023-06-04 10:00:00,161.7675,106.4566,154.6447,253.2638
2023-06-04 11:00:00,228.1712,147.9839,217.0047,358.6119
2023-06-04 12:00:00,405.9976,260.3065,381.2784,634.382
2023-06-04 13:00:00,630.3607,411.0367,583.6595,999.4564
2023-06-04 14:00:00,580.0516,365.4403,527.8219,889.2524
2023-06-04 15:00:00,494.7871,318.0156,470.4602,788.9572
2023-06-04 16:00:00,449.497,276.8711,407.278,681.9805
2023-06-04 17:00:00,331.8431,208.914,304.1938,506.2603
