Red Oak Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-06-01 00:00:00,0,0,0,0,0,0,0,-8.661145
2023-06-01 01:00:00,0,0,0,0,0,0,0,-8.724697
2023-06-01 02:00:00,0,0,0,0,0,0,0,-8.796509
2023-06-01 03:00:00,0,0,0,0,0,0,0,-8.747782
2023-06-01 04:00:00,0,0,0,0,0,0,0,-8.694607
2023-06-01 05:00:00,0.1798248,0,0,0,0,0,0,-8.640976
2023-06-01 06:00:00,15.15261,1.745953,6.879913,6.89214,6.980849,7.339205,7.01308,28.2058
2023-06-01 07:00:00,67.1998,55.66772,57.489,59.28079,60.2043,62.84443,60.80741,356.2414
2023-06-01 08:00:00,186.9117,174.8958,180.3357,184.1019,188.9488,193.5907,188.6681,1124.445
2023-06-01 09:00:00,209.6274,183.589,189.3853,201.9026,195.6792,213.1412,207.2472,1220.939
2023-06-01 10:00:00,284.0003,259.8798,267.5179,271.7008,275.3444,287.4881,279.2437,1663.44
2023-06-01 11:00:00,370.4749,320.1859,328.1317,352.3904,352.0397,373.9664,359.6903,2098.965
2023-06-01 12:00:00,407.2658,356.0348,369.5708,391.4047,398.7787,412.485,398.1422,2359.685
2023-06-01 13:00:00,520.0546,431.175,452.0859,465.7749,482.106,467.1237,466.1696,2796.951
2023-06-01 14:00:00,652.8495,488.3152,453.9122,506.487,502.0635,560.2581,540.1846,3040.614
2023-06-01 15:00:00,316.2301,271.7869,283.2226,288.4269,293.0478,314.0114,299.8287,1759.893
2023-06-01 16:00:00,260.0859,220.8353,239.0474,259.8189,264.4223,264.0951,260.3062,1519.858
2023-06-01 17:00:00,327.4637,284.3853,304.3574,323.5841,336.2666,334.6473,334.6947,1944.079
2023-06-01 18:00:00,167.3302,128.5526,139.6284,157.1709,155.6314,172.6073,168.7198,918.3596
2023-06-01 19:00:00,29.13674,21.74292,25.085,26.78692,27.31754,26.95807,26.55707,150.4419
2023-06-01 20:00:00,1.217466,0.4773945,0.6696389,0.388639,0.5758632,0.6317663,0.8371529,-4.783683
2023-06-01 21:00:00,0,0,0,0,0,0,0,-8.666322
2023-06-01 22:00:00,0,0,0,0,0,0,0,-8.729645
2023-06-01 23:00:00,0,0,0,0,0,0,0,-8.626554
2023-06-02 00:00:00,0,0,0,0,0,0,0,-8.608123
2023-06-02 01:00:00,0,0,0,0,0,0,0,-8.683732
2023-06-02 02:00:00,0,0,0,0,0,0,0,-8.69341
2023-06-02 03:00:00,0,0,0,0,0,0,0,-8.638742
2023-06-02 04:00:00,0,0,0,0,0,0,0,-8.618295
2023-06-02 05:00:00,0.5094931,0,0,0,0,0,0,-8.542862
2023-06-02 06:00:00,14.26614,4.470504,4.646798,5.154566,5.257182,7.793938,5.147369,24.92721
2023-06-02 07:00:00,62.68441,49.84034,50.79082,53.80587,53.50636,58.49371,55.84686,321.0799
2023-06-02 08:00:00,188.0938,168.0119,172.1517,178.5912,180.3065,190.9446,184.7821,1089.846
2023-06-02 09:00:00,405.5994,312.4621,320.8239,326.2272,313.3393,384.1977,345.6212,2019.776
2023-06-02 10:00:00,413.2317,380.0934,398.8359,377.9124,387.6111,402.822,390.2475,2383.446
2023-06-02 11:00:00,823.738,640.0159,657.8848,681.2843,684.312,674.0696,688.9725,4013.455
2023-06-02 12:00:00,683.0575,554.3079,544.6166,554.6983,580.6085,590.1888,577.5635,3422.57
2023-06-02 13:00:00,621.7989,493.5129,555.8029,539.5878,545.6628,528.9351,535.6688,3308.715
2023-06-02 14:00:00,789.0865,637.0587,643.9504,691.3932,679.0193,661.7883,664.6752,3917.637
2023-06-02 15:00:00,731.4114,661.8266,658.1471,712.7452,675.6188,650.9489,737.1779,4115.074
2023-06-02 16:00:00,552.9787,454.6349,465.2783,469.6159,430.1602,524.9991,516.4442,2917.699
2023-06-02 17:00:00,356.1844,317.4786,330.1143,362.7086,383.122,346.7339,352.2545,2118.504
2023-06-02 18:00:00,244.1947,170.9709,180.595,203.8966,201.5159,211.6008,210.5614,1189.719
2023-06-02 19:00:00,46.22889,26.52655,29.08251,31.84204,32.03469,33.8748,33.49115,183.2337
2023-06-02 20:00:00,1.523314,1.805776,1.849965,2.00971,2.097383,2.272882,2.262666,3.793733
2023-06-02 21:00:00,0,0,0,0,0,0,0,-8.643116
2023-06-02 22:00:00,0,0,0,0,0,0,0,-8.658565
2023-06-02 23:00:00,0,0,0,0,0,0,0,-8.671893
2023-06-03 00:00:00,0,0,0,0,0,0,0,-8.721654
2023-06-03 01:00:00,0,0,0,0,0,0,0,-8.639086
2023-06-03 02:00:00,0,0,0,0,0,0,0,-8.697969
2023-06-03 03:00:00,0,0,0,0,0,0,0,-8.636176
2023-06-03 04:00:00,0,0,0,0,0,0,0,-8.64535
2023-06-03 05:00:00,0.1054819,0,0,0,0,0,0,-8.663332
2023-06-03 06:00:00,24.36449,16.97054,16.11782,17.20878,17.62993,18.82192,17.74927,98.43711
2023-06-03 07:00:00,156.527,119.8248,110.0539,115.5007,119.4524,127.4651,117.9821,718.1105
2023-06-03 08:00:00,366.9042,314.4731,318.018,318.3286,329.5435,345.8435,328.8644,1983.204
2023-06-03 09:00:00,575.3783,504.6344,517.8757,521.075,535.6293,557.0806,534.3394,3204.019
2023-06-03 10:00:00,759.1943,657.5148,671.894,683.5073,699.5259,725.5552,697.3461,4152.441
2023-06-03 11:00:00,897.6134,761.8432,778.5568,800.0652,811.8109,825.8763,811.7208,4795.586
2023-06-03 12:00:00,972.913,820.3515,829.8888,832.8862,832.9033,832.9165,833.0152,4981.34
2023-06-03 13:00:00,979.6335,824.1506,831.4295,832.8679,832.4557,832.9069,833.0052,4985.016
2023-06-03 14:00:00,930.3892,686.6252,792.6235,725.9933,731.1002,735.1147,829.0367,4100.544
2023-06-03 15:00:00,816.3812,684.0803,703.0414,737.3828,747.6205,770.7845,749.701,4396.446
2023-06-03 16:00:00,649.3741,530.9473,540.0635,592.7147,586.9042,620.1747,604.9987,3491.151
2023-06-03 17:00:00,451.5464,363.6086,372.2266,402.7014,410.5973,429.9724,414.5472,2404.643
2023-06-03 18:00:00,251.0993,194.3636,200.8192,224.2846,225.7545,233.1452,229.5673,1320.915
2023-06-03 19:00:00,47.41304,34.64209,36.81768,39.51737,40.06814,40.96669,40.93195,231.0204
2023-06-03 20:00:00,0.3452013,0.7488608,1.006843,0.8548545,1.103163,1.164053,1.010877,-2.494896
2023-06-03 21:00:00,0,0,0,0,0,0,0,-8.616763
2023-06-03 22:00:00,0,0,0,0,0,0,0,-8.504149
2023-06-03 23:00:00,0,0,0,0,0,0,0,-8.526814
2023-06-04 00:00:00,0,0,0,0,0,0,0,-8.463181
2023-06-04 01:00:00,0,0,0,0,0,0,0,-8.597813
2023-06-04 02:00:00,0,0,0,0,0,0,0,-8.592813
2023-06-04 03:00:00,0,0,0,0,0,0,0,-8.57579
2023-06-04 04:00:00,0,0,0,0,0,0,0,-8.598879
2023-06-04 05:00:00,0,0,0,0,0,0,0,-8.6116
2023-06-04 06:00:00,5.572817,0,0.0284596,0.02875405,0.0281875,0.0256,0.02390366,-8.440612
2023-06-04 07:00:00,46.56496,34.80312,40.52704,41.9114,42.6364,44.28946,42.77119,243.3881
2023-06-04 08:00:00,99.32462,89.17376,93.16286,96.40881,99.86143,100.8927,98.27601,583.2408
2023-06-04 09:00:00,136.7249,125.4567,129.1555,134.0999,136.4293,142.4978,137.6661,815.3431
2023-06-04 10:00:00,263.9388,240.6286,248.8164,258.3175,265.5036,271.3174,264.0993,1570.591
2023-06-04 11:00:00,364.6382,326.351,330.4974,348.62,353.9569,352.7917,343.744,2074.988
2023-06-04 12:00:00,480.4671,378.8076,398.9539,417.0677,419.1444,434.5259,421.9934,2302.881
2023-06-04 13:00:00,626.1909,544.601,556.5271,580.9079,587.6194,593.4893,585.1051,3445.185
2023-06-04 14:00:00,851.3584,650.05,674.713,716.7892,740.8632,738.6904,721.2734,4301.976
2023-06-04 15:00:00,668.8375,570.5939,578.0693,610.9039,630.1689,625.5422,610.2261,3609.155
2023-06-04 16:00:00,371.0486,338.7915,327.1388,341.9785,348.2703,375.1302,358.5373,2092.504
2023-06-04 17:00:00,341.351,294.837,307.5242,317.6378,326.5854,334.0123,327.5763,1920.484
2023-06-04 18:00:00,117.9749,101.1125,106.211,111.0462,113.3491,116.7204,113.5397,666.0622
2023-06-04 19:00:00,42.30941,38.82982,40.40272,41.93354,42.6247,44.48259,42.97093,248.964
2023-06-04 20:00:00,1.321994,2.081015,2.199912,2.135918,2.294526,2.398444,2.315007,5.20963
2023-06-04 21:00:00,0,0,0,0,0,0,0,-8.851079
2023-06-04 22:00:00,0,0,0,0,0,0,0,-8.855454
2023-06-04 23:00:00,0,0,0,0,0,0,0,-8.838206
2023-06-05 00:00:00,0,0,0,0,0,0,0,-8.795155
2023-06-05 01:00:00,0,0,0,0,0,0,0,-8.838046
2023-06-05 02:00:00,0,0,0,0,0,0,0,-8.717563
2023-06-05 03:00:00,0,0,0,0,0,0,0,-8.718833
2023-06-05 04:00:00,0,0,0,0,0,0,0,-8.733581
2023-06-05 05:00:00,0.1081771,0,0,0,0,0,0,-8.743169
2023-06-05 06:00:00,26.38428,16.05938,15.05009,16.37325,16.42155,17.9135,16.84731,92.82874
2023-06-05 07:00:00,162.4964,123.8553,111.7772,117.6114,122.8466,130.8404,120.354,734.8279
2023-06-05 08:00:00,381.7225,326.8508,329.1288,329.4156,340.0161,359.0211,340.4712,2055.424
2023-06-05 09:00:00,601.1804,529.7287,543.6032,546.8542,560.5263,584.7247,560.5227,3364.548
2023-06-05 10:00:00,791.1656,690.6191,707.1462,717.7574,735.8354,758.3839,722.822,4341.333
2023-06-05 11:00:00,893.0988,780.8878,817.2946,818.941,829.019,801.6913,812.1022,4861.072
2023-06-05 12:00:00,1010.236,829.6513,832.996,817.6118,832.9449,832.9412,823.7733,4977.674
2023-06-05 13:00:00,1023.523,833.0264,832.9679,832.9614,832.9891,832.9363,832.9569,4994.388
2023-06-05 14:00:00,876.8857,725.3418,753.9912,756.2036,790.4308,730.1315,720.6085,4469.944
2023-06-05 15:00:00,741.8666,643.47,668.4806,687.8299,742.5004,694.6367,700.0195,4068.124
2023-06-05 16:00:00,622.8314,526.0803,559.6441,580.5614,603.4329,608.9164,592.4641,3483.618
2023-06-05 17:00:00,441.9945,369.493,372.972,394.6435,387.823,424.5114,410.9201,2376.85
2023-06-05 18:00:00,225.6897,157.4862,167.3171,187.7067,185.4394,194.9394,193.6696,1097.063
2023-06-05 19:00:00,50.62662,35.70838,37.84337,41.99024,41.21008,44.44656,44.23642,242.8338
2023-06-05 20:00:00,0.2060056,2.228,2.105629,2.209249,2.342461,2.475542,2.403786,5.193668
2023-06-05 21:00:00,0,0,0,0,0,0,0,-8.923978
2023-06-05 22:00:00,0,0,0,0,0,0,0,-8.753916
2023-06-05 23:00:00,0,0,0,0,0,0,0,-8.831585
2023-06-06 00:00:00,0,0,0,0,0,0,0,-8.75794
2023-06-06 01:00:00,0,0,0,0,0,0,0,-8.754178
2023-06-06 02:00:00,0,0,0,0,0,0,0,-8.755273
2023-06-06 03:00:00,0,0,0,0,0,0,0,-8.733223
2023-06-06 04:00:00,0,0,0,0,0,0,0,-8.718142
2023-06-06 05:00:00,0.08839057,0,0,0,0,0,0,-8.663938
