Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-06-01 00:00:00,0,0,0,0,0,0,0,-8.192357
2023-06-01 01:00:00,0,0,0,0,0,0,0,-8.208551
2023-06-01 02:00:00,0,0,0,0,0,0,0,-8.208197
2023-06-01 03:00:00,0,0,0,0,0,0,0,-8.235573
2023-06-01 04:00:00,0,0,0,0,0,0,0,-8.130719
2023-06-01 05:00:00,0.003337119,0,0,0,0,0,0,-8.093561
2023-06-01 06:00:00,16.28725,14.38589,17.77675,13.34202,13.73858,12.89638,18.53634,83.41882
2023-06-01 07:00:00,127.8728,106.3257,103.6598,100.8757,93.9417,96.06213,98.67278,599.8975
2023-06-01 08:00:00,323.7896,297.7312,286.9283,286.5377,264.7904,275.6352,270.5964,1689.516
2023-06-01 09:00:00,410.6417,399.9371,390.43,417.881,421.4247,425.7439,499.413,2558.587
2023-06-01 10:00:00,636.6778,640.0639,578.6592,640.1901,551.6553,547.0394,598.0276,3562.509
2023-06-01 11:00:00,889.149,753.8364,776.738,742.4346,686.7408,671.2778,716.6098,4297.14
2023-06-01 12:00:00,938.9984,780.7689,782.8292,786.9623,767.3163,742.7912,808.1226,4652.224
2023-06-01 13:00:00,996.196,731.3188,757.4547,722.098,661.2412,678.5545,687.7209,4139.939
2023-06-01 14:00:00,813.6997,722.7944,715.4245,723.6006,692.5256,688.1308,749.2261,4271.2
2023-06-01 15:00:00,855.2819,752.8127,756.6268,752.2484,710.4435,681.8811,781.1779,4398.706
2023-06-01 16:00:00,650.4881,574.9059,602.0438,601.1632,567.465,529.2873,640.0807,3495.177
2023-06-01 17:00:00,471.4578,414.0063,423.5118,437.7767,425.3436,368.2202,470.8894,2551.363
2023-06-01 18:00:00,165.522,143.2478,145.8569,151.9485,140.9561,125.4944,147.7387,859.2285
2023-06-01 19:00:00,61.59111,53.45311,55.19958,55.80824,53.2309,46.0227,59.06932,317.9904
2023-06-01 20:00:00,4.334605,6.887788,6.995869,7.231494,6.793248,5.43332,7.733973,32.85779
2023-06-01 21:00:00,0,0,0,0,0,0,0,-8.061616
2023-06-01 22:00:00,0,0,0,0,0,0,0,-8.055378
2023-06-01 23:00:00,0,0,0,0,0,0,0,-8.13264
2023-06-02 00:00:00,0,0,0,0,0,0,0,-8.132305
2023-06-02 01:00:00,0,0,0,0,0,0,0,-8.22392
2023-06-02 02:00:00,0,0,0,0,0,0,0,-8.245226
2023-06-02 03:00:00,0,0,0,0,0,0,0,-8.184123
2023-06-02 04:00:00,0,0,0,0,0,0,0,-8.128257
2023-06-02 05:00:00,0,0,0,0,0,0,0,-8.069323
2023-06-02 06:00:00,12.31143,8.94421,9.951037,5.717635,8.304604,6.930365,10.25027,42.5648
2023-06-02 07:00:00,122.5707,97.29537,94.11697,90.90663,84.08301,84.62232,82.36716,532.3712
2023-06-02 08:00:00,237.7036,228.7474,221.5916,226.4178,214.8007,233.3699,237.1366,1370.841
2023-06-02 09:00:00,283.4167,259.3311,262.3186,242.0085,214.037,222.4927,211.1182,1422.239
2023-06-02 10:00:00,410.2015,399.8321,393.4419,458.6848,145.5807,391.9305,231.4026,1833.867
2023-06-02 11:00:00,770.9729,634.7503,620.468,599.8136,550.9219,602.8157,544.0404,3541.224
2023-06-02 12:00:00,862.584,578.3746,547.4806,413.6474,752.8057,389.0374,705.4075,3139.133
2023-06-02 13:00:00,942.5657,625.6265,,831.8519,832.817,811.4287,830.7406,3785.293
2023-06-02 14:00:00,805.7853,683.6434,561.9604,689.4839,720.8634,688.1187,747.1313,4219.037
2023-06-02 15:00:00,758.3615,655.0872,672.5563,614.4655,660.5589,624.7936,744.2708,4065.778
2023-06-02 16:00:00,681.8123,593.77,625.8692,571.2278,577.8528,559.8594,615.2484,3526.195
2023-06-02 17:00:00,467.9409,386.443,412.3835,383.0885,393.1214,380.7619,415.7416,2371.012
2023-06-02 18:00:00,243.3646,165.4807,180.5347,170.6219,183.0026,173.9064,186.3999,1060.682
2023-06-02 19:00:00,64.29069,36.75207,39.62294,37.89724,40.73564,38.21652,40.75631,227.472
2023-06-02 20:00:00,1.538847,3.440161,3.425379,3.423058,3.304593,3.392389,4.071869,12.99457
2023-06-02 21:00:00,0,0,0,0,0,0,0,-8.067281
2023-06-02 22:00:00,0,0,0,0,0,0,0,-8.116696
2023-06-02 23:00:00,0,0,0,0,0,0,0,-8.083741
2023-06-03 00:00:00,0,0,0,0,0,0,0,-8.177894
2023-06-03 01:00:00,0,0,0,0,0,0,0,-8.197785
2023-06-03 02:00:00,0,0,0,0,0,0,0,-8.154649
