NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-04-01 00:00:00,0.3563195,0,0,0,0,-0.5391667
2023-04-01 01:00:00,0.3118055,0,0,0,0,-3.344168
2023-04-01 02:00:00,0,0,0,0,0,-3.453966
2023-04-01 03:00:00,0.00629125,0,0,0,0,-3.700599
2023-04-01 04:00:00,4.152824e-07,0,0,0,0,-3.604089
2023-04-01 05:00:00,0,0,0,0,0,-0.5144287
2023-04-01 06:00:00,0.004125046,0,0,0,0,-0.4606633
2023-04-01 07:00:00,22.618,8.646843,7.972215,7.786788,7.256487,0.393663
2023-04-01 08:00:00,115.9464,58.97563,55.28952,55.27604,49.33729,6.25654
2023-04-01 09:00:00,187.7144,95.83192,92.67618,90.69846,80.36701,54.50437
2023-04-01 10:00:00,173.1514,91.25912,89.10867,87.27057,77.60315,48.96954
2023-04-01 11:00:00,176.4684,89.31572,90.50355,86.97736,77.18705,66.18648
2023-04-01 12:00:00,67.61242,33.58319,33.31012,32.18107,28.58322,62.95939
2023-04-01 13:00:00,96.96452,48.73116,47.57635,47.88669,42.7065,24.96497
2023-04-01 14:00:00,414.5481,207.9012,202.7044,196.3335,174.0461,36.55702
2023-04-01 15:00:00,760.463,421.3105,394.1108,398.9058,355.8873,48.2533
2023-04-01 16:00:00,590.2881,270.3849,255.0901,255.8815,228.1563,213.9295
2023-04-01 17:00:00,377.676,209.4755,205.0451,197.8344,175.6008,219.2752
2023-04-01 18:00:00,149.8604,70.98161,71.36008,66.27837,58.38795,121.9981
2023-04-01 19:00:00,17.99203,5.092926,4.892964,4.490367,3.786384,0.39593
2023-04-01 20:00:00,6.944445e-07,1.208848e-05,0,9.155295e-06,0,-0.1165279
2023-04-01 21:00:00,0,0,0,0,0,-0.53125
2023-04-01 22:00:00,0,0,0,0,0,-0.535
2023-04-01 23:00:00,0.1463162,0,0,0,0,-3.868037
2023-04-02 00:00:00,3.240742e-06,0,0,0,0,-3.999073
2023-04-02 01:00:00,0,0,0,0,0,-3.919904
2023-04-02 02:00:00,0,0,0,0,0,-0.54125
2023-04-02 03:00:00,0.3741666,0,0,0,0,-0.5420834
2023-04-02 04:00:00,0.25,0,0,0,0,-0.5387501
2023-04-02 05:00:00,0,0,0,0,0,-0.5341667
2023-04-02 06:00:00,0,0,0,0,0,-0.5379167
2023-04-02 07:00:00,30.89765,14.4566,12.4081,9.314314,6.153152,8.412588
2023-04-02 08:00:00,271.2086,120.5776,114.6603,107.1886,93.68884,129.5359
2023-04-02 09:00:00,507.7586,269.6526,256.3084,259.5438,231.0424,268.0113
2023-04-02 10:00:00,720.927,392.4107,371.4395,377.3805,338.9118,159.4443
2023-04-02 11:00:00,882.4797,468.9344,440.9596,452.4233,409.3285,59.1493
2023-04-02 12:00:00,978.6077,499.5396,480.726,492.5783,447.3675,68.0363
2023-04-02 13:00:00,997.431,499.9368,482.7695,496.324,450.9553,70.5787
2023-04-02 14:00:00,938.6506,491.8608,463.9305,471.5129,428.825,63.8441
2023-04-02 15:00:00,805.038,434.1303,409.3256,414.0274,374.278,328.953
2023-04-02 16:00:00,616.0563,343.625,328.5025,325.5834,293.1381,371.1735
2023-04-02 17:00:00,393.8665,217.1303,211.2361,203.9904,182.1974,93.6023
2023-04-02 18:00:00,166.7337,78.0266,78.1869,72.50632,64.12492,5.85414
2023-04-02 19:00:00,21.88511,4.745599,4.452197,4.138459,3.161658,0.216868
2023-04-02 20:00:00,0.2083363,2.643563e-05,1.940126e-05,2.535552e-05,3.220842e-05,0.2423597
2023-04-02 21:00:00,0,0,0,0,0,-0.5020833
2023-04-02 22:00:00,0,0,0,0,0,-0.5104166
2023-04-02 23:00:00,0,0,0,0,0,-0.5083333
2023-04-03 00:00:00,0.2083333,0,0,0,0,-0.5095943
