Faison,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
,,,,
Timestamp,POA,"AE 1000NX - 1, AC Power","AE 1000NX - 2, AC Power",Production meter active power
,W/m²,kW,kW,kW
2023-04-01 00:00:00,0,0,0,-5.088542
2023-04-01 01:00:00,0,0,0,-5.121673
2023-04-01 02:00:00,0,0,0,-5.090706
2023-04-01 03:00:00,0,0,0,-5.05322
2023-04-01 04:00:00,0,0,0,-5.057761
2023-04-01 05:00:00,0,0,0,-5.014464
2023-04-01 06:00:00,0.0023711,0,0,-6.7332
2023-04-01 07:00:00,20.65163,14.4182,21.67605,26.5399
2023-04-01 08:00:00,114.7475,77.2386,113.9676,183.1496
2023-04-01 09:00:00,256.9518,174.8817,257.9878,424.3704
2023-04-01 10:00:00,461.997,306.5185,442.2649,748.0147
2023-04-01 11:00:00,550.9572,370.3358,539.2975,931.6012
2023-04-01 12:00:00,350.0045,234.717,339.8322,555.4003
2023-04-01 13:00:00,164.0028,101.9499,149.5152,242.7082
2023-04-01 14:00:00,197.5206,145.3398,212.9595,352.6439
2023-04-01 15:00:00,357.2051,228.1911,336.2722,547.2449
2023-04-01 16:00:00,585.4412,394.0647,564.6962,958.7321
2023-04-01 17:00:00,294.866,188.5524,268.1904,467.2669
2023-04-01 18:00:00,151.5344,74.82249,114.2681,166.07
2023-04-01 19:00:00,18.18302,6.263422,9.674565,6.33122
2023-04-01 20:00:00,0.009958332,0,0,-5.201828
2023-04-01 21:00:00,0,0,0,-5.074391
2023-04-01 22:00:00,0,0,0,-5.058025
2023-04-01 23:00:00,0,0,0,-5.061606
2023-04-02 00:00:00,0.04533332,0,0,-5.099929
2023-04-02 01:00:00,0,0,0,-5.022884
2023-04-02 02:00:00,0,0,0,-5.071755
2023-04-02 03:00:00,0,0,0,-5.0981
2023-04-02 04:00:00,0,0,0,-5.116794
2023-04-02 05:00:00,0,0,0,-5.096984
2023-04-02 06:00:00,0.05872222,0.004555555,-0.06222222,-7.12709
2023-04-02 07:00:00,46.61131,25.60531,37.53134,54.42813
2023-04-02 08:00:00,248.5498,170.1364,246.5909,410.7357
2023-04-02 09:00:00,499.9027,357.8715,517.1603,871.4423
2023-04-02 10:00:00,727.0534,506.9359,729.4485,1232.562
2023-04-02 11:00:00,908.3217,602.8913,864.4458,1462.856
2023-04-02 12:00:00,1014.967,648.2788,928.7676,1571.499
2023-04-02 13:00:00,1046.075,652.7609,935.3073,1582.174
2023-04-02 14:00:00,991.9068,620.8066,889.4225,1504.164
2023-04-02 15:00:00,861.251,540.2362,776.8605,1311.85
2023-04-02 16:00:00,664.1678,423.6136,612.6605,1030.484
2023-04-02 17:00:00,420.588,261.6751,381.8025,636.9464
2023-04-02 18:00:00,172.5995,87.76244,129.4465,208.3218
2023-04-02 19:00:00,20.48241,5.68806,8.432787,4.36492
2023-04-02 20:00:00,0,0,0,-5.49421
2023-04-02 21:00:00,0,0,0,-5.087286
2023-04-02 22:00:00,0,0,0,-5.073219
2023-04-02 23:00:00,0,0,0,-5.08864
2023-04-03 00:00:00,0,0,0,-5.13515
2023-04-03 01:00:00,0,0,0,-5.137091
2023-04-03 02:00:00,0,0,0,-5.050356
2023-04-03 03:00:00,0,0,0,-5.011355
2023-04-03 04:00:00,0,0,0,-5.02663
2023-04-03 05:00:00,0,0,0,-4.9933
2023-04-03 06:00:00,0.32375,0.2044171,0.3086548,-6.774763
2023-04-03 07:00:00,54.51507,34.14992,50.58321,76.40808
2023-04-03 08:00:00,198.6704,132.4336,193.6476,318.5655
2023-04-03 09:00:00,328.6029,223.9321,327.0262,543.1179
2023-04-03 10:00:00,628.1954,428.2787,619.3888,1042.724
2023-04-03 11:00:00,869.6112,557.4165,802.181,1348.944
2023-04-03 12:00:00,611.8344,387.8006,564.8109,946.0588
2023-04-03 13:00:00,720.5776,460.32,664.3715,1120.761
2023-04-03 14:00:00,492.6878,315.258,457.5352,766.8314
2023-04-03 15:00:00,290.8541,189.6691,277.5473,460.1256
2023-04-03 16:00:00,117.1769,74.6625,109.9663,176.3291
2023-04-03 17:00:00,82.29052,50.01772,73.67113,114.9946
2023-04-03 18:00:00,32.59611,17.96302,26.7118,34.79581
2023-04-03 19:00:00,3.744828,1.193333,2.106818,-6.326217
2023-04-03 20:00:00,0,0,0,-5.079615
2023-04-03 21:00:00,0,0,0,-4.873787
2023-04-03 22:00:00,0,0,0,-4.953227
2023-04-03 23:00:00,0,0,0,-5.003778
2023-04-04 00:00:00,0,0,0,-5.029413
2023-04-04 01:00:00,0,0,0,-5.026648
2023-04-04 02:00:00,0,0,0,-5.044336
2023-04-04 03:00:00,0,0,0,-4.981753
2023-04-04 04:00:00,0,0,0,-4.993384
2023-04-04 05:00:00,0.0197037,0,0,-5.027634
2023-04-04 06:00:00,0.001250953,0,0,-6.852736
2023-04-04 07:00:00,22.43815,17.95003,26.62143,35.54245
2023-04-04 08:00:00,121.4925,90.02832,131.2484,213.3721
2023-04-04 09:00:00,261.2963,180.1251,261.2977,422.5009
2023-04-04 10:00:00,176.436,114.5288,164.5437,270.9194
2023-04-04 11:00:00,235.3783,157.3663,226.4504,377.3491
2023-04-04 12:00:00,556.3997,343.3453,493.5224,829.5389
2023-04-04 13:00:00,693.188,437.0044,597.9279,1033.669
2023-04-04 14:00:00,1032.461,608.6255,874.7511,1478.217
2023-04-04 15:00:00,737.5522,472.0544,645.2231,1109.104
2023-04-04 16:00:00,649.7792,396.0898,572.6644,962.2142
2023-04-04 17:00:00,401.0036,240.895,351.5183,585.454
