Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-04-01 00:00:00,-0.0679371,0,0,0,0,-13.691
2023-04-01 01:00:00,-0.1082133,0,0,0,0,-13.67767
2023-04-01 02:00:00,-0.1156406,0,0,0,0,-13.60767
2023-04-01 03:00:00,-0.07506185,0,0,0,0,-13.60767
2023-04-01 04:00:00,-0.1942452,0,0,0,0,-13.64167
2023-04-01 05:00:00,-0.1399944,0,0,0,0,-13.69133
2023-04-01 06:00:00,0.131899,0,0,0,0,-13.77067
2023-04-01 07:00:00,18.21749,36.61666,36.30334,38.78,37.58167,171.5973
2023-04-01 08:00:00,51.52818,124.5367,123.1817,128.25,127.2366,490.4333
2023-04-01 09:00:00,86.69646,218.6434,218.0217,222.68,222.2183,869.2787
2023-04-01 10:00:00,174.6113,458.1683,464.7816,480.785,482.47,1883.324
2023-04-01 11:00:00,228.723,699.655,705.2983,724.2467,724.1367,2848.054
2023-04-01 12:00:00,457.9824,1439.26,1451.105,1463.125,1461.41,5799.944
2023-04-01 13:00:00,551.3755,1741.052,1728.599,1742.281,1765.697,6932.383
2023-04-01 14:00:00,426.7476,1203.39,1259.362,1261.994,1314.318,5034.667
2023-04-01 15:00:00,530.8773,1497.117,1500.67,1500.427,1494.474,5953.332
2023-04-01 16:00:00,261.1921,649.3766,642.3683,664.5667,648.3817,2537.114
2023-04-01 17:00:00,136.2905,267.0817,266.0034,276.37,270.1017,1064.809
2023-04-01 18:00:00,48.88459,96.7,96.32501,97.72334,96.26833,368.719
2023-04-01 19:00:00,7.30413,0,0.4716668,1.365,1.278333,33.03767
2023-04-01 20:00:00,-0.2498821,0,0,0,0,-13.723
2023-04-01 21:00:00,-0.1633587,0,0,0,0,-13.773
2023-04-01 22:00:00,-0.3451657,0,0,0,0,-13.84633
2023-04-01 23:00:00,-0.02875029,0,0,0,0,-13.8855
2023-04-02 00:00:00,-0.3138427,0,0,0,0,-13.8165
2023-04-02 01:00:00,-0.1691488,0,0,0,0,-13.722
2023-04-02 02:00:00,-0.1736747,0,0,0,0,-13.74617
2023-04-02 03:00:00,-0.1826079,0,0,0,0,-13.73683
2023-04-02 04:00:00,-0.1273258,0,0,0,0,-13.68834
2023-04-02 05:00:00,-0.2398112,0,0,0,0,-13.71283
2023-04-02 06:00:00,1.597834,0,0,0,0,-4.985332
2023-04-02 07:00:00,66.55614,99.18668,100.22,103.46,104.6733,407.168
