Schell Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-04-01 00:00:00,0.04457848,0,0,0,-7.343738
2023-04-01 01:00:00,0.3573565,0,0,0,-7.29899
2023-04-01 02:00:00,0.1423492,0,0,0,-7.282558
2023-04-01 03:00:00,0,0,0,0,-7.340625
2023-04-01 04:00:00,0,0,0,0,-7.297441
2023-04-01 05:00:00,0,0,0,0,-7.292908
2023-04-01 06:00:00,0.07000565,0,0,0,-7.280249
2023-04-01 07:00:00,31.26167,56.25,61.75,57.5,169.144
2023-04-01 08:00:00,82.98091,159,175,162.75,488.9611
2023-04-01 09:00:00,200.4806,384.25,422.5,391.75,1174.953
2023-04-01 10:00:00,119.0184,230.5,252.75,237.5,738.2046
2023-04-01 11:00:00,154.209,313,345.5,316.25,951.3552
2023-04-01 12:00:00,167.3103,320.25,351.75,333,1001.428
2023-04-01 13:00:00,122.6904,229,253,240.5,719.828
2023-04-01 14:00:00,240.3574,447.5,489.75,458.5,1382.875
2023-04-01 15:00:00,527.2015,1042.75,1074.75,990.5,2915.97
2023-04-01 16:00:00,613.6597,1135.5,1271.5,1175.5,3416.98
2023-04-01 17:00:00,374.2669,687.25,774.25,729.5,2148.528
2023-04-01 18:00:00,153.2179,244.5,269,235,746.7588
2023-04-01 19:00:00,8.616046,16,17.5,15,43.50294
2023-04-01 20:00:00,0,0,0,0,-7.249748
2023-04-01 21:00:00,0,0,0,0,-7.243105
2023-04-01 22:00:00,0,0,0,0,-7.241592
2023-04-01 23:00:00,0,0,0,0,-7.320247
2023-04-02 00:00:00,0,0,0,0,-7.378075
2023-04-02 01:00:00,0,0,0,0,-7.30641
2023-04-02 02:00:00,0,0,0,0,-7.298148
2023-04-02 03:00:00,0,0,0,0,-7.154547
2023-04-02 04:00:00,0,0,0,0,-7.187448
2023-04-02 05:00:00,0,0,0,0,-7.15681
2023-04-02 06:00:00,0.06525038,0,-0.25,0,-7.184623
2023-04-02 07:00:00,62.22343,102,113,106.5,311.607
2023-04-02 08:00:00,294.8472,560,619.75,574.5,1727.902
2023-04-02 09:00:00,549.7289,1091.75,1199.25,1118.25,3367.209
2023-04-02 10:00:00,770.1152,1507,1614.5,1542.25,4602.314
2023-04-02 11:00:00,933.7751,1665.5,1666,1666,4932.698
2023-04-02 12:00:00,1029.254,1666.25,1666,1666.5,4931.709
2023-04-02 13:00:00,1044.412,1665.75,1665.5,1666.25,4930.613
2023-04-02 14:00:00,984.1891,1665.5,1665.75,1666,4930.051
2023-04-02 15:00:00,871.1116,1605.5,1661.25,1631.5,4833.685
2023-04-02 16:00:00,666.7155,1244.25,1352.25,1237.25,3879.439
2023-04-02 17:00:00,413.8488,783.75,861,805.75,2449.072
