Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-04-01 00:00:00,0.01633984,0,0,0,0,-13.86133
2023-04-01 01:00:00,0.03344256,0,0,0,0,-13.92383
2023-04-01 02:00:00,0.03459736,0,0,0,0,-13.90117
2023-04-01 03:00:00,0.0578104,0,0,0,0,-14.0045
2023-04-01 04:00:00,0.0465044,0,0,0,0,-14.06234
2023-04-01 05:00:00,0.07129265,0,0,0,0,-14.03883
2023-04-01 06:00:00,0.6762738,0,0,0,0,-14.071
2023-04-01 07:00:00,23.78039,41.37083,41.59666,39.33333,37.52333,177.3233
2023-04-01 08:00:00,39.32651,101.645,104.015,103.9225,101.36,395.8413
2023-04-01 09:00:00,76.36985,173.1025,181.7808,183.2542,181.5,707.098
2023-04-01 10:00:00,195.556,545.2658,571.9092,552.735,548.6908,2183.955
2023-04-01 11:00:00,310.8658,952.7825,1014.968,1031.595,1033.176,4046.31
2023-04-01 12:00:00,219.7643,740.9066,771.7149,768.2676,754.16,3049.492
2023-04-01 13:00:00,106.838,379.0942,392.725,420.2567,423.2833,1609.516
2023-04-01 14:00:00,212.6803,724.8617,791.5983,850.0616,851.7292,3207.541
2023-04-01 15:00:00,172.8255,510.4192,530.4867,541.2783,530.435,2111.113
2023-04-01 16:00:00,169.0648,441.0992,492.8608,501.8208,504.79,1933.733
2023-04-01 17:00:00,73.3389,171.7142,186.4167,203.7242,211.0892,774.2037
2023-04-01 18:00:00,160.3308,253.3508,305.8492,352.0634,365.0408,1265.045
2023-04-01 19:00:00,5.251727,3.3375,3.590832,4.4775,4.480833,11.53716
2023-04-01 20:00:00,0,0,0,0,0,-13.98667
2023-04-01 21:00:00,0.01485343,0,0,0,0,-14.06767
2023-04-01 22:00:00,0,0,0,0,0,-14.10417
2023-04-01 23:00:00,0.0100501,0,0,0,0,-14.05534
2023-04-02 00:00:00,0,0,0,0,0,-14.109
2023-04-02 01:00:00,0.0099183,0,0,0,0,-13.95288
2023-04-02 02:00:00,0,0,0,0,0,-13.94583
2023-04-02 03:00:00,0,0,0,0,0,-13.946
2023-04-02 04:00:00,0,0,0,0,0,-13.917
2023-04-02 05:00:00,0,0,0,0,0,-13.91917
