Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-04-01 00:00:00,-0.08872724,0,0,0,0,-14.34484
2023-04-01 01:00:00,-0.09283697,0,0,0,0,-14.42617
2023-04-01 02:00:00,0.04647028,0,0,0,0,-14.44467
2023-04-01 03:00:00,0.01913863,0,0,0,0,-14.49734
2023-04-01 04:00:00,-0.06758761,0,0,0,0,-14.49216
2023-04-01 05:00:00,-0.09358547,0,0,0,0,-14.47083
2023-04-01 06:00:00,0.3570559,0,0,0,0,-14.42183
2023-04-01 07:00:00,13.27483,22.92333,22.12,22.57,22.91667,119.3168
2023-04-01 08:00:00,44.30476,117.5033,115.2633,117.75,117.82,450.9373
2023-04-01 09:00:00,92.14355,225.0833,219.8817,224.0784,222.8784,882.3262
2023-04-01 10:00:00,175.6117,455.6667,451,465.07,465.9967,1830.337
2023-04-01 11:00:00,253.8924,766.8416,764.9017,792.035,793.8232,3097.261
2023-04-01 12:00:00,338.9556,1086.46,1074.007,1101.777,1096.153,4404.805
2023-04-01 13:00:00,468.5848,1405.223,1386.092,1424.628,1420.885,5623.113
2023-04-01 14:00:00,320.152,905.4816,883.1616,898.2134,899.7932,3700.775
2023-04-01 15:00:00,523.5833,1496.513,1468.7,1507.607,1500.906,5830.775
2023-04-01 16:00:00,605.3831,1274.123,1246.998,1255.332,1277.562,4734.987
2023-04-01 17:00:00,498.7046,1131.66,1065.992,1063.578,1059.66,4190.31
2023-04-01 18:00:00,147.8205,231.005,224.6017,224.4217,218.6266,867.0135
2023-04-01 19:00:00,9.49505,16.23,14.61667,14.59667,13.94333,61.45734
2023-04-01 20:00:00,-0.1196148,0,0,0,0,-14.4785
2023-04-01 21:00:00,-0.1782634,0,0,0,0,-14.5965
2023-04-01 22:00:00,-0.07527544,0,0,0,0,-14.61483
2023-04-01 23:00:00,-0.1271908,0,0,0,0,-14.43633
2023-04-02 00:00:00,-0.163703,0,0,0,0,-14.40967
2023-04-02 01:00:00,-0.2229328,0,0,0,0,-14.49267
2023-04-02 02:00:00,-0.05077482,0,0,0,0,-14.501
2023-04-02 03:00:00,-0.0986209,0,0,0,0,-14.5065
2023-04-02 04:00:00,-0.2629196,0,0,0,0,-14.5095
