Siler 421 Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA SC-800CP-US - A1, Pac","SMA SC-800CP-US - A2, Pac","SMA SC-800CP-US - B1, Pac","SMA SC-800CP-US - B2, Pac","SMA SC-800CP-US - C1, Pac","SMA SC-800CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-04-01 00:00:00,0,0,0,0,0,0,0,-8.467591
2023-04-01 01:00:00,0,0,0,0,0,0,0,-8.475579
2023-04-01 02:00:00,0,0,0,0,0,0,0,-8.494857
2023-04-01 03:00:00,0,0,0,0,0,0,0,-8.360744
2023-04-01 04:00:00,0,0,0,0,0,0,0,-8.367448
2023-04-01 05:00:00,0,0,0,0,0,0,0,-8.323527
2023-04-01 06:00:00,0,0,0,0,0,0,0,-8.390613
2023-04-01 07:00:00,10.99216,6.482189,4.947945,6.885121,6.801942,5.546584,4.784059,28.28372
2023-04-01 08:00:00,56.42316,51.07439,50.97718,52.68963,52.28915,52.33904,54.63957,315.8494
2023-04-01 09:00:00,100.5127,96.27625,96.02354,99.39594,98.67628,101.3382,103.4714,601.3801
2023-04-01 10:00:00,177.6383,174.029,175.0938,176.7771,176.6253,179.1476,179.9256,1080.594
2023-04-01 11:00:00,166.0165,160.6329,160.899,162.2588,161.8198,165.4583,170.5937,1005.621
2023-04-01 12:00:00,131.5744,84.15115,83.83435,88.9304,88.24519,89.3527,91.5627,525.3895
2023-04-01 13:00:00,242.8035,224.4102,225.6289,246.8504,244.2305,240.418,236.1255,1393.5
2023-04-01 14:00:00,780.6773,599.598,617.0995,599.1895,593.1085,621.5325,634.7773,3661.029
2023-04-01 15:00:00,885.1212,785.6234,770.0391,806.8812,805.9021,806.5382,799.3811,4785.897
2023-04-01 16:00:00,649.4401,620.427,607.549,635.1953,640.574,636.2939,646.4587,3773.181
2023-04-01 17:00:00,434.8343,406.0112,390.5605,415.2227,423.411,410.727,416.2609,2475.354
2023-04-01 18:00:00,181.5157,137.8738,130.7003,143.561,150.4808,138.8345,144.4611,851.903
2023-04-01 19:00:00,12.57485,8.936516,8.437038,7.878888,7.950679,7.60359,8.058132,46.92462
2023-04-01 20:00:00,0,0,0,0,0,0,0,-8.410551
2023-04-01 21:00:00,0,0,0,0,0,0,0,-8.46597
2023-04-01 22:00:00,0,0,0,0,0,0,0,-8.446665
2023-04-01 23:00:00,0.1289474,0,0,0,0,0,0,-8.444691
2023-04-02 00:00:00,0,0,0,0,0,0,0,-8.474209
2023-04-02 01:00:00,0,0,0,0,0,0,0,-8.467119
2023-04-02 02:00:00,0,0,0,0,0,0,0,-8.390965
2023-04-02 03:00:00,0,0,0,0,0,0,0,-8.414523
2023-04-02 04:00:00,0,0,0,0,0,0,0,-8.40274
2023-04-02 05:00:00,0,0,0,0,0,0,0,-8.347633
2023-04-02 06:00:00,0.00664847,0,0,0,0,0,0,-8.336073
2023-04-02 07:00:00,38.43923,20.45501,19.25487,26.65778,19.71663,24.10327,24.45034,130.1788
2023-04-02 08:00:00,261.6723,230.8618,218.4711,257.6035,237.4897,259.8625,275.759,1502.681
2023-04-02 09:00:00,524.5829,533.6665,530.5296,555.916,543.3202,564.6958,591.1974,3356.261
2023-04-02 10:00:00,755.7454,758.7996,759.8398,776.4731,769.5104,788.6006,803.6823,4667.157
2023-04-02 11:00:00,934.1055,832.9656,832.9321,832.9419,832.9356,832.9529,832.8966,4983.036
2023-04-02 12:00:00,1042.705,832.9589,832.9796,832.9531,832.8928,832.8685,832.8471,4977.988
2023-04-02 13:00:00,1076.663,832.9601,833.0191,832.9649,832.9147,832.8469,832.8707,4974.444
2023-04-02 14:00:00,1025.478,832.8999,832.8389,833.0113,832.89,832.9704,832.967,4972.571
2023-04-02 15:00:00,899.3121,825.8322,822.4957,828.3099,829.5894,829.8075,831.4066,4940.922
2023-04-02 16:00:00,704.9579,676.5946,665.0164,686.8545,693.833,693.0125,699.5063,4102.641
2023-04-02 17:00:00,463.7794,434.8688,418.1071,445.6935,454.5937,442.2562,446.9727,2654.229
2023-04-02 18:00:00,202.2887,149.7843,142.4413,156.8075,166.6243,151.8967,157.6688,931.0189
2023-04-02 19:00:00,7.675097,10.84815,10.08375,10.28609,11.72952,10.54755,10.80177,57.436
2023-04-02 20:00:00,0,0,0,0,0,0,0,-8.451892
2023-04-02 21:00:00,0,0,0,0,0,0,0,-8.434126
2023-04-02 22:00:00,0,0,0,0,0,0,0,-8.471792
2023-04-02 23:00:00,0,0,0,0,0,0,0,-8.426734
2023-04-03 00:00:00,0,0,0,0,0,0,0,-8.44711
2023-04-03 01:00:00,0,0,0,0,0,0,0,-8.468617
2023-04-03 02:00:00,0,0,0,0,0,0,0,-8.399593
2023-04-03 03:00:00,0,0,0,0,0,0,0,-8.338552
2023-04-03 04:00:00,0,0,0,0,0,0,0,-8.341064
2023-04-03 05:00:00,0,0,0,0,0,0,0,-8.324607
2023-04-03 06:00:00,0.2290574,0,0,0,0,0,0,-8.354241
2023-04-03 07:00:00,37.35143,29.2153,26.44731,33.16378,37.24237,29.02368,29.39916,180.5896
2023-04-03 08:00:00,172.3549,167.7817,164.7464,174.6037,170.6868,181.857,186.0322,1065.441
2023-04-03 09:00:00,379.517,366.1021,362.8706,384.4832,378.0277,397.09,409.0505,2324.455
2023-04-03 10:00:00,515.8636,508.3942,517.9836,524.3812,519.4437,532.6332,546.7949,3170.666
2023-04-03 11:00:00,636.7984,618.3287,618.2137,635.3077,630.7348,647.9905,662.1708,3833.651
2023-04-03 12:00:00,640.2894,607.0447,612.5679,630.4221,628.4683,642.2391,654.203,3795.669
2023-04-03 13:00:00,581.9548,555.9012,551.4072,571.6401,566.6165,579.6652,589.6614,3434.482
2023-04-03 14:00:00,601.998,574.8582,565.174,584.8566,584.5772,595.6709,605.8073,3522.152
2023-04-03 15:00:00,532.2362,519.1453,528.397,520.9258,517.9742,533.2803,538.1835,3165.448
2023-04-03 16:00:00,264.4885,255.0128,251.6674,262.2761,261.3864,265.0542,271.0712,1578.979
2023-04-03 17:00:00,118.7969,116.9797,115.718,120.5276,119.9697,121.4778,124.3224,724.0885
2023-04-03 18:00:00,36.94955,37.51709,37.03141,38.97207,38.65005,39.60854,40.28768,229.1839
2023-04-03 19:00:00,4.884475,4.042161,4.110977,4.179105,4.185132,4.308676,4.544409,18.08085
2023-04-03 20:00:00,0,0,0,0,0,0,0,-8.341049
2023-04-03 21:00:00,0,0,0,0,0,0,0,-8.199887
2023-04-03 22:00:00,0,0,0,0,0,0,0,-8.418991
2023-04-03 23:00:00,0,0,0,0,0,0,0,-8.410028
2023-04-04 00:00:00,0,0,0,0,0,0,0,-8.462833
2023-04-04 01:00:00,0,0,0,0,0,0,0,-8.386329
2023-04-04 02:00:00,0,0,0,0,0,0,0,-8.387055
2023-04-04 03:00:00,0,0,0,0,0,0,0,-8.329334
2023-04-04 04:00:00,0,0,0,0,0,0,0,-8.2924
2023-04-04 05:00:00,0,0,0,0,0,0,0,-8.270504
2023-04-04 06:00:00,0.02864951,0,0,0,0,0,0,-8.331046
2023-04-04 07:00:00,44.65259,27.14349,14.70189,29.47995,27.65437,22.65257,30.15674,147.229
2023-04-04 08:00:00,225.5414,198.0045,187.3756,215.2267,203.9336,229.1291,232.54,1283.541
2023-04-04 09:00:00,490.6768,487.3863,484.0061,509.1446,497.3039,516.9879,539.9942,3070.403
2023-04-04 10:00:00,710.5585,692.5431,693.0375,711.0927,703.3312,731.0575,749.8203,4297.38
2023-04-04 11:00:00,872.6704,813.9484,813.7093,822.7111,820.1732,830.0596,832.4497,4919.029
2023-04-04 12:00:00,975.9929,833.0383,833.037,832.9498,832.9246,832.8934,832.9272,4976.653
2023-04-04 13:00:00,1004.398,833.0196,832.9235,805.0995,832.824,832.9465,832.9182,4949.938
2023-04-04 14:00:00,968.8913,831.5088,832.9254,633.4361,832.8252,832.8568,832.2194,4780.379
2023-04-04 15:00:00,840.4636,746.4764,774.4186,647.3779,750.474,781.813,770.5824,4421.978
2023-04-04 16:00:00,609.9097,602.2065,589.5043,607.998,623.8552,579.6949,562.8884,3572.203
2023-04-04 17:00:00,417.3405,386.264,369.9466,386.866,401.8047,387.3125,347.5089,2302.544
2023-04-04 18:00:00,144.8336,121.189,116.3134,124.3069,129.348,120.7209,112.2013,731.4703
2023-04-04 19:00:00,12.85132,13.97058,13.42981,14.71435,14.69185,14.36714,12.97314,77.2543
2023-04-04 20:00:00,0,0,0,0,0,0,0,-8.589628
2023-04-04 21:00:00,0,0,0,0,0,0,0,-8.417655
2023-04-04 22:00:00,0,0,0,0,0,0,0,-8.457552
2023-04-04 23:00:00,0.1713956,0,0,0,0,0,0,-8.398705
2023-04-05 00:00:00,0.0001084902,0,0,0,0,0,0,-8.414309
2023-04-05 01:00:00,0,0,0,0,0,0,0,-8.407116
2023-04-05 02:00:00,0,0,0,0,0,0,0,-8.431411
2023-04-05 03:00:00,0,0,0,0,0,0,0,-8.464764
2023-04-05 04:00:00,0,0,0,0,0,0,0,-8.447883
2023-04-05 05:00:00,0,0,0,0,0,0,0,-8.343429
2023-04-05 06:00:00,0.2064052,0,0,0,0,0,0,-8.400813
2023-04-05 07:00:00,44.7077,31.33133,28.03351,35.48293,33.48346,34.25096,30.18391,190.083
2023-04-05 08:00:00,232.9671,203.1167,195.0829,222.2307,207.9085,229.6695,213.8198,1291.768
2023-04-05 09:00:00,460.5195,449.4356,450.929,473.0839,462.3143,480.4157,448.4884,2797.568
2023-04-05 10:00:00,697.4049,661.9205,658.8104,685.5229,676.6711,697.7959,646.1636,4051.376
2023-04-05 11:00:00,649.8651,667.6508,662.1407,623.2507,661.4598,611.0952,598.1235,3795.271
2023-04-05 12:00:00,604.9333,602.8327,605.0207,598.8398,603.5831,561.1527,588.4651,3508.301
2023-04-05 13:00:00,626.4587,503.8004,492.8859,516.0077,517.2978,491.7579,491.5067,3063.1
2023-04-05 14:00:00,939.8682,717.3925,713.3186,722.8292,722.8043,794.6694,767.5858,4474.25
2023-04-05 15:00:00,514.5525,408.3844,398.3278,405.4789,406.1136,436.6136,393.8187,2505.022
2023-04-05 16:00:00,465.4582,427.9794,413.8235,451.9439,453.2417,473.2578,418.9973,2582.266
2023-04-05 17:00:00,369.7347,349.3999,340.567,355.1022,358.9352,348.0206,315.3023,2086.69
2023-04-05 18:00:00,150.2466,124.8682,120.0418,129.179,133.3496,125.9676,113.5048,745.0765
2023-04-05 19:00:00,14.87172,14.93033,14.33472,15.24544,15.67351,15.19881,13.88292,82.97729
2023-04-05 20:00:00,0,0,0,0,0,0,0,-8.526666
2023-04-05 21:00:00,0,0,0,0,0,0,0,-8.464149
2023-04-05 22:00:00,0.09109235,0,0,0,0,0,0,-8.427059
2023-04-05 23:00:00,0.3163075,0,0,0,0,0,0,-8.417204
2023-04-06 00:00:00,0,0,0,0,0,0,0,-8.407625
2023-04-06 01:00:00,0,0,0,0,0,0,0,-8.403708
2023-04-06 02:00:00,0,0,0,0,0,0,0,-8.391598
2023-04-06 03:00:00,0,0,0,0,0,0,0,-8.42618
2023-04-06 04:00:00,0,0,0,0,0,0,0,-8.411648
2023-04-06 05:00:00,0.042847,0,0,0,0,0,0,-8.379247
2023-04-06 06:00:00,0.3168538,0,0,0,0,0,0,-8.388985
2023-04-06 07:00:00,34.95846,29.2676,26.21967,30.94927,30.18829,29.43166,25.66517,167.285
2023-04-06 08:00:00,110.7002,103.1505,102.3835,107.4437,106.4533,108.0068,99.6028,634.8316
2023-04-06 09:00:00,307.602,270.1002,270.1027,292.3901,279.0496,305.467,278.4785,1709.522
