"Mariposa Solar Center, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"TMEIC - 1, Active Power P","TMEIC - 2, Active Power P","TMEIC - 3, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW
2023-04-01 00:00:00,0,0,0,0,-9.599999
2023-04-01 01:00:00,0,0,0,0,-9.599999
2023-04-01 02:00:00,0,0,0,0,-9.599999
2023-04-01 03:00:00,0,0,0,0,-9.599999
2023-04-01 04:00:00,0,0,0,0,-9.599999
2023-04-01 05:00:00,0,0,0,0,-9.599999
2023-04-01 06:00:00,0,0,0,0,-9.599999
2023-04-01 07:00:00,5.303232,2.197167,2.372315,1.228893,-2.420509
2023-04-01 08:00:00,25.79066,39.43466,39.41326,40.38065,130.1027
2023-04-01 09:00:00,23.50702,35.99399,37.12121,37.67115,122.7439
2023-04-01 10:00:00,161.4731,289.747,298.2578,296.8232,884.3651
2023-04-01 11:00:00,186.5533,335.3816,346.9281,346.5765,1014.341
2023-04-01 12:00:00,585.1461,952.8232,966.2373,953.2914,2875.74
2023-04-01 13:00:00,1058.159,1633.798,1645.652,1613.83,4838.882
2023-04-01 14:00:00,1028.227,1626.031,1634.356,1658.748,4901.117
2023-04-01 15:00:00,890.9666,1505.884,1536.853,1530.589,4533.311
2023-04-01 16:00:00,702.6317,1190.788,1220.95,1216.511,3597.919
2023-04-01 17:00:00,465.7973,756.7609,782.8965,780.2758,2303.642
2023-04-01 18:00:00,213.6875,276.5639,293.1106,293.8133,854.8432
2023-04-01 19:00:00,19.191,23.61499,26.67854,26.56698,80.83339
2023-04-01 20:00:00,0,0,0,0,-9.599999
2023-04-01 21:00:00,0,0,0,0,-9.599999
2023-04-01 22:00:00,0,0,0,0,-9.599999
2023-04-01 23:00:00,0,0,0,0,-9.599999
2023-04-02 00:00:00,0,0,0,0,-9.599999
2023-04-02 01:00:00,0,0,0,0,-9.599999
2023-04-02 02:00:00,0,0,0,0,-9.599999
2023-04-02 03:00:00,0,0,0,0,-9.599999
2023-04-02 04:00:00,0,0,0,0,-9.599999
2023-04-02 05:00:00,0,0,0,0,-9.599999
2023-04-02 06:00:00,0,0,0,0,-9.599999
2023-04-02 07:00:00,37.86068,60.1015,67.38094,71.38201,202.3247
2023-04-02 08:00:00,259.8031,500.6495,511.1337,504.5981,1520.071
2023-04-02 09:00:00,522.4773,1031.029,1046.273,1036.617,3117.98
2023-04-02 10:00:00,757.4947,1418.522,1440.743,1432.39,4284.339
2023-04-02 11:00:00,937.3617,1645.587,1654.783,1653.041,4927.22
2023-04-02 12:00:00,1056.546,1666.021,1665.997,1666.105,4959.683
2023-04-02 13:00:00,1088.78,1665.969,1666.067,1666.129,4954.573
2023-04-02 14:00:00,1046.285,1665.699,1666.073,1666.09,4950.664
2023-04-02 15:00:00,930.1384,1545.575,1573.5,1566.913,4642.343
2023-04-02 16:00:00,734.301,1230.986,1262.432,1258.121,3718.268
2023-04-02 17:00:00,485.2172,789.6906,816.5807,813.7404,2404
2023-04-02 18:00:00,222.0045,283.5549,300.4298,301.5453,878.1879
2023-04-02 19:00:00,19.43793,19.90681,21.54427,21.43763,72.06109
2023-04-02 20:00:00,0,0,0,0,-9.599999
2023-04-02 21:00:00,0,0,0,0,-9.599999
2023-04-02 22:00:00,0,0,0,0,-9.599999
2023-04-02 23:00:00,0,0,0,0,-9.599999
2023-04-03 00:00:00,0,0,0,0,-9.599999
2023-04-03 01:00:00,0,0,0,0,-9.599999
2023-04-03 02:00:00,0,0,0,0,-9.599999
2023-04-03 03:00:00,0,0,0,0,-9.599999
2023-04-03 04:00:00,0,0,0,0,-9.599999
2023-04-03 05:00:00,0,0,0,0,-9.599999
2023-04-03 06:00:00,0.00970256,0,0,0,-9.599999
2023-04-03 07:00:00,18.15202,29.95979,30.1298,29.16846,92.50066
2023-04-03 08:00:00,95.98012,182.13,187.4946,186.8717,553.4666
2023-04-03 09:00:00,221.7955,419.2389,433.1648,431.8336,1286.165
2023-04-03 10:00:00,261.6516,483.2952,498.3952,495.2807,1478.66
2023-04-03 11:00:00,475.1013,855.6761,877.1758,874.0975,2609.424
2023-04-03 12:00:00,491.9139,880.4341,890.566,872.6373,2632.645
2023-04-03 13:00:00,259.9287,460.0945,470.8178,465.7455,1392.603
2023-04-03 14:00:00,214.445,403.1811,409.1249,404.2441,1205.719
2023-04-03 15:00:00,190.4028,358.5133,368.601,366.1707,1089.284
2023-04-03 16:00:00,115.5714,222.4472,229.3687,228.4098,675.4213
2023-04-03 17:00:00,87.30813,168.8815,173.7688,172.5877,508.9896
2023-04-03 18:00:00,22.76212,35.59166,36.67182,34.63974,123.5277
2023-04-03 19:00:00,2.919167,0,0,0,8.909836
2023-04-03 20:00:00,0,0,0,0,-9.599999
