Four Oaks,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Expert 1670 1, Real power","Eaton Power Expert 1670 2, Real power","Eaton Power Expert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-04-01 00:00:00,0,0,0,0,-7.847244
2023-04-01 01:00:00,0,0,0,0,-7.988997
2023-04-01 02:00:00,0.05002778,0,0,0,-7.954063
2023-04-01 03:00:00,0,0,0,0,-8.016226
2023-04-01 04:00:00,0,0,0,0,-7.974961
2023-04-01 05:00:00,0,0,0,0,-7.94633
2023-04-01 06:00:00,0,0,0,0,-7.913192
2023-04-01 07:00:00,21.97645,29.25485,30.10524,20.19423,55.80656
2023-04-01 08:00:00,107.9263,186.4315,191.7104,161.9479,586.7798
2023-04-01 09:00:00,255.8347,446.2797,451.337,402.2564,1309.835
2023-04-01 10:00:00,253.7565,469.7556,471.8455,429.7188,1313.844
2023-04-01 11:00:00,162.4848,282.5844,283.7567,253.6338,719.7646
2023-04-01 12:00:00,74.28069,146.1418,150.8536,128.7005,421.4362
2023-04-01 13:00:00,197.2461,357.5898,356.9719,321.1227,1040.736
2023-04-01 14:00:00,193.452,326.7338,327.4583,293.2796,1038.804
2023-04-01 15:00:00,545.9047,925.327,917.8718,860.5022,2317.258
2023-04-01 16:00:00,583.2438,1002.209,1000.303,935.6934,3011.602
2023-04-01 17:00:00,350.9219,573.4871,578.6617,561.3232,1729.631
2023-04-01 18:00:00,125.0563,155.8336,152.5859,150.4523,459.9908
2023-04-01 19:00:00,16.43753,6.622238,4.788557,5.58811,11.95216
2023-04-01 20:00:00,0.01933333,0,0,0,-7.787834
2023-04-01 21:00:00,0,0,0,0,-7.855807
2023-04-01 22:00:00,0,0,0,0,-7.759409
2023-04-01 23:00:00,0,0,0,0,-7.878062
2023-04-02 00:00:00,0,0,0,0,-7.915486
2023-04-02 01:00:00,0,0,0,0,-7.943755
2023-04-02 02:00:00,0,0,0,0,-8.021044
2023-04-02 03:00:00,0,0,0,0,-8.050711
2023-04-02 04:00:00,0,0,0,0,-8.055852
2023-04-02 05:00:00,0,0,0,0,-8.08258
2023-04-02 06:00:00,0.0505,0,0,0,-8.098011
2023-04-02 07:00:00,61.23962,78.34518,83.70434,53.54699,230.4559
2023-04-02 08:00:00,293.6998,518.3527,541.5756,452.584,1512.078
2023-04-02 09:00:00,560.1375,1021.216,1061.372,929.1569,2989.46
2023-04-02 10:00:00,793.4236,1409.613,1433.546,1288.716,4091.896
2023-04-02 11:00:00,970.1791,1636.337,1643.179,1503.601,4708.681
2023-04-02 12:00:00,1068.515,1672.832,1671.765,1599.915,4884.138
2023-04-02 13:00:00,1076.21,1672.089,1671.781,1598.688,4887.473
2023-04-02 14:00:00,994.9892,1624.507,1622.958,1502.923,4698.23
2023-04-02 15:00:00,834.4457,1406.808,1405.677,1309.169,4050.443
2023-04-02 16:00:00,613.4399,1053.484,1050.582,989.6841,3109.136
2023-04-02 17:00:00,362.8651,588.9822,597.7837,576.8276,1788.967
2023-04-02 18:00:00,130.9604,151.9954,151.0819,160.3576,449.8612
2023-04-02 19:00:00,14.79629,5.232,2.226576,3.596515,4.833681
2023-04-02 20:00:00,0.06916668,0,0,0,-7.819113
2023-04-02 21:00:00,0,0,0,0,-7.866193
2023-04-02 22:00:00,0,0,0,0,-7.925552
2023-04-02 23:00:00,0,0,0,0,-7.968989
2023-04-03 00:00:00,0,0,0,0,-8.017835
2023-04-03 01:00:00,0,0,0,0,-8.093192
2023-04-03 02:00:00,0,0,0,0,-8.049949
2023-04-03 03:00:00,0,0,0,0,-8.043969
2023-04-03 04:00:00,0,0,0,0,-8.184634
2023-04-03 05:00:00,0,0,0,0,-8.222589
2023-04-03 06:00:00,0.263889,0,0,0,-8.456883
2023-04-03 07:00:00,66.5519,114.6027,111.0868,93.1643,312.1477
2023-04-03 08:00:00,167.9767,327.7686,334.1699,291.4482,841.9199
2023-04-03 09:00:00,414.9169,768.728,786.5491,693.4496,2256.695
2023-04-03 10:00:00,645.4724,1144.611,1159.668,1033.724,3413.56
2023-04-03 11:00:00,890.6525,1509.346,1507.848,1363.855,4353.943
2023-04-03 12:00:00,776.5792,1284.355,1283.182,1161.839,3693.84
2023-04-03 13:00:00,869.339,1401.798,1398.037,1272.938,4197.059
2023-04-03 14:00:00,583.8704,992.9601,995.4288,899.9661,3003.606
2023-04-03 15:00:00,490.9039,833.532,831.6626,759.7196,2340.951
2023-04-03 16:00:00,360.4861,612.2724,615.0948,562.257,1753.861
2023-04-03 17:00:00,116.9272,186.8778,189.487,170.5329,526.4873
2023-04-03 18:00:00,31.49247,33.80796,34.88406,29.73568,106.0013
2023-04-03 19:00:00,4.1265,0,0,0,-8.30271
2023-04-03 20:00:00,0.008305555,0,0,0,-7.866148
2023-04-03 21:00:00,0,0,0,0,-7.687697
2023-04-03 22:00:00,0,0,0,0,-7.834716
2023-04-03 23:00:00,0,0,0,0,-7.924328
2023-04-04 00:00:00,0,0,0,0,-7.922664
2023-04-04 01:00:00,0,0,0,0,-7.929593
2023-04-04 02:00:00,0,0,0,0,-8.023876
2023-04-04 03:00:00,0,0,0,0,-7.943812
2023-04-04 04:00:00,0,0,0,0,-7.965421
2023-04-04 05:00:00,0,0,0,0,-7.977681
2023-04-04 06:00:00,0,0,0,0,-7.891761
2023-04-04 07:00:00,7.588638,8.230726,10.86824,9.769135,20.5318
2023-04-04 08:00:00,55.96961,100.9395,93.01934,91.19487,234.1123
2023-04-04 09:00:00,205.4863,365.2666,368.421,341.1174,1064.689
2023-04-04 10:00:00,706.0414,1275.849,1242.343,1023.444,3477.624
2023-04-04 11:00:00,670.6076,1058.547,1057.299,990.0321,3294.924
2023-04-04 12:00:00,721.7063,1066.461,1064.943,1028.667,2445.849
2023-04-04 13:00:00,916.2104,1398.334,1388.417,1292.021,3830.84
2023-04-04 14:00:00,841.2567,1393.887,1457.255,1364.553,4052.969
2023-04-04 15:00:00,760.0712,1213.823,1218.653,1119.116,3494.386
2023-04-04 16:00:00,581.3356,968.5673,965.6823,909.2465,2799.373
2023-04-04 17:00:00,336.3162,526.2112,527.6469,506.5907,1582.687
2023-04-04 18:00:00,125.7372,152.7741,153.0139,154.9864,452.7877
2023-04-04 19:00:00,12.71133,6.852337,7.212686,6.209119,14.01627
2023-04-04 20:00:00,0.01947222,0,0,0,-7.77057
2023-04-04 21:00:00,0,0,0,0,-7.728224
2023-04-04 22:00:00,0,0,0,0,-7.775375
