Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-04-01 00:00:00,-0.2680615,0,0,0,0,-13.71117
2023-04-01 01:00:00,-0.1324052,0,0,0,0,-13.72517
2023-04-01 02:00:00,0.01849885,0,0,0,0,-13.7585
2023-04-01 03:00:00,-0.09336915,0,0,0,0,-13.83416
2023-04-01 04:00:00,0.00632202,0,0,0,0,-13.72183
2023-04-01 05:00:00,0.04164833,0,0,0,0,-13.78034
2023-04-01 06:00:00,0.5123692,0,0,0,0,-13.82417
2023-04-01 07:00:00,31.96622,45.46333,42.07667,45.23667,44.11333,189.8027
2023-04-01 08:00:00,85.05338,139.7883,149.28,141.705,149.2233,567.9913
2023-04-01 09:00:00,91.12364,153.2316,176.9366,158.685,174.9117,656.149
2023-04-01 10:00:00,168.9592,339.8083,339.965,351.8283,352.6183,1368.868
2023-04-01 11:00:00,194.7598,446.1884,442.4417,455.2567,448.885,1069.847
2023-04-01 12:00:00,446.1827,1168.922,1153.347,1178.786,1119.215,2799.866
2023-04-01 13:00:00,659.1483,1456.582,1423.552,1475.68,1392.872,3228.056
2023-04-01 14:00:00,784.1882,1606.726,1581.483,1680.423,1640.577,3424.367
2023-04-01 15:00:00,879.5162,1680.68,1692.37,1655.62,1657,3414.568
2023-04-01 16:00:00,453.6902,830.3385,791.4766,786.8633,819.8699,1513.507
2023-04-01 17:00:00,378.5111,574.8116,490.8667,480.1733,447.2032,932.5954
2023-04-01 18:00:00,103.331,161.625,140.1066,146.2733,139.0817,324.2408
2023-04-01 19:00:00,10.14271,11.225,9.941668,11.42167,9.555,33.98383
2023-04-01 20:00:00,0.0143211,0,0,0,0,-6.442667
2023-04-01 21:00:00,-0.08716138,0,0,0,0,-6.4875
2023-04-01 22:00:00,-0.146602,0,0,0,0,-6.002833
2023-04-01 23:00:00,-0.1131182,0,0,0,0,-5.892833
2023-04-02 00:00:00,-0.263384,0,0,0,0,-5.950059
2023-04-02 01:00:00,-0.3949803,0,0,0,0,-6.825
2023-04-02 02:00:00,-0.03428926,0,0,0,0,-6.990833
2023-04-02 03:00:00,-0.03812138,0,0,0,0,-6.524
2023-04-02 04:00:00,-0.2920327,0,0,0,0,-6.429333
2023-04-02 05:00:00,-0.3750181,0,0,0,0,-7.460166
2023-04-02 06:00:00,0.8546673,0,0,0,0,-6.831
2023-04-02 07:00:00,24.40652,41.105,40.54166,42.36333,43.15833,109.455
