Monroe Moore Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,,,,,,,
Timestamp,POA*,"SMA 800 CP-US - A1, Pac","SMA 800 CP-US - A2, Pac","SMA 800 CP-US - B1, Pac","SMA 800 CP-US - B2, Pac","SMA 800 CP-US - C1, Pac","SMA 800 CP-US - C2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW
2023-04-01 00:00:00,0,0,0,0,0,,0,-8.21848
2023-04-01 01:00:00,0,0,0,0,0,,0,-8.379319
2023-04-01 02:00:00,0,0,0,0,0,,0,-8.26764
2023-04-01 03:00:00,0,0,0,0,0,,0,-8.276815
2023-04-01 04:00:00,0,0,0,0,0,,0,-8.297426
2023-04-01 05:00:00,0,0,0,0,0,,0,-8.24401
2023-04-01 06:00:00,0,0,0,0,0,,0,-8.175498
2023-04-01 07:00:00,9.164124,4.105422,4.05402,4.590475,4.564528,,6.969467,19.18553
2023-04-01 08:00:00,57.31847,55.42206,55.92549,55.19355,51.06338,,59.18449,323.8107
2023-04-01 09:00:00,91.0157,89.25669,89.17533,89.59492,84.04396,,93.8761,533.56
2023-04-01 10:00:00,26.34661,23.14175,22.63547,23.29126,21.22573,,24.30978,131.9535
2023-04-01 11:00:00,82.26142,83.15356,84.13166,86.08838,80.64341,,86.88555,495.1353
2023-04-01 12:00:00,530.7358,245.4192,268.8674,213.8671,198.1739,,253.6307,1464.271
2023-04-01 13:00:00,670.4244,564.1725,552.2999,535.1981,511.9868,,594.0662,3381.171
2023-04-01 14:00:00,984.4959,798.517,780.9858,797.1185,792.7384,,791.4672,4758.31
2023-04-01 15:00:00,880.8622,784.6902,796.9036,795.1675,769.0703,,828.2709,4728.936
2023-04-01 16:00:00,688.4644,618.4671,628.7126,648.6277,618.5518,,699.0234,3850.831
2023-04-01 17:00:00,434.3008,368.5924,368.5047,418.2525,390.1395,,441.8792,2405.388
2023-04-01 18:00:00,180.6534,122.9568,122.3381,152.5777,147.8213,,162.7153,863.3499
2023-04-01 19:00:00,14.29487,13.18297,12.84833,13.92709,14.15786,,15.83842,77.46957
2023-04-01 20:00:00,0,0,0,0,0,,0,-8.100967
2023-04-01 21:00:00,0,0,0,0,0,,0,-8.153293
2023-04-01 22:00:00,0,0,0,0,0,,0,-8.254352
2023-04-01 23:00:00,0,0,0,0,0,,0,-8.268967
2023-04-02 00:00:00,0,0,0,0,0,,0,-8.327303
2023-04-02 01:00:00,0,0,0,0,0,,0,-8.317506
2023-04-02 02:00:00,0,0,0,0,0,,0,-8.382563
2023-04-02 03:00:00,0,0,0,0,0,,0,-8.391745
2023-04-02 04:00:00,0,0,0,0,0,,0,-8.358205
2023-04-02 05:00:00,0,0,0,0,0,,0,-8.301724
2023-04-02 06:00:00,0,0,0,0,0,,0,-8.198356
2023-04-02 07:00:00,44.07183,23.38965,26.95478,21.93322,19.92435,,13.66153,116.9823
2023-04-02 08:00:00,274.086,253.9171,236.0269,239.6048,220.2167,,210.1563,1392.415
2023-04-02 09:00:00,539.6448,536.0739,530.5241,520.8643,482.1996,,519.7852,3104.665
2023-04-02 10:00:00,773.6025,758.1443,760.7579,744.0556,691.1179,,769.3544,4433.743
2023-04-02 11:00:00,951.5391,832.95,832.8751,832.7574,819.0684,,832.8853,4944.207
2023-04-02 12:00:00,1062.469,832.9001,832.9333,832.8403,832.9656,,832.8835,4960.495
2023-04-02 13:00:00,1090.911,832.9701,832.947,832.9245,832.9555,,832.9435,4958.688
2023-04-02 14:00:00,1032.179,832.9497,832.9553,832.9876,832.9355,,832.9753,4957.126
2023-04-02 15:00:00,897.5014,794.8365,791.7612,797.9629,776.897,,829.2496,4760.344
2023-04-02 16:00:00,697.6631,622.1803,639.2397,664.3777,621.35,,701.7764,3887.647
2023-04-02 17:00:00,451.4759,384.3646,386.0992,439.2596,409.8183,,462.5467,2517.058
2023-04-02 18:00:00,193.6395,124.7097,124.4849,158.4777,159.5978,,172.8161,904.7073
2023-04-02 19:00:00,11.67482,11.10279,10.15863,11.65694,12.54615,,14.3424,65.44875
2023-04-02 20:00:00,0,0,0,0,0,,0,-8.073804
2023-04-02 21:00:00,0,0,0,0,0,,0,-8.244645
2023-04-02 22:00:00,0,0,0,0,0,,0,-8.283661
2023-04-02 23:00:00,0,0,0,0,0,,0,-8.312049
2023-04-03 00:00:00,0,0,0,0,0,,0,-8.363761
2023-04-03 01:00:00,0,0,0,0,0,,0,-8.306116
2023-04-03 02:00:00,0,0,0,0,0,,0,-8.251258
2023-04-03 03:00:00,0,0,0,0,0,,0,-8.197554
2023-04-03 04:00:00,0,0,0,0,0,,0,-8.130436
2023-04-03 05:00:00,0,0,0,0,0,,0,-8.092929
2023-04-03 06:00:00,0.06739748,0,0,0,0,,0,-8.055761
2023-04-03 07:00:00,14.38612,10.53159,10.54527,10.28234,9.948356,,13.49927,57.49638
