S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2023-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26163
2023-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.29325
2023-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.34048
2023-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.29431
2023-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30752
2023-04-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.24665
2023-04-01 06:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.28004
2023-04-01 07:00:00,21.91724,10.97817,11.25313,10.85188,11.67459,9.677473,9.412947,7.967461,8.792744,11.26368,9.660747,91.92245
2023-04-01 08:00:00,128.5505,66.06189,66.81479,65.8987,70.66013,59.15634,60.39039,69.37345,59.23373,68.41498,71.19222,636.0499
2023-04-01 09:00:00,263.6298,135.504,136.282,135.3114,142.6504,119.675,121.9238,139.8088,119.7895,137.3633,142.7853,1294.144
2023-04-01 10:00:00,335.7271,175.0854,176.599,176.7489,184.5407,153.369,156.5714,179.0165,151.9969,174.8912,181.6458,1666.424
2023-04-01 11:00:00,213.004,111.0032,114.6562,113.5759,118.725,100.8665,102.5001,117.3265,99.95736,119.5049,124.1204,1078.85
2023-04-01 12:00:00,123.2038,64.30209,63.70209,63.80916,67.51776,56.33689,58.21226,65.735,57.12743,63.59842,66.43958,600.248
2023-04-01 13:00:00,93.63069,52.94853,53.44416,52.96292,54.82893,47.22297,47.98489,54.4455,46.96936,54.34128,54.80075,498.0517
2023-04-01 14:00:00,134.1566,75.6974,77.6468,76.49071,79.43605,68.04178,68.493,77.71207,67.03017,80.11327,81.26994,718.1063
2023-04-01 15:00:00,683.2669,336.5374,355.4642,344.5024,352.8896,313.1665,319.7776,351.3208,302.5209,347.3834,344.4956,3252.44
2023-04-01 16:00:00,612.8206,268.1258,278.5181,312.7603,323.6002,264.2227,283.8385,281.6942,255.2548,281.3077,299.967,2850.388
2023-04-01 17:00:00,397.4255,198.621,201.595,195.5988,205.9036,178.2008,177.7248,202.5462,171.9944,196.377,209.536,1869.489
2023-04-01 18:00:00,168.7973,69.93236,69.54392,67.79374,71.37167,60.80241,62.78289,70.31758,59.51786,68.31936,72.27002,643.8895
2023-04-01 19:00:00,15.54196,4.34901,4.706796,4.179054,4.436034,3.489345,3.317136,1.951488,3.116994,3.998833,2.634147,24.52776
2023-04-01 20:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.45117
2023-04-01 21:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.29776
2023-04-01 22:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.30319
2023-04-01 23:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.31822
2023-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.32743
2023-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.33267
2023-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.37323
2023-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.26705
2023-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.27839
2023-04-02 05:00:00,0,0,0,0,0,0,0,0,0,0,0,-10.23976
2023-04-02 06:00:00,0.001119734,0,0,0,0,0,0,0,0,0,0,-10.40227
2023-04-02 07:00:00,41.25812,14.12234,14.79443,8.599056,11.22196,12.92771,13.25258,11.05804,10.48611,17.25769,13.73495,114.4742
2023-04-02 08:00:00,248.5037,122.5709,121.9864,108.9458,129.3757,107.2539,110.1546,127.8475,110.1474,128.7103,131.7019,1165.477
2023-04-02 09:00:00,498.0264,266.1459,269.7467,269.5042,281.4651,234.0812,239.3324,275.5051,239.0536,272.8419,282.3817,2551.542
2023-04-02 10:00:00,723.7203,376.8141,386.7694,384.3138,393.7549,331.5266,337.0723,386.0158,334.5417,381.855,396.0276,3575.386
2023-04-02 11:00:00,897.1368,448.231,463.6484,460.8458,467.5411,396.2425,401.3584,457.1505,397.1255,448.7244,466.0326,4230.38
2023-04-02 12:00:00,1004.007,483.9388,497.8377,492.6594,498.9663,428.6947,432.5323,492.7321,428.0363,482.0666,497.7848,4537.144
