2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
1,0.9796120189511469,0.9840646477692353,0.9873574028400387,0.9895266344324803,0.9917157203066658,0.9931832393861671,0.9941394861976941,0.9949076284819799,0.9956293937662347,0.9961490726741046,0.9965334772538028
