2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01
1,1,0.9984055351118168,0.9958280894530918,0.9966020540990137,0.9952212696189966,0.9957399327448135,0.9949548025790913,0.9952185858643575,0.9958197638603138,0.9917393933831882,0.9925616478958376
