2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
0.8621902877145525,0.9270933972951129,0.9492679993508435,0.96031864787716,0.9683442621603375,0.9751594815867051,0.9789172700372976,0.9772482521458951,0.9803367658257607,0.9828353398324127,0.9844978941987984,0.9811661729771393
