2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
1,0.9999982571876924,0.994888667129634,0.9959503668182307,0.9968671248902798,0.9975348890369504,0.9981223676578463,0.9984550852006396,0.9987343133798278,0.9989648741196822,0.9990829093694131,0.9991619673504343
