2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01
0.9374226573011605,0.9685072280110877,0.9768671760525371,0.9768671760525371,0.9743695228478725,0.9657510031168175,0.9692266164799826,0.9685971323368517,0.9738865434961856,0.9776302936134801,0.9803786488972126,0.977016860211343
