2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01
1,0.9992710696122818,0.9994424347625948,0.9993173866050709,0.9994539924522315,0.9990628145726715,0.9992437180288307,0.9993712876737311,0.9994612955787386,0.9995301845476938,0.99957635597696,0.9996136799826405
