Ridgeback Monthly
Start date:,9/1/2023 12:00:00 AM
End date:,9/30/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Max wind speed - Lufft WS601,Production meter L-N voltage,Production meter active power,"SUNGROW SG125HV Inverter A1.1, Line kW","SUNGROW SG125HV Inverter A1.2, Line kW","SUNGROW SG125HV Inverter A1.3, Line kW","SUNGROW SG125HV Inverter A1.4, Line kW","SUNGROW SG125HV Inverter A1.5, Line kW","SUNGROW SG125HV Inverter A2.1, Line kW","SUNGROW SG125HV Inverter A2.2, Line kW","SUNGROW SG125HV Inverter A2.3, Line kW","SUNGROW SG125HV Inverter A2.4, Line kW","SUNGROW SG125HV Inverter A2.5, Line kW","SUNGROW SG125HV Inverter A2.6, Line kW","SUNGROW SG125HV Inverter A2.7, Line kW","SUNGROW SG125HV Inverter A2.8, Line kW","SUNGROW SG125HV Inverter A2.9, Line kW","SUNGROW SG125HV Inverter A2.10, Line kW","SUNGROW SG125HV Inverter A2.11, Line kW"
9/5/2023 6:15:00 PM,314.7515,113.6035,3.4,13.51827,795.137,55.9289,58.828,60.802,60.8722,53.405,46.2721,35.6536,50.2986,57.4724,59.703,54.9886,60.1722,42.2139,52.5182,40.8519,18.8203
9/5/2023 6:30:00 PM,221.797,108.0465,2.48333,13.5095,509.729,37.7136,39.5648,41.2971,41.441,33.778,30.6566,23.7824,34.5155,39.3559,40.7706,37.3769,40.2867,16.9098,34.2759,18.9369,7.72963
9/5/2023 6:45:00 PM,134.1974,100.4355,2.35333,13.51853,256.062,20.7683,21.284,22.9008,22.9001,16.9554,15.8156,12.5719,18.9017,21.9793,22.6213,20.769,17.4393,6.14313,12.6387,7.00723,4.7977
9/5/2023 7:00:00 PM,65.12435,93.3667,1.66667,13.5406,96.3149,7.55467,7.55277,9.13137,9.1307,6.15573,6.90233,5.16017,8.20167,9.44443,8.9725,6.79687,4.2619,4.06083,4.35677,3.90277,3.31403
9/5/2023 7:15:00 PM,14.89765,87.02395,1.54,13.5843,22.5028,1.91293,1.90207,2.1375,2.01823,1.8711,2.09767,1.7707,2.2031,2.21857,1.9298,1.92043,1.7786,1.95753,1.91353,1.8312,1.6355
9/5/2023 7:30:00 PM,-1.483165,82.3694,1.33333,13.594,-0.790767,0.4295,0.3814,0.511,0.4532,0.4524,0.600833,0.423567,0.552633,0.5821,0.489667,0.5017,0.379167,0.5373,0.489133,0.381667,0.439667
9/5/2023 7:45:00 PM,-3.9285,79.6457,1.28667,13.585,-4.29523,0,0,0.00483333,0,0,0.0623333,0,0.0207,0.0435,0,0,0,0.0140333,0.0017,0,0
9/5/2023 8:00:00 PM,-3.283,77.9886,0.66,13.58253,-4.2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 8:15:00 PM,-3.650835,77.25615,0,13.5992,-4.20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 8:30:00 PM,-3.664835,76.1621,0,13.58963,-4.17997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 8:45:00 PM,-3.080835,75.6549,0.366667,13.60937,-4.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:00:00 PM,-2.84317,75.6577,1.42333,13.61187,-4.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:15:00 PM,-2.671,75.3702,1.39333,13.59457,-4.15353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:30:00 PM,-3.1605,74.76685,1.24667,13.58717,-4.15027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 9:45:00 PM,-3.39517,73.77715,1.25,13.6165,-4.17703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:00:00 PM,-3.04883,73.3084,0.0133333,13.56287,-4.1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:15:00 PM,-2.934665,72.9697,0.77,13.5611,-4.1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:30:00 PM,-2.768165,72.7646,1.28333,13.60177,-4.1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 10:45:00 PM,-2.7325,71.8014,1.06,13.60033,-4.17343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:00:00 PM,-2.15967,71.66225,0.266667,13.55837,-4.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:15:00 PM,-2.036,71.42975,0.886667,13.58807,-4.37093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:30:00 PM,-2.603835,71.04065,0.406667,13.57167,-4.35307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/5/2023 11:45:00 PM,-2.572835,70.7321,0.733333,13.60503,-4.38433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:00:00 AM,-2.48367,69.86145,0.06,13.5925,-4.38007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:15:00 AM,-1.736835,69.74975,0,13.6335,-4.41247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:30:00 AM,-2.040835,69.76625,0.253333,13.61977,-4.40427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 12:45:00 AM,-1.219831,70.5719,0.533333,13.59397,-4.38347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:00:00 AM,-2.282335,70.61215,0.06,13.6149,-4.40517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:15:00 AM,-2.3605,69.86145,0.0466667,13.6352,-4.4262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:30:00 AM,-1.68683,70.14435,0.613333,13.61367,-4.40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 1:45:00 AM,-1.80583,70.1938,0.366667,13.59773,-4.39617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:00:00 AM,-2.515,70.23315,1.03667,13.6168,-4.41107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:15:00 AM,-1.902835,70.00335,1.05333,13.62873,-4.42043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:30:00 AM,-2.585,69.9649,1.21667,13.62707,-4.42037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 2:45:00 AM,-2.137,69.5456,0.486667,13.52687,-4.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:00:00 AM,-2.55717,69.97955,1.19333,13.52773,-4.3446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:15:00 AM,-2.742835,69.02005,0.6,13.55257,-4.36497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:30:00 AM,-1.951835,68.73355,0.896667,13.5506,-4.36203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 3:45:00 AM,-2.268665,68.7555,0.0366667,13.5623,-4.37477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:00:00 AM,-2.0975,68.403,0,13.57913,-4.3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:15:00 AM,-1.933835,68.45245,0.193333,13.58293,-4.39107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:30:00 AM,-2.24817,68.0496,0,13.58447,-4.3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 4:45:00 AM,-1.895,67.52685,0,13.5778,-4.38913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:00:00 AM,-1.808,67.42245,0,13.5441,-4.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:15:00 AM,-1.830335,67.47375,0.7,13.52817,-4.35457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:30:00 AM,-1.4975,67.46555,0.346667,13.57073,-4.39033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 5:45:00 AM,-1.674165,67.4866,0.106667,13.5657,-4.38517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:00:00 AM,-1.74,66.9409,0.106667,13.52053,-4.35393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:15:00 AM,-1.70633,66.51155,0.106667,13.60133,-4.42297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:30:00 AM,-1.140002,66.50055,0,13.56657,-4.3723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 6:45:00 AM,2.785165,66.8686,0,13.62363,-2.3824,0.0856,0.126333,0.1435,0.175267,0.145667,0.1391,0.211367,0.125033,0.172467,0.1431,0.1382,0.155,0.119833,0.1275,0.102467,0.1137
9/6/2023 7:00:00 AM,12.61,67.09015,0,13.59613,20.6929,1.54663,1.67283,1.69427,1.66837,1.69113,1.67277,1.932,1.76973,1.85607,1.78977,1.7956,1.7868,1.64933,1.59687,1.60627,1.63093
9/6/2023 7:15:00 AM,28.74085,68.14945,0,13.60287,82.3153,3.28207,4.50843,3.8091,3.5486,3.5705,4.18277,11.0043,7.3961,8.52577,7.02767,6.86943,6.6195,4.47497,3.26763,4.00487,6.45907
9/6/2023 7:30:00 AM,103.9765,72.45425,0,13.58277,238.787,9.73807,14.4395,11.2546,9.22817,9.44593,15.3447,26.8214,19.502,21.0772,19.076,19.9967,19.7255,12.4428,5.04883,12.545,19.702
9/6/2023 7:45:00 AM,184.6375,78.28525,0.0733333,13.5526,499.295,27.5037,30.6925,31.6913,27.5706,29.8767,32.3301,43.2248,36.4021,38.283,35.2962,37.5341,38.3701,24.7316,12.1398,24.6572,35.236
9/6/2023 8:00:00 AM,261.279,85.9326,0,13.5483,789.481,47.8967,50.0143,50.6786,46.1043,47.348,53.1313,59.5596,56.4541,57.2181,53.704,56.5635,57.5247,39.0868,29.3264,38.3077,52.4924
9/6/2023 8:15:00 AM,351.2845,94.18885,0.29,13.54593,1071.05,64.9227,68.1518,69.5719,61.6095,62.8192,72.4121,78.439,76.6036,76.4828,72.3573,76.0417,77.1663,52.5697,48.9105,51.3005,69.9484
9/6/2023 8:30:00 AM,452.4805,104.614,1.67333,13.52977,1342.27,81.43,85.4055,88.3201,76.9522,77.7404,90.022,95.7572,97.0909,95.1781,91.2727,95.8501,95.291,65.1187,68.1666,63.6232,87.0454
9/6/2023 8:45:00 AM,528.0975,111.503,2.44667,13.56597,1567.65,99.7417,105.859,105.49,101.827,100.913,103.475,104.429,107.067,107.095,106.358,107.1,105.816,78.1409,82.0242,71.3766,99.391
9/6/2023 9:00:00 AM,578.117,114.488,2.73667,13.55523,1652.25,104.331,111.734,111.605,110.923,109.905,105.701,108.616,111.32,111.512,111.266,111.442,110.243,84.0221,90.4732,75.6496,103.73
9/6/2023 9:15:00 AM,618.4035,116.7125,2.75333,13.62153,1702.76,107.185,114.903,114.994,114.304,113.136,105.706,111.3,114.142,114.325,114.448,114.601,113.239,86.3803,99.9191,79.0637,106.459
9/6/2023 9:30:00 AM,654.0355,120.337,2.21333,13.65933,1740.02,108.987,117.075,117.322,116.689,115.676,105.71,113.333,116.311,116.477,116.818,116.861,115.284,88.0943,107.214,81.8482,108.551
9/6/2023 9:45:00 AM,684.694,124.617,1.91333,13.6151,1765.49,110.713,118.704,118.968,118.252,117.444,105.704,114.667,117.645,118.035,118.446,118.484,116.899,89.3992,110.24,84.4469,110.158
9/6/2023 10:00:00 AM,713.003,127.126,1.68333,13.60523,1778.19,111.517,119.667,119.765,119.121,118.221,105.694,115.103,118.268,118.837,119.457,119.442,117.675,90.1508,111.027,86.3482,110.823
9/6/2023 10:15:00 AM,739.716,127.962,1.64,13.58167,1786.12,112.191,120.338,120.418,119.871,119.004,105.702,114.934,118.609,119.294,120.158,120.109,118.241,90.4125,111.571,87.846,111.01
9/6/2023 10:30:00 AM,760.1505,127.429,2.84,13.56913,1789.74,112.328,120.511,120.94,120.114,118.992,105.705,114.653,118.634,119.471,120.593,120.478,118.603,90.7463,111.231,89.1188,110.941
9/6/2023 10:45:00 AM,781.6655,129.613,1.78667,13.60737,1791.7,112.61,120.853,120.628,120.2,119.43,105.701,114.357,118.624,119.526,120.711,120.48,118.664,90.9838,111.207,90.486,110.998
9/6/2023 11:00:00 AM,798.481,129.024,2.09667,13.57133,1787.51,112.265,120.525,120.562,120.131,119.415,105.694,113.072,118.011,119.066,120.319,119.754,118.041,91.707,110.759,91.353,110.627
9/6/2023 11:15:00 AM,812.862,129.476,2.22667,13.53983,1782.79,111.377,119.742,120.263,120.018,119.151,105.714,111.511,117.365,118.414,119.933,119.594,117.688,93.0584,110.577,92.3075,110.082
9/6/2023 11:30:00 AM,826.639,130.7925,2.15667,13.55193,1777.24,110.938,119.045,119.526,119.389,118.603,105.703,109.677,116.01,117.623,119.41,119.08,117.129,94.8453,110.514,93.737,109.773
9/6/2023 11:45:00 AM,833.8675,129.1485,3.24333,13.6083,1778.73,110.646,118.649,119.052,119.429,118.575,105.728,108.465,115.994,117.67,119.41,119.214,117.197,96.7246,110.729,95.6885,109.419
9/6/2023 12:00:00 PM,851.885,127.4035,3.48667,13.5878,1782.15,111.719,119.786,119.816,119.606,118.475,105.708,107.299,115.915,117.57,119.382,119.013,116.733,98.6494,110.472,97.3164,108.753
9/6/2023 12:15:00 PM,850.8195,128.5045,3.48333,13.54527,1765.1,110.217,118.328,118.027,117.886,116.788,105.721,104.277,114.344,116.417,118.262,117.692,115.376,99.7524,109.358,98.6702,107.469
9/6/2023 12:30:00 PM,865.7765,127.8545,3.74333,13.5279,1780.97,110.854,119.131,119.1,119.138,117.899,105.718,103.351,115.421,117.447,119.53,118.818,116.063,102.274,110.727,101.287,108.084
9/6/2023 12:45:00 PM,874.822,129.289,3.06333,13.54937,1781.49,110.848,119.339,118.864,118.78,117.736,105.713,101.789,115.107,117.12,119.169,118.58,115.933,104.42,111.145,103.038,107.851
9/6/2023 1:00:00 PM,873.942,128.0965,4.70667,13.5213,1781.76,110.466,118.923,118.787,118.82,117.456,105.716,99.6991,114.766,117.035,119.127,118.584,116.054,106.343,111.467,104.711,107.671
9/6/2023 1:15:00 PM,877.8645,127.3365,4.53333,13.5567,1785.41,111.436,119.625,119.187,118.844,117.535,105.713,98.3764,115.327,117.356,119.045,118.344,115.742,107.763,111.817,105.825,107.228
9/6/2023 1:30:00 PM,873.8045,130.669,4.17667,13.53813,1780.68,110.928,118.824,118.593,117.929,117.28,105.705,96.4082,115.112,116.982,118.932,118.273,115.397,108.764,112.4,107.305,108.077
9/6/2023 1:45:00 PM,772.5465,125.679,4.79333,13.53093,1663.42,94.562,96.839,103.784,112.904,119.237,87.0018,75.4254,93.3633,97.6053,106.566,114.781,117.164,111.216,113.963,109.784,109.475
9/6/2023 2:00:00 PM,568.5865,127.2095,4.93333,13.554,1187.22,73.7554,80.9494,76.7964,78.5995,75.205,73.0064,60.9925,76.5281,75.4559,76.7889,80.4428,79.2642,74.2227,75.7623,68.9619,69.4872
9/6/2023 2:15:00 PM,842.5155,121.7975,4.56667,13.61267,1775.06,108.508,120.021,115.364,110.42,109.165,102.098,90.4671,116.456,118.696,121.398,120.752,118.635,115.618,117.303,112.051,110.312
9/6/2023 2:30:00 PM,862.286,130.604,4.81667,13.6182,1817.31,112.656,121.124,121.255,121.245,120.095,105.725,89.1373,117.197,118.852,120.776,119.924,118.023,116.408,117.113,111.768,110.136
9/6/2023 2:45:00 PM,851.4715,133.412,3.36667,13.5985,1815.37,112.478,120.92,121.325,121.061,119.961,105.71,87.6193,117.457,119.047,120.773,120.083,118.107,117.066,117.327,111.393,110.013
9/6/2023 3:00:00 PM,837.4775,134.82,3.37333,13.5706,1813.33,112.366,120.904,121.315,120.739,119.778,105.715,87.259,117.785,119.016,120.424,119.402,117.57,117.323,117.286,110.654,110.015
9/6/2023 3:15:00 PM,820.8945,136.0715,2.51667,13.57173,1813.27,112.529,120.942,121.043,120.718,119.527,105.725,87.2412,117.793,119.042,120.437,119.456,117.757,117.995,117.682,110.196,110.098
9/6/2023 3:30:00 PM,799.14,134.883,2.81,13.58877,1808.33,111.952,120.308,120.624,120.432,119.206,105.716,86.9865,117.706,118.59,119.91,119.215,117.718,118.137,117.882,109.141,109.836
9/6/2023 3:45:00 PM,787.6905,135.2015,2.96667,13.575,1822.24,112.666,121.273,121.759,120.954,120.001,105.734,87.8576,118.892,119.809,121.144,120.36,119.045,119.118,119.343,109.106,110.593
9/6/2023 4:00:00 PM,766.3755,132.0615,4.21667,13.5729,1820.85,112.701,121.575,122.074,121.023,119.819,105.731,88.1189,118.977,119.62,120.938,119.995,118.816,119.131,119.301,108.025,110.407
9/6/2023 4:15:00 PM,730.0705,131.63,3.85,13.57503,1785.58,110.971,119.367,119.475,118.703,117.515,105.723,86.5881,116.69,117.201,118.362,117.252,116.18,116.786,116.869,104.656,108.137
9/6/2023 4:30:00 PM,697.0795,132.3125,3.27333,13.59637,1760.83,109.327,117.571,117.488,117.08,116.043,105.722,85.3346,115.206,115.722,116.91,115.737,114.717,114.973,115.499,101.971,106.703
9/6/2023 4:45:00 PM,661.51,131.083,3.23,13.57933,1722.69,107.084,115.103,114.936,114.535,113.342,105.73,83.4266,112.408,112.993,114.17,113.07,112.181,112.331,112.987,98.4566,104.339
9/6/2023 5:00:00 PM,624.096,129.8625,3.38333,13.5854,1677.89,104.44,112.233,112.036,111.591,110.569,105.694,81.4932,109.432,110.09,111.059,109.816,109.286,108.709,109.857,94.2471,100.844
9/6/2023 5:15:00 PM,580.597,128.9175,2.99333,13.5904,1615.41,100.528,108.041,107.822,107.637,106.469,103.856,78.4585,105.317,105.993,107.053,105.661,105.134,104.274,105.815,89.5618,96.8653
9/6/2023 5:30:00 PM,520.7315,126.3835,3.10333,13.59113,1469.73,92.953,100.246,99.7779,99.6088,98.3757,86.8335,69.6006,95.6868,97.9579,98.991,97.5991,97.2921,95.5737,97.2736,81.3272,82.3934
9/6/2023 5:45:00 PM,457.604,123.9085,2.74333,13.5711,1250.89,82.7211,87.8862,89.0657,89.0864,86.8209,68.5519,55.9815,75.3579,84.1295,88.1185,83.1346,87.0081,81.7539,82.3265,71.5291,55.5714
9/6/2023 6:00:00 PM,367.6295,118.626,2.85333,13.57017,967.442,65.3032,68.9913,70.871,70.9633,66.3421,54.6028,44.7101,59.3499,66.8172,69.5919,65.2718,69.6891,61.9441,62.3562,55.2107,31.386
9/6/2023 6:15:00 PM,287.5585,112.0115,3.10667,13.57067,719.137,50.182,52.7435,54.6574,54.9693,48.1405,42.3389,32.5784,45.8207,51.8265,53.7387,50.008,54.1007,37.7216,47.714,37.2993,17.5297
9/6/2023 6:30:00 PM,200.0575,106.208,2.73333,13.572,453.302,33.4058,35.0993,36.4873,36.7799,30.088,27.4184,21.4576,30.9419,34.945,36.0308,33.5076,35.5416,15.7189,30.2831,17.3193,8.2646
9/6/2023 6:45:00 PM,128.0791,99.3973,2.45333,13.5745,243.758,19.376,19.8182,21.5641,21.4978,16.0067,15.0902,12.0264,17.9278,20.8242,21.249,19.6879,15.7085,6.82127,11.8354,7.31177,5.4275
9/6/2023 7:00:00 PM,64.5817,92.9007,3.03,13.60383,93.4863,7.32693,7.41023,8.68743,8.60313,5.8667,6.87807,4.97177,8.0156,9.17857,8.60097,6.32657,4.2463,4.23777,4.44713,4.06777,3.45377
9/6/2023 7:15:00 PM,16.7245,87.3883,1.81667,13.60513,22.7039,1.9234,1.9345,2.1799,2.00887,1.90927,2.14833,1.7762,2.22307,2.15283,1.9592,1.9478,1.82117,1.9915,1.93527,1.86793,1.6412
9/6/2023 7:30:00 PM,-1.680665,83.1549,1.01667,13.55227,-1.42513,0.355867,0.3169,0.437633,0.377667,0.3932,0.547267,0.357367,0.4845,0.5292,0.415167,0.4379,0.300533,0.4667,0.415667,0.327433,0.375867
9/6/2023 7:45:00 PM,-4.189665,80.30765,0.0766667,13.5501,-4.2338,0,0,0,0,0,0.0327667,0,0.0019,0.0179667,0,0,0,0,0,0,0
9/6/2023 8:00:00 PM,-4.070835,78.7439,0.83,13.5847,-4.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:15:00 PM,-3.2425,77.88055,1.01333,13.62303,-4.24457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:30:00 PM,-2.814,77.56375,1.47,13.60167,-4.18963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 8:45:00 PM,-2.9885,77.10145,1.48667,13.59957,-4.16633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:00:00 PM,-2.563665,76.4862,1.14,13.61747,-4.16293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:15:00 PM,-2.377335,76.2985,1.18667,13.61493,-4.16093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:30:00 PM,-2.825665,75.67505,1.06667,13.61843,-4.1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 9:45:00 PM,-3.028165,74.6881,0.54,13.60523,-4.15633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:00:00 PM,-3.44133,73.5785,0.0633333,13.6149,-4.16977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:15:00 PM,-3.08567,72.66935,0,13.5675,-4.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:30:00 PM,-2.726,72.20245,0,13.60557,-4.16213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 10:45:00 PM,-2.177665,72.08985,0,13.60157,-4.16017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:00:00 PM,-1.94483,72.0093,0.55,13.6278,-4.18673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:15:00 PM,-2.189835,71.7465,0.15,13.63277,-4.19233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:30:00 PM,-1.713,71.75385,0,13.55493,-4.13393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/6/2023 11:45:00 PM,-1.96117,71.6934,0.126667,13.5248,-4.11127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:00:00 AM,-1.7295,71.9965,0.85,13.54107,-4.1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:15:00 AM,-1.895,71.92045,1.24,13.5704,-4.1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:30:00 AM,-1.82617,71.48925,1.10667,13.6035,-4.35977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 12:45:00 AM,-1.556665,71.665,1.26333,13.59577,-4.37567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:00:00 AM,-1.371166,72.2162,1.47,13.60487,-4.38227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:15:00 AM,-2.0345,71.9223,0.74,13.60613,-4.38557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:30:00 AM,-1.43167,71.96165,1.15333,13.632,-4.41057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 1:45:00 AM,-1.446335,72.3407,1.22333,13.63273,-4.4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:00:00 AM,-1.779,72.24915,1.33333,13.6477,-4.3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:15:00 AM,-2.231165,71.4151,0.293333,13.65157,-4.22973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:30:00 AM,-2.134165,71.2183,1.45667,13.6534,-4.35817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 2:45:00 AM,-2.245,70.71655,0.75,13.65647,-4.4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:00:00 AM,-2.096665,70.4895,0.196667,13.66007,-4.4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:15:00 AM,-1.554165,70.4849,0.916667,13.66573,-4.44683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:30:00 AM,-1.756835,70.7175,0.4,13.6599,-4.44673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 3:45:00 AM,-2.152,70.39155,0.00333333,13.6684,-4.45353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 4:00:00 AM,-1.52417,70.2304,0.323333,13.68083,-4.46407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 4:15:00 AM,-1.2505,70.84195,0.736667,13.66727,-4.4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 4:30:00 AM,-1.714,70.74675,0.0233333,13.5953,-4.3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 4:45:00 AM,-1.97067,70.71015,0.0866667,13.566,-4.37043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 5:00:00 AM,-2.176,70.1059,0,13.58473,-4.38823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 5:15:00 AM,-2.104665,69.834,0.0466667,13.5798,-4.37987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 5:30:00 AM,-1.817665,70.02805,0.42,13.56307,-4.06007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 5:45:00 AM,-1.8585,69.6545,0,13.54133,-4.35253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 6:00:00 AM,-1.73417,69.64445,0,13.54737,-4.36163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 6:15:00 AM,-1.634165,69.5895,0.283333,13.64523,-4.4392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 6:30:00 AM,-0.13,70.3384,1.01667,13.61063,-4.38643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/7/2023 6:45:00 AM,4.098835,71.00315,0.893333,13.6032,0.519167,0.338033,0.4007,0.385433,0.4102,0.3796,0.408667,0.463667,0.435133,0.407333,0.421133,0.4044,0.411567,0.344933,0.396467,0.3338,0.361
9/7/2023 7:00:00 AM,22.92165,71.75015,0.393333,13.60023,44.6618,3.0169,3.21013,3.23087,3.2497,3.19447,3.27867,3.55693,3.28583,3.32263,3.25467,3.18383,3.15453,2.8635,2.9469,2.885,2.9886
9/7/2023 7:15:00 AM,27.8595,72.6712,0.09,13.57183,60.5595,3.6922,4.10047,4.03307,4.03197,3.9234,3.98537,5.08453,4.6095,4.92977,4.5776,4.53653,4.4897,3.69193,3.6027,3.5744,3.97033
9/7/2023 7:30:00 AM,42.7835,72.4954,0.856667,13.55813,93.7982,5.57677,6.20563,6.15527,5.99893,5.92367,6.24193,7.4968,6.7075,7.12137,6.7271,6.83427,6.6888,5.56033,4.7286,5.52983,6.49587
