Ridgeback Monthly
Start date:,9/1/2023 12:00:00 AM
End date:,9/30/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Max wind speed - Lufft WS601,Production meter L-N voltage,Production meter active power,"SUNGROW SG125HV Inverter A1.1, Line kW","SUNGROW SG125HV Inverter A1.2, Line kW","SUNGROW SG125HV Inverter A1.3, Line kW","SUNGROW SG125HV Inverter A1.4, Line kW","SUNGROW SG125HV Inverter A1.5, Line kW","SUNGROW SG125HV Inverter A2.1, Line kW","SUNGROW SG125HV Inverter A2.2, Line kW","SUNGROW SG125HV Inverter A2.3, Line kW","SUNGROW SG125HV Inverter A2.4, Line kW","SUNGROW SG125HV Inverter A2.5, Line kW","SUNGROW SG125HV Inverter A2.6, Line kW","SUNGROW SG125HV Inverter A2.7, Line kW","SUNGROW SG125HV Inverter A2.8, Line kW","SUNGROW SG125HV Inverter A2.9, Line kW","SUNGROW SG125HV Inverter A2.10, Line kW","SUNGROW SG125HV Inverter A2.11, Line kW"
9/1/2023 4:30:00 PM,769.819,118.4845,3.51667,13.66903,1953.25,122.932,125.986,125.989,125.988,125.988,105.727,125.988,125.991,125.987,125.988,125.989,125.989,125.987,125.988,115.745,121.039
9/1/2023 4:45:00 PM,740.017,120.8125,3.83,13.66523,1948.4,121.861,125.989,125.993,125.989,125.989,105.718,125.929,125.986,125.989,125.987,125.987,125.986,125.987,125.987,113.084,119.95
9/1/2023 5:00:00 PM,707.4475,119.224,3.48333,13.6712,1942.02,120.327,125.989,125.986,125.987,125.987,105.727,125.198,125.988,125.986,125.989,125.98,125.989,125.987,125.988,110.512,118.885
9/1/2023 5:15:00 PM,662.3515,120.292,2.24667,13.67407,1897.52,116.993,124.972,124.542,124.871,123.678,105.661,121.628,124.147,124.018,124.745,123.891,123.114,123.963,124.257,106.082,115.211
9/1/2023 5:30:00 PM,623.3175,114.975,3.53,13.6786,1847.96,113.323,122.912,122.245,121.624,120.434,104.574,118.514,122.101,121.52,123.021,120.696,118.79,120.544,119.455,100.928,107.781
9/1/2023 5:45:00 PM,558.0245,115.136,3.19333,13.6827,1644.99,105.29,112.807,111.53,113.174,109.729,88.2825,92.9241,101.858,110.625,112.445,107.792,111.14,108.13,108.386,91.3426,80.5084
9/1/2023 6:00:00 PM,393.094,109.3555,2.03667,13.64513,1176.21,74.8392,78.5228,79.5369,79.3593,74.4588,63.2601,61.7299,70.6692,76.7405,81.5406,73.7539,83.0803,71.1685,71.3114,63.735,39.7601
9/1/2023 6:15:00 PM,414.3305,103.1941,2.59333,13.65753,1118.32,76.3899,80.3647,82.9162,83.2626,74.2306,63.0324,63.5358,69.9079,78.6675,82.0213,75.2945,83.2721,61.719,72.049,57.8148,27.4383
9/1/2023 6:30:00 PM,258.2355,95.5603,3.06,13.65277,618.822,44.8876,46.0995,50.2223,47.6168,42.0072,38.167,37.3055,41.765,47.8806,52.1964,45.8485,51.4661,24.6218,40.3652,27.0838,10.2676
9/1/2023 6:45:00 PM,204.6075,87.446,2.25667,13.66097,448.614,35.4424,36.5343,38.0252,39.3887,29.1181,26.9872,30.0964,31.7719,37.0362,38.0753,34.0996,34.5952,7.95127,25.8622,10.7001,5.25043
9/1/2023 7:00:00 PM,95.18365,80.88805,2.32333,13.6587,155.15,13.8227,11.814,15.7638,15.2182,10.0476,10.9659,12.4421,12.5866,15.8986,15.0042,12.5057,6.76047,3.714,5.0921,3.92063,3.17447
9/1/2023 7:15:00 PM,41.26215,74.397,1.79333,13.6093,51.8639,3.85963,3.80747,5.12787,4.76273,3.51903,4.2799,4.6986,5.00853,5.33533,3.98417,3.0814,2.82727,2.6837,2.95543,2.86057,2.36023
9/1/2023 7:30:00 PM,3.697835,69.06495,0.463333,13.59503,9.90873,1.10817,1.05923,1.2564,1.1934,1.1672,1.3858,1.23377,1.28793,1.31483,1.1694,1.23797,1.13583,1.18243,1.236,1.20027,1.06697
9/1/2023 7:45:00 PM,-3.27267,65.74615,0.87,13.53667,-2.64213,0.287867,0.209167,0.365167,0.297433,0.304,0.511167,0.3467,0.390067,0.426733,0.2882,0.367767,0.2701,0.348133,0.343433,0.266733,0.301367
9/1/2023 8:00:00 PM,-4.95883,63.71555,0.846667,13.51337,-4.13143,0,0,0,0,0,0.0433333,0,0,0,0,0,0,0,0,0,0
9/1/2023 8:15:00 PM,-4.51883,62.5766,0.923333,13.54177,-4.1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 8:30:00 PM,-4.60267,61.36995,1.08333,13.56853,-4.14517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 8:45:00 PM,-4.062835,60.36835,0.976667,13.59133,-4.16653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 9:00:00 PM,-3.7505,60.1303,1.10333,13.60957,-4.1831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 9:15:00 PM,-3.58217,60.30885,1.22667,13.61873,-4.1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 9:30:00 PM,-3.795335,60.07355,1.24667,13.63087,-4.20417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 9:45:00 PM,-3.52333,59.895,1.61667,13.60743,-4.19417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 10:00:00 PM,-3.7215,59.28345,1.97333,13.5229,-4.31353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 10:15:00 PM,-3.531835,58.56015,0.873333,13.54987,-4.34033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 10:30:00 PM,-3.585,58.0869,1.43,13.50343,-4.31067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 10:45:00 PM,-3.30767,57.424,0.576667,13.5554,-4.3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 11:00:00 PM,-2.815835,57.49725,1.62667,13.55673,-4.35517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 11:15:00 PM,-2.970165,57.01205,0.0233333,13.58873,-4.37953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 11:30:00 PM,-2.7815,56.4334,0,13.60947,-4.39857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2023 11:45:00 PM,-3.2305,56.58815,0.646667,13.639,-4.4257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 12:00:00 AM,-3.123165,56.2439,0,13.64643,-4.4319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 12:15:00 AM,-2.9115,55.89965,0.1,13.65393,-4.43833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 12:30:00 AM,-2.438665,55.78065,0.193333,13.63123,-4.42063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 12:45:00 AM,-2.7115,55.62225,0.206667,13.60097,-4.40003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 1:00:00 AM,-2.541835,55.343,0.16,13.6059,-4.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 1:15:00 AM,-2.461165,55.02535,0,13.61167,-4.4089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 1:30:00 AM,-2.662835,54.8688,0.68,13.59193,-4.3907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 1:45:00 AM,-2.4755,54.76075,0,13.5973,-4.39617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 2:00:00 AM,-2.079165,54.7589,0,13.61157,-4.4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 2:15:00 AM,-2.2,55.14255,0.493333,13.62867,-4.4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 2:30:00 AM,-3.302165,56.09465,1.93667,13.64553,-4.44063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 2:45:00 AM,-3.979165,56.0846,1.23333,13.6469,-4.44207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 3:00:00 AM,-4.235665,56.492,1.69333,13.6473,-4.44433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 3:15:00 AM,-4.30183,57.32515,2.57333,13.65177,-4.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 3:30:00 AM,-4.131335,57.3627,2.45667,13.6549,-4.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 3:45:00 AM,-4.10067,56.60365,2.15,13.6595,-4.45683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 4:00:00 AM,-4.259165,55.54445,1.58,13.6598,-4.45503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 4:15:00 AM,-3.808165,53.86535,0.54,13.66023,-4.4554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 4:30:00 AM,-3.097165,53.1604,0.45,13.65833,-4.45983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 4:45:00 AM,-2.975165,52.54425,0,13.66207,-4.4611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 5:00:00 AM,-2.418665,52.2,0.453333,13.65543,-4.4543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 5:15:00 AM,-3.098,51.7688,0.14,13.6542,-4.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 5:30:00 AM,-2.271665,51.68275,0,13.657,-4.45583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 5:45:00 AM,-2.003835,51.83835,0,13.66023,-4.4592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 6:00:00 AM,-1.951665,52.12495,0.34,13.65633,-4.45397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 6:15:00 AM,-2.05917,52.4966,0,13.65563,-4.45137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/2/2023 6:30:00 AM,-0.0605,52.42615,0,13.6464,-4.22107,0,0,0,0,0,0,0,0,0.1612,0,0,0,0,0,0.1435,0
9/2/2023 6:45:00 AM,5.650335,52.7118,0,13.60083,5.9358,0.695833,0.728267,0.776533,0.727567,0.7547,0.751533,0.745467,0.784467,0.954933,0.736933,0.735433,0.737333,0.771133,0.6977,0.832633,0.7213
9/2/2023 7:00:00 AM,20.7933,53.3389,0,13.60997,41.2247,2.7509,2.94627,2.9952,2.9319,2.94103,2.9791,3.01153,3.16107,3.30313,3.14403,3.2123,3.19657,3.10517,2.7712,2.7538,2.88907
9/2/2023 7:15:00 AM,41.0855,54.7287,0,13.60253,150.464,5.7434,8.38847,6.36057,6.02867,6.05637,8.52363,14.3247,15.0162,14.1794,12.3058,11.2907,11.0991,10.567,5.3562,7.27267,12.2425
9/2/2023 7:30:00 AM,122.2283,59.4418,0.01,13.59557,308.284,14.1405,19.0322,15.7978,13.744,13.7149,19.6422,24.4885,24.7959,23.5026,22.7779,22.6549,23.5197,20.972,8.2934,16.8788,24.2116
9/2/2023 7:45:00 AM,252.116,67.9077,0.37,13.58573,705.872,39.8038,43.5608,43.054,38.967,42.0583,46.1421,52.7682,52.8481,52.2717,48.4113,51.2864,51.1421,44.8376,21.111,33.8836,47.0259
9/2/2023 8:00:00 AM,224.7995,71.34645,0.543333,13.565,675.911,41.7132,43.2047,42.6438,40.6396,41.1418,44.6363,47.6251,48.3714,49.0126,44.9317,49.2825,46.7233,41.0058,29.5693,33.1174,43.1238
9/2/2023 8:15:00 AM,404.641,84.14365,0.396667,13.62567,1251.17,73.4066,77.2821,79.0869,70.4486,71.6021,83.7162,88.29,88.7525,86.0894,82.891,86.6192,87.9291,75.0233,59.3927,58.5883,81.0266
9/2/2023 8:30:00 AM,421.4275,94.17605,1.33333,13.6056,1245.77,78.2328,82.4735,83.4421,74.6334,72.6766,80.7163,87.2831,92.3608,87.2934,83.1367,89.8267,87.1196,77.8189,65.5789,60.6366,84.1973
9/2/2023 8:45:00 AM,407.2515,93.66335,2.56333,13.57823,1189.27,79.1664,79.0142,82.6781,81.2094,77.7936,72.359,77.5605,82.768,79.7238,78.5451,84.2484,83.5532,82.6727,63.096,58.7805,79.7254
9/2/2023 9:00:00 AM,527.207,94.18705,2.28,13.55867,1439.45,97.7034,97.585,100.71,98.7402,93.2872,87.5355,93.8701,100.951,96.6307,95.6497,99.8633,98.5416,98.9855,84.9328,71.4421,93.8298
9/2/2023 9:15:00 AM,546.349,101.0488,2.20667,13.59543,1581.01,95.6864,103.662,99.9608,105.244,101.845,89.1131,97.3198,100.977,102.193,101.117,101.696,98.4734,98.602,89.7958,70.6077,94.1716
9/2/2023 9:30:00 AM,648.179,107.833,1.30333,13.57917,1789.54,113.635,115.911,115.199,118.008,116.629,101.062,114.515,116.989,117.212,116.808,117.236,114.405,115.122,113.742,85.419,114.577
9/2/2023 9:45:00 AM,742.805,113.5875,1.27667,13.60407,1928.89,123.075,125.591,125.531,125.475,125.135,105.717,125.241,124.706,125.563,125.871,125.138,125.267,125.246,123.655,93.4665,122.111
9/2/2023 10:00:00 AM,772.4635,119.2795,1.44667,13.58867,1936.67,123.477,125.989,125.988,125.993,125.99,105.737,125.989,125.991,125.979,125.988,125.991,125.989,125.989,123.76,95.6025,123.052
9/2/2023 10:15:00 AM,794.6085,120.936,1.55333,13.57677,1936.72,123.317,125.991,125.989,125.983,125.983,105.743,125.987,125.988,125.993,125.99,125.989,125.989,125.988,123.299,96.8077,122.811
9/2/2023 10:30:00 AM,813.8365,118.486,2.13667,13.59587,1937.41,122.938,125.988,125.987,125.99,125.99,105.729,125.99,125.989,125.99,125.991,125.987,125.987,125.991,123.103,98.3576,122.859
9/2/2023 10:45:00 AM,838.147,119.8645,2.32667,13.58433,1937.18,123.277,125.989,125.988,125.988,125.991,105.719,125.454,125.989,125.99,125.989,125.988,125.99,125.987,122.777,99.3403,122.167
9/2/2023 11:00:00 AM,859.155,119.172,2.84667,13.5782,1936.47,123.564,125.989,125.991,125.989,125.991,105.737,124.665,125.992,125.992,125.988,125.989,125.987,125.989,122.408,100.325,121.83
