Timestamp,POA Sensor,Weather station ambient temperature,Max wind speed - VAISALA_1,Production meter L-N voltage,Production meter active power,"Inverter 1, AC Active Power (Total)"
9/1/2023 7:15:00 AM,36.3769,60.34102,0.8505,7.51457,71.0405,73.8333
9/1/2023 7:30:00 AM,51.2688,60.45607,0.848167,7.50942,110.749,113.967
9/1/2023 7:45:00 AM,71.3476,60.76814,0.723055,7.505883,156.826,159.7
9/1/2023 8:00:00 AM,90.7591,61.05566,0.940278,7.484973,203.819,207.133
9/1/2023 8:15:00 AM,109.839,61.3774,1.01683,7.468903,249.386,251.9
9/1/2023 8:30:00 AM,133.56,61.93422,0.892833,7.45481,307.303,312.867
9/1/2023 8:45:00 AM,177.066,62.8081,1.19122,7.455317,392.832,395.3
9/1/2023 9:00:00 AM,117.975,62.80479,1.24472,7.43339,248.12,228.233
9/1/2023 9:15:00 AM,89.1018,62.40891,1.02394,7.452773,196.16,203.6
9/1/2023 9:30:00 AM,182.029,63.29716,1.09451,7.47649,414.712,421.667
9/1/2023 9:45:00 AM,214.165,64.16105,1.30806,7.4624,490.51,497.667
9/1/2023 10:00:00 AM,282.385,64.34517,1.96522,7.448713,642.008,636.467
9/1/2023 10:15:00 AM,375.937,65.77338,1.68278,7.408863,916.832,931.733
9/1/2023 10:30:00 AM,439.622,66.33044,2.03929,7.34129,955.877,978.533
9/1/2023 10:45:00 AM,479.769,67.22678,1.86872,7.333267,1051.66,1063.07
9/1/2023 11:00:00 AM,593.914,68.73192,1.54367,7.35084,1245.56,1346.73
9/1/2023 11:15:00 AM,590.171,69.30914,1.94183,7.351297,1247.41,1231.57
9/1/2023 11:30:00 AM,920.411,71.04342,2.95294,7.365557,1993.66,2036.33
9/1/2023 11:45:00 AM,664.988,70.33226,2.94311,7.34875,1498.37,1508.1
9/1/2023 12:00:00 PM,826.339,70.86425,2.58806,7.34526,1766.31,1845.93
9/1/2023 12:15:00 PM,660.211,71.5948,2.48128,7.33984,1510.14,1538.07
9/1/2023 12:30:00 PM,897.319,72.75475,2.76167,7.333146,1911.51,1969.23
9/1/2023 12:45:00 PM,901.104,74.04739,2.51522,7.341223,2026.09,2057.03
9/1/2023 1:00:00 PM,925.493,74.75713,2.83117,7.322217,2071.94,2093.4
9/1/2023 1:15:00 PM,862.001,75.18634,2.50996,7.314473,1906.98,1954.63
9/1/2023 1:30:00 PM,989.066,76.8423,2.7415,7.318687,2174.14,2189.9
9/1/2023 1:45:00 PM,841.244,77.14542,2.49894,7.388763,1883.07,1776.3
9/1/2023 2:00:00 PM,928.629,77.72468,2.57389,7.374207,2071.61,2089.2
9/1/2023 2:15:00 PM,885.22,76.84133,3.66511,7.354977,1993.04,2012.7
9/1/2023 2:30:00 PM,858.242,77.42861,3.18211,7.356483,1940.72,1955.93
9/1/2023 2:45:00 PM,829.682,76.94849,3.2355,7.349743,1881.87,1895.83
9/1/2023 3:00:00 PM,797.276,77.39015,2.73722,7.370533,1815.57,1824.87
9/1/2023 3:15:00 PM,765.412,77.76545,3.27689,7.371396,1734.04,1744.53
9/1/2023 3:30:00 PM,731.907,78.19252,2.987,7.37538,1664.44,1675.27
9/1/2023 3:45:00 PM,704.168,78.29269,3.04045,7.366086,1585.06,1577.9
9/1/2023 4:00:00 PM,568.163,78.59686,3.36563,7.425624,1228.6,1204.97
9/1/2023 4:15:00 PM,278.576,76.92661,2.91478,7.53509,611.572,639.2
9/1/2023 4:30:00 PM,259.56,76.08887,3.27283,7.471037,599.71,623.967
9/1/2023 4:45:00 PM,533.556,77.82848,2.7518,7.42968,1184.18,1179.67
9/1/2023 5:00:00 PM,363.337,77.96151,2.95575,7.48836,808.872,814.767
9/1/2023 5:15:00 PM,118.912,75.94592,2.83522,7.486333,237.135,240.7
9/1/2023 5:30:00 PM,296.866,76.50225,2.95733,7.450396,720.543,724.767
9/1/2023 5:45:00 PM,249.313,77.35071,2.718,7.417146,593.61,594.667
9/1/2023 6:00:00 PM,203.281,77.00457,3.20339,7.459653,460.249,458.667
9/1/2023 6:15:00 PM,168.581,76.67006,2.80989,7.516653,345.382,343.267
9/1/2023 6:30:00 PM,123.884,76.16104,3.30722,7.517793,231.642,230.667
9/1/2023 6:45:00 PM,86.2239,75.7224,2.59978,7.52556,141.968,141.867
9/1/2023 7:00:00 PM,50.6755,75.48743,2.25233,7.53505,82.9228,83.4667
9/1/2023 7:15:00 PM,28.3317,74.67255,1.4061,7.55107,49.8288,51.1
9/1/2023 7:30:00 PM,20.3916,73.13705,1.22411,7.55706,36.0882,37.3667
9/1/2023 7:45:00 PM,8.31595,71.84037,1.25216,7.494396,9.14213,10.0667
9/1/2023 8:00:00 PM,0.677754,70.96129,1.05561,7.491703,-2.71624,0
9/1/2023 8:15:00 PM,0,71.23994,1.30894,7.52213,-2.71787,0
9/1/2023 8:30:00 PM,0,70.53632,1.6103,7.55429,-2.73872,0
9/1/2023 8:45:00 PM,0,69.14277,1.113,7.550237,-2.75965,0
9/1/2023 9:00:00 PM,0,68.98712,1.43617,7.49825,-2.73661,0
9/1/2023 9:15:00 PM,0,69.6664,1.64444,7.49743,-2.74549,0
9/1/2023 9:30:00 PM,0,68.73505,1.152,7.50287,-2.74927,0
9/1/2023 9:45:00 PM,0,67.35847,1.10717,7.495057,-2.73339,0
9/1/2023 10:00:00 PM,0,66.86633,0.932863,7.505597,-2.74528,0
9/1/2023 10:15:00 PM,0,67.72161,1.0095,7.52664,-2.75976,0
9/1/2023 10:30:00 PM,0,67.96985,1.20733,7.53862,-2.77182,0
9/1/2023 10:45:00 PM,0,67.49374,1.22669,7.48711,-2.759,0
9/1/2023 11:00:00 PM,0,68.39378,1.25044,7.471507,-2.77055,0
9/1/2023 11:15:00 PM,0,68.27245,1.56095,7.495833,-2.77255,0
9/1/2023 11:30:00 PM,0,67.15502,1.0835,7.51149,-2.75954,0
9/1/2023 11:45:00 PM,0,66.64777,0.817167,7.524213,-2.75081,0
9/2/2023 12:00:00 AM,0,66.72409,0.738229,7.461617,-2.79047,0
9/2/2023 12:15:00 AM,0,66.30033,0.711944,7.466503,-2.75598,0
9/2/2023 12:30:00 AM,0,66.2869,0.902778,7.465606,-2.74458,0
9/2/2023 12:45:00 AM,0,66.18716,1.06778,7.47661,-2.77763,0
9/2/2023 1:00:00 AM,0,65.98518,1.13308,7.488683,-2.79176,0
9/2/2023 1:15:00 AM,0,65.73396,1.00656,7.478843,-2.69669,0
9/2/2023 1:30:00 AM,0,65.57078,0.976556,7.40992,-2.69661,0
9/2/2023 1:45:00 AM,0,65.28128,0.925999,7.408223,-2.68093,0
9/2/2023 2:00:00 AM,0,65.05267,1.04684,7.4072,-2.69566,0
9/2/2023 2:15:00 AM,0,65.04422,1.09306,7.41243,-2.69053,0
9/2/2023 2:30:00 AM,0.010677,63.69024,0.796758,7.41922,-2.69761,0
9/2/2023 2:45:00 AM,0.0192195,60.13181,0.997055,7.429624,-2.67832,0
9/2/2023 3:00:00 AM,0,60.14849,0.676267,7.43268,-2.69689,0
9/2/2023 3:15:00 AM,0,59.55969,0.593055,7.439537,-2.72736,0
9/2/2023 3:30:00 AM,0,59.05591,0.553556,7.452407,-2.7606,0
9/2/2023 3:45:00 AM,0,59.22342,0.913945,7.452017,-2.73329,0
9/2/2023 4:00:00 AM,0,57.42662,0.664889,7.459193,-2.72849,0
9/2/2023 4:15:00 AM,0,56.5813,0.649445,7.456843,-2.73456,0
9/2/2023 4:30:00 AM,0,56.00406,0.500944,7.47091,-2.74336,0
9/2/2023 4:45:00 AM,0,55.21347,0.602055,7.47437,-2.74907,0
9/2/2023 5:00:00 AM,0,55.61469,0.67898,7.458317,-2.73419,0
9/2/2023 5:15:00 AM,0,56.03299,0.334444,7.44923,-2.72612,0
9/2/2023 5:30:00 AM,0.0627302,55.2974,0.509778,7.4492,-2.72412,0
9/2/2023 5:45:00 AM,0.0118433,54.57841,0.870945,7.452586,-2.73455,0
9/2/2023 6:00:00 AM,0,55.01718,0.685611,7.44123,-2.72691,0
9/2/2023 6:15:00 AM,0.0499667,56.14838,0.870667,7.42983,-2.75588,0
9/2/2023 6:30:00 AM,3.09858,56.99707,1.12806,7.422537,-1.67109,0.666667
9/2/2023 6:45:00 AM,9.66847,56.72493,0.862222,7.426513,11.9723,14.3333
9/2/2023 7:00:00 AM,18.9395,56.60989,0.533444,7.43585,30.6098,33.0333
9/2/2023 7:15:00 AM,29.1298,57.28505,0.537445,7.471047,57.2889,59.8667
9/2/2023 7:30:00 AM,50.284,58.65699,0.403167,7.456347,109.695,114.233
9/2/2023 7:45:00 AM,77.5983,60.85638,0.545222,7.446126,169.138,177.667
9/2/2023 8:00:00 AM,172.852,63.69544,0.428498,7.464593,348.01,368.667
9/2/2023 8:15:00 AM,254.055,66.44435,0.655222,7.468037,538.737,564.233
9/2/2023 8:30:00 AM,344.032,70.20458,0.675522,7.42117,692.509,694.8
9/2/2023 8:45:00 AM,392.33,69.98698,0.879611,7.411874,796.688,803.867
9/2/2023 9:00:00 AM,216.674,69.80702,0.512418,7.433637,427.438,387.267
9/2/2023 9:15:00 AM,92.7483,66.55127,0.60953,7.457273,109.16,141.067
9/2/2023 9:30:00 AM,575.083,70.64517,0.788833,7.3742,1323.69,1345.53
9/2/2023 9:45:00 AM,693.412,74.21988,0.945722,7.293333,1476.13,1479.17
9/2/2023 10:00:00 AM,657.421,74.88061,1.07094,7.299557,1401.49,1403.03
9/2/2023 10:15:00 AM,596.133,75.45779,0.769278,7.316917,1293.06,1338.7
9/2/2023 10:30:00 AM,744.422,76.3572,1.04311,7.300753,1595.88,1650.1
9/2/2023 10:45:00 AM,661.306,77.10503,1.15728,7.34895,1447.44,1418.33
9/2/2023 11:00:00 AM,797.598,78.31042,0.945555,7.301027,1729.99,1741.3
9/2/2023 11:15:00 AM,814.263,78.03396,0.940852,7.292457,1775.7,1789.87
9/2/2023 11:30:00 AM,840.707,79.50441,0.847889,7.29577,1820.4,1834.47
9/2/2023 11:45:00 AM,864.479,80.68327,1.23811,7.334664,1869.95,1885.33
9/2/2023 12:00:00 PM,883.795,79.95141,1.10561,7.331237,1903.09,1919.27
9/2/2023 12:15:00 PM,899.378,80.68717,1.53255,7.335323,1933.36,1952.13
9/2/2023 12:30:00 PM,909.542,81.25862,1.32889,7.325927,1955.92,1973.57
9/2/2023 12:45:00 PM,912.262,82.18103,1.12633,7.308793,1957.69,1970.6
9/2/2023 1:00:00 PM,919.071,83.76083,1.469,7.366693,1974.04,1993.2
9/2/2023 1:15:00 PM,905.653,84.47925,1.53506,7.349117,1970.08,1949.37
9/2/2023 1:30:00 PM,907.034,86.39659,1.39715,7.367563,1951.61,1967.57
9/2/2023 1:45:00 PM,890.973,86.19868,2.15061,7.394817,1930.1,1946.03
9/2/2023 2:00:00 PM,888.388,85.78754,2.14472,7.378277,1921.15,1938.87
9/2/2023 2:15:00 PM,868.837,86.82742,2.11828,7.375017,1874.18,1888.57
9/2/2023 2:30:00 PM,845.434,86.25409,1.44567,7.349937,1835.49,1849.97
9/2/2023 2:45:00 PM,755.56,86.28845,1.86617,7.378297,1671.6,1686.8
9/2/2023 3:00:00 PM,830.279,87.2109,1.89883,7.409033,1803.45,1818.6
9/2/2023 3:15:00 PM,719.549,88.06665,1.95228,7.388133,1573.64,1529.8
9/2/2023 3:30:00 PM,680.687,86.55687,1.71372,7.43123,1522.47,1466.9
9/2/2023 3:45:00 PM,391.464,86.75218,1.0093,7.490547,847.816,820.1
9/2/2023 4:00:00 PM,152.238,84.77706,0.623333,7.533896,339.181,339.233
9/2/2023 4:15:00 PM,157.413,84.57239,1.03289,7.547073,375.031,379.733
9/2/2023 4:30:00 PM,128.483,84.13174,1.00678,7.548043,301.526,301.333
9/2/2023 4:45:00 PM,152.671,83.93936,1.06798,7.577953,362.173,368.533
9/2/2023 5:00:00 PM,219.754,84.73892,1.35695,7.536387,504.314,498.633
9/2/2023 5:15:00 PM,66.3625,83.30684,1.79133,7.520617,133.713,132.167
9/2/2023 5:30:00 PM,74.5817,82.40257,1.2065,7.535433,165.108,168.633
9/2/2023 5:45:00 PM,77.9591,81.36623,1.87928,7.546354,168.74,171
9/2/2023 6:00:00 PM,150.747,79.69688,4.19444,7.541943,341.083,346.533
9/2/2023 6:15:00 PM,188.82,79.79617,4.71911,7.5232,411.801,414.6
9/2/2023 6:30:00 PM,156.854,78.76724,4.14602,7.508033,322.992,320.8
9/2/2023 6:45:00 PM,81.6929,77.7746,3.42117,7.51577,143.694,139.167
9/2/2023 7:00:00 PM,14.3556,75.75451,3.01878,7.53922,20.6889,22.6333
9/2/2023 7:15:00 PM,15.2426,73.98151,3.26327,7.53769,26.8393,28.2333
9/2/2023 7:30:00 PM,8.10396,69.5548,4.34789,7.545033,1.73592,3.63333
9/2/2023 7:45:00 PM,0.616784,66.70263,3.06489,7.546394,-2.76678,0
9/2/2023 8:00:00 PM,1.21783,65.44324,4.37478,7.488543,-2.71908,0
9/2/2023 8:15:00 PM,1.04173,64.93056,4.6107,7.45438,-2.71479,0
9/2/2023 8:30:00 PM,0.0326403,65.16058,3.87872,7.436144,-2.70197,0
9/2/2023 8:45:00 PM,0,65.08146,2.24087,7.44708,-2.71113,0
9/2/2023 9:00:00 PM,0,64.51733,1.78461,7.46477,-2.72893,0
9/2/2023 9:15:00 PM,0,63.95248,0.945889,7.490773,-2.747,0
9/2/2023 9:30:00 PM,0,64.18095,1.21205,7.486374,-2.74594,0
9/2/2023 9:45:00 PM,0,63.91247,1.22628,7.464543,-2.72561,0
9/2/2023 10:00:00 PM,0,63.13784,0.816555,7.484637,-2.74999,0
9/2/2023 10:15:00 PM,0,62.86836,1.23567,7.504903,-2.76168,0
9/2/2023 10:30:00 PM,0,63.05702,0.576611,7.503203,-2.73835,0
9/2/2023 10:45:00 PM,0,63.42323,1.0045,7.4626,-2.7154,0
9/2/2023 11:00:00 PM,0,63.42156,1.082,7.466537,-2.70873,0
9/2/2023 11:15:00 PM,0,62.72847,1.15367,7.480317,-2.71901,0
9/2/2023 11:30:00 PM,0,62.57667,1.08706,7.4827,-2.73587,0
9/2/2023 11:45:00 PM,0,62.61742,0.8845,7.476693,-2.75286,0
9/3/2023 12:00:00 AM,0,62.58575,1.34672,7.488027,-2.7483,0
9/3/2023 12:15:00 AM,0,61.44208,1.62872,7.460717,-2.74683,0
9/3/2023 12:30:00 AM,0,60.35723,1.42233,7.44626,-2.7567,0
9/3/2023 12:45:00 AM,0,59.5227,1.50794,7.454856,-2.72656,0
9/3/2023 1:00:00 AM,0,59.42768,2.00222,7.46505,-2.75107,0
9/3/2023 1:15:00 AM,0,59.32218,1.59122,7.471717,-2.74994,0
9/3/2023 1:30:00 AM,0,58.94013,0.998112,7.47497,-2.75081,0
9/3/2023 1:45:00 AM,0,58.85256,1.28117,7.44768,-2.73625,0
9/3/2023 2:00:00 AM,0,59.37463,1.66255,7.456833,-2.74814,0
9/3/2023 2:15:00 AM,0,59.16364,1.24995,7.47739,-2.77043,0
9/3/2023 2:30:00 AM,0,59.68702,2.0235,7.401227,-2.72905,0
9/3/2023 2:45:00 AM,0,59.44955,2.106,7.383937,-2.71831,0
9/3/2023 3:00:00 AM,0,59.23456,2.11533,7.39237,-2.72359,0
9/3/2023 3:15:00 AM,0,59.53347,2.48183,7.392896,-2.72521,0
9/3/2023 3:30:00 AM,0,59.35156,2.01383,7.391333,-2.71471,0
9/3/2023 3:45:00 AM,0,59.03251,2.05072,7.399567,-2.71849,0
9/3/2023 4:00:00 AM,0,58.93075,1.90456,7.39963,-2.72293,0
9/3/2023 4:15:00 AM,0,58.78072,1.66128,7.371247,-2.68432,0
9/3/2023 4:30:00 AM,0,58.32783,1.43833,7.364257,-2.67563,0
9/3/2023 4:45:00 AM,0,57.71151,1.33222,7.366923,-2.69351,0
9/3/2023 5:00:00 AM,0,57.40921,1.35845,7.381097,-2.69461,0
9/3/2023 5:15:00 AM,0,57.97504,1.64667,7.389586,-2.69543,0
9/3/2023 5:30:00 AM,0,58.50167,1.98139,7.38632,-2.70115,0
9/3/2023 5:45:00 AM,0,58.61478,2.48861,7.387197,-2.69583,0
9/3/2023 6:00:00 AM,0,58.13161,1.92569,7.38314,-2.69935,0
9/3/2023 6:15:00 AM,0.0823457,57.68406,1.93861,7.403293,-2.70749,0
9/3/2023 6:30:00 AM,2.93816,57.57647,1.83431,7.431856,-0.689694,1.93333
9/3/2023 6:45:00 AM,10.3271,57.13541,1.39111,7.428463,14.0377,16.3667
9/3/2023 7:00:00 AM,20.8671,57.1269,1.63578,7.41544,34.723,37.3
9/3/2023 7:15:00 AM,33.6619,57.58992,1.4425,7.406093,66.691,69.8
9/3/2023 7:30:00 AM,47.1752,58.21565,1.38922,7.397753,98.887,101.133
9/3/2023 7:45:00 AM,51.3539,58.93176,1.56129,7.407467,109.497,111.133
9/3/2023 8:00:00 AM,71.288,59.2673,2.35567,7.421153,157.209,161.133
9/3/2023 8:15:00 AM,104.285,59.68144,2.72782,7.4309,232.878,239.533
9/3/2023 8:30:00 AM,156.623,60.32444,2.46167,7.420593,346.461,350.133
9/3/2023 8:45:00 AM,188.48,61.16624,2.15484,7.414957,429.758,436.233
9/3/2023 9:00:00 AM,400.572,62.85427,2.76778,7.42369,892.668,899.467
9/3/2023 9:15:00 AM,231.985,62.3075,3.16161,7.400917,505.925,501.2
9/3/2023 9:30:00 AM,324.759,62.67513,3.31661,7.397354,846.61,880.467
9/3/2023 9:45:00 AM,492.243,65.08076,3.21661,7.390917,1137.71,1137.37
9/3/2023 10:00:00 AM,407.321,68.06937,2.89122,7.407483,841.011,816.333
9/3/2023 10:15:00 AM,250.703,66.33914,2.69248,7.455537,584.045,586.333
9/3/2023 10:30:00 AM,177.508,66.3195,2.35672,7.44635,403.945,396.033
9/3/2023 10:45:00 AM,126.785,64.98617,2.44061,7.435664,313.432,325.133
9/3/2023 11:00:00 AM,245.769,65.36003,2.97158,7.42904,592.33,594.933
9/3/2023 11:15:00 AM,255.366,65.4447,3.21181,7.420017,600.368,598.3
9/3/2023 11:30:00 AM,190.672,65.13363,3.207,7.419293,452.014,455.7
9/3/2023 11:45:00 AM,242.313,65.80044,2.86006,7.433573,587.285,587.8
9/3/2023 12:00:00 PM,256.069,68.18121,2.72189,7.43866,623.58,632.067
9/3/2023 12:15:00 PM,313.95,68.67028,2.34269,7.439153,789.733,812.833
9/3/2023 12:30:00 PM,667.647,70.15337,3.04478,7.377126,1574.68,1604.67
9/3/2023 12:45:00 PM,823.941,72.25714,3.29167,7.357887,1680.24,1641.6
9/3/2023 1:00:00 PM,466.518,71.90237,2.76044,7.36867,1014.76,1005.8
9/3/2023 1:15:00 PM,405.732,71.72562,2.59911,7.37358,952.304,944.267
9/3/2023 1:30:00 PM,337.1,70.4964,2.75717,7.398523,800.597,811.467
9/3/2023 1:45:00 PM,417.448,71.27334,2.68328,7.40741,980.773,1005.83
9/3/2023 2:00:00 PM,581.615,74.05259,2.58883,7.402497,1376.31,1346.8
9/3/2023 2:15:00 PM,600.147,75.49294,2.33967,7.40535,1292.52,1271.07
9/3/2023 2:30:00 PM,410.664,74.19963,2.51783,7.397354,938.923,942.867
9/3/2023 2:45:00 PM,323.233,74.54165,2.10872,7.38394,727.062,723.4
9/3/2023 3:00:00 PM,298.436,72.85175,2.41867,7.3992,722.195,729.4
9/3/2023 3:15:00 PM,250.292,74.31387,1.733,7.45362,545.034,529.033
9/3/2023 3:30:00 PM,107.449,73.65706,1.30795,7.461347,242.294,246.833
9/3/2023 3:45:00 PM,142.949,72.56522,1.08939,7.417673,329.596,328.867
9/3/2023 4:00:00 PM,134.658,72.13786,1.75822,7.462243,328.103,332.467
9/3/2023 4:15:00 PM,464.779,72.51858,2.07433,7.413376,1106.51,1131.93
9/3/2023 4:30:00 PM,239.032,72.49543,2.72289,7.421433,524,490.967
9/3/2023 4:45:00 PM,221.643,72.21265,2.64515,7.43355,530.85,534.667
9/3/2023 5:00:00 PM,135.493,71.40643,3.02761,7.44568,266.143,261.467
9/3/2023 5:15:00 PM,116.319,70.53782,2.51389,7.47288,257.543,260.267
9/3/2023 5:30:00 PM,138.624,70.49653,3.00939,7.48365,328.041,332.5
9/3/2023 5:45:00 PM,99.3548,70.18913,2.76467,7.47891,216.993,213.8
9/3/2023 6:00:00 PM,63.224,69.08247,2.34883,7.48002,134.617,134.3
9/3/2023 6:15:00 PM,41.0631,68.15129,2.90272,7.475653,81.8822,82.5
9/3/2023 6:30:00 PM,30.652,67.41895,2.98694,7.481013,61.6641,63.6
9/3/2023 6:45:00 PM,26.0578,66.87342,3.28706,7.491197,49.9304,51.0667
9/3/2023 7:00:00 PM,22.288,66.30829,3.50211,7.50817,41.3694,43.0333
9/3/2023 7:15:00 PM,11.3545,65.91103,2.65917,7.493673,15.0519,16
9/3/2023 7:30:00 PM,3.40619,65.42954,2.77117,7.497586,-1.35484,1
9/3/2023 7:45:00 PM,0.8628,65.08873,2.99044,7.496687,-2.75058,0
9/3/2023 8:00:00 PM,0,64.90582,2.51989,7.50974,-2.74873,0
9/3/2023 8:15:00 PM,0.0156269,64.53275,2.56772,7.52185,-2.76796,0
9/3/2023 8:30:00 PM,0,63.37452,2.99006,7.517057,-2.76732,0
9/3/2023 8:45:00 PM,0,62.92992,2.68448,7.506624,-2.76215,0
9/3/2023 9:00:00 PM,0,62.76506,2.38585,7.528896,-2.78334,0
9/3/2023 9:15:00 PM,0,62.68001,2.25567,7.507487,-2.77254,0
9/3/2023 9:30:00 PM,0,62.71716,2.57278,7.503597,-2.76646,0
9/3/2023 9:45:00 PM,0.00377195,62.54222,2.77572,7.497414,-2.76512,0
9/3/2023 10:00:00 PM,0,61.49442,2.40402,7.49737,-2.76504,0
9/3/2023 10:15:00 PM,0,60.99788,2.62333,7.495757,-2.76512,0
9/3/2023 10:30:00 PM,0,60.64277,1.96674,7.5124,-2.77472,0
9/3/2023 10:45:00 PM,0,60.40369,1.32811,7.50782,-2.77151,0
9/3/2023 11:00:00 PM,0,60.25624,1.37635,7.508787,-2.77506,0
9/3/2023 11:15:00 PM,0,60.19077,1.30317,7.509137,-2.77776,0
9/3/2023 11:30:00 PM,0,60.16905,1.06428,7.51339,-2.78189,0
9/3/2023 11:45:00 PM,0,60.31344,0.863889,7.48219,-2.76378,0
9/4/2023 12:00:00 AM,0,60.26061,1.23283,7.45705,-2.75343,0
9/4/2023 12:15:00 AM,0,60.1221,1.32076,7.46551,-2.76125,0
9/4/2023 12:30:00 AM,0,60.0663,0.928889,7.46216,-2.7604,0
9/4/2023 12:45:00 AM,0,59.95926,1.10682,7.47606,-2.76701,0
9/4/2023 1:00:00 AM,0,59.82593,1.72978,7.462083,-2.75108,0
9/4/2023 1:15:00 AM,0,59.74959,2.02834,7.433757,-2.73761,0
9/4/2023 1:30:00 AM,0,59.67439,2.18522,7.439487,-2.74122,0
9/4/2023 1:45:00 AM,0,59.49343,2.03554,7.446177,-2.74501,0
9/4/2023 2:00:00 AM,0,59.33271,1.60067,7.45366,-2.75121,0
9/4/2023 2:15:00 AM,0,59.18536,1.688,7.45681,-2.75353,0
9/4/2023 2:30:00 AM,0,59.01318,1.68617,7.462997,-2.7584,0
9/4/2023 2:45:00 AM,0,58.82544,1.40328,7.462233,-2.75638,0
9/4/2023 3:00:00 AM,0,58.6144,1.45237,7.46691,-2.75942,0
9/4/2023 3:15:00 AM,0,58.3016,1.83989,7.455697,-2.75763,0
9/4/2023 3:30:00 AM,0,58.17783,1.95339,7.457037,-2.75178,0
9/4/2023 3:45:00 AM,0,57.87019,1.43083,7.459723,-2.75494,0
9/4/2023 4:00:00 AM,0,57.70557,0.968111,7.455537,-2.74965,0
9/4/2023 4:15:00 AM,0,57.53795,0.891889,7.461947,-2.75404,0
9/4/2023 4:30:00 AM,0,57.39031,0.634556,7.460473,-2.75367,0
9/4/2023 4:45:00 AM,0,57.3285,0.430889,7.448263,-2.74901,0
9/4/2023 5:00:00 AM,0,56.98211,0.4845,7.416604,-2.72497,0
9/4/2023 5:15:00 AM,0,55.97384,0.412389,7.413813,-2.7287,0
9/4/2023 5:30:00 AM,0,55.62774,0.660555,7.42067,-2.72776,0
9/4/2023 5:45:00 AM,0,56.06339,0.602166,7.421383,-2.72784,0
9/4/2023 6:00:00 AM,0,56.53736,0.590889,7.41636,-2.72317,0
9/4/2023 6:15:00 AM,0.128889,56.77621,0.808889,7.43864,-2.73613,0
9/4/2023 6:30:00 AM,1.51275,56.52802,1.40689,7.442763,-2.73958,0
9/4/2023 6:45:00 AM,4.42619,56.46389,1.11026,7.43081,0.978049,3.73333
9/4/2023 7:00:00 AM,9.75081,56.71,1.42344,7.44446,12.9651,15.2333
9/4/2023 7:15:00 AM,17.9164,57.12177,1.33895,7.462753,32.0554,34.9333
9/4/2023 7:30:00 AM,29.8413,57.60299,1.47661,7.4595,56.7155,58.3333
9/4/2023 7:45:00 AM,26.5221,57.82791,1.63689,7.45099,50.6565,52.9333
9/4/2023 8:00:00 AM,34.8018,57.79967,2.22923,7.425653,75.1657,78.2
9/4/2023 8:15:00 AM,44.675,57.20914,2.01339,7.480626,95.9113,98.1333
