Jersey Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA 1850kW Inverter - 1, AC Real Power","SMA 1850kW Inverter - 2, AC Real Power","SMA 1850kW Inverter - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2023-08-01 00:00:00,0,0,0,0,-6.916717
2023-08-01 01:00:00,0,0,0,0,-6.95964
2023-08-01 02:00:00,0,0,0,0,-6.960925
2023-08-01 03:00:00,0,0,0,0,-6.958612
2023-08-01 04:00:00,0,0,0,0,-6.933193
2023-08-01 05:00:00,0,0,0,0,-6.867685
2023-08-01 06:00:00,6.45111,11.75,12,10.5,27.68846
2023-08-01 07:00:00,93.122,131.25,134.75,120.25,384.8513
2023-08-01 08:00:00,246.558,442,444.25,370.5,1223.085
2023-08-01 09:00:00,256.9776,486.25,470,410.75,1384.18
2023-08-01 10:00:00,654.6145,1178.25,1181.25,1065,3421.14
2023-08-01 11:00:00,890.6649,1546.25,1551.25,1402,4476.984
2023-08-01 12:00:00,929.8865,1601.5,1579,1499.25,4530.971
2023-08-01 13:00:00,986.6547,1424.25,1525.25,1456.25,4433.406
2023-08-01 14:00:00,844.2221,1399.75,1455.5,1330.75,4096.884
2023-08-01 15:00:00,796.4386,1342.75,1326.75,1222,3848.757
2023-08-01 16:00:00,159.4805,292.25,290.25,260.75,877.9858
2023-08-01 17:00:00,191.866,345.25,352.25,321.75,1004.605
2023-08-01 18:00:00,209.9365,329,341.25,290.75,962.5995
2023-08-01 19:00:00,65.50981,86.75,95.75,83.25,265.1798
2023-08-01 20:00:00,1.331727,2.25,2.5,2.25,0.6637282
2023-08-01 21:00:00,0,0,0,0,-7.070446
2023-08-01 22:00:00,0,0,0,0,-6.983685
2023-08-01 23:00:00,0,0,0,0,-7.010283
2023-08-02 00:00:00,0,0,0,0,-6.977948
2023-08-02 01:00:00,0,0,0,0,-6.992316
2023-08-02 02:00:00,0,0,0,0,-6.922144
2023-08-02 03:00:00,0,0,0,0,-6.939846
2023-08-02 04:00:00,0,0,0,0,-6.96259
2023-08-02 05:00:00,0,0,0,0,-6.902768
2023-08-02 06:00:00,4.70538,10,10.5,9.5,23.10538
2023-08-02 07:00:00,97.62579,133.25,140.75,119.5,390.7202
2023-08-02 08:00:00,274.5382,462,472.25,406.5,1340.66
2023-08-02 09:00:00,500.0085,883.75,885.5,788.75,2561.203
2023-08-02 10:00:00,712.2053,1253.25,1256.75,1133.5,3644.738
2023-08-02 11:00:00,873.1033,1515.75,1525.25,1386.5,4426.547
2023-08-02 12:00:00,973.456,1658.5,1659.5,1514,4837.729
2023-08-02 13:00:00,1002.718,1666,1662.75,1553,4872.716
2023-08-02 14:00:00,954.5566,1618.75,1615.5,1472.5,4693.128
2023-08-02 15:00:00,843.0693,1431.75,1432.25,1298.75,4166.397
2023-08-02 16:00:00,639.0718,1087.75,1111.25,995,3200.49
2023-08-02 17:00:00,436.472,731.75,741.75,659.75,2138.612
2023-08-02 18:00:00,222.9807,337,351.75,310,1006.266
2023-08-02 19:00:00,46.46169,67.5,71.75,63.5,201.3431
2023-08-02 20:00:00,0.5085034,1.25,1.25,1,-2.899487
2023-08-02 21:00:00,0,0,0,0,-7.030964
2023-08-02 22:00:00,0,0,0,0,-7.034704
2023-08-02 23:00:00,0,0,0,0,-6.950819
2023-08-03 00:00:00,0,0,0,0,-6.943679
2023-08-03 01:00:00,0,0,0,0,-6.999074
2023-08-03 02:00:00,0,0,0,0,-6.981712
2023-08-03 03:00:00,0,0,0,0,-6.976037
2023-08-03 04:00:00,0,0,0,0,-6.968598
2023-08-03 05:00:00,0,0,0,0,-6.891411
2023-08-03 06:00:00,6.030722,12.75,13,11.25,30.22922
2023-08-03 07:00:00,95.78265,137.5,144,123.5,400.726
2023-08-03 08:00:00,280.2354,484.5,496.5,430.75,1392.687
2023-08-03 09:00:00,364.1896,648.5,675.75,593.75,1885.478
2023-08-03 10:00:00,421.1693,758,764.5,687,2308.678
2023-08-03 11:00:00,416.5648,726.25,730,672,2173.678
2023-08-03 12:00:00,359.7246,653.5,656.75,594.25,1913.057
2023-08-03 13:00:00,299.299,549,550.75,498.5,1605.612
2023-08-03 14:00:00,350.2275,638.25,638.25,577.75,1864.366
2023-08-03 15:00:00,259.4372,479,481,435.25,1401.586
2023-08-03 16:00:00,213.6888,403,404.25,367.5,1180.615
2023-08-03 17:00:00,102.8636,200.5,200.75,181.75,586.164
2023-08-03 18:00:00,37.49532,74.25,75,68,214.2546
2023-08-03 19:00:00,21.88441,40,40,35.75,111.7827
2023-08-03 20:00:00,0.1533489,0.25,0.25,0.25,-6.314523
2023-08-03 21:00:00,0,0,0,0,-7.035197
2023-08-03 22:00:00,0,0,0,0,-6.944272
2023-08-03 23:00:00,0,0,0,0,-6.97936
2023-08-04 00:00:00,0,0,0,0,-6.990056
2023-08-04 01:00:00,0,0,0,0,-6.969008
2023-08-04 02:00:00,0,0,0,0,-6.946928
2023-08-04 03:00:00,0,0,0,0,-6.939672
2023-08-04 04:00:00,0,0,0,0,-6.940534
2023-08-04 05:00:00,0,0,0,0,-6.879984
2023-08-04 06:00:00,0.3096333,0,0,0,-6.829112
2023-08-04 07:00:00,15.14979,21.25,21.75,19.75,54.79794
2023-08-04 08:00:00,123.3493,225.25,225.75,204,652.6087
2023-08-04 09:00:00,188.5079,317.25,323.25,281.5,928.5125
2023-08-04 10:00:00,215.8958,391.5,390.25,353.75,1127.497
2023-08-04 11:00:00,97.73249,176,177.5,162.75,514.0682
2023-08-04 12:00:00,155.1141,271.25,281.75,257.5,798.8699
2023-08-04 13:00:00,214.5857,381.5,378.75,327.75,1091.241
2023-08-04 14:00:00,359.6126,632.25,638.25,581,1875.638
2023-08-04 15:00:00,502.8285,925.75,909.75,802,2617.13
2023-08-04 16:00:00,308.7493,525.25,534.75,487,1557.666
2023-08-04 17:00:00,348.5539,576.75,601.25,520.25,1715.005
2023-08-04 18:00:00,163.3755,232.75,241,246.75,719.6741
2023-08-04 19:00:00,30.44555,46.25,50,45.75,138.5686
2023-08-04 20:00:00,0.6468592,0.5,0.5,0.5,-5.189212
2023-08-04 21:00:00,0,0,0,0,-7.048639
2023-08-04 22:00:00,0,0,0,0,-7.030738
