Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-08-01 00:00:00,0,0,0,0,0,-13.197
2023-08-01 01:00:00,0,0,0,0,0,-13.1085
2023-08-01 02:00:00,0.01488609,0,0,0,0,-13.23617
2023-08-01 03:00:00,0,0,0,0,0,-13.147
2023-08-01 04:00:00,0,0,0,0,0,-13.00117
2023-08-01 05:00:00,0.9777247,0,0,0,0,-12.94816
2023-08-01 06:00:00,100.2596,64.53749,78.59083,100.085,105.8058,357.5607
2023-08-01 07:00:00,651.3178,879.9109,987.6508,1102.708,1083.182,3975.085
2023-08-01 08:00:00,825.1544,2387.445,2395.749,2404.395,2305.662,9425.934
2023-08-01 09:00:00,926.3527,2526.103,2524.252,2522.527,2511.345,9964.434
2023-08-01 10:00:00,945.0391,2538.639,2538.358,2542.042,2519.273,9987.415
2023-08-01 11:00:00,932.5563,2390.75,2409.338,2423.772,2365.376,9431.166
2023-08-01 12:00:00,1031.127,2438.695,2441.51,2436.882,2364.275,9495.088
2023-08-01 13:00:00,788.4685,2082.494,2082.781,2094.572,2009.122,8131.363
2023-08-01 14:00:00,758.6567,1985.325,2037.076,2090.825,2007.644,8004.371
2023-08-01 15:00:00,697.0098,1839.173,1851.564,1873.176,1792.53,7240.15
2023-08-01 16:00:00,387.524,954.0475,959.2625,970.7574,916.4416,3761.345
2023-08-01 17:00:00,287.3648,666.9692,665.7808,663.6908,625.4741,2562.788
2023-08-01 18:00:00,444.7721,1102.183,1097.373,1081.9,1007.593,4241.206
2023-08-01 19:00:00,368.2268,638.6799,649.4409,661.8093,626.9684,2585.319
2023-08-01 20:00:00,5.492274,0.9791667,1.35,1.568334,1.185,13.11483
2023-08-01 21:00:00,0,0,0,0,0,-13.02384
2023-08-01 22:00:00,0,0,0,0,0,-12.99934
2023-08-01 23:00:00,0,0,0,0,0,-13.12233
2023-08-02 00:00:00,0.09071445,0,0,0,0,-13.26383
2023-08-02 01:00:00,0,0,0,0,0,-13.231
2023-08-02 02:00:00,0,0,0,0,0,-13.2825
2023-08-02 03:00:00,0,0,0,0,0,-13.39217
2023-08-02 04:00:00,0,0,0,0,0,-13.224
2023-08-02 05:00:00,0.7404795,0,0,0,0,-13.13616
