Nitro,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
,,,,,,,
Timestamp,POA,"AE 1000NX A, AC Power","AE 1000NX B, AC Power","AE 1000NX C, AC Power","AE 1000NX D, AC Power","AE 1000NX E, AC Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW
2023-08-01 00:00:00,0,0,0,0,0,0,-13.479
2023-08-01 01:00:00,0,0,0,0,0,0,-13.51587
2023-08-01 02:00:00,0,0,0,0,0,0,-13.54784
2023-08-01 03:00:00,0,0,0,0,0,0,-13.59534
2023-08-01 04:00:00,0,0,0,0,0,0,-13.59773
2023-08-01 05:00:00,0,0,0,0,0,0,-14.47097
2023-08-01 06:00:00,5.806112,7.656668,7.375138,7.491806,7.459307,7.100476,11.14539
2023-08-01 07:00:00,80.84736,76.21598,73.89653,79.17471,74.61028,71.65939,352.8076
2023-08-01 08:00:00,206.4582,208.3233,202.7707,213.42,208.6006,191.4133,1000.457
2023-08-01 09:00:00,416.1801,463.0692,459.0672,462.6692,451.4864,425.1961,2243.964
2023-08-01 10:00:00,646.3282,691.0978,678.3547,687.3412,665.8018,641.9933,3348.409
2023-08-01 11:00:00,765.7188,817.6619,797.8237,780.6682,767.4108,726.0677,3875.246
2023-08-01 12:00:00,850.1895,849.0483,850.4253,850.9503,842.6482,779.7708,4158.373
2023-08-01 13:00:00,889.692,858.3239,855.0441,884.8039,843.2442,839.0754,4246.88
2023-08-01 14:00:00,703.2506,777.4716,717.9443,757.5778,739.1071,686.8891,3662.375
2023-08-01 15:00:00,499.6864,546.8768,525.694,531.9561,536.4104,495.2032,2637.901
2023-08-01 16:00:00,326.5757,382.2087,355.2618,376.4443,363.898,333.5746,1808.484
2023-08-01 17:00:00,354.0416,372.7422,373.2357,383.4177,376.4983,354.309,1837.163
2023-08-01 18:00:00,179.8759,174.681,177.7058,175.174,177.6,158.3381,840.8673
2023-08-01 19:00:00,50.51403,39.60625,40.21542,39.37597,39.77194,36.41777,169.4792
2023-08-01 20:00:00,3.399626,1.564306,1.539167,1.539167,1.564167,1.364305,-15.29799
2023-08-01 21:00:00,0,0,0,0,0,0,-13.53572
2023-08-01 22:00:00,0,0,0,0,0,0,-13.47344
2023-08-01 23:00:00,0.05741667,0,0,0,0,0,-13.61901
2023-08-02 00:00:00,0.009208333,0,0,0,0,0,-13.62765
2023-08-02 01:00:00,0,0,0,0,0,0,-13.61998
2023-08-02 02:00:00,0,0,0,0,0,0,-13.5874
