Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-08-01 00:00:00,-0.2224173,0,0,0,0,-14.167
2023-08-01 01:00:00,-0.2108468,0,0,0,0,-14.12917
2023-08-01 02:00:00,-0.2923858,0,0,0,0,-14.19633
2023-08-01 03:00:00,-0.2166107,0,0,0,0,-14.249
2023-08-01 04:00:00,-0.2330769,0,0,0,0,-14.22883
2023-08-01 05:00:00,0.4383028,0,0,0,0,-14.19633
2023-08-01 06:00:00,113.2475,128.4017,108.835,129.8,124.3717,500.2313
2023-08-01 07:00:00,707.3634,1273.808,1152.853,1246.15,1177.972,4823.649
2023-08-01 08:00:00,1052.178,2254.187,2284.852,2324.912,2218.672,9032.218
2023-08-01 09:00:00,1145.539,2453.25,2478.163,2520.68,2399.895,9743.52
2023-08-01 10:00:00,1092.355,2506.138,2525.958,2557.218,2441.134,9883.132
2023-08-01 11:00:00,1042.237,2502.933,2519.517,2556.327,2447.195,9846.622
2023-08-01 12:00:00,963.0961,2352.97,2383.941,2412.185,2321.443,9321.02
2023-08-01 13:00:00,863.9501,2011.41,2020.123,2033.965,1943.588,7946.427
2023-08-01 14:00:00,935.6545,2131.642,2159.575,2176.146,2102.951,8420.647
2023-08-01 15:00:00,774.3872,1778.896,1847.866,1887.847,1790.485,7124.576
2023-08-01 16:00:00,826.1829,1673.626,1717.898,1741.9,1656.75,6821.647
2023-08-01 17:00:00,1105.84,2147.792,2242.102,2273.408,2164.943,8731.998
2023-08-01 18:00:00,914.4947,1739.047,1824.021,1873.629,1787.215,7117.133
2023-08-01 19:00:00,335.4775,620.4918,630.8632,649.9501,615.2251,2471.42
2023-08-01 20:00:00,3.689072,3.56,2.99,3.678333,3.041667,19.10367
2023-08-01 21:00:00,-0.2901175,0,0,0,0,-14.17484
2023-08-01 22:00:00,-0.3029023,0,0,0,0,-14.13617
2023-08-01 23:00:00,-0.1986672,0,0,0,0,-14.271
2023-08-02 00:00:00,-0.138229,0,0,0,0,-14.29867
2023-08-02 01:00:00,-0.2810707,0,0,0,0,-14.37031
2023-08-02 02:00:00,-0.2172909,0,0,0,0,-14.36633
2023-08-02 03:00:00,-0.2620806,0,0,0,0,-14.26983
