NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2023-08-01 00:00:00,0,0,0,0,0,-2.434675
2023-08-01 01:00:00,0,0,0,0,0,-2.370498
2023-08-01 02:00:00,0,0,0,0,0,-2.335274
2023-08-01 03:00:00,0,0,0,0,0,-2.184577
2023-08-01 04:00:00,0.3121527,0,0,0,0,-2.236661
2023-08-01 05:00:00,0,0,0,0,0,4.527134
2023-08-01 06:00:00,5.901271,1.180558,0.9805738,1.02123,0.8239238,5.447797
2023-08-01 07:00:00,59.88168,28.63027,27.28244,27.53388,24.32275,47.12154
2023-08-01 08:00:00,164.8891,80.41425,76.30144,78.04037,68.64445,145.7466
2023-08-01 09:00:00,373.2287,193.8403,185.937,191.9351,169.2169,363.9487
2023-08-01 10:00:00,663.4698,324.6266,309.1601,319.326,285.5216,621.8746
2023-08-01 11:00:00,812.5549,392.704,373.9817,386.9547,348.0823,643.7081
2023-08-01 12:00:00,761.0823,399.7399,361.8153,384.4598,343.4831,640.1044
2023-08-01 13:00:00,734.025,348.7841,352.2751,337.6311,302.3016,747.5926
2023-08-01 14:00:00,430.4721,195.0782,191.9922,202.5667,177.4599,402.4428
2023-08-01 15:00:00,187.7941,98.82597,94.02422,93.13927,81.6296,305.355
2023-08-01 16:00:00,759.9391,367.3189,353.5855,347.7842,313.0189,963.0561
2023-08-01 17:00:00,414.4618,212.964,206.7543,205.2335,181.9022,408.1115
2023-08-01 18:00:00,195.6859,91.33656,90.72573,87.1916,76.39047,140.5232
2023-08-01 19:00:00,46.42035,20.58335,19.6671,19.3429,16.78158,26.6495
2023-08-01 20:00:00,4.590739,0.726537,0.6540131,0.5091273,0.4391178,-1.032074
2023-08-01 21:00:00,0,0,0,0,0,-2.023861
2023-08-01 22:00:00,0,0,0,0,0,-1.734241
2023-08-01 23:00:00,0,0,0,0,0,-1.790943
2023-08-02 00:00:00,0,0,0,0,0,-2.162926
2023-08-02 01:00:00,0,0,0,0,0,-2.310842
2023-08-02 02:00:00,0.1065879,0,0,0,0,-1.949838
2023-08-02 03:00:00,0.3741761,0,0,0,0,-2.193738
2023-08-02 04:00:00,0,0,0,0,0,-2.158767
2023-08-02 05:00:00,0.2069467,0,0,0,0,-0.3446559
2023-08-02 06:00:00,6.523229,1.968957,1.800976,1.743195,1.360179,4.108045
2023-08-02 07:00:00,85.53924,33.94981,32.55748,32.15343,26.99711,76.29298
2023-08-02 08:00:00,256.0191,116.2167,111.0519,113.4735,98.68434,235.2766
2023-08-02 09:00:00,464.1654,230.2872,217.4714,225.2708,197.6915,442.2739
2023-08-02 10:00:00,656.2391,328.0417,310.9102,321.0237,285.0951,607.9452
2023-08-02 11:00:00,806.1476,399.7944,375.3007,390.2235,348.4053,626.499
2023-08-02 12:00:00,824.5755,390.416,371.5858,388.868,345.4671,632.6511
2023-08-02 13:00:00,928.6086,450.5304,421.106,439.4882,391.1261,695.4413
2023-08-02 14:00:00,875.8442,427.2408,403.4843,417.7554,374.2721,926.5757
2023-08-02 15:00:00,766.3195,384.7363,361.507,371.8752,332.2895,837.7947
2023-08-02 16:00:00,585.1569,301.6195,287.2422,290.8401,258.3297,668.2004
2023-08-02 17:00:00,383.6282,196.6682,190.8812,188.9756,166.2958,350.5563
2023-08-02 18:00:00,188.7681,89.93738,88.88241,86.19449,75.21525,161.447
2023-08-02 19:00:00,46.44125,16.76643,16.20405,15.71595,13.70904,35.75871
2023-08-02 20:00:00,2.782884,0.1328326,0.09430755,0.09044418,0.07686536,-1.48625
2023-08-02 21:00:00,0,0,0,0,0,-3.125896
2023-08-02 22:00:00,0.56125,0,0,0,0,-3.245133
2023-08-02 23:00:00,0,0,0,0,0,-3.206308
2023-08-03 00:00:00,0,0,0,0,0,-3.030691
2023-08-03 01:00:00,0.2313194,0,0,0,0,-1.840256
