Timestamp;Sandy River - Inverter 10 - AC power [W] - P_AC;Sandy River - Inverter 5 - AC power [W] - P_AC;Sandy River - Inverter 8 - AC power [W] - P_AC;Sandy River - Inverter 9 - AC power [W] - P_AC;Sandy River - Inverter 6 - AC power [W] - P_AC;Sandy River - Inverter 3 - AC power [W] - P_AC;Sandy River - Inverter 2 - AC power [W] - P_AC;Sandy River - Inverter 1 - AC power [W] - P_AC;Sandy River - Inverter 7 - AC power [W] - P_AC;Sandy River - Inverter 4 - AC power [W] - P_AC;Sandy River - Schneider Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Sandy River - Schneider Meter - Power [W] - M_AC_P;Sandy River - Weather Station - Wind speed [m/s] - E_W_S;Sandy River - Module Temprature Sensor - Temperature [°C] - T;Sandy River - POA - Irradiance [Wh/m²] - SRAD
2023-10-06 20:45:00;;;;;;;;;;;12787.791;-409.249;2.852;20.532;-2.719
2023-10-06 21:00:00;;;;;;;;;;;12769.635;-527.877;2.887;20.420;-2.611
2023-10-06 21:15:00;;;;;;;;;;;12774.575;-514.283;2.969;20.457;-2.318
2023-10-06 21:30:00;;;;;;;;;;;12769.939;-511.832;3.143;20.668;-2.163
2023-10-06 21:45:00;;;;;;;;;;;12747.580;-629.702;3.022;20.481;-2.491
2023-10-06 22:00:00;;;;;;;;;;;12687.790;-732.695;2.784;20.269;-2.785
2023-10-06 22:15:00;;;;;;;;;;;12672.221;-707.428;2.811;19.937;-2.701
2023-10-06 22:30:00;;;;;;;;;;;12699.503;-590.484;2.726;19.827;-2.487
2023-10-06 22:45:00;;;;;;;;;;;12718.966;-635.614;2.353;19.504;-2.681
2023-10-06 23:00:00;;;;;;;;;;;12741.342;-618.684;2.946;19.595;-2.128
2023-10-06 23:15:00;;;;;;;;;;;12759.586;-617.773;3.037;19.881;-2.145
2023-10-06 23:30:00;;;;;;;;;;;12775.315;-520.979;2.790;19.487;-2.643
2023-10-06 23:45:00;;;;;;;;;;;12786.358;-624.845;2.471;19.439;-2.454
2023-10-07 00:00:00;;;;;;;;;;;12736.234;-716.717;2.544;19.496;-2.052
2023-10-07 00:15:00;;;;;;;;;;;12713.143;-798.279;2.606;19.539;-2.257
2023-10-07 00:30:00;;;;;;;;;;;12732.630;-792.267;2.287;19.173;-2.829
2023-10-07 00:45:00;;;;;;;;;;;12746.505;-803.401;3.040;19.469;-2.221
2023-10-07 01:00:00;;;;;;;;;;;12754.010;-752.435;2.301;19.368;-2.521
2023-10-07 01:15:00;;;;;;;;;;;12763.045;-736.311;2.228;18.931;-2.568
2023-10-07 01:30:00;;;;;;;;;;;12773.686;-746.530;1.871;18.755;-2.361
2023-10-07 01:45:00;;;;;;;;;;;12787.275;-766.460;1.741;18.275;-2.705
2023-10-07 02:00:00;;;;;;;;;;;12783.924;-810.626;2.036;18.459;-2.157
2023-10-07 02:15:00;;;;;;;;;;;12773.920;-893.322;2.540;19.029;-2.000
2023-10-07 02:30:00;;;;;;;;;;;12784.825;-874.439;2.327;18.865;-2.360
2023-10-07 02:45:00;;;;;;;;;;;12786.281;-734.083;2.037;18.737;-2.523
2023-10-07 03:00:00;;;;;;;;;;;12784.803;-679.978;2.102;18.391;-2.408
2023-10-07 03:15:00;;;;;;;;;;;12787.323;-560.689;1.998;18.561;-2.238
2023-10-07 03:30:00;;;;;;;;;;;12795.741;-544.615;1.907;18.076;-2.823
2023-10-07 03:45:00;;;;;;;;;;;12796.776;-552.343;2.071;18.233;-2.015
2023-10-07 04:00:00;;;;;;;;;;;12802.873;-563.295;1.969;17.982;-2.333
2023-10-07 04:15:00;;;;;;;;;;;12806.315;-645.835;1.575;17.617;-2.530
2023-10-07 04:30:00;;;;;;;;;;;12803.009;-656.778;1.879;17.688;-2.005
2023-10-07 04:45:00;;;;;;;;;;;12795.549;-805.000;2.336;18.113;-2.000
2023-10-07 05:00:00;;;;;;;;;;;12772.429;-981.259;2.092;18.026;-2.187
2023-10-07 05:15:00;;;;;;;;;;;12761.009;-966.521;1.518;17.168;-2.736
2023-10-07 05:30:00;;;;;;;;;;;12754.354;-976.166;1.879;17.485;-2.153
2023-10-07 05:45:00;;;;;;;;;;;12743.199;-971.142;1.409;16.800;-2.973
2023-10-07 06:00:00;;;;;;;;;;;12747.280;-984.586;1.767;16.841;-2.136
2023-10-07 06:15:00;;;;;;;;;;;12758.211;-970.086;1.216;16.470;-2.709
2023-10-07 06:30:00;;;;;;;;;;;12782.753;-908.674;1.329;16.129;-2.175
2023-10-07 06:45:00;;;;;;;;;;;12814.253;-709.169;1.141;15.844;-2.281
2023-10-07 07:00:00;27.780;;;;;;90.000;;;;12806.243;-584.133;0.590;14.884;-2.948
2023-10-07 07:15:00;236.692;160.333;236.851;233.940;169.183;205.258;235.033;332.767;158.778;280.883;12800.237;1796.672;0.637;13.996;-0.847
2023-10-07 07:30:00;1101.023;936.700;1103.757;1142.542;897.767;1046.333;1060.733;1361.833;911.867;1238.067;12784.147;10734.247;0.571;12.902;3.395
2023-10-07 07:45:00;3295.515;3202.933;3580.363;3486.727;2335.667;2935.800;2851.700;3449.733;2418.867;4576.933;12779.087;31716.321;0.546;11.943;12.597
2023-10-07 08:00:00;14442.545;9225.100;10878.564;11733.029;4543.667;12610.133;12139.633;13285.433;5143.733;13810.400;12775.642;105461.532;0.481;11.966;22.090
2023-10-07 08:15:00;33890.243;25985.633;22040.001;23711.515;8453.933;31683.267;26601.133;30851.400;9609.533;35945.100;12823.763;243086.245;0.489;15.336;150.388
2023-10-07 08:30:00;51795.364;41578.200;37198.667;38018.607;9823.567;51719.133;42645.167;53547.533;14555.967;57128.767;12840.863;391189.769;0.355;19.635;295.319
2023-10-07 08:45:00;68595.029;56877.867;53331.153;55040.801;10426.067;72588.700;60627.400;78769.933;18828.433;78788.700;12814.206;545930.831;0.385;24.522;390.304
2023-10-07 09:00:00;83043.880;72975.033;70036.745;77955.165;11438.567;94478.000;79987.600;103099.900;22211.500;99572.767;12817.103;705640.395;0.545;29.416;487.003
2023-10-07 09:15:00;96855.697;88310.800;85214.060;105129.332;12210.267;116587.867;103221.133;126156.933;25201.867;122781.733;12818.349;871641.215;0.808;33.819;583.213
2023-10-07 09:30:00;113999.967;102950.800;99576.243;128915.327;12827.200;137412.033;127537.367;148935.867;28124.233;145773.000;12813.182;1034100.702;1.003;36.764;678.515
2023-10-07 09:45:00;128959.576;110336.467;107291.577;135596.898;13731.100;152347.500;143524.467;160656.833;29895.600;155275.467;12809.231;1124937.907;0.894;39.061;729.095
2023-10-07 10:00:00;139942.001;111335.433;108368.187;134208.789;16528.200;153369.533;144182.400;160900.245;32198.000;155280.033;12786.603;1143703.434;0.849;40.487;734.751
2023-10-07 10:15:00;150176.909;112437.667;116373.637;131649.818;22120.100;152544.900;143354.067;160013.300;37150.233;154098.900;12778.950;1167122.431;1.232;40.154;731.037
2023-10-07 10:30:00;153661.236;114260.500;124945.938;129482.484;30050.167;151466.200;142301.900;158933.267;44052.900;152749.567;12771.399;1188809.407;1.101;39.702;724.807
2023-10-07 10:45:00;152981.333;116120.233;132148.243;128510.811;39491.333;149208.733;140074.567;157013.200;52245.600;150288.667;12737.229;1204789.562;1.202;40.595;716.477
2023-10-07 11:00:00;150192.667;117989.633;137373.505;124846.181;49587.167;147038.833;137685.367;154690.567;61039.467;147603.667;12735.310;1214414.190;1.523;40.005;704.625
2023-10-07 11:15:00;146326.127;119354.500;141041.454;122163.453;60034.200;144426.900;134732.567;151620.200;70016.667;144655.933;12725.475;1220736.714;1.028;39.885;692.494
2023-10-07 11:30:00;141420.668;119104.200;142978.090;115366.601;69576.067;140646.600;130797.400;147987.400;78233.333;140434.500;12708.913;1213073.559;1.428;39.998;674.555
2023-10-07 11:45:00;140351.454;120286.867;147167.758;115869.333;79037.733;138983.167;128811.600;146365.500;86542.767;138232.900;12701.547;1227838.256;1.492;38.683;667.399
2023-10-07 12:00:00;135070.703;121202.400;144612.577;116079.188;87689.900;136601.967;125804.767;143789.467;93962.300;135166.300;12694.354;1226070.195;1.179;40.061;657.479
2023-10-07 12:15:00;133861.395;122002.900;142607.819;119223.030;95750.733;134203.500;122703.700;141373.933;100939.267;132088.433;12668.975;1230853.608;1.429;39.235;647.143
2023-10-07 12:30:00;132476.606;123355.800;141224.261;120318.720;103381.967;132695.133;120464.411;139836.367;107685.100;129910.567;12648.442;1237287.528;1.537;38.538;639.613
2023-10-07 12:45:00;132669.758;124448.100;140177.525;121652.241;110047.467;131471.467;118327.433;138426.600;113555.533;127863.300;12655.329;1244189.151;1.987;38.398;633.731
2023-10-07 13:00:00;127840.121;126155.833;140089.863;124203.940;116301.833;131109.167;116927.000;138088.267;119259.433;126892.300;12641.160;1252324.271;2.081;37.909;633.149
2023-10-07 13:15:00;128295.697;127655.600;139912.449;125041.515;121535.467;130941.867;116244.467;138207.833;123965.700;126280.900;12644.326;1263275.595;2.023;39.520;634.508
2023-10-07 13:30:00;127843.198;129978.733;140590.666;129367.091;126547.733;131979.033;116529.533;139296.267;128570.300;127034.400;12665.477;1282385.109;1.787;40.311;639.812
2023-10-07 13:45:00;123515.313;131457.800;141441.393;131613.455;129733.333;132576.900;116580.933;140062.933;131711.533;127598.033;12649.129;1290907.378;2.011;41.942;645.237
2023-10-07 14:00:00;126461.029;133284.133;142612.740;134464.153;132499.733;134100.067;117173.100;141528.900;134406.422;128937.300;12648.009;1309750.733;1.974;41.972;652.294
2023-10-07 14:15:00;124081.273;135394.900;144476.363;140089.190;134750.100;135995.367;118264.400;143649.700;136583.733;130767.833;12665.909;1328134.575;1.797;42.731;663.536
2023-10-07 14:30:00;124169.160;137436.000;146547.419;145120.061;136102.467;138264.167;119465.967;145832.033;138170.167;132797.167;12691.960;1347784.853;1.738;42.989;674.132
2023-10-07 14:45:00;121130.313;139499.767;149004.763;149102.000;137142.467;140676.500;121176.433;148146.467;139470.833;135289.867;12695.207;1364444.371;1.379;44.100;687.500
2023-10-07 15:00:00;119583.333;141104.333;150968.001;152290.938;136922.767;142963.967;122932.167;150429.200;139598.167;137681.433;12683.388;1377926.676;1.242;44.798;699.167
2023-10-07 15:15:00;122790.257;142413.533;153272.729;155218.925;136292.267;145520.367;125127.767;153204.667;139334.767;140137.267;12668.121;1396421.715;1.468;45.696;711.392
2023-10-07 15:30:00;122602.061;143000.100;155380.252;157415.228;134455.300;147135.078;126696.400;155173.033;138075.367;141961.333;12648.780;1405041.719;1.025;46.039;721.341
2023-10-07 15:45:00;124367.303;142879.233;156386.727;158227.818;131458.433;148181.367;127722.967;156244.867;135526.700;143119.867;12660.522;1407419.230;0.889;47.095;727.210
2023-10-07 16:00:00;131208.847;142058.833;157105.972;158863.118;127783.233;149023.400;128573.933;157022.900;132433.367;143945.233;12671.627;1411303.638;1.140;46.435;730.521
2023-10-07 16:15:00;138720.141;140239.533;156618.415;158198.242;122633.633;148601.200;128208.500;156394.300;127712.000;143530.167;12672.370;1403998.646;0.717;47.051;726.480
2023-10-07 16:30:00;143299.383;135734.567;153219.698;154742.914;116172.933;145275.833;125588.067;153023.033;121627.745;140190.767;12670.647;1371876.233;0.579;47.944;706.149
2023-10-07 16:45:00;130919.480;122396.033;136946.117;138648.303;108522.467;129580.400;112725.000;137282.867;113071.467;125066.967;12682.442;1240054.857;0.871;46.540;617.047
2023-10-07 17:00:00;113410.141;106597.200;117061.631;118516.025;92891.567;110673.267;96888.267;118205.100;100284.600;105630.167;12707.980;1067618.841;0.859;43.501;516.203
2023-10-07 17:15:00;92598.621;88232.267;94590.910;95456.303;69073.600;89399.767;78188.367;96582.600;67497.200;84680.967;12707.037;846564.505;0.887;40.365;408.553
2023-10-07 17:30:00;71000.485;63152.200;72486.939;72071.333;48901.133;68754.700;58010.200;74718.089;48771.900;64507.367;12703.206;635030.127;0.532;36.861;312.085
2023-10-07 17:45:00;48697.956;42326.567;50388.470;49634.540;34736.900;48004.500;40570.967;52907.333;39013.533;43582.633;12707.647;444208.264;0.355;33.928;218.455
2023-10-07 18:00:00;28524.488;26807.667;30280.120;29943.501;17524.800;29041.411;24594.267;32742.700;17540.933;26100.000;12734.863;258752.412;0.822;30.097;136.948
2023-10-07 18:15:00;12896.667;11633.300;13104.951;13339.494;6760.900;13089.600;11274.300;13854.200;5557.867;12226.400;12723.125;110715.113;0.334;26.015;66.826
2023-10-07 18:30:00;3056.125;3109.667;2826.546;3208.381;2680.800;3101.000;2914.555;3189.567;2414.033;3316.367;12728.579;28660.233;0.493;22.164;16.311
2023-10-07 18:45:00;557.031;464.367;568.551;628.985;630.767;479.900;554.233;830.000;560.633;728.667;12734.947;5613.815;0.723;19.404;-0.834
2023-10-07 19:00:00;39.090;36.633;41.879;39.635;39.800;30.933;40.133;108.867;42.433;78.867;12756.653;-748.642;0.842;17.983;-3.326
2023-10-07 19:15:00;19.000;18.400;18.611;18.000;20.000;18.000;20.000;26.817;19.166;20.000;12785.957;-988.268;0.803;17.009;-3.015
2023-10-07 19:30:00;;;;;;;;;;;12801.857;-275.525;0.901;16.549;-2.772
2023-10-07 19:45:00;;;;;;;;;;;12805.813;-191.887;1.160;16.479;-2.000
2023-10-07 20:00:00;;;;;;;;;;;12798.440;-209.161;1.035;15.993;-2.000
2023-10-07 20:15:00;;;;;;;;;;;12804.237;-190.815;0.731;15.795;-1.329
2023-10-07 20:30:00;;;;;;;;;;;12785.121;-356.500;0.641;15.703;-1.610
2023-10-07 20:45:00;;;;;;;;;;;12788.969;-347.869;1.035;15.662;-2.000
2023-10-07 21:00:00;;;;;;;;;;;12766.662;-471.113;1.307;15.599;-1.511
2023-10-07 21:15:00;;;;;;;;;;;12772.344;-336.403;1.696;16.649;-0.469
2023-10-07 21:30:00;;;;;;;;;;;12770.199;-388.627;1.955;17.202;-1.000
2023-10-07 21:45:00;;;;;;;;;;;12770.057;-329.209;2.077;17.401;-1.541
2023-10-07 22:00:00;;;;;;;;;;;12750.317;-422.002;2.308;17.517;-1.511
2023-10-07 22:15:00;;;;;;;;;;;12733.204;-514.317;2.317;17.357;-1.983
2023-10-07 22:30:00;;;;;;;;;;;12725.642;-610.018;2.494;17.206;-1.995
2023-10-07 22:45:00;;;;;;;;;;;12739.451;-622.898;2.625;17.157;-1.987
2023-10-07 23:00:00;;;;;;;;;;;12758.593;-1449.731;2.232;16.787;-2.000
2023-10-07 23:15:00;;;;;;;;;;;12770.262;-1976.557;2.441;16.667;-1.936
2023-10-07 23:30:00;;;;;;;;;;;12783.568;-1940.490;2.382;16.415;-1.997
2023-10-07 23:45:00;;;;;;;;;;;12791.626;-1924.431;2.951;16.526;-1.183
2023-10-08 00:00:00;;;;;;;;;;;12773.278;-1989.885;2.343;16.426;-1.807
2023-10-08 00:15:00;;;;;;;;;;;12794.522;-1945.191;2.203;15.957;-2.000
2023-10-08 00:30:00;;;;;;;;;;;12800.819;-2033.739;2.274;15.829;-1.961
2023-10-08 00:45:00;;;;;;;;;;;12790.652;-2086.075;2.118;15.589;-1.978
2023-10-08 01:00:00;;;;;;;;;;;12794.449;-2084.949;1.795;15.385;-2.000
2023-10-08 01:15:00;;;;;;;;;;;12782.529;-1573.273;1.208;14.843;-2.121
2023-10-08 01:30:00;;;;;;;;;;;12778.348;-850.302;0.417;13.695;-2.854
2023-10-08 01:45:00;;;;;;;;;;;12788.817;-821.840;0.576;12.859;-2.262
2023-10-08 02:00:00;;;;;;;;;;;12802.501;-715.319;0.845;12.861;-2.000
2023-10-08 02:15:00;;;;;;;;;;;12800.835;-770.001;0.634;12.331;-2.378
2023-10-08 02:30:00;;;;;;;;;;;12814.458;-772.663;0.415;11.702;-2.215
2023-10-08 02:45:00;;;;;;;;;;;12818.829;-761.669;1.083;11.758;-2.000
2023-10-08 03:00:00;;;;;;;;;;;12813.652;-1208.469;1.370;12.075;-0.836
2023-10-08 03:15:00;;;;;;;;;;;12814.078;-2019.349;0.975;12.636;-1.151
2023-10-08 03:30:00;;;;;;;;;;;12745.593;-2238.198;0.439;11.667;-2.487
2023-10-08 03:45:00;;;;;;;;;;;12740.463;-2190.303;0.295;10.835;-2.062
2023-10-08 04:00:00;;;;;;;;;;;12739.927;-2142.821;0.413;10.585;-2.000
2023-10-08 04:15:00;;;;;;;;;;;12742.598;-2241.310;0.981;10.348;-1.975
2023-10-08 04:30:00;;;;;;;;;;;12760.403;-2279.927;1.022;10.310;-2.000
2023-10-08 04:45:00;;;;;;;;;;;12750.997;-2321.221;0.843;10.140;-1.437
2023-10-08 05:00:00;;;;;;;;;;;12755.107;-2356.182;0.920;10.253;-1.000
2023-10-08 05:15:00;;;;;;;;;;;12736.032;-2363.169;0.900;10.276;-1.000
2023-10-08 05:30:00;;;;;;;;;;;12732.334;-2398.679;0.925;10.298;-1.020
2023-10-08 05:45:00;;;;;;;;;;;12730.894;-2423.569;1.084;10.301;-1.141
2023-10-08 06:00:00;;;;;;;;;;;12731.944;-2462.436;0.837;10.249;-1.041
2023-10-08 06:15:00;;;;;;;;;;;12733.274;-2443.387;1.066;10.070;-1.615
2023-10-08 06:30:00;;;;;;;;;;;12726.552;-2463.169;1.066;10.087;-1.000
2023-10-08 06:45:00;;;;;;;;;;;12721.934;-2428.346;1.113;10.212;-1.156
2023-10-08 07:00:00;;;0.000;;;;;;;;12712.364;-2432.012;0.939;10.231;-1.000
2023-10-08 07:15:00;182.428;170.350;166.605;255.924;173.375;148.378;485.733;257.912;150.517;355.578;12694.991;-674.926;1.013;10.211;0.116
2023-10-08 07:30:00;1016.659;845.600;988.144;1051.819;839.167;896.867;982.100;1303.533;825.767;1158.622;12717.768;7982.923;0.597;10.121;4.719
2023-10-08 07:45:00;3257.759;3035.433;3368.060;3338.061;2390.767;2934.367;3048.967;3653.933;2365.467;4121.400;12731.038;29317.643;0.363;9.505;14.388
2023-10-08 08:00:00;12374.679;8193.167;9996.916;10747.515;4814.033;10773.367;10734.000;12554.467;5214.933;11784.800;12742.793;93228.427;0.227;9.817;26.325
2023-10-08 08:15:00;29354.549;22551.867;19802.969;21452.424;8705.700;27534.000;23939.267;28313.267;9638.133;31570.833;12744.071;216865.193;0.177;12.213;122.887
2023-10-08 08:30:00;46257.569;37675.300;33956.726;34835.770;10679.467;46220.600;39046.667;49241.867;14665.067;51353.167;12743.487;356689.796;0.311;14.922;271.477
2023-10-08 08:45:00;63715.981;53153.767;50198.424;51722.325;11573.133;67034.433;56654.033;74452.933;19286.400;73420.667;12754.584;513122.625;0.170;18.006;367.259
2023-10-08 09:00:00;81248.611;70169.967;67264.485;72084.726;12682.400;90049.467;76352.200;99902.700;22959.900;95300.033;12752.771;678827.102;0.729;20.429;461.416
2023-10-08 09:15:00;95929.724;86325.233;83432.242;97262.364;13595.200;112936.100;99970.400;124077.167;26102.733;118727.100;12760.743;848585.973;1.082;26.248;554.291
2023-10-08 09:30:00;110901.067;100826.267;97862.251;123032.665;14194.033;133754.233;123946.733;146788.300;29024.033;142139.567;12752.091;1010739.949;0.836;30.778;649.965
2023-10-08 09:45:00;125894.909;108865.600;106386.273;131260.727;15001.367;149725.433;141095.400;159057.200;30865.733;152872.367;12792.074;1108446.889;0.655;34.932;711.591
2023-10-08 10:00:00;136719.213;110169.667;107722.121;130408.319;17475.800;151746.200;142735.033;159870.500;32996.267;153686.800;12800.715;1130800.553;0.641;37.708;720.477
2023-10-08 10:15:00;147053.885;111457.667;115068.909;129003.333;22720.800;151008.967;141953.867;159098.067;37545.867;152543.367;12781.207;1154420.356;0.816;38.166;717.947
2023-10-08 10:30:00;151028.849;113247.233;123868.625;127018.909;30299.833;150065.867;141073.800;158089.867;44165.733;151484.800;12801.531;1177176.927;0.917;38.002;713.448
2023-10-08 10:45:00;151390.605;115718.600;131455.114;125389.758;39518.433;148893.400;139898.967;157068.400;52288.067;149983.133;12787.671;1198162.327;1.389;35.169;703.250
2023-10-08 11:00:00;148331.273;117185.500;136662.230;123279.783;49315.700;146115.833;136846.733;154160.767;60769.633;146817.600;12783.510;1206203.607;1.440;34.363;687.947
2023-10-08 11:15:00;145855.273;119165.167;141731.477;121192.363;59848.133;144134.867;134730.900;152094.067;70037.467;144590.000;12771.347;1219664.799;1.585;33.301;680.745
2023-10-08 11:30:00;141660.121;119475.800;144310.363;117009.503;69808.067;141223.100;131459.933;149006.089;78658.133;141164.467;12769.427;1220117.094;0.964;36.335;670.118
2023-10-08 11:45:00;138232.005;119827.800;146030.878;114370.425;79059.800;138235.533;128262.500;146060.467;86494.967;137719.533;12763.439;1220523.904;0.819;37.501;659.771
2023-10-08 12:00:00;133296.182;120757.767;143817.819;117144.839;87645.567;135909.100;125441.867;143675.433;93864.733;134793.833;12752.956;1222413.640;1.284;37.067;648.454
2023-10-08 12:15:00;132312.727;121954.233;141981.395;116649.051;95777.667;133919.533;122653.133;141322.800;100885.400;132137.067;12725.915;1225470.925;1.247;36.903;638.599
2023-10-08 12:30:00;130904.081;123058.033;140845.249;119252.363;103260.867;132269.500;120214.233;139749.500;107514.700;129714.500;12709.703;1232625.791;1.778;35.067;630.369
2023-10-08 12:45:00;130940.409;124670.567;139954.727;120928.666;110280.367;131502.567;118630.600;138977.267;113804.500;128178.967;12709.181;1243265.901;1.705;35.001;626.154
2023-10-08 13:00:00;127056.335;126012.467;139760.945;123153.030;116437.067;130975.933;117052.167;138361.367;119351.033;126852.800;12704.841;1250277.985;2.155;34.897;624.787
2023-10-08 13:15:00;127085.091;127503.133;139421.363;123854.607;121545.467;130802.833;116105.667;138222.467;123909.400;126214.600;12690.423;1259771.305;1.522;36.805;625.424
2023-10-08 13:30:00;127242.302;129781.533;140678.183;125914.818;126723.367;131893.467;116623.233;139500.233;128508.467;127056.233;12679.356;1278699.895;1.804;38.393;633.288
2023-10-08 13:45:00;122888.423;132010.200;142079.030;128275.698;130662.900;133230.033;117164.567;140887.500;132409.467;128296.867;12671.225;1292366.145;1.663;39.782;642.152
2023-10-08 14:00:00;123947.284;133987.100;143356.607;131538.121;133374.567;134690.267;117655.333;142460.600;135130.911;129532.067;12656.327;1310036.578;0.907;41.668;650.325
2023-10-08 14:15:00;123457.809;135844.700;145194.667;134103.394;135288.367;136630.133;118597.067;144475.267;137062.067;131221.200;12664.894;1325864.171;1.239;42.297;661.097
2023-10-08 14:30:00;125044.935;139016.133;148460.675;141981.576;137701.000;139980.300;121022.867;148110.667;139782.900;134470.500;12692.361;1359017.580;1.122;42.873;678.395
2023-10-08 14:45:00;123100.530;142191.500;151901.456;146805.637;139681.500;143487.767;123711.800;151703.867;142151.867;137911.733;12663.557;1385576.949;1.198;41.985;697.492
2023-10-08 15:00:00;121357.152;143084.800;153734.103;152470.729;138870.400;145498.800;125308.467;153614.000;141783.733;139782.867;12653.365;1398256.059;0.929;42.581;708.446
2023-10-08 15:15:00;124958.788;145545.533;157294.546;159172.419;139152.233;149078.800;128280.400;157408.800;142525.933;143397.933;12645.255;1429121.039;1.473;43.750;725.729
2023-10-08 15:30:00;125961.809;147291.633;160184.727;162531.691;138020.700;151861.467;130725.933;160022.067;141966.567;146437.767;12667.381;1447015.056;2.215;42.397;737.985
2023-10-08 15:45:00;128359.757;147716.533;162207.575;164346.015;135532.833;153536.833;132274.733;161895.967;140003.967;148248.033;12660.927;1456190.656;2.112;43.345;745.985
2023-10-08 16:00:00;135664.500;147823.933;163636.606;165545.400;132392.067;155381.867;133850.467;163561.967;137331.467;149937.067;12643.155;1467213.415;1.627;43.625;754.053
2023-10-08 16:15:00;146145.333;147967.867;165496.971;167353.455;128660.400;157207.833;135689.200;165564.500;134305.133;151768.100;12674.199;1481914.415;1.757;42.875;762.971
2023-10-08 16:30:00;151682.199;143695.767;162498.303;164332.018;122959.733;154161.933;133172.133;162095.833;128841.333;148514.433;12677.233;1453532.812;2.028;42.807;743.311
2023-10-08 16:45:00;139468.485;130572.100;145950.909;147933.628;116309.233;138178.867;120007.567;146202.567;121373.167;133246.167;12685.648;1322766.528;1.275;42.589;654.296
2023-10-08 17:00:00;115368.352;108613.767;119086.606;120703.696;93308.933;112907.767;98677.033;120539.367;100692.633;107171.767;12689.743;1083758.019;0.771;40.721;522.929
2023-10-08 17:15:00;98439.577;93910.633;100640.243;101272.545;73298.700;95345.900;82925.033;102683.167;70511.533;90240.433;12696.577;898779.012;0.548;38.873;435.288
2023-10-08 17:30:00;70145.489;61791.600;71533.091;70831.940;48099.467;67681.800;57128.000;73911.300;48602.167;63466.800;12693.079;625487.763;0.736;35.591;307.283
2023-10-08 17:45:00;46323.015;40118.267;47806.181;47152.607;33055.567;45377.667;38385.733;50137.200;37348.100;41138.800;12704.097;420535.121;0.592;31.251;205.921
2023-10-08 18:00:00;7561.551;7197.433;7789.019;7878.667;6232.867;7197.267;6632.933;8563.233;6071.000;7146.500;12727.789;69846.815;0.706;24.472;31.161
2023-10-08 18:15:00;2500.616;2400.833;2546.849;2644.669;2799.433;2311.267;2270.267;3101.067;2685.067;2576.600;12741.303;24814.934;0.719;19.869;8.631
2023-10-08 18:30:00;887.941;775.633;964.611;965.510;1116.400;811.100;908.767;1336.700;1004.133;1093.667;12758.887;9464.062;0.903;17.281;1.771
2023-10-08 18:45:00;116.403;103.067;154.060;170.909;120.989;92.467;154.367;288.533;110.233;238.267;12772.433;646.368;0.987;15.679;-2.260
2023-10-08 19:00:00;21.637;20.000;20.424;20.848;20.000;21.867;24.800;37.000;20.000;25.967;12777.791;-1705.793;0.857;14.634;-3.771
2023-10-08 19:15:00;14.445;10.000;11.665;13.750;20.000;12.000;20.000;23.500;15.000;21.750;12789.686;-672.501;1.255;14.018;-2.902
2023-10-08 19:30:00;;;;;;;;;;;12810.955;-268.587;1.245;14.234;-1.997
2023-10-08 19:45:00;;;;;;;;;;;12822.028;-259.961;1.544;15.303;-0.978
2023-10-08 20:00:00;;;;;;;;;;;12804.279;-187.878;1.418;15.827;-1.440
2023-10-08 20:15:00;;;;;;;;;;;12790.841;-229.127;1.206;15.421;-1.914
2023-10-08 20:30:00;;;;;;;;;;;12794.691;-310.014;1.499;15.867;-1.371
2023-10-08 20:45:00;;;;;;;;;;;12783.312;-385.106;1.590;16.450;-1.029
2023-10-08 21:00:00;;;;;;;;;;;12792.613;-419.143;1.080;16.163;-2.146
2023-10-08 21:15:00;;;;;;;;;;;12807.533;-414.599;0.862;14.667;-3.000
2023-10-08 21:30:00;;;;;;;;;;;12778.209;-627.356;0.504;13.440;-2.958
2023-10-08 21:45:00;;;;;;;;;;;12786.237;-447.457;0.941;12.983;-2.564
2023-10-08 22:00:00;;;;;;;;;;;12807.046;-436.505;0.793;12.830;-2.000
2023-10-08 22:15:00;;;;;;;;;;;12809.535;-549.198;0.799;12.582;-1.881
2023-10-08 22:30:00;;;;;;;;;;;12777.789;-772.265;0.540;12.539;-1.489
2023-10-08 22:45:00;;;;;;;;;;;12792.996;-1994.415;0.571;12.193;-1.483
2023-10-08 23:00:00;;;;;;;;;;;12808.821;-2021.353;1.265;12.547;-1.351
2023-10-08 23:15:00;;;;;;;;;;;12757.186;-2101.655;1.036;12.069;-2.000
2023-10-08 23:30:00;;;;;;;;;;;12737.249;-2173.095;0.920;12.047;-1.162
2023-10-08 23:45:00;;;;;;;;;;;12758.843;-2144.584;1.046;12.150;-1.107
2023-10-09 00:00:00;;;;;;;;;;;12775.669;-2209.837;1.010;11.907;-1.687
2023-10-09 00:15:00;;;;;;;;;;;12783.701;-2170.016;0.951;11.734;-1.595
2023-10-09 00:30:00;;;;;;;;;;;12784.343;-2204.237;0.961;11.543;-1.899
2023-10-09 00:45:00;;;;;;;;;;;12784.979;-2201.453;0.539;11.327;-1.755
2023-10-09 01:00:00;;;;;;;;;;;12802.971;-2009.666;0.683;11.173;-1.193
2023-10-09 01:15:00;;;;;;;;;;;12811.281;-2026.554;1.062;11.459;-1.007
