Timestamp;Sandy River - Inverter 10 - AC power [W] - P_AC;Sandy River - Inverter 5 - AC power [W] - P_AC;Sandy River - Inverter 8 - AC power [W] - P_AC;Sandy River - Inverter 9 - AC power [W] - P_AC;Sandy River - Inverter 6 - AC power [W] - P_AC;Sandy River - Inverter 3 - AC power [W] - P_AC;Sandy River - Inverter 2 - AC power [W] - P_AC;Sandy River - Inverter 1 - AC power [W] - P_AC;Sandy River - Inverter 7 - AC power [W] - P_AC;Sandy River - Inverter 4 - AC power [W] - P_AC;Sandy River - Schneider Meter - Voltage L1L2 [V] - M_AC_U_L1L2;Sandy River - Schneider Meter - Power [W] - M_AC_P;Sandy River - Weather Station - Wind speed [m/s] - E_W_S;Sandy River - Module Temprature Sensor - Temperature [°C] - T;Sandy River - POA - Irradiance [Wh/m²] - SRAD
2023-10-01 00:00:00;;;;;;;;;;;;;;;
2023-10-01 00:15:00;;;;;;;;;;;12744.875;-2093.029;2.085;7.324;-2.000
2023-10-01 00:30:00;;;;;;;;;;;12763.955;-2092.513;1.737;7.229;-2.062
2023-10-01 00:45:00;;;;;;;;;;;12773.751;-2070.919;0.990;6.346;-2.973
2023-10-01 01:00:00;;;;;;;;;;;12776.165;-2058.887;1.125;6.063;-2.156
2023-10-01 01:15:00;;;;;;;;;;;12783.163;-2035.851;1.461;6.294;-2.000
2023-10-01 01:30:00;;;;;;;;;;;12794.409;-2099.433;2.256;6.831;-1.721
2023-10-01 01:45:00;;;;;;;;;;;12799.109;-2098.293;2.139;6.785;-2.000
2023-10-01 02:00:00;;;;;;;;;;;12807.491;-2170.052;2.349;6.599;-2.000
2023-10-01 02:15:00;;;;;;;;;;;12814.379;-2207.413;1.703;6.300;-2.000
2023-10-01 02:30:00;;;;;;;;;;;12821.325;-2159.887;1.254;5.865;-2.000
2023-10-01 02:45:00;;;;;;;;;;;12821.147;-2150.261;1.390;5.640;-2.000
2023-10-01 03:00:00;;;;;;;;;;;12817.783;-2087.732;1.367;5.527;-2.000
2023-10-01 03:15:00;;;;;;;;;;;12810.920;-2066.436;1.590;5.772;-2.000
2023-10-01 03:30:00;;;;;;;;;;;12730.612;-2240.936;1.188;5.428;-2.000
2023-10-01 03:45:00;;;;;;;;;;;12728.579;-2216.003;1.470;5.273;-2.000
2023-10-01 04:00:00;;;;;;;;;;;12724.584;-2233.915;1.827;5.524;-2.000
2023-10-01 04:15:00;;;;;;;;;;;12718.153;-2270.725;1.860;5.634;-2.000
2023-10-01 04:30:00;;;;;;;;;;;12709.442;-2276.870;1.726;5.401;-2.000
2023-10-01 04:45:00;;;;;;;;;;;12712.734;-2330.908;1.519;5.234;-2.000
2023-10-01 05:00:00;;;;;;;;;;;12706.865;-2382.199;1.625;5.091;-2.000
2023-10-01 05:15:00;;;;;;;;;;;12677.937;-2364.738;1.596;5.052;-2.000
2023-10-01 05:30:00;;;;;;;;;;;12668.688;-2364.669;1.193;4.565;-2.000
2023-10-01 05:45:00;;;;;;;;;;;12693.203;-2242.757;0.428;3.735;-2.467
2023-10-01 06:00:00;;;;;;;;;;;12709.846;-2341.728;1.279;3.852;-1.533
2023-10-01 06:15:00;;;;;;;;;;;12702.214;-2285.241;1.210;4.553;-1.600
2023-10-01 06:30:00;;;;;;;;;;;12707.931;-2257.627;1.329;4.522;-1.845
2023-10-01 06:45:00;;;;;;;;;;;12692.721;-2319.571;0.926;4.045;-2.000
2023-10-01 07:00:00;90.000;;;;;;20.000;143.333;;104.000;12680.373;-2248.079;1.020;4.003;-1.241
2023-10-01 07:15:00;501.938;332.556;478.274;502.197;395.533;446.833;523.800;670.467;358.117;607.900;12723.065;2919.378;1.555;4.302;2.027
2023-10-01 07:30:00;1863.273;1529.733;1802.121;1883.003;1469.400;1690.433;1877.167;2258.933;1413.400;2068.800;12718.126;16243.092;1.355;4.561;9.946
2023-10-01 07:45:00;8363.462;5119.567;7517.480;8556.425;3843.867;6294.567;6924.267;7699.133;3938.533;6647.733;12735.290;61946.624;1.257;4.661;21.927
2023-10-01 08:00:00;25785.939;17114.289;17902.207;21902.343;7319.833;22074.033;20200.400;22638.233;8078.533;25353.533;12744.385;183094.430;1.705;6.053;56.953
2023-10-01 08:15:00;46694.666;34735.233;31726.304;37396.461;10421.300;41787.500;36112.867;44203.733;13227.000;47224.267;12770.525;336604.633;2.037;7.765;249.654
2023-10-01 08:30:00;67066.606;50938.367;49155.999;52160.000;11187.033;63666.867;54467.300;70488.367;18211.800;70849.133;12782.547;500402.753;1.648;9.646;339.904
2023-10-01 08:45:00;85452.615;68228.133;75083.966;74147.758;12212.800;87278.400;74430.900;96953.833;22310.933;93590.233;12785.858;680600.757;0.831;12.629;440.117
2023-10-01 09:00:00;100416.667;85397.033;95028.545;105856.093;13229.967;111749.400;98149.667;122793.167;25745.000;116238.767;12796.253;864826.562;0.561;16.994;546.521
2023-10-01 09:15:00;115101.092;101375.767;112406.727;137114.183;14014.433;135162.200;124204.433;147999.200;28975.633;144105.400;12829.110;1048903.287;0.507;23.009;649.424
2023-10-01 09:30:00;136181.576;115255.867;127110.909;157290.149;14626.533;156254.867;149007.467;170943.733;31704.200;163965.500;12819.387;1208801.093;0.571;28.479;742.167
2023-10-01 09:45:00;152376.024;119256.300;130303.767;157713.031;16129.000;164731.467;156938.467;177084.300;33368.700;168071.233;12783.893;1261788.900;0.993;31.100;770.850
2023-10-01 10:00:00;163654.194;121268.367;134085.967;155362.547;20214.033;165816.500;156881.933;176069.033;37011.333;168480.833;12762.857;1284052.515;1.063;31.426;776.277
2023-10-01 10:15:00;170404.969;123537.367;144661.808;152015.333;27102.500;165696.133;156639.167;175654.700;43189.767;168021.300;12767.521;1312338.679;1.237;30.596;774.406
2023-10-01 10:30:00;172004.546;124740.145;152049.516;148558.423;36150.667;163627.000;154340.833;173393.033;50920.400;165435.633;12740.887;1326295.440;0.929;31.631;767.137
2023-10-01 10:45:00;170671.480;127544.833;156585.152;147266.510;46561.967;161801.400;152621.400;171518.033;59908.633;163841.367;12737.587;1342985.549;1.214;31.797;761.115
2023-10-01 11:00:00;168637.455;129609.567;158501.033;143936.362;57639.400;159240.733;149676.500;168971.100;69658.233;160741.833;12737.449;1351265.278;1.300;31.368;751.038
2023-10-01 11:15:00;165080.051;130651.533;158607.777;140905.409;68804.067;156497.967;146883.767;166182.000;79386.733;157504.333;12735.389;1355115.217;1.463;31.150;737.466
2023-10-01 11:30:00;162213.583;131573.167;159278.121;136319.043;79127.367;153785.667;144009.867;163741.767;88340.467;154327.700;12737.325;1357050.544;1.381;30.855;723.746
2023-10-01 11:45:00;158633.759;131845.333;159282.807;132339.601;88842.367;150432.933;140199.733;159958.433;96592.800;150594.533;12743.166;1353180.212;1.174;31.491;711.483
2023-10-01 12:00:00;154807.921;133311.833;158039.879;134845.333;97952.500;148649.867;138182.767;158519.533;104706.733;147912.200;12756.081;1361526.807;1.283;30.611;703.367
2023-10-01 12:15:00;153415.586;134621.000;155686.238;133622.243;106684.067;146825.200;135371.567;156129.433;112350.500;145378.000;12756.054;1364402.265;1.382;31.558;693.923
2023-10-01 12:30:00;151634.544;135748.133;154266.424;136993.185;114750.967;145358.033;133049.733;155110.245;119136.733;142812.200;12760.957;1373039.220;1.765;30.062;686.541
2023-10-01 12:45:00;150156.263;135995.300;150974.763;134171.823;121024.833;142623.167;129558.367;151700.400;124789.167;139699.267;12759.570;1364536.599;1.200;30.193;675.534
2023-10-01 13:00:00;145372.909;134549.267;151924.898;138445.999;124765.067;139655.600;125888.300;149034.733;127850.667;135583.767;12759.713;1356974.205;2.115;30.085;666.303
2023-10-01 13:15:00;144996.131;138823.767;151550.783;141038.279;132629.233;142203.933;127449.867;151940.400;135129.067;137837.633;12770.111;1386689.377;1.873;31.251;672.577
2023-10-01 13:30:00;146361.151;141358.333;153578.545;146070.848;137971.833;143353.367;127828.433;153393.600;139944.100;138552.267;12741.610;1411348.485;1.967;31.395;680.180
2023-10-01 13:45:00;144129.333;144677.567;155308.606;148123.520;143071.067;145708.500;129199.100;155386.900;144953.600;140884.433;12730.329;1433945.266;1.663;34.283;691.569
2023-10-01 14:00:00;140851.856;144388.455;151799.823;147122.849;143800.833;144901.800;127480.167;153978.700;145655.367;139650.367;12740.941;1422038.485;1.822;33.781;683.933
2023-10-01 14:15:00;130753.637;138359.000;145710.778;142992.545;137849.900;138932.667;121783.167;148171.167;139254.233;134122.533;12729.578;1361531.143;2.042;31.916;653.998
2023-10-01 14:30:00;137814.969;148581.567;157464.789;156329.047;147839.567;149007.967;129903.700;158791.333;149713.400;143629.300;12740.671;1461161.008;2.215;32.817;707.476
2023-10-01 14:45:00;135176.415;150278.100;160136.607;160569.762;148644.033;151043.967;131017.867;160895.900;150938.400;145627.067;12743.999;1476053.221;1.568;33.363;720.077
2023-10-01 15:00:00;133474.304;151392.400;161777.752;162953.637;148102.000;152877.967;132483.667;162585.633;150609.567;147570.867;12737.758;1485574.227;1.727;34.881;728.735
2023-10-01 15:15:00;135813.221;153282.400;164879.212;167186.243;148114.167;155655.367;134631.100;165344.867;151126.467;150583.167;12712.697;1508078.553;1.737;35.028;742.133
2023-10-01 15:30:00;136365.009;152813.667;165328.621;167808.364;145667.100;156462.833;135154.567;165870.700;148937.667;151403.800;12715.470;1507340.948;1.777;37.002;746.525
2023-10-01 15:45:00;142218.909;155185.133;169162.521;171294.606;144997.100;160032.633;138432.600;169379.633;148765.267;155192.133;12719.846;1535565.967;1.782;36.615;763.985
2023-10-01 16:00:00;147919.201;154725.967;169129.029;171178.599;141415.933;160972.667;139369.367;170407.367;145736.633;156127.033;12713.561;1537971.589;1.518;36.224;767.325
2023-10-01 16:15:00;157189.221;154615.333;170846.060;172510.667;137587.000;162291.467;140297.167;171236.067;142746.800;157470.800;12712.322;1547610.075;1.646;36.236;773.775
2023-10-01 16:30:00;160308.122;150387.600;167934.001;169895.394;130481.333;159678.667;138159.400;168835.800;136324.533;155062.333;12699.353;1518217.715;1.314;36.284;762.595
2023-10-01 16:45:00;147384.727;135338.867;152056.113;153765.455;116766.200;144185.067;125123.667;152619.767;122057.267;139892.900;12677.508;1371023.143;1.709;35.844;681.595
2023-10-01 17:00:00;120594.848;111498.467;123025.333;124629.361;99907.800;116875.867;101856.933;124263.567;104387.700;113223.500;12692.323;1127605.272;1.435;31.582;533.929
2023-10-01 17:15:00;119402.385;111907.167;121641.333;123060.157;94435.133;115319.667;101219.500;123992.867;101264.700;109677.833;12684.735;1108635.772;1.043;31.507;516.323
2023-10-01 17:30:00;96033.575;90888.533;97467.792;97323.151;70380.533;92889.167;80400.000;100689.933;66486.922;88011.100;12684.413;870330.284;1.385;29.928;408.723
2023-10-01 17:45:00;72772.545;63792.233;74302.172;73342.965;50130.100;71311.333;59870.733;77882.733;51409.067;66598.967;12696.582;653405.851;0.775;27.622;310.971
2023-10-01 18:00:00;45577.997;40286.500;47504.485;46713.543;31492.233;45779.600;38933.567;50884.800;36509.433;41182.833;12693.017;418804.867;0.551;24.333;202.191
2023-10-01 18:15:00;26895.394;26047.667;28642.849;28050.365;16664.333;28000.000;23666.233;31774.967;14420.333;25041.567;12709.626;244559.330;0.180;20.956;128.897
2023-10-01 18:30:00;8305.905;7371.067;8289.086;8695.482;4610.367;8463.300;7431.933;8823.333;4064.500;8022.133;12704.176;71851.899;0.504;16.885;40.701
2023-10-01 18:45:00;992.312;846.133;919.272;1039.941;1022.633;939.300;972.400;1329.367;926.033;1181.700;12714.430;9616.713;0.723;13.115;2.642
2023-10-01 19:00:00;132.303;91.867;137.586;169.395;139.133;112.833;136.633;300.033;168.000;222.167;12710.417;593.415;0.825;10.777;-2.639
2023-10-01 19:15:00;20.000;20.000;20.000;20.848;20.000;20.400;20.000;39.633;20.000;34.500;12698.631;-1802.564;0.836;9.921;-3.138
2023-10-01 19:30:00;10.000;10.000;16.000;19.112;20.000;;20.000;38.000;18.000;15.417;12692.735;-772.363;0.853;9.534;-3.000
2023-10-01 19:45:00;;;;;;;;;;;12723.035;-468.062;0.972;8.739;-2.934
2023-10-01 20:00:00;;;;;;;;;;;12732.974;-495.603;1.035;8.647;-1.975
2023-10-01 20:15:00;;;;;;;;;;;12736.444;-440.127;0.925;8.833;-1.805
2023-10-01 20:30:00;;;;;;;;;;;12743.587;-475.155;1.355;9.415;-1.000
2023-10-01 20:45:00;;;;;;;;;;;12749.392;-381.075;1.572;10.013;-1.000
2023-10-01 21:00:00;;;;;;;;;;;12758.550;-493.947;0.883;9.577;-1.953
2023-10-01 21:15:00;;;;;;;;;;;12760.491;-490.874;1.567;9.367;-1.586
2023-10-01 21:30:00;;;;;;;;;;;12781.642;-442.807;1.593;9.807;-1.600
2023-10-01 21:45:00;;;;;;;;;;;12760.314;-580.674;1.043;9.211;-2.039
2023-10-01 22:00:00;;;;;;;;;;;12778.282;-638.449;1.895;9.151;-1.455
2023-10-01 22:15:00;;;;;;;;;;;12784.270;-599.249;2.191;9.806;-1.000
2023-10-01 22:30:00;;;;;;;;;;;12807.963;-1782.262;2.333;9.919;-1.000
2023-10-01 22:45:00;;;;;;;;;;;12783.271;-2105.479;1.789;9.985;-1.107
2023-10-01 23:00:00;;;;;;;;;;;12792.115;-2120.073;1.743;9.484;-1.639
2023-10-01 23:15:00;;;;;;;;;;;12736.011;-2242.998;2.330;9.565;-1.000
2023-10-01 23:30:00;;;;;;;;;;;12741.464;-2288.706;1.898;9.423;-1.405
2023-10-01 23:45:00;;;;;;;;;;;12757.613;-2276.557;2.212;9.280;-1.015
2023-10-02 00:00:00;;;;;;;;;;;12769.986;-2256.734;1.891;9.236;-1.176
2023-10-02 00:15:00;;;;;;;;;;;12797.567;-2091.833;1.345;8.827;-1.975
2023-10-02 00:30:00;;;;;;;;;;;12806.549;-2103.142;1.532;8.173;-2.000
2023-10-02 00:45:00;;;;;;;;;;;12809.881;-2116.492;2.380;8.423;-1.842
2023-10-02 01:00:00;;;;;;;;;;;12819.846;-2105.225;2.042;8.590;-1.250
2023-10-02 01:15:00;;;;;;;;;;;12817.501;-2101.265;1.800;8.337;-1.939
2023-10-02 01:30:00;;;;;;;;;;;12816.528;-2055.855;1.635;8.071;-1.973
2023-10-02 01:45:00;;;;;;;;;;;12816.073;-2120.987;2.015;7.896;-1.608
2023-10-02 02:00:00;;;;;;;;;;;12790.690;-2244.009;1.756;8.027;-1.000
2023-10-02 02:15:00;;;;;;;;;;;12793.330;-2278.248;1.893;8.342;-0.529
2023-10-02 02:30:00;;;;;;;;;;;12803.035;-2268.206;1.524;9.012;-0.062
2023-10-02 02:45:00;;;;;;;;;;;12798.350;-2260.628;1.269;8.737;-0.611
2023-10-02 03:00:00;;;;;;;;;;;12800.760;-1907.816;1.181;7.638;-2.000
2023-10-02 03:15:00;;;;;;;;;;;12768.794;-862.716;1.087;7.283;-1.629
2023-10-02 03:30:00;;;;;;;;;;;12733.206;-906.953;1.328;7.295;-1.143
2023-10-02 03:45:00;;;;;;;;;;;12723.001;-825.599;1.764;7.358;-1.000
2023-10-02 04:00:00;;;;;;;;;;;12708.489;-816.609;1.879;7.705;-0.652
2023-10-02 04:15:00;;;;;;;;;;;12705.742;-911.467;1.971;8.764;0.000
2023-10-02 04:30:00;;;;;;;;;;;12694.725;-2077.535;2.237;8.895;0.000
2023-10-02 04:45:00;;;;;;;;;;;12720.244;-2454.089;2.237;8.662;-0.017
2023-10-02 05:00:00;;;;;;;;;;;12714.268;-2470.038;1.858;8.457;-0.495
2023-10-02 05:15:00;;;;;;;;;;;12693.253;-2413.232;1.858;8.739;-0.037
2023-10-02 05:30:00;;;;;;;;;;;12709.038;-2304.629;2.269;8.577;-0.445
2023-10-02 05:45:00;;;;;;;;;;;12712.945;-2225.965;1.899;9.057;0.000
2023-10-02 06:00:00;;;;;;;;;;;12726.919;-2251.343;1.615;9.339;0.000
2023-10-02 06:15:00;;;;;;;;;;;12711.370;-2277.074;1.753;9.349;0.000
2023-10-02 06:30:00;;;;;;;;;;;12728.274;-2255.489;2.094;9.606;0.000
2023-10-02 06:45:00;;;;;;;;;;;12735.281;-2182.839;1.931;9.860;0.000
2023-10-02 07:00:00;39.090;;90.000;43.330;;;75.000;20.000;;;12719.380;-2065.775;1.595;10.023;0.000
2023-10-02 07:15:00;114.788;53.700;111.419;116.485;59.100;94.855;109.833;210.833;57.000;265.567;12714.719;-1058.899;0.853;10.073;1.116
2023-10-02 07:30:00;776.303;620.633;746.911;771.173;628.767;716.667;695.133;940.567;594.933;815.900;12731.324;5447.187;0.458;10.237;5.125
2023-10-02 07:45:00;3210.353;2654.300;3030.243;3143.211;2619.100;2858.033;2788.033;3568.967;2567.433;3080.800;12719.279;27463.047;0.586;10.595;16.547
2023-10-02 08:00:00;6054.182;5180.667;5760.531;5941.786;5085.800;5394.233;5266.300;6485.811;5047.667;5661.433;12705.609;53015.487;0.765;11.236;28.182
2023-10-02 08:15:00;7512.787;6519.733;7169.111;7340.787;6342.333;6706.033;6544.367;7867.367;6353.067;7030.367;12744.604;65920.475;0.995;11.603;33.474
2023-10-02 08:30:00;10911.757;9727.600;10394.296;10638.394;9614.533;9937.700;9558.678;11276.633;9612.267;10188.700;12771.159;98430.664;1.805;11.866;46.375
2023-10-02 08:45:00;16606.772;14981.667;15894.424;16202.637;14969.900;15114.667;14485.267;16942.400;15011.433;15355.567;12791.905;151314.109;2.164;12.208;66.997
2023-10-02 09:00:00;12848.823;11653.833;12196.745;12488.728;11942.811;11620.822;11190.333;13152.033;11923.067;11848.600;12766.501;117007.761;1.792;12.379;53.539
2023-10-02 09:15:00;26711.456;24593.233;25583.379;25891.698;25582.367;24377.467;23327.933;27182.367;25585.867;24538.067;12783.726;248278.579;1.339;13.493;107.089
2023-10-02 09:30:00;42774.413;38829.667;40728.756;41244.121;37360.667;39386.000;37831.733;43414.067;37905.900;39925.967;12817.566;392511.307;2.529;16.131;172.454
2023-10-02 09:45:00;41241.273;38279.400;39034.757;39492.177;38927.767;37622.233;36171.267;41378.533;39223.967;38202.900;12816.509;383451.251;2.175;16.847;162.275
2023-10-02 10:00:00;36562.488;34370.667;34642.001;35253.236;35724.600;33541.233;32261.567;37023.267;35849.267;34058.500;12805.527;343372.684;2.113;17.488;144.931
2023-10-02 10:15:00;34628.545;33168.600;33000.121;33551.783;36360.900;31805.867;30602.767;35067.767;36009.467;31942.733;12801.130;330952.197;1.315;17.237;135.170
2023-10-02 10:30:00;53790.587;50631.667;50991.757;51638.678;50823.033;49785.400;47337.800;54184.033;51167.067;50360.133;12799.229;503495.672;1.013;20.187;214.756
2023-10-02 10:45:00;60930.546;55957.133;58428.304;58592.486;54377.700;56464.767;53671.767;61561.200;54896.233;56738.900;12789.429;565152.932;1.733;20.813;243.411
2023-10-02 11:00:00;74120.485;66771.500;70658.485;70594.301;60250.133;68987.700;65194.767;74394.567;61843.633;69669.500;12805.175;673017.822;1.620;23.299;304.021
2023-10-02 11:15:00;29589.999;27426.933;28021.333;28547.152;27425.233;27184.800;25877.233;29968.300;27693.500;27596.133;12730.853;272669.827;1.116;21.073;117.855
2023-10-02 11:30:00;23974.818;22065.833;22857.811;23290.606;22796.133;21839.167;20781.567;24164.600;22808.967;21947.567;12737.884;220403.863;1.429;17.906;91.273
2023-10-02 11:45:00;26863.334;24603.267;25728.969;26190.303;24935.567;24578.200;23294.433;27134.667;24998.700;24626.033;12751.413;247699.377;1.517;16.105;101.153
2023-10-02 12:00:00;28685.867;26180.267;27626.097;28059.029;26391.833;26310.467;24802.700;28949.233;26480.200;26272.767;12809.597;264899.763;0.872;16.193;107.684
2023-10-02 12:15:00;39060.500;35286.700;37635.032;38216.729;33963.833;36090.300;33866.433;39272.167;34391.800;36074.367;12810.797;357831.665;0.810;17.860;148.237
2023-10-02 12:30:00;24274.909;21636.500;23387.213;23760.630;20572.900;22283.733;21010.900;24441.922;20827.611;22458.900;12776.301;219696.130;0.760;17.793;93.518
2023-10-02 12:45:00;25452.607;22790.267;24646.545;25010.788;21953.200;23395.500;22011.867;25637.733;22175.233;23519.867;12764.802;231693.736;0.447;17.527;97.529
2023-10-02 13:00:00;25124.710;22648.667;24520.312;24812.423;21956.533;23205.300;21884.567;25565.167;22110.600;23299.233;12775.555;230092.540;0.594;17.695;96.755
2023-10-02 13:15:00;31352.788;28207.333;30464.969;30878.849;27223.500;28871.233;27164.367;31614.800;27558.833;28964.300;12784.949;286801.497;1.395;16.273;117.743
2023-10-02 13:30:00;36856.012;33313.100;35637.206;36160.549;32296.133;33980.922;31946.367;37015.567;32607.067;34146.567;12796.828;337959.993;0.985;16.137;140.037
2023-10-02 13:45:00;34904.909;31651.733;33955.897;34401.090;31154.067;32159.600;30261.133;35239.200;31354.000;32281.267;12812.827;321664.488;0.501;16.633;135.047
2023-10-02 14:00:00;43721.637;39820.933;42537.540;43037.395;39765.167;40186.467;37806.867;43854.067;40001.333;40349.733;12822.222;404507.099;0.822;17.378;171.777
2023-10-02 14:15:00;35357.225;32465.533;34316.121;34761.333;33007.667;32465.000;30643.200;35587.533;33110.500;32691.200;12816.047;327466.328;0.500;17.075;138.188
2023-10-02 14:30:00;32968.847;30465.267;31895.139;32292.763;31712.700;30235.900;28660.533;33120.833;31667.267;30512.833;12811.323;306381.029;1.306;16.832;129.823
2023-10-02 14:45:00;19767.363;18309.000;19079.697;19340.935;19495.233;17909.267;17134.433;19916.533;19429.233;18255.033;12816.886;182582.230;1.223;15.725;78.513
2023-10-02 15:00:00;24738.655;23147.200;23786.151;24116.006;25276.433;22433.467;21437.900;24751.700;25046.400;22730.767;12822.746;230981.689;0.997;15.249;96.235
2023-10-02 15:15:00;17925.394;16851.500;17301.637;17488.365;18755.967;16265.333;15699.767;18146.867;18506.333;16552.567;12801.120;167533.171;0.618;15.096;70.525
2023-10-02 15:30:00;12790.145;12077.833;12386.025;12560.103;13639.200;11636.800;11283.867;13195.733;13361.833;11863.167;12790.306;119482.506;0.549;14.779;51.135
2023-10-02 15:45:00;14564.607;13970.067;14041.636;14241.291;16130.533;13232.633;12866.700;14856.933;15770.400;13484.767;12806.713;137690.199;0.141;14.709;57.645
2023-10-02 16:00:00;11993.691;11597.933;11516.526;11659.232;13805.567;10807.933;10595.100;12237.000;13456.833;11121.500;12813.363;113712.160;0.283;14.604;47.156
2023-10-02 16:15:00;8450.891;8193.567;7994.260;8169.697;10093.367;7451.933;7454.033;8643.767;9777.733;7816.433;12801.156;80004.675;0.767;14.114;34.114
2023-10-02 16:30:00;9272.346;9015.800;8759.127;8950.091;11164.800;8195.567;8124.867;9389.600;10822.867;8572.267;12807.173;87928.699;1.054;13.930;38.018
2023-10-02 16:45:00;5097.453;4716.433;4739.545;4889.369;5651.433;4399.067;4416.700;5378.867;5511.233;4764.667;12785.163;46002.844;1.286;13.511;23.004
2023-10-02 17:00:00;4225.291;3717.500;3986.728;4149.230;4162.733;3665.800;3620.467;4606.767;4033.700;4020.133;12768.296;37192.061;1.023;13.175;20.631
2023-10-02 17:15:00;6036.163;5333.267;5719.333;5901.909;5627.900;5391.733;5254.667;6333.967;5578.633;5702.500;12766.537;53506.298;1.263;13.160;27.461
2023-10-02 17:30:00;5851.898;5113.433;5584.873;5757.479;5198.433;5207.233;5066.633;6233.767;5117.167;5520.800;12771.185;51366.009;1.230;13.193;26.435
2023-10-02 17:45:00;2920.969;2440.633;2737.940;2877.575;2533.900;2551.333;2562.033;3271.033;2452.800;2835.200;12762.968;24767.397;1.168;13.029;15.298
2023-10-02 18:00:00;1217.903;972.633;1108.821;1240.061;976.589;1085.667;1125.600;1560.167;919.400;1365.267;12763.617;9725.545;1.135;12.833;8.305
2023-10-02 18:15:00;531.213;359.800;533.879;554.666;439.067;485.467;520.967;806.533;341.333;680.233;12797.555;3458.050;1.141;12.755;4.772
2023-10-02 18:30:00;216.545;142.300;215.351;251.397;161.467;180.967;236.667;424.967;105.067;340.578;12809.001;468.544;1.114;12.715;2.659
2023-10-02 18:45:00;201.254;141.000;207.878;239.030;143.300;171.300;222.633;389.667;116.300;314.900;12806.553;310.242;0.973;12.721;2.222
2023-10-02 19:00:00;29.878;23.867;28.545;27.315;23.600;26.267;26.100;101.100;21.167;57.300;12802.285;-2160.599;0.897;12.750;0.533
2023-10-02 19:15:00;20.000;17.500;18.303;19.467;20.000;18.334;20.000;27.700;23.888;24.589;12794.175;-2449.600;0.980;12.804;0.000
2023-10-02 19:30:00;0.000;;;;;;;;;;12814.754;-1816.886;0.871;12.812;0.000
2023-10-02 19:45:00;;;;;;;;;;;12814.175;-1797.458;1.268;12.841;0.000
2023-10-02 20:00:00;;;;;;;;;;;12782.191;-1934.301;1.386;12.863;0.000
2023-10-02 20:15:00;;;;;;;;;;;12766.348;-1997.725;0.906;12.885;0.000
2023-10-02 20:30:00;;;;;;;;;;;12778.383;-1893.163;0.719;12.932;0.000
2023-10-02 20:45:00;;;;;;;;;;;12791.330;-1920.090;0.703;13.009;0.000
2023-10-02 21:00:00;;;;;;;;;;;12811.063;-1875.107;0.487;13.062;0.000
2023-10-02 21:15:00;;;;;;;;;;;12780.540;-1987.076;0.544;13.197;0.000
2023-10-02 21:30:00;;;;;;;;;;;12738.001;-2177.390;0.437;13.309;0.000
2023-10-02 21:45:00;;;;;;;;;;;12708.937;-2155.448;0.493;13.452;0.000
2023-10-02 22:00:00;;;;;;;;;;;12680.785;-2136.805;0.325;13.472;0.000
2023-10-02 22:15:00;;;;;;;;;;;12690.122;-2082.609;0.728;13.547;0.000
2023-10-02 22:30:00;;;;;;;;;;;12694.649;-2123.772;0.975;13.659;0.000
2023-10-02 22:45:00;;;;;;;;;;;12706.897;-2128.717;1.013;13.693;0.000
2023-10-02 23:00:00;;;;;;;;;;;12725.747;-2152.923;1.172;13.752;0.000
2023-10-02 23:15:00;;;;;;;;;;;12747.675;-2106.848;1.506;13.753;0.000
2023-10-02 23:30:00;;;;;;;;;;;12757.567;-2103.461;2.026;13.828;0.000
2023-10-02 23:45:00;;;;;;;;;;;12770.983;-2100.208;1.801;13.881;0.000
2023-10-03 00:00:00;;;;;;;;;;;12788.036;-2159.776;2.159;13.891;0.000
2023-10-03 00:15:00;;;;;;;;;;;12769.191;-2169.408;2.403;13.921;0.000
2023-10-03 00:30:00;;;;;;;;;;;12773.521;-2206.197;1.794;13.921;0.000
2023-10-03 00:45:00;;;;;;;;;;;12786.451;-2213.999;1.904;13.929;0.000
2023-10-03 01:00:00;;;;;;;;;;;12796.826;-2266.965;1.721;13.926;0.000
2023-10-03 01:15:00;;;;;;;;;;;12793.713;-2188.366;1.891;13.945;0.000
2023-10-03 01:30:00;;;;;;;;;;;12800.603;-2157.081;1.981;13.942;0.000
2023-10-03 01:45:00;;;;;;;;;;;12807.789;-2147.208;1.997;13.965;0.000
2023-10-03 02:00:00;;;;;;;;;;;12797.699;-2208.481;1.723;13.967;0.000
2023-10-03 02:15:00;;;;;;;;;;;12785.373;-2290.469;2.085;13.989;0.000
2023-10-03 02:30:00;;;;;;;;;;;12792.386;-2301.956;2.315;14.023;0.000
2023-10-03 02:45:00;;;;;;;;;;;12790.485;-2280.817;2.550;14.031;0.000
2023-10-03 03:00:00;;;;;;;;;;;12779.446;-2261.595;2.536;14.033;0.000
2023-10-03 03:15:00;;;;;;;;;;;12762.161;-2234.364;2.281;14.015;0.000
2023-10-03 03:30:00;;;;;;;;;;;12730.513;-2350.869;2.161;13.973;0.000
2023-10-03 03:45:00;;;;;;;;;;;12725.310;-2309.048;2.368;13.936;0.000
2023-10-03 04:00:00;;;;;;;;;;;12727.031;-2350.433;1.669;13.884;0.000
2023-10-03 04:15:00;;;;;;;;;;;12729.967;-2447.754;1.685;13.859;0.000
2023-10-03 04:30:00;;;;;;;;;;;12713.529;-2440.095;2.031;13.843;0.000
