Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Inverter_3,Inverter_4,Inverter_5,Inverter_6,Inverter_7,Inverter_8,Inverter_9,Inverter_10,Inverter_11,Inverter_12,Inverter_13,Inverter_14,Inverter_15,Inverter_16,Inverter_17,Inverter_18,Inverter_19,Inverter_20,Inverter_21,Inverter_22,Inverter_23,Inverter_24,Inverter_25,Inverter_26,Inverter_27,Inverter_28,Inverter_29,Inverter_30,Inverter_31,Inverter_32,Inverter_33,Inverter_34,Inverter_35,Inverter_36,Inverter_37,Inverter_38,Inverter_39,Inverter_40,Inverter_41,Inverter_42,Inverter_43,Inverter_44,Inverter_45,Inverter_46,Inverter_47,Inverter_48,Inverter_49,Inverter_50,Inverter_51,Inverter_52,Inverter_53,Inverter_54,Inverter_55,Inverter_56,Inverter_57,Inverter_58,Inverter_59,Inverter_60,Inverter_61,Inverter_62,Inverter_63,Inverter_64,Inverter_65,Inverter_66,Inverter_67,Inverter_68,Inverter_69,Inverter_70,Inverter_71,Inverter_72,Inverter_73,Inverter_74,Inverter_75,Inverter_76,Inverter_77,Inverter_78,Inverter_79,Inverter_80,Inverter_81,Inverter_82,Inverter_83,Avg_Top_20%,Expected Sum
2022-09-01 00:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-09-01 01:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-09-01 02:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-09-01 03:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-09-01 04:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-09-01 05:00:00,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-09-01 06:00:00,0.02916522,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2022-09-01 07:00:00,54.3062,,0.6384999,0.7005833,0.7451249,0.6662917,0.7492918,0.6696668,0.6983749,0.6205001,0.7248333,0.6353751,0.7000833,0.5114583,0.6842917,0.6230832,0.6339168,0.60175,0.6375416,0.6060834,0.6905,0.6518334,0.5199166,0.6201667,0.5600417,0.5891668,0.5383333,0.5478749,0.47875,0.54925,0.482,0.5197084,0.457125,0.5324168,0.4718749,0.5329167,0.4872501,0.5384999,0.4786668,0.5435001,0.4988333,0.5262501,0.4897499,0.5224583,0.5499584,0.6345416,0.6072499,0.5246667,0.6077916,0.5566667,0.7003332,0.5376666,0.6736667,0.5518333,0.6495417,0.5646249,0.7064583,0.6181667,0.8183749,0.7466667,0.7993333,0.733,0.8293749,0.7830833,0.829,0.7265834,0.7329999,0.7144999,0.7087916,0.6581666,0.7002501,0.5911667,0.4993333,0.5857501,0.6603333,0.6444582,0.6571249,0.6259584,0.5789167,0.5555418,0.5634583,0.5365416,0.5623751,0.5410001,0.5618333,0.7499019235294115,51.1009165
2022-09-01 08:00:00,264.5945,,4.418792,4.946459,5.128833,4.606208,5.162792,5.01475,4.917583,4.325833,4.9865,4.563334,5.064541,3.724833,4.881375,4.800292,4.8825,4.681833,4.885875,4.755541,4.918042,4.831917,4.129833,4.857708,4.753417,4.703125,4.078834,4.240458,4.143333,4.190958,4.040958,4.109084,3.419959,4.089042,3.898583,4.127667,3.93675,4.274167,4.086833,4.318667,4.205916,4.144542,4.032792,4.232542,4.915667,5.052417,5.237083,4.996292,5.2325,4.915375,5.339208,4.365375,5.308458,4.766125,5.297208,4.7,5.418625,5.038291,5.917,5.676333,5.929667,5.493917,6.161667,6.272,6.144375,5.614167,5.976875,6.13125,5.596125,5.6845,5.501125,5.275375,4.41425,5.3775,5.304417,5.393708,5.165333,5.224833,5.103167,5.162333,5.034458,5.07325,4.984542,5.077417,4.553042,5.742826,405.338251
2022-09-01 09:00:00,506.4318,,9.735041,11.02837,11.31417,10.42529,11.45054,11.12967,11.06988,10.11442,11.24838,10.32767,11.52246,8.486833,11.3015,11.11733,11.37292,11.03758,11.57433,11.27475,11.6315,11.53167,10.31196,11.72671,11.58704,11.53842,10.58296,10.41283,10.19263,10.30804,10.03954,10.1595,8.841792,10.12133,9.745208,10.23217,9.738165,10.72921,10.18883,10.74492,10.56121,10.32504,10.08362,10.21725,10.45233,10.68683,11.23671,10.78496,11.20292,10.48946,11.36975,9.5505,11.33321,10.30729,11.33954,10.08433,11.57588,10.56221,12.563,11.97292,12.56283,11.6955,13.21558,13.30804,13.03704,11.91492,12.854,13.07137,12.13621,12.21708,11.9465,11.41633,9.737625,11.70296,11.74767,11.84842,11.58233,11.51933,11.58188,11.36008,11.46433,11.34096,11.43417,11.58492,10.73208,12.32475,919.6066740000001
