Timestamp,POA Sensor,Weather station ambient temperature,Max wind speed - Lufft WS500,Production meter L-N voltage,Production meter active power,"TMEIC PVH-L2500R-E7 Inverter - 1, Active Power P","TMEIC PVH-L2500R-E7 Inverter - 2, Active Power P","TMEIC PVH-L2500R-E7 Inverter - 3, Active Power P","TMEIC PVH-L2500R-E7 Inverter - 4, Active Power P"
10/1/2023 12:00:00 AM,-1,46.11,1.983333,12.26655,-19.58133,0,0,0,0
10/1/2023 12:15:00 AM,-1,46.04333,1.106667,12.26489,-19.561,0,0,0,0
10/1/2023 12:30:00 AM,-1,45.48333,1.133333,12.27978,-19.63067,0,0,0,0
10/1/2023 12:45:00 AM,-1,45.55333,1.2,12.281,-19.66167,0,0,0,0
10/1/2023 1:00:00 AM,-1,44.63,2.723333,12.288,-19.69267,0,0,0,0
10/1/2023 1:15:00 AM,-0.5,43.47667,1.613333,12.29422,-19.711,0,0,0,0
10/1/2023 1:30:00 AM,-1,42.68,1.646667,12.29856,-19.72967,0,0,0,0
10/1/2023 1:45:00 AM,-1,42.87,1.63,12.3,-19.75267,0,0,0,0
10/1/2023 2:00:00 AM,-1,42.27667,1.413333,12.30922,-19.79033,0,0,0,0
10/1/2023 2:15:00 AM,-1,41.93,1.426667,12.30989,-19.79833,0,0,0,0
10/1/2023 2:30:00 AM,-0.5,41.28333,1.896667,12.30444,-19.76633,0,0,0,0
10/1/2023 2:45:00 AM,-1,40.87333,1.583333,12.30945,-19.786,0,0,0,0
10/1/2023 3:00:00 AM,-1,40.63,1.913333,12.32133,-19.85067,0,0,0,0
10/1/2023 3:15:00 AM,-1,40.18,2.07,12.31611,-19.82467,0,0,0,0
10/1/2023 3:30:00 AM,-0.5,40.88,2.446667,12.31678,-19.832,0,0,0,0
10/1/2023 3:45:00 AM,-0.5,41.75,2.25,12.31467,-19.82767,0,0,0,0
10/1/2023 4:00:00 AM,-0.5,41.32667,2.62,12.30122,-19.75067,0,0,0,0
10/1/2023 4:15:00 AM,-0.5,41.32,3.556667,12.29367,-19.719,0,0,0,0
10/1/2023 4:30:00 AM,-0.5,41.99,3.923333,12.28178,-19.65767,0,0,0,0
10/1/2023 4:45:00 AM,-1,41.38334,3.06,12.27567,-19.61933,0,0,0,0
10/1/2023 5:00:00 AM,-0.5,39.77667,2.89,12.24622,-19.478,0,0,0,0
10/1/2023 5:15:00 AM,-0.5,39.59333,3.793333,12.23944,-19.45,0,0,0,0
10/1/2023 5:30:00 AM,-0.5,40.37667,3.533333,12.22411,-19.38233,0,0,0,0
10/1/2023 5:45:00 AM,-1,40.19667,3.516667,12.28011,-19.65067,0,0,0,0
10/1/2023 6:00:00 AM,-1,39.4,3.916667,12.26556,-19.59,0,0,0,0
10/1/2023 6:15:00 AM,-1,39.55667,2.09,12.25067,-19.51267,0,0,0,0
10/1/2023 6:30:00 AM,-0.5,39.48333,3.003333,12.22534,-19.38367,0,0,0,0
10/1/2023 6:45:00 AM,0,39.04667,4.033333,12.27589,-19.64967,0,0,0,0
10/1/2023 7:00:00 AM,4,39.12667,2.876667,12.285,-13.77867,0,0,0,0
10/1/2023 7:15:00 AM,13,38.56667,2.353333,12.29211,94.79266,13,10.22667,11.5,10.7
10/1/2023 7:30:00 AM,50.5,38.33667,3.05,12.29189,456.105,112.3733,103.0833,128.4667,126.3067
10/1/2023 7:45:00 AM,173,39.75333,2.476667,12.30633,1463.975,343.24,317.3167,404.9333,394.5933
10/1/2023 8:00:00 AM,285,41.36,0.8266667,12.385,2712.282,641.85,602.4667,735.2267,722.5667
10/1/2023 8:15:00 AM,414,42.52,1.723333,12.40322,4091.576,983.0133,927.1334,1092.61,1089.477
10/1/2023 8:30:00 AM,576.5,43.78,2.103333,12.41555,5574.984,1351.897,1276.307,1474.88,1472.28
10/1/2023 8:45:00 AM,703,45.16667,2.206667,12.37078,6976.519,1712.323,1609.767,1829.04,1830.27
10/1/2023 9:00:00 AM,766.5,46.66667,1.923333,12.36356,8175.66,2056.193,1967.77,2057.837,2127.887
10/1/2023 9:15:00 AM,793.5,47.62333,1.58,12.34455,8481.711,2144.65,2094.927,2107.71,2183.883
10/1/2023 9:30:00 AM,816.5,49.20667,1.406667,12.35422,8687.686,2207.657,2148.723,2166.057,2227.403
10/1/2023 9:45:00 AM,826.5,50.74,1.483333,12.346,8757.321,2223.707,2169.063,2188.02,2246.723
10/1/2023 10:00:00 AM,830.5,51.52,1.366667,12.357,8778.408,2228.03,2175.117,2198.203,2252.76
10/1/2023 10:15:00 AM,828,52.81667,1.243333,12.38178,8725.326,2214.717,2159.3,2187.05,2240.69
10/1/2023 10:30:00 AM,824.5,54.20667,1.646667,12.37778,8676.257,2206.687,2148.86,2175.087,2224.683
10/1/2023 10:45:00 AM,815,55.54,2.316667,12.39055,8566.783,2178.58,2123.127,2146.087,2200.75
10/1/2023 11:00:00 AM,807.5,56.15,2.29,12.39589,8490.843,2155.97,2111.06,2128.743,2178.393
10/1/2023 11:15:00 AM,799,56.16333,2.596667,12.38356,8410.734,2143.663,2091.97,2104.84,2153.957
10/1/2023 11:30:00 AM,787.5,57.41,2.803333,12.38933,8300.127,2107.273,2063.827,2086.643,2127.777
10/1/2023 11:45:00 AM,777,58.67,2.4,12.40233,8181.526,2075.74,2031.737,2059.393,2100.76
10/1/2023 12:00:00 PM,769,59.19667,3.373333,12.42744,8101.654,2049.613,2006.81,2042.793,2089.297
10/1/2023 12:15:00 PM,762.5,59.79333,2.916667,12.39122,8040.737,2034.787,2002.53,2024.367,2065.483
10/1/2023 12:30:00 PM,758.5,61.23333,2.303333,12.35956,7980.072,2031.427,1988.617,1998.547,2047.657
10/1/2023 12:45:00 PM,757.5,61.83333,3.26,12.35056,7952.144,2020.707,1982.473,1996.15,2041.213
10/1/2023 1:00:00 PM,760,62.09,3.4,12.39155,7957.331,2027.07,1987.227,1995.68,2040.23
10/1/2023 1:15:00 PM,765,63.47333,3.16,12.41511,7993.757,2035.797,2000.663,2004.483,2049.243
10/1/2023 1:30:00 PM,772,64.14333,2.593333,12.42466,8045.619,2047.533,2010.423,2019.7,2066.683
10/1/2023 1:45:00 PM,782,66.01667,2.26,12.43378,8112.976,2068.89,2028.24,2033.187,2084.577
10/1/2023 2:00:00 PM,789.5,66.09666,3.27,12.43056,8183.527,2083.827,2043.86,2056.117,2104.27
10/1/2023 2:15:00 PM,799,66.63333,2.983333,12.43722,8304.399,2116.973,2075.143,2087.19,2133.407
10/1/2023 2:30:00 PM,810,67.09666,5.223333,12.44444,8429.889,2146.207,2107.567,2120.723,2168.54
10/1/2023 2:45:00 PM,819,67.28,5.446667,12.44244,8525.712,2169.21,2129.813,2145.917,2196.86
10/1/2023 3:00:00 PM,831,67.20333,5.436666,12.39978,8632.069,2194.03,2153.913,2175.537,2227.34
10/1/2023 3:15:00 PM,842.5,67.59666,4.53,12.39,8713.84,2221.463,2174.787,2190.22,2248.763
10/1/2023 3:30:00 PM,847,68.41333,3.913333,12.40978,8742.775,2238.283,2182.71,2197.587,2246.603
10/1/2023 3:45:00 PM,852,68.58,4.536667,12.42167,8775.635,2242.88,2185.8,2208.873,2261.667
10/1/2023 4:00:00 PM,857.5,68.90667,4.04,12.43267,8794.886,2248.333,2187.273,2216.87,2271.01
10/1/2023 4:15:00 PM,770.5,68.89333,3.096667,12.40344,7925.314,2026.553,1963.783,1994.843,2072.827
10/1/2023 4:30:00 PM,802.5,69.49,1.56,12.41655,8276.107,2119.63,2039.927,2083.44,2147.53
10/1/2023 4:45:00 PM,804,70.94,1.3,12.40933,8178.767,2093.117,1988.73,2073.067,2133.13
10/1/2023 5:00:00 PM,735.5,68.84333,6.103333,12.38311,6958.426,1800.3,1664.29,1749.517,1822.097
10/1/2023 5:15:00 PM,604,66.72667,6.643333,12.34333,5112.164,1405.977,1194.03,1261.893,1312.52
10/1/2023 5:30:00 PM,473.5,65.98333,6.906667,12.28711,3351.5,978.5566,744.5233,815.53,840.8433
10/1/2023 5:45:00 PM,346,65.11667,7.846667,12.27267,2116.861,648.0433,443.5933,506.9667,513.9833
10/1/2023 6:00:00 PM,227,64.55666,6.323333,12.278,1169.137,371.26,240.8733,289.6467,286.1833
10/1/2023 6:15:00 PM,100,64.09,5.566667,12.24978,527.6494,159.37,122.8533,140.2933,128.2133
10/1/2023 6:30:00 PM,19.5,63.34,4.65,12.23411,148.0077,36.62667,36.33333,35.87,28.75667
10/1/2023 6:45:00 PM,2,62.10667,4.366667,12.26378,-4.647333,0,0,0,0
10/1/2023 7:00:00 PM,-2,61.15667,4.39,12.27911,-20.26333,0,0,0,0
10/1/2023 7:15:00 PM,-2,60.02667,3.52,12.26767,-19.50767,0,0,0,0
10/1/2023 7:30:00 PM,-1.5,59.15667,2.496667,12.28489,-19.58033,0,0,0,0
10/1/2023 7:45:00 PM,-2,58.48667,1.716667,12.29333,-19.609,0,0,0,0
10/1/2023 8:00:00 PM,-2.5,57.12333,1.273333,12.306,-19.69,0,0,0,0
10/1/2023 8:15:00 PM,-2,56.02333,1.243333,12.31867,-19.764,0,0,0,0
10/1/2023 8:30:00 PM,-2,56.24667,1.136667,12.33744,-19.87733,0,0,0,0
10/1/2023 8:45:00 PM,-2,55.64,1.446667,12.35744,-19.978,0,0,0,0
10/1/2023 9:00:00 PM,-1.5,55.21,1.52,12.32778,-19.83133,0,0,0,0
10/1/2023 9:15:00 PM,-0.5,55.59,1.886667,12.31744,-19.762,0,0,0,0
10/1/2023 9:30:00 PM,-0.5,53.44667,2.23,12.33378,-19.86367,0,0,0,0
10/1/2023 9:45:00 PM,-0.5,52.54667,2.086667,12.36,-20.009,0,0,0,0
10/1/2023 10:00:00 PM,-0.5,52.97333,1.733333,12.35178,-19.967,0,0,0,0
10/1/2023 10:15:00 PM,-0.5,52.67667,1.026667,12.37244,-20.09233,0,0,0,0
10/1/2023 10:30:00 PM,-0.5,51.96333,1.9,12.37711,-20.11267,0,0,0,0
10/1/2023 10:45:00 PM,-1,51.47667,1.58,12.32444,-19.844,0,0,0,0
10/1/2023 11:00:00 PM,-0.5,50.52333,1.683333,12.30078,-19.73767,0,0,0,0
10/1/2023 11:15:00 PM,0,50.16,1.603333,12.24967,-19.47533,0,0,0,0
10/1/2023 11:30:00 PM,-0.5,50.09333,1.45,12.25189,-19.48867,0,0,0,0
10/1/2023 11:45:00 PM,-1,51.00667,1.3,12.26011,-19.551,0,0,0,0
10/2/2023 12:00:00 AM,-1,49.44333,2.113333,12.27356,-19.61533,0,0,0,0
10/2/2023 12:15:00 AM,-1,47.49,1.486667,12.275,-19.619,0,0,0,0
10/2/2023 12:30:00 AM,-0.5,46.33333,2.053333,12.274,-19.61633,0,0,0,0
10/2/2023 12:45:00 AM,-0.5,46.08,2.13,12.28,-19.663,0,0,0,0
10/2/2023 1:00:00 AM,-1,46.99,2.183333,12.28222,-19.667,0,0,0,0
10/2/2023 1:15:00 AM,-1,47.22333,0.4,12.28878,-19.69133,0,0,0,0
10/2/2023 1:30:00 AM,-1,46.32667,0.68,12.28867,-19.68467,0,0,0,0
10/2/2023 1:45:00 AM,-1,45.66333,1.743333,12.28811,-19.69667,0,0,0,0
10/2/2023 2:00:00 AM,-1,44.76667,1.753333,12.29144,-19.73033,0,0,0,0
10/2/2023 2:15:00 AM,-0.5,45.01,2.956667,12.29333,-19.71867,0,0,0,0
10/2/2023 2:30:00 AM,-1,44.65667,3.14,12.29711,-19.751,0,0,0,0
10/2/2023 2:45:00 AM,-0.5,43.43667,2.48,12.29611,-19.75133,0,0,0,0
10/2/2023 3:00:00 AM,-0.5,44.40667,2.253333,12.28889,-19.709,0,0,0,0
10/2/2023 3:15:00 AM,-1,45.47,1.8,12.28144,-19.683,0,0,0,0
10/2/2023 3:30:00 AM,-1,45.08,1.393333,12.27722,-19.66867,0,0,0,0
10/2/2023 3:45:00 AM,-1,42.82667,1.783333,12.26778,-19.615,0,0,0,0
10/2/2023 4:00:00 AM,-0.5,43.15,2.896667,12.25322,-19.53033,0,0,0,0
10/2/2023 4:15:00 AM,-0.5,42.46,3.933333,12.23711,-19.46767,0,0,0,0
10/2/2023 4:30:00 AM,-0.5,41.91667,3.346667,12.22555,-19.42167,0,0,0,0
10/2/2023 4:45:00 AM,-0.5,42.11333,3.97,12.26378,-19.59433,0,0,0,0
10/2/2023 5:00:00 AM,-0.5,42.63,3.77,12.27089,-19.61033,0,0,0,0
10/2/2023 5:15:00 AM,-0.5,42.76333,3.793333,12.24622,-19.486,0,0,0,0
10/2/2023 5:30:00 AM,-1,42.56333,3.36,12.23622,-19.43033,0,0,0,0
10/2/2023 5:45:00 AM,-1,41.91667,1.88,12.27122,-19.60267,0,0,0,0
10/2/2023 6:00:00 AM,-0.5,41.89,1.746667,12.25078,-19.504,0,0,0,0
10/2/2023 6:15:00 AM,-0.5,42.60333,0.9766667,12.27533,-19.60933,0,0,0,0
10/2/2023 6:30:00 AM,-1,42.18,1.61,12.26166,-19.543,0,0,0,0
10/2/2023 6:45:00 AM,0.5,41.11666,3.036667,12.27344,-19.62033,0,0,0,0
10/2/2023 7:00:00 AM,9,40.95,4.34,12.30689,38.11567,0,0,0,0
10/2/2023 7:15:00 AM,24.5,40.83667,3.15,12.33367,212.791,53.70667,53.17667,53.03333,53.86666
10/2/2023 7:30:00 AM,64.5,41.10667,3.446667,12.32178,572.294,145.2733,134.3233,156.3933,151.38
10/2/2023 7:45:00 AM,107,42.78333,3.773333,12.30078,1009.702,254.2033,236.9033,267.5067,264.76
10/2/2023 8:00:00 AM,155.5,43.07333,3.21,12.35211,1639.235,399.3433,390.1867,411.06,428.1467
10/2/2023 8:15:00 AM,161,43.55667,2.016667,12.26433,1713.738,430.8267,405.8333,433.69,436.3633
10/2/2023 8:30:00 AM,139,44.61333,2.146667,12.23167,1505.814,371.68,365.3567,375.8067,391.5267
10/2/2023 8:45:00 AM,248.5,44.93,2.493333,12.32844,2533.245,616.82,616.3134,680.1433,664.7067
10/2/2023 9:00:00 AM,632,45.81333,3.186667,12.33989,6871.296,1716.533,1620.13,1758.807,1784.647
10/2/2023 9:15:00 AM,360.5,48,2.373333,12.34811,3884.212,989.6033,958.7967,969.65,1002.72
10/2/2023 9:30:00 AM,409,49.9,1.126667,12.35722,4475.7,1111.613,1097.89,1168.37,1190.513
10/2/2023 9:45:00 AM,475,50.49667,1.723333,12.37744,5064.353,1295.03,1256.193,1232.62,1277.94
10/2/2023 10:00:00 AM,548,51.26333,2.046667,12.37933,5983.74,1577.473,1510.26,1502.797,1456.313
10/2/2023 10:15:00 AM,689,52.56333,1.85,12.38589,7418.154,1833.953,1835.627,1895.943,1920.353
10/2/2023 10:30:00 AM,785.5,54.14667,2.19,12.40967,8356.27,2116.71,2063.24,2088.71,2145.327
10/2/2023 10:45:00 AM,765.5,55.14667,3.013333,12.42867,8152.781,2078.22,2024.697,2037.76,2084.18
10/2/2023 11:00:00 AM,733.5,56.91667,1.94,12.414,7785.069,1984.157,1930.19,1963.827,1990.453
10/2/2023 11:15:00 AM,741.5,57.85333,2.45,12.42022,7901.461,2004.827,1966.173,1966.46,2035.773
10/2/2023 11:30:00 AM,727.5,58.53667,2.46,12.41,7726.486,1944.77,1915.377,1948.243,1996.203
10/2/2023 11:45:00 AM,751,60.16667,2.923333,12.39122,7929.757,2015.607,1971.117,1990.74,2036.137
10/2/2023 12:00:00 PM,733,60.37,2.893333,12.39878,7731.728,1967.253,1921.773,1939.737,1981.543
10/2/2023 12:15:00 PM,739,61.78667,2.246667,12.38711,7778.717,1965.453,1933.663,1962.49,2003.527
10/2/2023 12:30:00 PM,734.5,62.66333,2.706667,12.39789,7733.343,1969.023,1933.937,1940.283,1975.447
10/2/2023 12:45:00 PM,715,63.27,3.24,12.38778,7358.567,1942.167,1852.497,1835.663,1866.687
10/2/2023 1:00:00 PM,753.5,63.58667,3.943333,12.373,7812.828,2001.97,1950.07,1982.92,2033.117
10/2/2023 1:15:00 PM,685.5,64.42667,3.363333,12.36011,7294.612,1847.05,1798.077,1823.023,1894.04
10/2/2023 1:30:00 PM,254.5,65.09,3.43,12.28089,2957.955,760.1567,728.3,734.4833,765.39
10/2/2023 1:45:00 PM,168.5,64.59,2.36,12.30778,2059.327,527.43,513.27,518.4267,530.43
10/2/2023 2:00:00 PM,137,65.01,2.776667,12.29233,1663.524,424.87,414.9267,420.49,432.1567
10/2/2023 2:15:00 PM,145.5,64.46333,3.14,12.301,1763.659,448.2533,437.51,445.0233,457.77
10/2/2023 2:30:00 PM,157.5,64.86667,3.22,12.335,1869.651,481.09,465.2433,470.9967,481.2867
10/2/2023 2:45:00 PM,143,65.00333,2.78,12.34367,1667.034,429.4367,414.94,420.9933,430.65
10/2/2023 3:00:00 PM,151,65.48,2.28,12.32733,1749.656,453.8133,435.5433,440.78,449.05
10/2/2023 3:15:00 PM,124,65.61333,2.646667,12.31467,1436.187,371.8933,357.9533,363.1933,370.6167
10/2/2023 3:30:00 PM,124,65.37666,3.383333,12.34289,1415.841,366.8667,353.5533,358.6867,366.08
10/2/2023 3:45:00 PM,111.5,65.40667,3.013333,12.34133,1243.248,323.62,310.76,315.43,322.0867
10/2/2023 4:00:00 PM,126,65.48,3.036667,12.30678,1400.467,358.8833,347.6467,354.63,365.2733
10/2/2023 4:15:00 PM,160,65.45333,2.893333,12.32367,1781.676,456.7267,442.2367,446.0467,461.1567
10/2/2023 4:30:00 PM,119,66.09,2.126667,12.317,1326.843,343.11,331.79,335.1033,344.26
10/2/2023 4:45:00 PM,130,66.17333,2.313333,12.32278,1420.694,366.1367,352.8633,358.53,368.9667
10/2/2023 5:00:00 PM,145.5,66.42333,2.446667,12.35389,1601.799,416.86,399.6933,403.9767,412.4967
10/2/2023 5:15:00 PM,67.5,66.35333,2.603333,12.31689,731.0536,194.38,187.5367,189.3067,192.9233
10/2/2023 5:30:00 PM,48.5,66.15,2.296667,12.31411,527.5007,143.5667,138.8833,139.82,141.7567
10/2/2023 5:45:00 PM,42.5,66.07,1.95,12.319,460.1543,126.2933,122.1733,123.1567,124.4767
10/2/2023 6:00:00 PM,30,65.92333,2.43,12.33211,304.7727,87.12334,84.34333,86.50667,86.97
10/2/2023 6:15:00 PM,11.5,65.39667,1.56,12.32322,116.2997,24.79,20.69333,26.35,24.81333
10/2/2023 6:30:00 PM,2,65.88667,0.1166667,12.32811,-8.639334,0,0,0,0
10/2/2023 6:45:00 PM,-0.5,65.23666,0.38,12.235,-21.015,0,0,0,0
10/2/2023 7:00:00 PM,-2,62.84667,1.526667,12.21411,-19.23133,0,0,0,0
10/2/2023 7:15:00 PM,-2,60.19667,2.256667,12.26655,-19.50367,0,0,0,0
10/2/2023 7:30:00 PM,-1.5,59.36,1.603333,12.30911,-19.73267,0,0,0,0
10/2/2023 7:45:00 PM,-1,58.27,1.44,12.26645,-19.535,0,0,0,0
10/2/2023 8:00:00 PM,-0.5,57.65333,2.176667,12.24066,-19.41267,0,0,0,0
10/2/2023 8:15:00 PM,0,56.91667,1.473333,12.25989,-19.515,0,0,0,0
10/2/2023 8:30:00 PM,0,56.44,1.546667,12.279,-19.60767,0,0,0,0
10/2/2023 8:45:00 PM,0.5,57.15667,1.14,12.30456,-19.73133,0,0,0,0
10/2/2023 9:00:00 PM,0.5,57.11333,0.2666667,12.33522,-19.89967,0,0,0,0
10/2/2023 9:15:00 PM,0.5,56.44,0.6533333,12.35344,-19.99467,0,0,0,0
10/2/2023 9:30:00 PM,0.5,55.33333,1.723333,12.33444,-19.90867,0,0,0,0
10/2/2023 9:45:00 PM,1,55.15667,2.093333,12.28,-19.624,0,0,0,0
10/2/2023 10:00:00 PM,0.5,55.00667,1.786667,12.293,-19.701,0,0,0,0
10/2/2023 10:15:00 PM,0.5,55.15667,0.4533333,12.31911,-19.82533,0,0,0,0
10/2/2023 10:30:00 PM,1,55.27,1.59,12.334,-19.91933,0,0,0,0
10/2/2023 10:45:00 PM,1,55.20333,1.566667,12.35878,-20.04933,0,0,0,0
10/2/2023 11:00:00 PM,1,54.77667,1.993333,12.33622,-14.35833,0,0,0,0
10/2/2023 11:15:00 PM,3,55.36,0.91,12.31667,0,,,,
10/2/2023 11:30:00 PM,3,55.88,0.05666667,12.348,0,,,,
10/2/2023 11:45:00 PM,3,55.87667,0.64,12.37555,0,,,,
10/3/2023 12:00:00 AM,3,55.23,1.556667,12.30322,0,,,,
10/3/2023 12:15:00 AM,3,55.46333,0.87,12.28978,0,,,,
10/3/2023 12:30:00 AM,3,55.72667,1.096667,12.306,0,,,,
10/3/2023 12:45:00 AM,3,54.79667,1.376667,12.30844,0,,,,
10/3/2023 1:00:00 AM,3,55.08333,1.5,12.31344,0,,,,
10/3/2023 1:15:00 AM,3,55.36666,1.083333,12.31789,0,,,,
10/3/2023 1:30:00 AM,3,55.35,1.476667,12.329,0,,,,
10/3/2023 1:45:00 AM,3,55.24333,1.483333,12.32689,0,,,,
10/3/2023 2:00:00 AM,3,55.13,1.456667,12.32778,0,,,,
10/3/2023 2:15:00 AM,3,55.24667,1.623333,12.31467,0,,,,
10/3/2023 2:30:00 AM,3,54.93667,2.073333,12.31067,0,,,,
10/3/2023 2:45:00 AM,3,54.86,1.84,12.31322,0,,,,
10/3/2023 3:00:00 AM,3,54.92333,1.95,12.32156,0,,,,
10/3/2023 3:15:00 AM,3,54.69667,1.94,12.31989,0,,,,
10/3/2023 3:30:00 AM,3,54.53667,2.016667,12.32089,0,,,,
10/3/2023 3:45:00 AM,3,54.59,1.88,12.32067,0,,,,
10/3/2023 4:00:00 AM,3,54.65667,1.15,12.31555,0,,,,
10/3/2023 4:15:00 AM,3,54.81667,1.026667,12.29878,0,,,,
10/3/2023 4:30:00 AM,3,55.52,0.6466666,12.29255,0,,,,
10/3/2023 4:45:00 AM,3,55.76,0.9066667,12.27678,0,,,,
10/3/2023 5:00:00 AM,3,56.25667,0.6233333,12.27767,0,,,,
10/3/2023 5:15:00 AM,3,55.68,0.79,12.28222,0,,,,
10/3/2023 5:30:00 AM,3,55.95,0.7733333,12.23689,0,,,,
10/3/2023 5:45:00 AM,1.5,55.4,1.223333,12.27911,-16.41733,0,0,0,0
10/3/2023 6:00:00 AM,0.5,55.63667,0.51,12.27478,-19.926,0,0,0,0
10/3/2023 6:15:00 AM,1,56.45333,0,12.227,-19.589,0,0,0,0
10/3/2023 6:30:00 AM,1,57.61666,0,12.265,-19.71133,0,0,0,0
10/3/2023 6:45:00 AM,1,58.02,0.2333333,12.29366,-19.81633,0,0,0,0
10/3/2023 7:00:00 AM,2,57.92,0.12,12.31744,-19.912,0,0,0,0
10/3/2023 7:15:00 AM,5,57.26667,0.4533333,12.30411,-7.149667,0,0,0,0
10/3/2023 7:30:00 AM,20,55.79,1.45,12.25256,152.916,38.07333,36.79333,38.86,38.49667
10/3/2023 7:45:00 AM,30.5,55.35,1.116667,12.247,267.678,72.57333,73.60333,76.09333,79.33
10/3/2023 8:00:00 AM,48,56.13334,0.06,12.33378,472.1103,117.0733,120.7033,127.58,136.2833
10/3/2023 8:15:00 AM,143,57.59667,0,12.36233,1474.689,415.45,356,352.8433,354.66
10/3/2023 8:30:00 AM,142,58.09667,0,12.29822,1563.354,415.0867,398.9967,383.8533,366.7
10/3/2023 8:45:00 AM,255.5,58.39333,0.9633333,12.30411,2455.636,744.7933,645.8967,564.62,512.9467
10/3/2023 9:00:00 AM,242,57.46333,1.84,12.32822,2552.365,591.36,637.3134,665.2033,672.6667
10/3/2023 9:15:00 AM,148.5,57.48667,1.526667,12.285,1593.886,371.6967,374.9833,405.0633,460.6933
10/3/2023 9:30:00 AM,136.5,58.31667,1.25,12.26056,1534.446,375.68,367.7733,391.37,418.9433
10/3/2023 9:45:00 AM,103,59.17333,1.293333,12.26233,1163.065,282.01,292.5433,292.9367,318.0833
10/3/2023 10:00:00 AM,90.5,59.61666,0.9033333,12.26222,954.3796,255.04,239.7867,234.3833,241.6333
10/3/2023 10:15:00 AM,200.5,59.22,2.123333,12.29522,2170.175,579.4833,542.5967,530.6733,527.4667
10/3/2023 10:30:00 AM,254.5,59.58667,1.87,12.32244,2787.36,740.2534,703.32,683.35,674.37
10/3/2023 10:45:00 AM,350,60.06667,1.53,12.35178,3849.339,1060.093,968.3834,933.8867,917.9366
10/3/2023 11:00:00 AM,480,59.99333,2.066667,12.39111,4413.504,1731.363,1013.467,878.5467,816.0133
10/3/2023 11:15:00 AM,387.5,59.88334,2.916667,12.38066,4096.906,1313.943,979.0667,909.24,884.86
10/3/2023 11:30:00 AM,638,60.23333,3.023333,12.37933,6738.519,1568.007,1585.737,1686.88,1903.347
10/3/2023 11:45:00 AM,319,61.78667,2.506667,12.29922,3568.985,846.9633,871.6433,918.5733,985.1067
10/3/2023 12:00:00 PM,251.5,62.32333,2.503333,12.295,2945.307,744.72,737.97,743.0367,753.06
10/3/2023 12:15:00 PM,376,62.6,1.956667,12.31433,4113.889,1107.63,1016.39,1006.04,1021.857
10/3/2023 12:30:00 PM,456.5,63.5,2.19,12.32389,5078.142,1434.353,1337.747,1214.94,1125.59
10/3/2023 12:45:00 PM,647.5,64.53667,1.806667,12.34856,6493.751,1809.04,1664.73,1580.14,1452.427
10/3/2023 1:00:00 PM,745,65.39,3.47,12.34667,7760.083,1970.623,1919.873,1932.667,2032.077
10/3/2023 1:15:00 PM,748.5,65.64333,3.803333,12.35655,7462.417,1929.04,1789.527,1896.307,1936.843
10/3/2023 1:30:00 PM,782,66.70333,4.213333,12.36567,8142.188,1978.537,2061.683,2080.23,2104.177
10/3/2023 1:45:00 PM,522.5,67.59,3.593333,12.3,5478.438,1396.36,1284.27,1401.13,1563.9
10/3/2023 2:00:00 PM,360,66.73333,3.143333,12.30367,3625.117,972.4067,856.6633,818.8134,1098.153
10/3/2023 2:15:00 PM,518.5,67.48333,2.433333,12.37744,4517.164,1446.77,1190.747,837.7767,1092.21
10/3/2023 2:30:00 PM,759.5,67.56667,4.723333,12.40533,7280.901,2218.147,2107.613,1555.45,1435.42
10/3/2023 2:45:00 PM,888,68.77666,3.806667,12.398,8879.564,2285.823,2220.083,2226.633,2324.28
10/3/2023 3:00:00 PM,921,69.96333,4.25,12.38345,9171.492,2269.4,2316.88,2350.773,2371.977
10/3/2023 3:15:00 PM,448,70.60667,2.246667,12.31322,4324.556,986.8433,970.5333,1059.963,1334.003
10/3/2023 3:30:00 PM,540.5,71.39333,1.27,12.36,5098.68,1513.753,1294.347,1149.287,1177.393
10/3/2023 3:45:00 PM,285,70.93,3.206667,12.31989,3107.38,653.7867,683.2933,877.4733,1015.7
10/3/2023 4:00:00 PM,280,70.47667,3,12.31133,2981.917,607.2867,695.49,789.36,860.3867
10/3/2023 4:15:00 PM,164.5,70.02666,3.386667,12.27522,1607.588,422.01,396.1367,401.1333,413.9267
10/3/2023 4:30:00 PM,242,69.56,3.04,12.36567,2481.624,618.52,600.0367,650.9233,662.09
10/3/2023 4:45:00 PM,531.5,69.97,3.763333,12.35722,4901.284,1621.913,1200.917,1002.75,1063.943
10/3/2023 5:00:00 PM,312,69.60667,2.903333,12.29822,2381.579,1026.947,506.84,458.8867,418.47
10/3/2023 5:15:00 PM,149.5,69.11333,1.853333,12.25956,1365.888,437.76,348.6333,296.3467,289.7733
10/3/2023 5:30:00 PM,111.5,68.77333,1.78,12.25589,1204.495,325.7133,305.85,300.68,299
10/3/2023 5:45:00 PM,55,68.75333,1.576667,12.229,540.5253,151.67,140.6,138.8267,138.6767
10/3/2023 6:00:00 PM,148,67.85667,2.366667,12.25156,705.0003,220.9633,150.6267,180.8933,172.4267
10/3/2023 6:15:00 PM,73.5,67.66,3.19,12.237,405.735,120.97,101.8333,110.94,96.45667
10/3/2023 6:30:00 PM,13.5,66.42,2.9,12.23256,101.2713,21.95667,21.73333,21.35667,10.44667
