Timestamp,POA Sensor,Production meter L-N voltage,Production meter active power,"Elkor Mark II - Inv A, Real power","Elkor Mark II - Inv B, Real power","Elkor Mark II - Inv C, Real power","Elkor Mark II - Inv D, Real power","Elkor Mark II - Inv E, Real power"
10/8/2023 2:15:00 PM,855.7288,0.1214822,2079.981,416.788,396.1383,405.7778,426.6077,434.6691
10/8/2023 2:30:00 PM,828.8814,0.1213781,2001.431,402.5811,382.1103,390.747,409.1411,416.8516
10/8/2023 2:45:00 PM,802.1119,0.121288,1934.38,390.0887,369.0376,377.5674,394.811,402.8756
10/8/2023 3:00:00 PM,776.5929,0.1212987,1881.558,379.6199,358.562,367.4992,384.003,391.8739
10/8/2023 3:15:00 PM,403.5591,0.1095635,890.1721,139.8202,174.516,179.8746,191.2845,204.6768
10/8/2023 3:30:00 PM,403.4812,0.09629514,855.7691,0,211.7857,206.983,213.8879,223.1125
10/8/2023 3:45:00 PM,626.947,0.1018473,1291.344,74.57645,287.1689,296.3407,312.0081,321.2502
10/8/2023 4:00:00 PM,291.2058,0.09595608,592.3209,0,139.0973,149.33,154.9326,148.961
10/8/2023 4:15:00 PM,572.8461,0.09773906,1020.393,1.79989,220.977,247.6195,264.3306,285.6663
10/8/2023 4:30:00 PM,274.1944,0.09998737,529.9092,5.104382,118.3654,132.1957,137.5979,136.6458
10/8/2023 4:45:00 PM,272.7659,0.09600848,547.4668,0,123.8762,139.5056,148.2097,135.8753
10/8/2023 5:00:00 PM,154.002,0.09585878,339.9604,0,78.43245,83.07222,88.2284,90.22736
10/8/2023 5:15:00 PM,185.6171,0.09582625,323.6965,0,76.43311,80.11269,82.96558,84.18511
10/8/2023 5:30:00 PM,282.121,0.09583273,444.824,0,105.5628,112.3144,114.3759,112.5709
10/8/2023 5:45:00 PM,166.1318,0.09554463,216.8702,0,52.10839,56.23175,56.5294,52.00063
10/8/2023 6:00:00 PM,103.935,0.09540617,122.0265,0,28.33009,33.51049,32.08873,28.09717
10/8/2023 6:15:00 PM,20.76724,0.05652599,29.13932,0,6.671921,9.473929,6.914852,6.078622
10/8/2023 6:30:00 PM,11.11223,0.001260789,0.3617684,0,0,0.3617684,0,0
10/8/2023 6:45:00 PM,3.297055,0,0,0,0,0,0,0
10/8/2023 7:00:00 PM,0.04550068,0,0,0,0,0,0,0
10/8/2023 7:15:00 PM,0,0,0,0,0,0,0,0
10/8/2023 7:30:00 PM,0,0,0,0,0,0,0,0
10/8/2023 7:45:00 PM,0,0,0,0,0,0,0,0
10/8/2023 8:00:00 PM,0,0,0,0,0,0,0,0
10/8/2023 8:15:00 PM,0,0,0,0,0,0,0,0
10/8/2023 8:30:00 PM,0,0,0,0,0,0,0,0
10/8/2023 8:45:00 PM,0,0,0,0,0,0,0,0
10/8/2023 9:00:00 PM,0,0,0,0,0,0,0,0
10/8/2023 9:15:00 PM,0,0,0,0,0,0,0,0
10/8/2023 9:30:00 PM,0,0,0,0,0,0,0,0
10/8/2023 9:45:00 PM,0,0,0,0,0,0,0,0
10/8/2023 10:00:00 PM,0,0,0,0,0,0,0,0
10/8/2023 10:15:00 PM,0,0,0,0,0,0,0,0
10/8/2023 10:30:00 PM,0,0,0,0,0,0,0,0
10/8/2023 10:45:00 PM,0,0,0,0,0,0,0,0
10/8/2023 11:00:00 PM,0,0,0,0,0,0,0,0
10/8/2023 11:15:00 PM,0,0,0,0,0,0,0,0
10/8/2023 11:30:00 PM,0,0,0,0,0,0,0,0
10/8/2023 11:45:00 PM,0,0,0,0,0,0,0,0
10/9/2023 12:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 12:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 12:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 12:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 1:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 1:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 1:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 1:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 2:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 2:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 2:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 2:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 3:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 3:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 3:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 3:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 4:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 4:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 4:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 4:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 5:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 5:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 5:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 5:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 6:00:00 AM,0,0,0,0,0,0,0,0
10/9/2023 6:15:00 AM,0,0,0,0,0,0,0,0
10/9/2023 6:30:00 AM,0,0,0,0,0,0,0,0
10/9/2023 6:45:00 AM,0,0,0,0,0,0,0,0
10/9/2023 7:00:00 AM,1.056859,0,0,0,0,0,0,0
10/9/2023 7:15:00 AM,11.11493,0.01322814,1.672475,0,0,0.1978925,0.7700833,0.7044997
10/9/2023 7:30:00 AM,66.81283,0.06380224,35.03311,2.848739,5.964602,1.727422,11.58242,12.90993
10/9/2023 7:45:00 AM,125.0314,0.1194927,156.5535,24.16625,29.74762,27.49495,33.69888,41.44582
10/9/2023 8:00:00 AM,181.9893,0.1195792,315.2269,54.7432,61.51737,59.47271,63.80911,75.68452
10/9/2023 8:15:00 AM,237.3798,0.1196299,483.1427,87.98454,92.8421,94.26625,97.21234,110.8375
10/9/2023 8:30:00 AM,295.8161,0.1198617,654.0852,122.2387,124.178,131.1385,131.824,144.706
10/9/2023 8:45:00 AM,353.388,0.1093584,748.9679,81.95478,155.861,164.5511,167.4685,179.1325
10/9/2023 9:00:00 AM,412.404,0.09625687,803.2531,0,187.6405,197.2053,205.0069,213.4004
10/9/2023 9:15:00 AM,469.6773,0.1017835,975.2999,53.64393,215.06,225.5394,237.2792,243.7774
10/9/2023 9:30:00 AM,524.761,0.1206368,1287.775,254.0653,241.1524,252.4935,267.0677,272.9964
10/9/2023 9:45:00 AM,576.025,0.1207347,1413.34,279.7304,264.9527,276.4675,293.0072,299.1826
10/9/2023 10:00:00 AM,625.9856,0.1204471,1533.135,303.0593,287.6436,299.8347,317.7021,324.8954
10/9/2023 10:15:00 AM,671.2411,0.1203245,1639.558,323.4035,308.3719,320.8846,339.8573,347.0407
10/9/2023 10:30:00 AM,713.3795,0.1203029,1392.068,,327.3119,339.2888,358.8619,366.6052
10/9/2023 10:45:00 AM,751.7453,0.1139724,1383.686,,267.8247,355.9376,375.9092,384.0145
10/9/2023 11:00:00 AM,787.7921,0.1202776,1160.7,,,370.6074,390.8858,399.2068
10/9/2023 11:15:00 AM,818.3749,0.1201224,1203.744,,,384.0022,405.4012,414.3405
10/9/2023 11:30:00 AM,844.4392,0.09656244,1318.24,,81.36,394.447,416.5136,425.9196
10/9/2023 11:45:00 AM,865.9007,0.1203592,1651.358,,389.7506,403.2447,424.5111,433.8513
10/9/2023 12:00:00 PM,882.1244,0.1205383,1679.681,,397.4357,409.7693,431.4189,441.0569
10/9/2023 12:15:00 PM,895.725,0.1206044,1694.947,,401.163,413.0116,435.309,445.4633
10/9/2023 12:30:00 PM,903.5898,0.1204949,1706.819,,404.9214,416.3045,437.9291,447.6641
10/9/2023 12:45:00 PM,906.7888,0.1203139,1714.342,,406.6833,417.6006,440.0418,450.0167
10/9/2023 1:00:00 PM,906.0511,0.120379,1713.523,,406.9626,417.0531,439.8976,449.6097
10/9/2023 1:15:00 PM,900.9006,0.1205984,1710.233,,406.6304,416.5966,438.7866,448.2194
10/9/2023 1:30:00 PM,891.8918,0.1206666,1679.211,,399.964,408.8039,430.1594,440.2835
10/9/2023 1:45:00 PM,879.332,0.1207118,1668.821,,397.5926,406.9291,427.4871,436.8126
10/9/2023 2:00:00 PM,860.989,0.1206072,1639.991,,390.8926,400.269,419.8638,428.9659
10/9/2023 2:15:00 PM,839.4675,0.120541,1602.486,,382.2332,390.9828,410.1555,419.1144
10/9/2023 2:30:00 PM,811.3931,0.1205186,1554.324,,370.2549,379.4189,397.945,406.7054
10/9/2023 2:45:00 PM,774.6573,0.1204238,1488.524,,354.7222,363.3248,381.2845,389.192
10/9/2023 3:00:00 PM,739.2669,0.1203248,1426.953,,340.7004,348.8632,364.9748,372.4147
10/9/2023 3:15:00 PM,726.0324,0.1203598,1363.397,,322.1483,333.2413,350.211,357.7967
10/9/2023 3:30:00 PM,705.7705,0.1202981,1254.041,,293.7549,305.091,323.309,331.8863
10/9/2023 3:45:00 PM,308.7065,0.1195884,617.3258,,141.123,148.3236,160.5631,167.3161
10/9/2023 4:00:00 PM,187.6405,0.1192084,343.8327,,81.05419,84.48413,87.97221,90.32214
10/9/2023 4:15:00 PM,237.9174,0.1193756,451.1699,,106.5782,110.1874,114.7829,119.6214
10/9/2023 4:30:00 PM,268.0995,0.1195303,547.5412,,123.8795,133.8555,142.8253,146.9809
10/9/2023 4:45:00 PM,118.9803,0.1191766,209.5169,,49.16565,51.50507,53.624,55.22214
10/9/2023 5:00:00 PM,71.47572,0.1189021,130.1453,,30.46706,32.33344,33.38455,33.96023
10/9/2023 5:15:00 PM,143.9612,0.1190637,260.9294,,64.68042,64.73098,65.51133,66.00664
10/9/2023 5:30:00 PM,70.55799,0.1187085,118.7858,,29.10641,29.19807,29.72335,30.75797
10/9/2023 5:45:00 PM,31.94608,0.1105945,44.26028,,11.14024,8.745217,11.84316,12.53166
10/9/2023 6:00:00 PM,28.40919,0.0945546,33.65596,,10.01662,1.999048,10.50837,11.13192
10/9/2023 6:15:00 PM,15.77481,0.02145385,4.527789,,1.160251,0.937072,1.168461,1.262005
10/9/2023 6:30:00 PM,10.55765,0.0147375,4.498728,,1.420678,0,1.517577,1.560473
10/9/2023 6:45:00 PM,0.1936791,0,0,,0,0,0,0
10/9/2023 7:00:00 PM,0,0,0,,0,0,0,0
10/9/2023 7:15:00 PM,0,0,0,,0,0,0,0
10/9/2023 7:30:00 PM,0,0,0,,0,0,0,0
10/9/2023 7:45:00 PM,0,0,0,,0,0,0,0
10/9/2023 8:00:00 PM,0,0,0,,0,0,0,0
10/9/2023 8:15:00 PM,0,0,0,,0,0,0,0
10/9/2023 8:30:00 PM,0,0,0,,0,0,0,0
10/9/2023 8:45:00 PM,0,0,0,,0,0,0,0
10/9/2023 9:00:00 PM,0,0,0,,0,0,0,0
10/9/2023 9:15:00 PM,0,0,0,,0,0,0,0
10/9/2023 9:30:00 PM,0,0,0,,0,0,0,0
10/9/2023 9:45:00 PM,0,0,0,,0,0,0,0
10/9/2023 10:00:00 PM,0,0,0,,0,0,0,0
10/9/2023 10:15:00 PM,0,0,0,,0,0,0,0
10/9/2023 10:30:00 PM,0,0,0,,0,0,0,0
10/9/2023 10:45:00 PM,0,0,0,,0,0,0,0
10/9/2023 11:00:00 PM,0,0,0,,0,0,0,0
10/9/2023 11:15:00 PM,0,0,0,,0,0,0,0
10/9/2023 11:30:00 PM,0,0,0,,0,0,0,0
10/9/2023 11:45:00 PM,0,0,0,,0,0,0,0
10/10/2023 12:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 12:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 12:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 12:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 1:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 1:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 1:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 1:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 2:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 2:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 2:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 2:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 3:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 3:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 3:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 3:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 4:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 4:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 4:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 4:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 5:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 5:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 5:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 5:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 6:00:00 AM,0,0,0,,0,0,0,0
10/10/2023 6:15:00 AM,0,0,0,,0,0,0,0
10/10/2023 6:30:00 AM,0,0,0,,0,0,0,0
10/10/2023 6:45:00 AM,0,0,0,,0,0,0,0
10/10/2023 7:00:00 AM,0.4459554,0,0,,0,0,0,0
10/10/2023 7:15:00 AM,5.721533,0.0131222,0.6992363,,0,0.4939857,0.2052506,0
10/10/2023 7:30:00 AM,24.42945,0.0387816,13.42194,,4.027022,0.1524554,5.440995,3.801464
10/10/2023 7:45:00 AM,96.56355,0.1161019,110.3865,,24.96718,22.47579,28.74247,34.20109
10/10/2023 8:00:00 AM,158.5632,0.1198343,229.7353,,54.03193,52.67983,56.67177,66.35181
10/10/2023 8:15:00 AM,214.8847,0.1200963,358.69,,84.03671,85.49385,88.63203,100.5274
10/10/2023 8:30:00 AM,272.6888,0.1203246,489.7828,,114.183,120.1268,121.9682,133.5048
10/10/2023 8:45:00 AM,328.5155,0.1205062,616.3316,,143.9072,151.7388,155.2965,165.3891
10/10/2023 9:00:00 AM,386.897,0.1205803,746.4857,,174.6851,183.0692,190.3954,198.336
10/10/2023 9:15:00 AM,446.7923,0.1207119,863.9218,,201.9793,211.1703,222.2881,228.4841
10/10/2023 9:30:00 AM,501.5356,0.1208633,969.3084,,226.5599,236.6304,250.0883,256.0298
10/10/2023 9:45:00 AM,552.6777,0.1209921,1065.748,,249.1645,259.8597,275.2933,281.43
10/10/2023 10:00:00 AM,593.7072,0.1209788,1131.866,,265.9891,275.5692,291.4297,298.8784
10/10/2023 10:15:00 AM,657.513,0.1210587,1258.336,,293.28,304.5997,325.2354,335.2205
10/10/2023 10:30:00 AM,696.7077,0.1210145,1315.08,,308.6153,320.3362,339.2862,346.8423
10/10/2023 10:45:00 AM,734.8599,0.120955,1374.601,,323.0511,334.7371,354.2959,362.5168
10/10/2023 11:00:00 AM,767.7104,0.1210633,1426.702,,335.8542,346.9401,367.5563,376.3516
10/10/2023 11:15:00 AM,801.2823,0.1211882,1482.79,,349.712,360.9066,381.7379,390.4336
10/10/2023 11:30:00 AM,830.6541,0.1212136,1527.798,,360.8062,371.8355,392.947,402.2098
10/10/2023 11:45:00 AM,853.6779,0.1211849,1563.253,,369.9376,380.7221,401.2223,411.3711
10/10/2023 12:00:00 PM,873.4196,0.121325,1594.6,,378.4068,388.5298,408.8312,418.8318
10/10/2023 12:15:00 PM,885.8637,0.1213022,1616.574,,383.8634,393.2108,414.5663,424.9337
10/10/2023 12:30:00 PM,897.5968,0.1212858,1629.83,,386.3708,396.2725,418.2128,428.9742
10/10/2023 12:45:00 PM,901.243,0.1211407,1628.634,,386.5064,396.1336,418.2078,427.7866
10/10/2023 1:00:00 PM,919.1995,0.1211184,1649.745,,390.8539,404.5687,427.4514,426.8715
10/10/2023 1:15:00 PM,922.1727,0.1209604,1530.561,,359.4837,365.261,397.2484,408.5674
10/10/2023 1:30:00 PM,893.8131,0.1210454,1624.989,,386.7111,395.8886,415.8297,426.5593
10/10/2023 1:45:00 PM,588.4529,0.120352,1087.343,,258.9446,266.2404,274.9669,287.1908
10/10/2023 2:00:00 PM,807.2271,0.1207676,1472.312,,350.6853,361.1143,378.414,382.098
10/10/2023 2:15:00 PM,829.5986,0.1208598,1568.546,,375.5501,384.0466,400.1681,408.7809
10/10/2023 2:30:00 PM,798.9952,0.1207556,1463.211,,348.8325,357.904,373.544,382.9304
10/10/2023 2:45:00 PM,540.3068,0.1202542,987.9467,,237.3921,242.8566,251.4215,256.2765
10/10/2023 3:00:00 PM,284.8575,0.1198246,591.022,,139.8652,145.3587,150.6669,155.1312
10/10/2023 3:15:00 PM,512.4617,0.1203529,1003.688,,228.459,244.9012,261.4523,268.8756
10/10/2023 3:30:00 PM,653.9699,0.1206374,1216.861,,287.7327,298.2803,311.679,319.1693
10/10/2023 3:45:00 PM,638.2238,0.1206289,1188.183,,284.0251,291.5789,302.9358,309.6433
10/10/2023 4:00:00 PM,507.4029,0.120552,972.7377,,224.587,239.24,251.4248,257.4859
10/10/2023 4:15:00 PM,293.4485,0.1199607,483.1419,,115.9291,120.0508,123.0701,124.0919
10/10/2023 4:30:00 PM,197.459,0.119784,355.8802,,94.36068,87.77534,86.54301,87.20116
10/10/2023 4:45:00 PM,269.3882,0.1198201,401.1194,,106.9508,101.4721,97.34017,95.35627
10/10/2023 5:00:00 PM,303.7148,0.1198698,455.3921,,107.0788,112.2126,116.6803,119.4204
10/10/2023 5:15:00 PM,118.1153,0.1195039,237.2076,,62.15559,60.44626,57.82384,56.78193
10/10/2023 5:30:00 PM,190.0338,0.1195194,305.6858,,72.84341,77.58535,78.41516,76.84187
10/10/2023 5:45:00 PM,138.5831,0.1193784,185.3798,,43.93774,48.04734,47.93486,45.45989
10/10/2023 6:00:00 PM,73.54051,0.1116021,81.94829,,18.40099,20.62472,22.0912,20.83138
10/10/2023 6:15:00 PM,16.11621,0.02271879,3.595617,,0.02811404,0.8486242,1.067955,1.650924
10/10/2023 6:30:00 PM,7.128583,0.006770271,0.7489549,,0,0.5379261,0,0.2110288
10/10/2023 6:45:00 PM,1.357985,0,0,,0,0,0,0
10/10/2023 7:00:00 PM,0,0,0,,0,0,0,0
10/10/2023 7:15:00 PM,0,0,0,,0,0,0,0
10/10/2023 7:30:00 PM,0,0,0,,0,0,0,0
10/10/2023 7:45:00 PM,0,0,0,,0,0,0,0
10/10/2023 8:00:00 PM,0,0,0,,0,0,0,0
10/10/2023 8:15:00 PM,0,0,0,,0,0,0,0
10/10/2023 8:30:00 PM,0,0,0,,0,0,0,0
10/10/2023 8:45:00 PM,0,0,0,,0,0,0,0
10/10/2023 9:00:00 PM,0,0,0,,0,0,0,0
10/10/2023 9:15:00 PM,0,0,0,,0,0,0,0
10/10/2023 9:30:00 PM,0,0,0,,0,0,0,0
10/10/2023 9:45:00 PM,0,0,0,,0,0,0,0
10/10/2023 10:00:00 PM,0,0,0,,0,0,0,0
10/10/2023 10:15:00 PM,0,0,0,,0,0,0,0
10/10/2023 10:30:00 PM,0,0,0,,0,0,0,0
10/10/2023 10:45:00 PM,0,0,0,,0,0,0,0
10/10/2023 11:00:00 PM,0,0,0,,0,0,0,0
10/10/2023 11:15:00 PM,0,0,0,,0,0,0,0
10/10/2023 11:30:00 PM,0,0,0,,0,0,0,0
10/10/2023 11:45:00 PM,0,0,0,,0,0,0,0
10/11/2023 12:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 12:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 12:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 12:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 1:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 1:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 1:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 1:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 2:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 2:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 2:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 2:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 3:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 3:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 3:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 3:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 4:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 4:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 4:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 4:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 5:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 5:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 5:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 5:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 6:00:00 AM,0,0,0,,0,0,0,0
10/11/2023 6:15:00 AM,0,0,0,,0,0,0,0
10/11/2023 6:30:00 AM,0,0,0,,0,0,0,0
10/11/2023 6:45:00 AM,0,0,0,,0,0,0,0
10/11/2023 7:00:00 AM,0.0699373,0,0,,0,0,0,0
10/11/2023 7:15:00 AM,4.441996,0,0,,0,0,0,0
10/11/2023 7:30:00 AM,16.96197,0.0189476,7.598551,,0,2.458205,2.517223,2.623123
10/11/2023 7:45:00 AM,35.91585,0.1159175,60.00677,,13.0044,15.1229,15.58532,16.29415
10/11/2023 8:00:00 AM,72.57664,0.1194926,134.435,,31.44473,32.89683,34.22334,35.87011
10/11/2023 8:15:00 AM,105.1149,0.1195427,201.5876,,46.95649,49.13995,51.26966,54.22153
10/11/2023 8:30:00 AM,201.5675,0.1196549,389.0113,,90.19771,94.75045,98.32523,105.7379
10/11/2023 8:45:00 AM,221.6737,0.1197931,430.5592,,100.1514,105.5198,109.6399,115.2481
10/11/2023 9:00:00 AM,210.3498,0.1195928,428.8197,,100.3406,105.0645,109.7261,113.6885
10/11/2023 9:15:00 AM,337.8727,0.1199246,688.4563,,161.3637,168.4861,176.6199,181.9866
10/11/2023 9:30:00 AM,410.0658,0.1200323,796.8392,,186.2274,194.637,204.9281,211.0467
10/11/2023 9:45:00 AM,483.41,0.1200107,953.5664,,223.4887,232.9167,245.7359,251.4251
10/11/2023 10:00:00 AM,584.3525,0.1201001,1135.007,,265.7347,276.7066,292.7993,299.7662
10/11/2023 10:15:00 AM,626.6588,0.1200313,1200.247,,283.1868,293.6031,308.9859,314.471
10/11/2023 10:30:00 AM,619.4859,0.1199896,1188.329,,276.154,286.4375,307.6609,318.0771
10/11/2023 10:45:00 AM,644.9664,0.1200249,1263.354,,297.5933,307.8908,324.9555,332.9142
10/11/2023 11:00:00 AM,591.7671,0.1199074,1150.674,,270.762,281.4055,295.9039,302.603
10/11/2023 11:15:00 AM,586.9116,0.1197728,1119.498,,263.3265,273.6714,287.5899,294.9105
10/11/2023 11:30:00 AM,532.2676,0.1196446,1045.626,,247.2565,256.3124,268.184,273.8727
10/11/2023 11:45:00 AM,526.3804,0.1195799,1002.492,,237.0771,246.0378,257.0567,262.3202
10/11/2023 12:00:00 PM,473.62,0.1195596,923.5954,,217.6368,226.108,236.7328,243.1178
10/11/2023 12:15:00 PM,495.5523,0.1196245,949.7236,,223.4799,232.4226,243.68,250.1411
10/11/2023 12:30:00 PM,556.7274,0.1198831,1061.847,,250.7947,259.5213,272.3496,279.1815
10/11/2023 12:45:00 PM,658.1857,0.1205695,1282.214,,307.0974,314.4116,327.4888,333.2161
10/11/2023 1:00:00 PM,514.4957,0.12022,983.6829,,234.2406,241.5821,251.4877,256.3725
10/11/2023 1:15:00 PM,557.6372,0.1201318,1090.587,,257.5775,266.7475,279.5695,286.6927
10/11/2023 1:30:00 PM,439.8128,0.1199322,807.5454,,190.6185,198.2389,206.9279,211.7601
10/11/2023 1:45:00 PM,439.9761,0.1203572,803.417,,188.974,196.8422,206.0423,211.5585
10/11/2023 2:00:00 PM,375.9491,0.1202322,716.0401,,168.8372,175.824,183.3842,187.9947
10/11/2023 2:15:00 PM,317.0793,0.1200694,594.4694,,140.5617,146.2053,152.1473,155.5551
10/11/2023 2:30:00 PM,262.6266,0.1199232,501.4225,,118.4685,123.2688,128.3013,131.3839
10/11/2023 2:45:00 PM,344.8737,0.1200993,661.2704,,156.1044,162.4047,169.3015,173.4598
10/11/2023 3:00:00 PM,371.277,0.120116,701.7054,,166.0818,172.2912,179.5961,183.7363
10/11/2023 3:15:00 PM,300.9284,0.1199432,552.7194,,130.5872,135.7127,141.5517,144.8678
10/11/2023 3:30:00 PM,236.0894,0.1197924,441.4674,,104.2633,108.4509,113.064,115.6892
10/11/2023 3:45:00 PM,200.781,0.1195797,377.0539,,89.03687,92.7196,96.60025,98.69718
10/11/2023 4:00:00 PM,161.8732,0.1192905,300.2989,,70.83411,73.86903,76.92567,78.67006
10/11/2023 4:15:00 PM,137.4818,0.1192834,255.6317,,60.30713,62.86771,65.45576,67.0011
10/11/2023 4:30:00 PM,113.838,0.119271,207.9221,,48.99916,51.12407,53.26769,54.53123
10/11/2023 4:45:00 PM,103.8662,0.1193247,191.7333,,45.18815,47.16088,49.0672,50.31708
10/11/2023 5:00:00 PM,85.2635,0.1193014,154.2413,,36.38784,37.98919,39.43139,40.43293
10/11/2023 5:15:00 PM,64.81766,0.1191347,115.0858,,27.15018,28.39993,29.35136,30.18431
10/11/2023 5:30:00 PM,45.07048,0.1191399,76.62941,,18.0901,18.95487,19.52689,20.05755
10/11/2023 5:45:00 PM,33.58451,0.1176772,54.87316,,13.03152,13.27986,14.07688,14.4849
10/11/2023 6:00:00 PM,20.41693,0.04250941,12.41185,,3.612473,0.7250512,5.716803,2.357525
10/11/2023 6:15:00 PM,12.01589,0.006618714,0.9647271,,0,0.9647271,0,0
10/11/2023 6:30:00 PM,2.927854,0,0,,0,0,0,0
10/11/2023 6:45:00 PM,0,0,0,,0,0,0,0
10/11/2023 7:00:00 PM,0,0,0,,0,0,0,0
10/11/2023 7:15:00 PM,0,0,0,,0,0,0,0
10/11/2023 7:30:00 PM,0,0,0,,0,0,0,0
10/11/2023 7:45:00 PM,0,0,0,,0,0,0,0
10/11/2023 8:00:00 PM,0,0,0,,0,0,0,0
10/11/2023 8:15:00 PM,0,0,0,,0,0,0,0
10/11/2023 8:30:00 PM,0,0,0,,0,0,0,0
10/11/2023 8:45:00 PM,0,0,0,,0,0,0,0
10/11/2023 9:00:00 PM,0,0,0,,0,0,0,0
10/11/2023 9:15:00 PM,0,0,0,,0,0,0,0
10/11/2023 9:30:00 PM,0,0,0,,0,0,0,0
10/11/2023 9:45:00 PM,0,0,0,,0,0,0,0
10/11/2023 10:00:00 PM,0,0,0,,0,0,0,0
10/11/2023 10:15:00 PM,0,0,0,,0,0,0,0
10/11/2023 10:30:00 PM,0,0,0,,0,0,0,0
10/11/2023 10:45:00 PM,0,0,0,,0,0,0,0
10/11/2023 11:00:00 PM,0,0,0,,0,0,0,0
10/11/2023 11:15:00 PM,0,0,0,,0,0,0,0
10/11/2023 11:30:00 PM,0,0,0,,0,0,0,0
10/11/2023 11:45:00 PM,0,0,0,,0,0,0,0
10/12/2023 12:00:00 AM,0,0,0,,0,0,0,0
10/12/2023 12:15:00 AM,0,0,0,,0,0,0,0
10/12/2023 12:30:00 AM,0,0,0,,0,0,0,0
10/12/2023 12:45:00 AM,0,0,0,,0,0,0,0
10/12/2023 1:00:00 AM,0,0,0,,0,0,0,0
10/12/2023 1:15:00 AM,0,0,0,,0,0,0,0
10/12/2023 1:30:00 AM,0,0,0,,0,0,0,0
10/12/2023 1:45:00 AM,0,0,0,,0,0,0,0
10/12/2023 2:00:00 AM,0,0,0,,0,0,0,0
