Atkinson 2 Monthly
Start date:,10/1/2023 12:00:00 AM
End date:,10/31/2023 12:00:00 AM

Timestamp,POA Sensor,Weather station module temperature,Weather station ambient temperature,Max wind speed - Weather Station 1,Production meter L-N voltage,Production meter active power,"Schneider Inverter - 1, Active Power","Schneider Inverter - 2, Active Power","Schneider Inverter - 3, Active Power"
10/1/2023 6:00:00 AM,-0.1557496,57.57445,62.05911,2,13.53386,-4.881899,0,0,0
10/1/2023 6:15:00 AM,-0.1538736,57.72713,62.08485,2,13.53263,-4.876504,0,0,0
10/1/2023 6:30:00 AM,-0.07525963,57.68606,62.11227,2,13.52994,-4.874022,0,0,0
10/1/2023 6:45:00 AM,0.1310885,57.63865,62.05177,2,13.52714,-5.355659,-0.1716469,-0.1893334,-0.2198787
10/1/2023 7:00:00 AM,2.250592,57.19547,61.95462,1,13.52306,-0.200342,1.554155,1.340974,1.22666
10/1/2023 7:15:00 AM,11.8757,57.00396,61.8923,0,13.52461,24.12605,10.08906,9.481319,9.022466
10/1/2023 7:30:00 AM,28.83084,57.31026,61.96082,1,13.52229,70.56402,29.74174,23.55401,22.03557
10/1/2023 7:45:00 AM,48.61691,58.57406,62.23973,1,13.53407,161.2386,67.66203,47.8911,50.70293
10/1/2023 8:00:00 AM,108.2544,61.57864,62.81228,2,13.59204,278.6396,115.7403,82.91579,85.49088
10/1/2023 8:15:00 AM,207.8388,65.78309,63.56517,2,13.60877,408.184,162.111,120.3252,131.6034
10/1/2023 8:30:00 AM,263.3579,69.41222,64.44891,3,13.63776,526.5014,190.1443,166.056,175.5617
10/1/2023 8:45:00 AM,315.9371,72.8728,65.50963,2,13.64166,649.24,233.3332,188.8822,235.4759
10/1/2023 9:00:00 AM,406.6875,76.95348,66.45187,2,13.57392,884.9835,311.7096,288.7495,293.3662
10/1/2023 9:15:00 AM,478.3547,81.86435,67.52255,3,13.55456,1058.999,371.1405,347.3126,350.0871
10/1/2023 9:30:00 AM,541.7607,87.56201,69.09784,3,13.54268,1207.989,418.846,396.7046,403.379
10/1/2023 9:45:00 AM,602.1164,92.05227,70.37872,4,13.57501,1356.465,465.9787,451.7999,451.2613
10/1/2023 10:00:00 AM,656.7286,94.69189,71.35484,4,13.58532,1483.769,508.7803,494.1053,495.3126
10/1/2023 10:15:00 AM,713.7674,97.78323,72.46043,3,13.56867,1597.932,543.3908,538.1029,532.5148
10/1/2023 10:30:00 AM,760.1833,103.1646,73.61273,3,13.57495,1697.431,573.3412,573.6318,567.9319
10/1/2023 10:45:00 AM,807.2902,104.0646,74.43228,4,13.61891,1794.682,604.8642,606.5307,602.4418
10/1/2023 11:00:00 AM,849.1602,106.2722,75.18418,5,13.59504,1852.585,630.1306,633.9061,609.1918
10/1/2023 11:15:00 AM,891.3605,107.524,76.04126,3,13.63227,1945.573,656.9146,658.8619,654.2199
10/1/2023 11:30:00 AM,901.7416,111.1041,77.19632,4,13.61387,1852.19,636.2422,635.5828,601.1661
10/1/2023 11:45:00 AM,857.014,106.8033,77.53412,4,13.5875,1406.812,484.5335,502.2495,423.5082
10/1/2023 12:00:00 PM,706.2886,104.0798,77.56717,4,13.61972,1406.428,447.9158,500.2074,470.4228
10/1/2023 12:15:00 PM,853.5195,113.4981,78.84235,5,13.59771,1534.689,490.6827,532.464,524.2709
10/1/2023 12:30:00 PM,474.9345,101.6633,78.57776,5,13.66889,1178.878,353.4648,405.8288,435.238
10/1/2023 12:45:00 PM,875.4102,109.8315,79.06657,5,13.68358,1767.322,592.3714,591.9553,605.9108
10/1/2023 1:00:00 PM,748.7747,107.6308,79.04278,5,13.71464,1793.747,558.3732,636.2654,619.7819
10/1/2023 1:15:00 PM,888.829,114.9743,80.02071,5,13.71457,1501.541,512.6404,512.2181,490.4185
10/1/2023 1:30:00 PM,888.3262,110.0311,79.95476,4,13.68391,1868.592,602.2019,642.9216,645.5665
10/1/2023 1:45:00 PM,1011.954,115.8035,80.35033,5,13.67209,1979.375,659.0765,664.5845,681.426
10/1/2023 2:00:00 PM,859.7832,116.374,81.16647,5,13.65154,1726.976,544.7267,590.6006,614.2612
10/1/2023 2:15:00 PM,696.5454,108.349,81.04414,4,13.69334,1577.962,504.7053,518.7631,575.6143
10/1/2023 2:30:00 PM,918.4716,115.7891,81.59713,5,13.70595,1973.509,663.4005,660.3378,673.7206
10/1/2023 2:45:00 PM,901.3887,115.2531,81.78781,6,13.69059,1890.948,616.0261,641.6143,654.8781
10/1/2023 3:00:00 PM,730.8307,110.2762,81.76361,4,13.68486,1481.12,521.0336,509.8592,462.0269
10/1/2023 3:15:00 PM,807.4284,110.4642,81.91628,5,13.67788,1777.663,597.7094,600.6443,598.5452
10/1/2023 3:30:00 PM,625.3496,109.8584,82.53708,3,13.68824,1377.623,484.9412,453.3401,451.0071
10/1/2023 3:45:00 PM,427.6424,101.4849,82.40167,5,13.66597,870.4785,334.3313,257.7049,288.5862
10/1/2023 4:00:00 PM,428.0515,95.98048,81.84338,3,13.66362,930.0201,325.6287,291.3213,320.6706
10/1/2023 4:15:00 PM,427.5903,96.63477,81.70693,3,13.67662,796.3366,266.9173,263.067,273.7388
10/1/2023 4:30:00 PM,237.5682,91.80816,80.94804,3,13.66321,546.3574,175.4637,174.7185,205.0911
10/1/2023 4:45:00 PM,374.1336,93.10664,80.58295,4,13.66333,741.4186,242.3913,223.5277,286.9132
10/1/2023 5:00:00 PM,388.0979,94.92453,80.91498,4,13.66091,868.7195,290.669,289.8207,295.1406
10/1/2023 5:15:00 PM,303.0521,93.05497,80.93344,2,13.64351,650.6019,217.6645,220.1583,217.7674
10/1/2023 5:30:00 PM,223.3288,89.39384,80.60031,3,13.62413,487.8336,164.0332,166.6902,161.1936
10/1/2023 5:45:00 PM,171.8059,85.71001,79.84829,3,13.61447,350.0029,115.7385,118.8287,120.1027
10/1/2023 6:00:00 PM,115.6716,82.75523,79.02706,1,13.5932,205.591,67.17942,70.92082,72.06709
10/1/2023 6:15:00 PM,69.49242,78.73147,77.90753,1,13.58308,96.70213,30.88853,34.88459,35.61434
10/1/2023 6:30:00 PM,31.41539,73.66387,76.54221,0,13.58979,35.49867,12.48458,14.03618,13.68179
10/1/2023 6:45:00 PM,8.303533,69.15205,74.85215,0,13.60496,0.1339266,1.631939,1.62107,1.625569
10/1/2023 7:00:00 PM,1.728737,65.89709,72.7705,0,13.62096,-10.48343,-1.89187,-1.892716,-1.92833
10/1/2023 7:15:00 PM,-0.08866782,63.59413,70.99654,0,13.63139,-12.72024,-2.615123,-2.545067,-2.640606
10/1/2023 7:30:00 PM,-0.04681624,62.40352,69.59406,0,13.64312,-7.444442,-0.8300013,-0.7810639,-0.8570949
10/1/2023 7:45:00 PM,-0.1687061,61.3438,68.573,0,13.63508,-4.973658,0,0,0
10/1/2023 8:00:00 PM,-0.1642868,60.64407,67.72722,0,13.60416,-4.946198,0,0,0
10/1/2023 8:15:00 PM,-0.1575798,60.14661,66.93494,0,13.56091,-4.906268,0,0,0
10/1/2023 8:30:00 PM,-0.1648273,59.81375,66.47462,0,13.58414,-4.920171,0,0,0
10/1/2023 8:45:00 PM,-0.1467477,59.87461,66.27577,0,13.59218,-4.928617,0,0,0
10/1/2023 9:00:00 PM,-0.1111687,59.83725,66.12022,0,13.60513,-4.945261,0,0,0
10/1/2023 9:15:00 PM,-0.1790721,59.48095,65.81629,0,13.61672,-4.952286,0,0,0
10/1/2023 9:30:00 PM,-0.09739157,59.02903,65.43578,0,13.62039,-4.955636,0,0,0
10/1/2023 9:45:00 PM,0.03174001,58.7619,65.13264,0,13.6413,-4.977711,0,0,0
10/1/2023 10:00:00 PM,-0.02724018,58.33287,64.82996,0,13.65019,-4.989653,0,0,0
10/1/2023 10:15:00 PM,-0.1175292,58.16437,64.63142,0,13.60979,-4.941593,0,0,0
10/1/2023 10:30:00 PM,-0.1569198,57.81931,64.37436,0,13.53294,-4.87762,0,0,0
10/1/2023 10:45:00 PM,-0.1094686,57.39434,64.12193,0,13.558,-4.900317,0,0,0
10/1/2023 11:00:00 PM,-0.03100209,57.42186,63.80562,0,13.59156,-4.922326,0,0,0
10/1/2023 11:15:00 PM,-0.09510927,57.21966,63.53708,0,13.57,-4.874372,0,0,0
10/1/2023 11:30:00 PM,-0.1572487,57.27489,63.55017,0,13.55944,-4.860568,0,0,0
10/1/2023 11:45:00 PM,-0.09819397,56.95286,63.36809,0,13.54438,-4.850661,0,0,0
10/2/2023 12:00:00 AM,-0.1320336,56.63326,63.16204,0,13.53501,-4.848437,0,0,0
10/2/2023 12:15:00 AM,-0.1252435,56.13606,62.76942,0,13.55013,-4.857563,0,0,0
10/2/2023 12:30:00 AM,-0.1530828,55.45683,62.34129,0,13.56378,-4.87221,0,0,0
10/2/2023 12:45:00 AM,-0.0963318,54.90424,61.98634,0,13.56888,-4.877135,0,0,0
10/2/2023 1:00:00 AM,-0.2054815,54.99358,62.00192,0,13.57232,-4.879689,0,0,0
10/2/2023 1:15:00 AM,-0.1772889,55.20399,62.02263,0,13.57937,-4.883707,0,0,0
10/2/2023 1:30:00 AM,-0.1219285,54.82011,61.56224,0,13.52895,-4.838807,0,0,0
10/2/2023 1:45:00 AM,-0.1875309,54.29002,61.1615,0,13.53908,-4.851031,0,0,0
10/2/2023 2:00:00 AM,-0.1060762,53.78603,60.78865,0,13.53846,-4.849655,0,0,0
10/2/2023 2:15:00 AM,-0.1781988,53.31459,60.44881,0,13.54765,-4.859377,0,0,0
10/2/2023 2:30:00 AM,-0.1584762,53.14904,60.12178,0,13.55067,-4.859501,0,0,0
10/2/2023 2:45:00 AM,-0.01437698,52.91062,59.98954,0,13.53599,-4.848564,0,0,0
10/2/2023 3:00:00 AM,-0.08504643,52.7016,59.86105,0,13.54401,-4.855824,0,0,0
10/2/2023 3:15:00 AM,-0.2341795,52.71519,59.71659,0,13.55255,-4.8636,0,0,0
10/2/2023 3:30:00 AM,-0.0895592,52.53648,59.52475,0,13.55199,-4.861787,0,0,0
10/2/2023 3:45:00 AM,-0.2190881,52.02943,59.3337,0,13.54778,-4.85556,0,0,0
10/2/2023 4:00:00 AM,-0.1564134,52.15219,59.221,0,13.53748,-4.847344,0,0,0
10/2/2023 4:15:00 AM,-0.05634417,52.648,59.42649,0,13.53309,-4.845257,0,0,0
10/2/2023 4:30:00 AM,-0.1278563,53.02275,59.66752,0,13.52766,-4.837546,0,0,0
10/2/2023 4:45:00 AM,-0.07961103,53.82775,60.12386,0,13.51314,-4.8271,0,0,0
10/2/2023 5:00:00 AM,-0.134523,54.63549,60.48843,0,13.50725,-4.81253,0,0,0
10/2/2023 5:15:00 AM,-0.2058646,54.71703,60.65895,0,13.54234,-4.845958,0,0,0
10/2/2023 5:30:00 AM,-0.215283,54.29374,60.44247,0,13.52162,-4.828514,0,0,0
10/2/2023 5:45:00 AM,-0.1958265,53.84544,60.21334,0,13.5162,-4.82177,0,0,0
10/2/2023 6:00:00 AM,-0.1673038,53.46285,59.95744,0,13.50011,-4.813011,0,0,0
10/2/2023 6:15:00 AM,-0.1437536,53.32775,59.80382,0,13.49401,-4.808418,0,0,0
10/2/2023 6:30:00 AM,-0.1432259,53.47599,59.88939,0,13.49876,-4.810008,0,0,0
10/2/2023 6:45:00 AM,0.1339768,53.81944,60.0633,0,13.52828,-5.850315,-0.590566,-0.175476,-0.2241482
10/2/2023 7:00:00 AM,2.470128,54.32425,60.38368,0,13.51748,-1.71146,1.111049,1.070559,0.8760417
10/2/2023 7:15:00 AM,10.52366,55.02562,60.61514,0,13.49849,17.74514,7.920399,7.556237,7.235401
10/2/2023 7:30:00 AM,23.17533,55.61026,60.97249,0,13.59422,55.16993,23.85929,18.91887,17.51146
10/2/2023 7:45:00 AM,43.79811,57.02602,61.48551,0,13.58487,142.6492,62.02701,41.62061,44.65053
10/2/2023 8:00:00 AM,106.9371,60.90654,62.38244,0,13.60647,270.0857,115.8036,76.29472,83.7352
10/2/2023 8:15:00 AM,219.4524,66.91985,63.81029,1,13.57936,424.7986,174.3146,120.5947,136.2551
10/2/2023 8:30:00 AM,282.0106,71.68065,65.57836,1,13.5675,580.0938,227.1061,170.9613,189.5902
10/2/2023 8:45:00 AM,345.9579,76.01478,67.05076,2,13.56677,752.7111,282.262,230.7563,248.2588
10/2/2023 9:00:00 AM,414.4702,80.27779,68.3533,3,13.58662,919.3189,335.1583,291.1071,302.4306
10/2/2023 9:15:00 AM,484.933,84.89208,69.71207,2,13.5777,1082.005,382.9416,350.4297,359.3421
10/2/2023 9:30:00 AM,552.4805,90.69996,71.5444,2,13.54655,1231.723,428.3136,403.8614,411.9214
10/2/2023 9:45:00 AM,612.7821,95.17015,73.24741,4,13.56606,1368.532,469.8452,455.7588,455.3247
10/2/2023 10:00:00 AM,668.6905,97.06454,74.54974,5,13.57039,1500.661,511.1497,503.8862,499.1648
10/2/2023 10:15:00 AM,718.7521,99.43951,75.66153,5,13.56133,1614.715,546.8323,545.52,537.6676
10/2/2023 10:30:00 AM,763.6065,101.9188,76.91051,6,13.58893,1714.673,579.8762,578.9005,573.4152
10/2/2023 10:45:00 AM,814.4811,104.4835,77.54963,6,13.57914,1801.466,607.8538,609.7491,603.6051
10/2/2023 11:00:00 AM,855.6186,107.5688,78.47354,5,13.56203,1871.961,633.2239,633.3756,627.4596
10/2/2023 11:15:00 AM,890.0776,110.1434,79.34117,6,13.60915,1936.339,655.7773,654.7204,648.9975
10/2/2023 11:30:00 AM,923.6885,110.5206,79.85719,6,13.60219,1979.053,667.6522,666.6395,668.9111
10/2/2023 11:45:00 AM,947.0059,111.2904,80.21158,6,13.58723,1991.123,667.7722,667.155,682.214
10/2/2023 12:00:00 PM,966.4968,113.0262,80.55973,5,13.59342,1992.122,667.7,667.1242,683.8721
10/2/2023 12:15:00 PM,980.2036,114.4616,81.27528,5,13.61372,1991.46,667.824,667.3915,683.9568
10/2/2023 12:30:00 PM,992.5897,115.8847,81.67654,4,13.58573,1988.903,667.8829,667.4304,683.9012
10/2/2023 12:45:00 PM,997.3291,118.1536,82.47538,5,13.57529,1989.047,668.054,667.5845,683.801
10/2/2023 1:00:00 PM,874.83,118.2439,82.68611,5,13.54286,1989.994,668.2972,667.5491,683.7458
10/2/2023 1:15:00 PM,668.7557,118.9694,83.40772,4,13.54887,1990.517,668.2597,667.3671,683.7214
10/2/2023 1:30:00 PM,660.6838,118.8345,83.83198,5,13.59466,1990.79,668.2582,667.259,683.4343
10/2/2023 1:45:00 PM,650.3423,117.0869,83.80886,6,13.5917,1989.693,668.064,667.1108,683.1427
10/2/2023 2:00:00 PM,642.3713,117.2743,83.97427,7,13.58342,1987.497,667.9302,667.2932,681.4387
10/2/2023 2:15:00 PM,622.5471,116.7331,83.94472,4,13.59448,1960.427,662.1254,662.5244,664.1451
10/2/2023 2:30:00 PM,599.9542,116.7432,84.23809,5,13.59891,1910.035,644.5004,646.7382,644.1611
10/2/2023 2:45:00 PM,576.7359,115.034,84.10242,5,13.61468,1845.112,621.4046,624.8996,622.4413
10/2/2023 3:00:00 PM,549.8275,114.5219,84.00637,4,13.60497,1760.947,593.7885,595.5966,592.9731
10/2/2023 3:15:00 PM,518.9622,114.88,84.24073,4,13.62761,1670.784,563.7236,563.1522,562.7415
10/2/2023 3:30:00 PM,489.7283,111.4919,83.82515,5,13.62315,1595.32,536.6086,538.7224,536.6484
10/2/2023 3:45:00 PM,451.6256,110.3867,83.57244,4,13.62001,1469.015,493.8276,495.6414,493.5402
10/2/2023 4:00:00 PM,414.4806,108.8062,83.52952,4,13.63139,1361.179,457.0233,459.2889,457.3686
10/2/2023 4:15:00 PM,374.5635,106.5379,83.14161,4,13.63211,1236.441,415.165,416.9317,415.2677
10/2/2023 4:30:00 PM,332.2554,104.0659,82.85291,4,13.63789,1092.574,366.5796,368.3861,367.0148
10/2/2023 4:45:00 PM,290.8439,102.5429,82.57204,4,13.63995,951.9535,318.9466,321.0919,319.9059
10/2/2023 5:00:00 PM,313.7829,97.93258,82.1956,4,13.61579,787.8959,262.9912,266.0561,265.4901
10/2/2023 5:15:00 PM,283.0677,92.13519,81.78827,3,13.59629,601.4287,200.3644,203.6423,203.0715
10/2/2023 5:30:00 PM,216.5885,88.91964,81.3663,3,13.59619,445.3012,148.2743,150.7081,151.395
10/2/2023 5:45:00 PM,156.6882,85.30917,80.42225,2,13.57661,302.4213,100.0302,102.8707,103.9554
10/2/2023 6:00:00 PM,109.4596,81.81741,79.41468,2,13.5601,182.3201,58.93903,63.59414,64.40488
10/2/2023 6:15:00 PM,64.6509,78.10564,78.04391,1,13.55572,78.84523,24.07906,29.69993,29.79305
10/2/2023 6:30:00 PM,25.53157,72.50973,75.87775,0,13.55381,24.40043,8.972418,10.3565,9.911163
10/2/2023 6:45:00 PM,7.242686,66.90105,73.38532,0,13.5329,-0.7373503,1.468111,1.488242,1.224948
10/2/2023 7:00:00 PM,1.270323,63.50856,71.02998,0,13.52174,-10.58971,-1.75879,-1.846754,-2.105479
10/2/2023 7:15:00 PM,-0.05241583,61.52915,69.11531,0,13.55049,-12.34458,-2.390596,-2.530742,-2.732867
10/2/2023 7:30:00 PM,-0.148218,59.68656,67.77218,0,13.57168,-7.281844,-0.7515753,-0.8061951,-0.887452
10/2/2023 7:45:00 PM,-0.1145436,58.93017,66.64716,0,13.58917,-4.917819,0,0,0
10/2/2023 8:00:00 PM,-0.1397431,58.52746,65.97688,0,13.6301,-4.952748,0,0,0
10/2/2023 8:15:00 PM,-0.1536287,58.33594,65.42199,0,13.62828,-4.949906,0,0,0
10/2/2023 8:30:00 PM,-0.1145944,57.97826,65.02917,0,13.58384,-4.910285,0,0,0
10/2/2023 8:45:00 PM,-0.09252223,57.90893,64.7192,0,13.60167,-4.917093,0,0,0
10/2/2023 9:00:00 PM,0.05549993,57.87701,64.50888,0,13.61824,-4.936118,0,0,0
10/2/2023 9:15:00 PM,0.007033376,58.149,64.46346,0,13.59863,-4.917846,0,0,0
10/2/2023 9:30:00 PM,-0.05551357,58.49318,64.73734,1,13.61825,-4.933033,0,0,0
10/2/2023 9:45:00 PM,-0.1689105,58.89253,65.38551,0,13.6344,-4.947839,0,0,0
10/2/2023 10:00:00 PM,-0.1428398,59.18306,65.46387,0,13.62799,-4.94818,0,0,0
10/2/2023 10:15:00 PM,-0.1248495,59.02488,65.53334,0,13.62065,-4.934934,0,0,0
10/2/2023 10:30:00 PM,-0.1206742,58.95412,65.52852,0,13.54694,-4.870979,0,0,0
10/2/2023 10:45:00 PM,-0.0688714,59.00852,65.55466,1,13.53453,-4.861258,0,0,0
10/2/2023 11:00:00 PM,-0.1489945,59.24673,66.11951,1,13.58271,-4.915874,0,0,0
10/2/2023 11:15:00 PM,-0.2141661,58.61912,65.63599,0,13.59451,-4.935816,0,0,0
10/2/2023 11:30:00 PM,-0.1136599,58.08887,65.25022,0,13.59837,-4.936682,0,0,0
10/2/2023 11:45:00 PM,-0.1207761,57.69815,64.66893,0,13.55621,-4.892923,0,0,0
10/3/2023 12:00:00 AM,-0.07383457,57.24933,64.23746,0,13.55502,-4.893737,0,0,0
10/3/2023 12:15:00 AM,-0.1013846,57.47696,64.46324,1,13.57259,-4.911989,0,0,0
10/3/2023 12:30:00 AM,-0.1185179,57.59903,64.52869,1,13.57514,-4.91043,0,0,0
10/3/2023 12:45:00 AM,-0.1538646,57.08686,64.11417,0,13.594,-4.927359,0,0,0
10/3/2023 1:00:00 AM,-0.0676676,56.23552,63.33981,0,13.6036,-4.941233,0,0,0
10/3/2023 1:15:00 AM,-0.01941748,55.97479,62.99535,0,13.61118,-4.947521,0,0,0
10/3/2023 1:30:00 AM,-0.09805423,55.75945,62.58313,0,13.60095,-4.935936,0,0,0
10/3/2023 1:45:00 AM,-0.1516281,55.62307,62.35093,0,13.60741,-4.937629,0,0,0
10/3/2023 2:00:00 AM,-0.1971624,55.285,62.0369,0,13.56304,-4.898061,0,0,0
10/3/2023 2:15:00 AM,-0.160522,54.81678,61.75914,0,13.55775,-4.890677,0,0,0
10/3/2023 2:30:00 AM,-0.1206356,54.82856,61.43856,0,13.56798,-4.901048,0,0,0
10/3/2023 2:45:00 AM,-0.1169454,54.94207,61.36601,0,13.57294,-4.906009,0,0,0
10/3/2023 3:00:00 AM,-0.04409563,55.36552,61.64232,0,13.57774,-4.910952,0,0,0
10/3/2023 3:15:00 AM,-0.07940867,55.70144,61.84623,0,13.5717,-4.905423,0,0,0
10/3/2023 3:30:00 AM,-0.1043443,55.76747,61.79064,0,13.57062,-4.90637,0,0,0
10/3/2023 3:45:00 AM,-0.1310265,55.96004,61.93483,0,13.57173,-4.909459,0,0,0
10/3/2023 4:00:00 AM,-0.1597057,55.85803,61.99823,0,13.56297,-4.905751,0,0,0
10/3/2023 4:15:00 AM,-0.05826557,55.78292,61.85461,0,13.56422,-4.903781,0,0,0
10/3/2023 4:30:00 AM,-0.0903564,56.10059,62.0661,0,13.56227,-4.903708,0,0,0
10/3/2023 4:45:00 AM,-0.1190898,56.58977,62.21442,0,13.54173,-4.886734,0,0,0
10/3/2023 5:00:00 AM,-0.0897541,56.65012,62.22749,0,13.54572,-4.892452,0,0,0
10/3/2023 5:15:00 AM,-0.1004613,56.58511,62.2742,0,13.53447,-4.884289,0,0,0
10/3/2023 5:30:00 AM,-0.1196594,56.12707,61.80984,0,13.52216,-4.875321,0,0,0
10/3/2023 5:45:00 AM,-0.08165393,55.71422,61.56577,0,13.52988,-4.884452,0,0,0
10/3/2023 6:00:00 AM,-0.1553908,55.89931,61.54842,0,13.53221,-4.885968,0,0,0
10/3/2023 6:15:00 AM,-0.167829,55.78326,61.12808,0,13.52664,-4.881019,0,0,0
10/3/2023 6:30:00 AM,-0.1506822,55.21429,60.77652,0,13.52508,-4.879793,0,0,0
10/3/2023 6:45:00 AM,0.1472691,55.01321,60.67256,0,13.55109,-5.46751,-0.1693751,-0.2298763,-0.2158936
10/3/2023 7:00:00 AM,1.997684,55.27439,60.79948,0,13.54904,-1.772839,1.110019,0.8808773,0.8124905
10/3/2023 7:15:00 AM,10.27646,55.95355,61.04353,0,13.56864,20.13149,8.682981,8.201013,7.838263
10/3/2023 7:30:00 AM,26.15362,56.91222,61.35401,0,13.58259,62.64042,26.08335,21.37834,19.62639
10/3/2023 7:45:00 AM,50.72111,58.64695,61.90141,1,13.6112,152.2672,64.23312,45.44178,47.37605
10/3/2023 8:00:00 AM,106.306,62.03717,62.80191,1,13.62175,263.9678,110.3774,76.4323,82.19982
10/3/2023 8:15:00 AM,203.0342,66.67802,64.06942,1,13.64966,397.0774,160.4004,114.5448,127.7769
10/3/2023 8:30:00 AM,267.8581,71.35223,65.45522,1,13.61239,543.9961,211.2352,160.9816,177.9399
10/3/2023 8:45:00 AM,335.9277,76.15687,67.03955,2,13.59181,714.3779,266.8439,219.4546,235.3426
10/3/2023 9:00:00 AM,403.1121,81.25803,68.66103,2,13.59249,871.2497,317.508,274.2556,287.2257
10/3/2023 9:15:00 AM,469.1117,86.69666,70.42937,2,13.55298,1024.74,362.8359,330.3356,340.9298
10/3/2023 9:30:00 AM,531.0491,91.01068,72.13215,3,13.57214,1170.177,407.6721,381.5854,391.7048
10/3/2023 9:45:00 AM,587.8087,94.63397,73.69478,4,13.5861,1307.995,451.0711,434.2681,435.2243
10/3/2023 10:00:00 AM,644.0243,96.7841,74.81007,5,13.60328,1442.757,492.4459,484.555,479.2513
10/3/2023 10:15:00 AM,696.0034,100.0268,76.07384,4,13.59158,1556.985,528.7547,525.185,517.1551
10/3/2023 10:30:00 AM,743.4283,102.0566,76.80361,5,13.57539,1651.891,558.5207,558.3705,550.9827
10/3/2023 10:45:00 AM,790.6486,105.1304,77.72873,4,13.56523,1736.116,588.9041,587.3672,578.4791
10/3/2023 11:00:00 AM,828.1469,107.5476,78.6569,5,13.55211,1809.495,612.7928,610.4956,606.3366
10/3/2023 11:15:00 AM,867.7314,108.894,79.12844,4,13.60377,1886.288,639.0847,637.3381,632.3697
10/3/2023 11:30:00 AM,843.7893,110.6674,79.85104,5,13.59113,1780.998,591.1414,571.2233,643.486
10/3/2023 11:45:00 AM,882.3446,109.7513,80.25215,6,13.60717,1841.983,609.5309,594.7917,660.661
10/3/2023 12:00:00 PM,808.8872,107.214,80.0771,6,13.64682,1935.108,668.0837,661.6066,623.1552
10/3/2023 12:15:00 PM,660.5807,112.4921,80.97525,5,13.65505,1911.263,667.9782,637.9581,629.712
10/3/2023 12:30:00 PM,709.8623,115.4103,82.09019,4,13.61937,1963.894,667.8696,656.3826,666.5858
10/3/2023 12:45:00 PM,418.3838,110.6558,81.78202,5,13.6391,1449.048,515.9526,504.1326,441.181
10/3/2023 1:00:00 PM,589.1931,109.9381,81.86314,5,13.61204,1723.108,583.5034,603.4589,554.4133
10/3/2023 1:15:00 PM,697.9073,115.9707,82.88477,4,13.59149,1770.945,596.0593,593.6776,605.9453
10/3/2023 1:30:00 PM,604.488,116.1254,83.44202,5,13.63816,1143.691,381.767,384.4573,393.7966
