Entity Type,component,component,component,component,component,component,component,component
Entity Id,2268140,2346065,2346065,2268139,2268139,2268144,2268143,2268142
field,OTI_avg,TmpAmb_avg,WndSpd_avg,PhVphA_avg,W_avg,W_avg,W_avg,W_avg
timestamp,"NC1 - Sophie Solar - KZ (POA) - Measured Irradiance Other, avg, (W/m&#178;)","NC1 - Sophie Solar - Weather Station - Measured Temperature Ambient, avg, (&#176;C)","NC1 - Sophie Solar - Weather Station - Measured Wind Speed, avg, (m/s)","NC1 - Sophie Solar - PV Meter - Measured AC Phase A Voltage, avg, (V)","NC1 - Sophie Solar - PV Meter - Measured AC Power, avg, (kW)","NC1 - Sophie Solar - Eaton Inverter #01 - Measured AC Power, avg, (kW)","NC1 - Sophie Solar - Eaton Inverter #02 - Measured AC Power, avg, (kW)","NC1 - Sophie Solar - Eaton Inverter #03 - Measured AC Power, avg, (kW)"
10/01/2023 00:00:00,-3.0, - , - ,7393.333,-10.167,0.000,0.000,0.000
10/01/2023 00:15:00,-3.0, - , - ,7406.667,-10.190,0.000,0.000,0.000
10/01/2023 00:30:00,-3.333, - , - ,7333.333,-10.103,0.000,0.000,0.000
10/01/2023 00:45:00,-3.0, - , - ,7350.0,-10.127,0.000,0.000,0.000
10/01/2023 01:00:00,-3.333, - , - ,7360.0,-10.167,0.000,0.000,0.000
10/01/2023 01:15:00,-4.667, - , - ,7370.0,-10.170,0.000,0.000,0.000
10/01/2023 01:30:00,-4.0, - , - ,7383.333,-10.143,0.000,0.000,0.000
10/01/2023 01:45:00,-0.667, - , - ,7380.0,-10.167,0.000,0.000,0.000
10/01/2023 02:00:00,-1.0, - , - ,7383.333,-10.097,0.000,0.000,0.000
10/01/2023 02:15:00,-1.333, - , - ,7390.0,-10.133,0.000,0.000,0.000
10/01/2023 02:30:00,-3.333, - , - ,7373.333,-10.200,0.000,0.000,0.000
10/01/2023 02:45:00,-3.667, - , - ,7363.333,-10.173,0.000,0.000,0.000
10/01/2023 03:00:00,-3.0, - , - ,7366.667,-10.100,0.000,0.000,0.000
10/01/2023 03:15:00,-4.333, - , - ,7366.667,-10.083,0.000,0.000,0.000
10/01/2023 03:30:00,-3.333, - , - ,7370.0,-10.087,0.000,0.000,0.000
10/01/2023 03:45:00,-3.0, - , - ,7370.0,-10.097,0.000,0.000,0.000
10/01/2023 04:00:00,-3.0, - , - ,7370.0,-10.107,0.000,0.000,0.000
10/01/2023 04:15:00,-3.0, - , - ,7370.0,-10.120,0.000,0.000,0.000
10/01/2023 04:30:00,-3.0, - , - ,7373.333,-10.127,0.000,0.000,0.000
10/01/2023 04:45:00,-2.667, - , - ,7373.333,-10.123,0.000,0.000,0.000
10/01/2023 05:00:00,-4.0, - , - ,7370.0,-10.113,0.000,0.000,0.000
10/01/2023 05:15:00,-4.0, - , - ,7373.333,-10.113,0.000,0.000,0.000
10/01/2023 05:30:00,-5.667, - , - ,7370.0,-10.100,0.000,0.000,0.000
10/01/2023 05:45:00,-3.667, - , - ,7370.0,-10.113,0.000,0.000,0.000
10/01/2023 06:00:00,-2.333, - , - ,7370.0,-10.110,0.000,0.000,0.000
10/01/2023 06:15:00,-4.0, - , - ,7363.333,-10.090,0.000,0.000,0.000
10/01/2023 06:30:00,-3.667, - , - ,7366.667,-10.093,0.000,0.000,0.000
10/01/2023 06:45:00,-5.667, - , - ,7360.0,-10.087,0.000,0.000,0.000
10/01/2023 07:00:00,-4.667, - , - ,7360.0,-10.070,0.000,0.000,0.000
10/01/2023 07:15:00,0.333, - , - ,7370.0,-10.093,0.000,0.000,0.000
10/01/2023 07:30:00,9.0, - , - ,7376.667,10.643,5.767,5.533,7.267
10/01/2023 07:45:00,19.0, - , - ,7386.667,149.547,20.200,65.300,42.600
10/01/2023 08:00:00,32.333, - , - ,7380.0,420.163,139.633,149.900,138.667
10/01/2023 08:15:00,43.0, - , - ,7380.0,684.750,228.667,239.900,228.633
10/01/2023 08:30:00,58.0, - , - ,7373.333,1040.450,348.567,357.133,344.167
10/01/2023 08:45:00,58.667, - , - ,7376.667,1413.143,470.700,480.800,471.300
10/01/2023 09:00:00,272.333, - , - ,7296.667,1751.323,587.967,594.067,587.100
10/01/2023 09:15:00,429.667, - , - ,7293.333,2082.543,696.567,707.100,700.200
10/01/2023 09:30:00,491.667, - , - ,7290.0,2385.210,793.800,809.100,803.233
10/01/2023 09:45:00,557.0, - , - ,7283.333,2642.233,882.900,892.900,900.467
10/01/2023 10:00:00,618.333, - , - ,7286.667,2904.793,971.467,986.367,995.733
10/01/2023 10:15:00,671.0, - , - ,7290.0,3133.337,1049.267,1064.300,1074.500
10/01/2023 10:30:00,729.667, - , - ,7240.0,3023.247,1050.400,995.600,1026.467
10/01/2023 10:45:00,802.0, - , - ,7253.333,3440.117,1237.767,1143.300,1112.033
10/01/2023 11:00:00,641.0, - , - ,7260.0,2880.990,968.267,976.767,980.433
10/01/2023 11:15:00,969.0, - , - ,7303.333,3004.800,1057.367,1010.900,977.133
10/01/2023 11:30:00,520.333, - , - ,7273.333,2170.610,721.367,733.167,741.767
10/01/2023 11:45:00,481.333, - , - ,7300.0,2045.813,691.933,692.900,691.000
10/01/2023 12:00:00,1097.333, - , - ,7353.333,4381.890,1436.300,1504.433,1507.000
10/01/2023 12:15:00,478.667, - , - ,7303.333,2778.280,988.767,944.367,849.733
10/01/2023 12:30:00,570.667, - , - ,7356.667,4040.403,1351.300,1466.833,1269.233
10/01/2023 12:45:00,627.0, - , - ,7326.667,2848.953,941.700,1014.600,915.100
10/01/2023 13:00:00,969.667, - , - ,7336.667,3551.007,1211.200,1178.300,1201.333
10/01/2023 13:15:00,993.0, - , - ,7363.333,4418.860,1490.833,1504.033,1487.400
10/01/2023 13:30:00,569.0, - , - ,7313.333,2460.060,875.167,811.133,776.400
10/01/2023 13:45:00,592.333, - , - ,7270.0,1307.043,410.600,440.533,474.533
10/01/2023 14:00:00,565.333, - , - ,7336.667,2518.563,847.300,874.333,819.467
10/01/2023 14:15:00,250.667, - , - ,7286.667,1645.203,550.033,551.100,544.000
10/01/2023 14:30:00,994.333, - , - ,7360.0,3790.417,1465.400,1488.433,1448.500
10/01/2023 14:45:00,706.0, - , - ,7323.333,2654.337,915.500,848.067,925.733
10/01/2023 15:00:00,895.667, - , - ,7373.333,3971.270,1359.200,1371.567,1309.333
10/01/2023 15:15:00,844.667, - , - ,7340.0,3266.923,1205.700,1083.667,1023.633
10/01/2023 15:30:00,609.0, - , - ,7353.333,2741.860,1003.233,902.433,869.933
10/01/2023 15:45:00,752.667, - , - ,7393.333,3331.220,1151.633,1162.967,1079.233
10/01/2023 16:00:00,521.0, - , - ,7370.0,2735.890,827.967,1011.200,941.000
10/01/2023 16:15:00,665.333, - , - ,7350.0,2688.700,926.800,948.933,847.333
10/01/2023 16:30:00,578.667, - , - ,7340.0,2526.197,889.833,874.500,790.900
10/01/2023 16:45:00,497.667, - , - ,7316.667,2161.403,766.900,752.267,658.567
10/01/2023 17:00:00,433.0, - , - ,7306.667,1833.273,671.300,637.867,543.100
10/01/2023 17:15:00,370.0, - , - ,7290.0,1552.300,567.433,546.333,451.867
10/01/2023 17:30:00,306.667, - , - ,7290.0,1232.800,460.600,432.233,348.800
10/01/2023 17:45:00,244.0, - , - ,7296.667,898.683,345.367,319.100,250.600
10/01/2023 18:00:00,183.0, - , - ,7293.333,582.937,228.400,208.833,154.267
10/01/2023 18:15:00,123.333, - , - ,7323.333,303.090,125.633,115.000,74.933
10/01/2023 18:30:00,59.333, - , - ,7330.0,96.930,45.467,44.833,21.100
10/01/2023 18:45:00,6.0, - , - ,7370.0,2.743,0.000,14.500,0.000
10/01/2023 19:00:00,-2.667, - , - ,7370.0,-11.087,0.000,0.000,0.000
10/01/2023 19:15:00,-7.333, - , - ,7360.0,-10.003,0.000,0.000,0.000
10/01/2023 19:30:00,-6.667, - , - ,7360.0,-10.007,0.000,0.000,0.000
10/01/2023 19:45:00,-5.333, - , - ,7366.667,-10.027,0.000,0.000,0.000
10/01/2023 20:00:00,-4.333, - , - ,7403.333,-10.150,0.000,0.000,0.000
10/01/2023 20:15:00,-4.333, - , - ,7420.0,-10.213,0.000,0.000,0.000
10/01/2023 20:30:00,-4.333, - , - ,7420.0,-10.300,0.000,0.000,0.000
10/01/2023 20:45:00,-4.667, - , - ,7430.0,-10.357,0.000,0.000,0.000
10/01/2023 21:00:00,-4.333, - , - ,7440.0,-10.363,0.000,0.000,0.000
10/01/2023 21:15:00,-4.0, - , - ,7420.0,-10.330,0.000,0.000,0.000
10/01/2023 21:30:00,-4.0, - , - ,7406.667,-10.310,0.000,0.000,0.000
10/01/2023 21:45:00,-4.667, - , - ,7410.0,-10.303,0.000,0.000,0.000
10/01/2023 22:00:00,-4.0, - , - ,7413.333,-10.333,0.000,0.000,0.000
10/01/2023 22:15:00,-4.0, - , - ,7406.667,-10.197,0.000,0.000,0.000
10/01/2023 22:30:00,-4.0, - , - ,7406.667,-10.173,0.000,0.000,0.000
10/01/2023 22:45:00,-4.0, - , - ,7366.667,-10.153,0.000,0.000,0.000
10/01/2023 23:00:00,-3.667, - , - ,7333.333,-10.113,0.000,0.000,0.000
10/01/2023 23:15:00,-3.667, - , - ,7350.0,-10.147,0.000,0.000,0.000
10/01/2023 23:30:00,-5.0, - , - ,7356.667,-10.187,0.000,0.000,0.000
10/01/2023 23:45:00,-4.667, - , - ,7373.333,-10.180,0.000,0.000,0.000
10/02/2023 00:00:00,-3.667, - , - ,7390.0,-10.197,0.000,0.000,0.000
10/02/2023 00:15:00,-4.0, - , - ,7363.333,-10.123,0.000,0.000,0.000
10/02/2023 00:30:00,-4.0, - , - ,7346.667,-10.073,0.000,0.000,0.000
10/02/2023 00:45:00,-3.667, - , - ,7356.667,-10.110,0.000,0.000,0.000
10/02/2023 01:00:00,-5.0, - , - ,7370.0,-10.143,0.000,0.000,0.000
10/02/2023 01:15:00,-4.333, - , - ,7373.333,-10.120,0.000,0.000,0.000
10/02/2023 01:30:00,-3.667, - , - ,7383.333,-10.143,0.000,0.000,0.000
10/02/2023 01:45:00,-3.0, - , - ,7390.0,-10.167,0.000,0.000,0.000
10/02/2023 02:00:00,-3.333, - , - ,7390.0,-10.167,0.000,0.000,0.000
10/02/2023 02:15:00,-3.667, - , - ,7373.333,-10.113,0.000,0.000,0.000
10/02/2023 02:30:00,-3.333, - , - ,7343.333,-10.007,0.000,0.000,0.000
10/02/2023 02:45:00,-3.0, - , - ,7340.0,-9.987,0.000,0.000,0.000
10/02/2023 03:00:00,-3.333, - , - ,7346.667,-10.000,0.000,0.000,0.000
10/02/2023 03:15:00,-3.0, - , - ,7350.0,-10.017,0.000,0.000,0.000
10/02/2023 03:30:00,-3.0, - , - ,7340.0,-9.993,0.000,0.000,0.000
10/02/2023 03:45:00,-3.0, - , - ,7340.0,-9.990,0.000,0.000,0.000
10/02/2023 04:00:00,-3.333, - , - ,7336.667,-9.980,0.000,0.000,0.000
10/02/2023 04:15:00,-3.0, - , - ,7340.0,-9.983,0.000,0.000,0.000
10/02/2023 04:30:00,-3.333, - , - ,7336.667,-9.973,0.000,0.000,0.000
10/02/2023 04:45:00,-3.667, - , - ,7326.667,-9.943,0.000,0.000,0.000
10/02/2023 05:00:00,-3.333, - , - ,7310.0,-9.890,0.000,0.000,0.000
10/02/2023 05:15:00,-3.333, - , - ,7293.333,-9.830,0.000,0.000,0.000
10/02/2023 05:30:00,-3.0, - , - ,7283.333,-9.807,0.000,0.000,0.000
10/02/2023 05:45:00,-3.333, - , - ,7293.333,-9.837,0.000,0.000,0.000
10/02/2023 06:00:00,-3.333, - , - ,7320.0,-9.940,0.000,0.000,0.000
10/02/2023 06:15:00,-3.0, - , - ,7320.0,-9.910,0.000,0.000,0.000
10/02/2023 06:30:00,-3.0, - , - ,7306.667,-9.893,0.000,0.000,0.000
10/02/2023 06:45:00,-4.0, - , - ,7300.0,-9.870,0.000,0.000,0.000
10/02/2023 07:00:00,-2.667, - , - ,7273.333,-9.783,0.000,0.000,0.000
10/02/2023 07:15:00,0.333, - , - ,7296.667,-9.857,0.000,0.000,0.000
10/02/2023 07:30:00,9.333, - , - ,7316.667,7.130,0.000,15.900,8.033
10/02/2023 07:45:00,21.0, - , - ,7310.0,118.050,52.333,40.300,22.267
10/02/2023 08:00:00,30.0, - , - ,7316.667,383.007,128.867,141.867,122.267
10/02/2023 08:15:00,42.0, - , - ,7326.667,698.863,232.067,242.533,233.600
10/02/2023 08:30:00,50.667, - , - ,7340.0,1081.023,360.500,363.800,355.900
10/02/2023 08:45:00,57.333, - , - ,7353.333,1416.843,473.500,475.433,478.400
10/02/2023 09:00:00,228.333, - , - ,7360.0,1791.063,597.633,607.067,602.567
10/02/2023 09:15:00,440.333, - , - ,7363.333,2130.067,709.033,720.567,715.000
10/02/2023 09:30:00,499.0, - , - ,7350.0,2439.837,809.433,829.000,826.067
10/02/2023 09:45:00,558.0, - , - ,7353.333,2674.117,891.933,907.700,912.500
10/02/2023 10:00:00,616.667, - , - ,7356.667,2899.470,969.267,984.533,991.800
10/02/2023 10:15:00,673.0, - , - ,7363.333,3131.600,1049.733,1066.267,1071.367
10/02/2023 10:30:00,723.667, - , - ,7366.667,3341.660,1122.333,1134.700,1144.267
10/02/2023 10:45:00,770.667, - , - ,7370.0,3536.247,1190.533,1202.067,1208.400
10/02/2023 11:00:00,811.333, - , - ,7366.667,3700.203,1244.900,1257.967,1262.567
10/02/2023 11:15:00,851.333, - , - ,7373.333,3860.543,1295.233,1313.100,1316.867
10/02/2023 11:30:00,893.667, - , - ,7366.667,3797.477,1418.267,1325.233,1117.700
10/02/2023 11:45:00,802.333, - , - ,7376.667,4302.653,1503.800,1503.100,1496.067
10/02/2023 12:00:00,967.333, - , - ,7376.667,4427.533,1486.167,1499.000,1502.500
10/02/2023 12:15:00,1060.333, - , - ,7380.0,4450.767,1504.800,1503.467,1504.700
10/02/2023 12:30:00,993.333, - , - ,7316.667,2941.450,1231.133,988.333,748.900
10/02/2023 12:45:00,1051.667, - , - ,7353.333,4354.353,1465.267,1447.667,1504.067
10/02/2023 13:00:00,1076.333, - , - ,7326.667,4110.960,1254.967,1448.300,1469.500
10/02/2023 13:15:00,634.333, - , - ,7386.667,4186.197,1341.433,1501.967,1403.767
10/02/2023 13:30:00,1042.667, - , - ,7376.667,4449.780,1503.867,1504.333,1504.000
10/02/2023 13:45:00,1031.333, - , - ,7393.333,4308.210,1491.100,1411.633,1469.667
10/02/2023 14:00:00,845.333, - , - ,7356.667,3717.287,1418.600,1324.700,1028.733
10/02/2023 14:15:00,961.667, - , - ,7353.333,4117.923,1404.733,1415.300,1363.600
10/02/2023 14:30:00,705.0, - , - ,7350.0,3012.433,902.467,1089.767,1045.500
10/02/2023 14:45:00,673.0, - , - ,7366.667,3005.610,914.800,1002.600,1146.800
10/02/2023 15:00:00,848.0, - , - ,7396.667,3708.543,1275.933,1280.133,1219.067
10/02/2023 15:15:00,799.667, - , - ,7380.0,3511.300,1213.633,1214.833,1148.100
10/02/2023 15:30:00,760.0, - , - ,7360.0,3358.773,1163.300,1167.900,1090.233
10/02/2023 15:45:00,715.667, - , - ,7350.0,3150.107,1097.733,1098.467,1010.667
10/02/2023 16:00:00,665.0, - , - ,7350.0,2912.330,1023.400,1018.467,919.967
10/02/2023 16:15:00,609.333, - , - ,7346.667,2664.207,936.033,928.833,834.800
10/02/2023 16:30:00,550.0, - , - ,7343.333,2394.660,842.100,832.733,742.633
10/02/2023 16:45:00,490.0, - , - ,7333.333,2116.413,749.933,742.600,645.533
10/02/2023 17:00:00,429.667, - , - ,7330.0,1830.217,657.033,643.767,543.933
10/02/2023 17:15:00,367.667, - , - ,7300.0,1529.630,561.433,536.200,443.633
10/02/2023 17:30:00,304.667, - , - ,7300.0,1191.430,444.933,422.233,342.200
10/02/2023 17:45:00,236.333, - , - ,7290.0,856.707,329.800,304.133,238.267
10/02/2023 18:00:00,173.667, - , - ,7300.0,554.123,217.000,198.400,147.367
10/02/2023 18:15:00,113.667, - , - ,7293.333,252.953,113.267,85.467,71.633
10/02/2023 18:30:00,50.0, - , - ,7300.0,90.450,45.967,42.000,15.933
10/02/2023 18:45:00,3.667, - , - ,7323.333,9.957,5.867,8.967,0.000
10/02/2023 19:00:00,-1.333, - , - ,7320.0,-10.487,0.000,0.000,0.000
10/02/2023 19:15:00,-4.667, - , - ,7306.667,-9.927,0.000,0.000,0.000
10/02/2023 19:30:00,-5.0, - , - ,7310.0,-9.937,0.000,0.000,0.000
10/02/2023 19:45:00,-5.333, - , - ,7316.667,-9.967,0.000,0.000,0.000
10/02/2023 20:00:00,-5.0, - , - ,7346.667,-10.080,0.000,0.000,0.000
10/02/2023 20:15:00,-4.0, - , - ,7360.0,-10.123,0.000,0.000,0.000
10/02/2023 20:30:00,-5.0, - , - ,7373.333,-10.207,0.000,0.000,0.000
10/02/2023 20:45:00,-4.667, - , - ,7396.667,-10.257,0.000,0.000,0.000
10/02/2023 21:00:00,-4.0, - , - ,7406.667,-10.333,0.000,0.000,0.000
10/02/2023 21:15:00,-4.333, - , - ,7426.667,-10.343,0.000,0.000,0.000
10/02/2023 21:30:00,-4.0, - , - ,7420.0,-10.313,0.000,0.000,0.000
10/02/2023 21:45:00,-4.0, - , - ,7410.0,-10.277,0.000,0.000,0.000
10/02/2023 22:00:00,-4.333, - , - ,7346.667,-10.063,0.000,0.000,0.000
10/02/2023 22:15:00,-4.0, - , - ,7360.0,-10.107,0.000,0.000,0.000
10/02/2023 22:30:00,-3.667, - , - ,7363.333,-10.127,0.000,0.000,0.000
10/02/2023 22:45:00,-4.333, - , - ,7383.333,-10.160,0.000,0.000,0.000
10/02/2023 23:00:00,-4.0, - , - ,7396.667,-10.253,0.000,0.000,0.000
10/02/2023 23:15:00,-3.333, - , - ,7380.0,-10.203,0.000,0.000,0.000
10/02/2023 23:30:00,-3.667, - , - ,7343.333,-10.020,0.000,0.000,0.000
10/02/2023 23:45:00,-3.667, - , - ,7346.667,-10.023,0.000,0.000,0.000
10/03/2023 00:00:00,-4.0, - , - ,7336.667,-10.003,0.000,0.000,0.000
10/03/2023 00:15:00,-3.333, - , - ,7360.0,-10.060,0.000,0.000,0.000
10/03/2023 00:30:00,-4.0, - , - ,7376.667,-10.120,0.000,0.000,0.000
10/03/2023 00:45:00,-5.333, - , - ,7380.0,-10.143,0.000,0.000,0.000
10/03/2023 01:00:00,-4.0, - , - ,7370.0,-10.173,0.000,0.000,0.000
10/03/2023 01:15:00,-3.667, - , - ,7326.667,-10.087,0.000,0.000,0.000
10/03/2023 01:30:00,-3.667, - , - ,7340.0,-10.080,0.000,0.000,0.000
10/03/2023 01:45:00,-3.333, - , - ,7343.333,-10.117,0.000,0.000,0.000
10/03/2023 02:00:00,-4.0, - , - ,7340.0,-10.097,0.000,0.000,0.000
10/03/2023 02:15:00,-4.333, - , - ,7323.333,-10.057,0.000,0.000,0.000
10/03/2023 02:30:00,-3.333, - , - ,7310.0,-9.980,0.000,0.000,0.000
10/03/2023 02:45:00,-3.0, - , - ,7303.333,-9.980,0.000,0.000,0.000
10/03/2023 03:00:00,-2.667, - , - ,7310.0,-9.983,0.000,0.000,0.000
10/03/2023 03:15:00,-3.0, - , - ,7310.0,-9.980,0.000,0.000,0.000
10/03/2023 03:30:00,-3.0, - , - ,7300.0,-9.973,0.000,0.000,0.000
10/03/2023 03:45:00,-4.667, - , - ,7306.667,-9.987,0.000,0.000,0.000
10/03/2023 04:00:00,-4.333, - , - ,7296.667,-9.937,0.000,0.000,0.000
10/03/2023 04:15:00,-4.0, - , - ,7293.333,-9.917,0.000,0.000,0.000
10/03/2023 04:30:00,-3.0, - , - ,7290.0,-9.913,0.000,0.000,0.000
10/03/2023 04:45:00,-3.0, - , - ,7296.667,-9.927,0.000,0.000,0.000
10/03/2023 05:00:00,-4.333, - , - ,7290.0,-9.913,0.000,0.000,0.000
10/03/2023 05:15:00,-3.667, - , - ,7283.333,-9.893,0.000,0.000,0.000
10/03/2023 05:30:00,-2.667, - , - ,7263.333,-9.837,0.000,0.000,0.000
10/03/2023 05:45:00,-3.333, - , - ,7276.667,-9.857,0.000,0.000,0.000
10/03/2023 06:00:00,-4.333, - , - ,7296.667,-9.937,0.000,0.000,0.000
10/03/2023 06:15:00,-4.667, - , - ,7273.333,-9.843,0.000,0.000,0.000
10/03/2023 06:30:00,-4.333, - , - ,7256.667,-9.797,0.000,0.000,0.000
10/03/2023 06:45:00,-4.333, - , - ,7270.0,-9.817,0.000,0.000,0.000
10/03/2023 07:00:00,-4.333, - , - ,7263.333,-9.750,0.000,0.000,0.000
10/03/2023 07:15:00,-0.667, - , - ,7276.667,-9.757,0.000,0.000,0.000
10/03/2023 07:30:00,8.0, - , - ,7276.667,7.960,0.000,11.400,3.500
10/03/2023 07:45:00,19.0, - , - ,7293.333,109.177,35.267,54.833,52.033
10/03/2023 08:00:00,30.0, - , - ,7306.667,388.507,124.067,139.000,133.433
10/03/2023 08:15:00,38.333, - , - ,7323.333,677.390,210.000,244.433,231.800
10/03/2023 08:30:00,47.333, - , - ,7343.333,1024.087,345.033,350.600,338.333
10/03/2023 08:45:00,68.333, - , - ,7346.667,1341.600,451.367,455.800,444.667
10/03/2023 09:00:00,236.0, - , - ,7350.0,1711.877,573.333,574.467,568.933
10/03/2023 09:15:00,427.667, - , - ,7343.333,2044.150,681.933,693.333,684.033
10/03/2023 09:30:00,488.667, - , - ,7356.667,2356.403,782.233,799.233,794.933
10/03/2023 09:45:00,547.0, - , - ,7373.333,2595.397,861.233,882.067,887.733
10/03/2023 10:00:00,601.0, - , - ,7376.667,2836.383,943.767,963.767,973.200
10/03/2023 10:15:00,656.0, - , - ,7373.333,3064.093,1027.200,1043.167,1050.233
10/03/2023 10:30:00,703.0, - , - ,7370.0,3262.153,1094.900,1107.700,1116.833
10/03/2023 10:45:00,746.333, - , - ,7366.667,3437.077,1156.000,1167.600,1174.833
10/03/2023 11:00:00,789.0, - , - ,7380.0,3598.553,1212.600,1220.633,1228.533
10/03/2023 11:15:00,836.667, - , - ,7373.333,3601.417,1276.633,1172.200,1217.233
10/03/2023 11:30:00,726.0, - , - ,7360.0,3415.153,1126.267,1131.633,1193.267
10/03/2023 11:45:00,460.667, - , - ,7306.667,1724.050,688.967,519.200,511.533
10/03/2023 12:00:00,1009.333, - , - ,7380.0,4228.023,1464.100,1377.767,1443.700
10/03/2023 12:15:00,981.333, - , - ,7356.667,4270.573,1436.767,1451.167,1443.667
10/03/2023 12:30:00,974.667, - , - ,7363.333,4241.743,1431.700,1443.400,1430.933
10/03/2023 12:45:00,963.667, - , - ,7363.333,4209.797,1420.033,1434.367,1419.500
10/03/2023 13:00:00,961.667, - , - ,7336.667,4177.257,1421.467,1415.833,1405.867
10/03/2023 13:15:00,969.667, - , - ,7326.667,4198.693,1421.200,1433.667,1407.967
10/03/2023 13:30:00,957.333, - , - ,7333.333,4142.163,1405.167,1418.433,1386.167
10/03/2023 13:45:00,950.0, - , - ,7320.0,4089.797,1392.200,1401.633,1361.333
10/03/2023 14:00:00,933.0, - , - ,7306.667,4034.480,1375.533,1387.467,1341.333
10/03/2023 14:15:00,908.333, - , - ,7293.333,3917.660,1339.833,1348.800,1294.800
10/03/2023 14:30:00,884.667, - , - ,7310.0,3840.527,1315.767,1324.767,1268.167
10/03/2023 14:45:00,874.0, - , - ,7290.0,3618.040,1267.600,1288.900,1128.833
10/03/2023 15:00:00,818.0, - , - ,7280.0,3287.427,1198.233,1064.400,1069.067
10/03/2023 15:15:00,796.333, - , - ,7266.667,3467.147,1199.433,1197.633,1134.933
10/03/2023 15:30:00,770.667, - , - ,7266.667,3350.853,1161.333,1161.033,1091.367
10/03/2023 15:45:00,727.0, - , - ,7263.333,3167.300,1102.033,1101.933,1022.400
10/03/2023 16:00:00,665.333, - , - ,7253.333,2910.413,1021.733,1016.300,923.733
10/03/2023 16:15:00,599.667, - , - ,7273.333,2591.340,910.767,903.367,815.367
10/03/2023 16:30:00,539.333, - , - ,7270.0,2333.217,821.633,814.167,724.733
10/03/2023 16:45:00,477.0, - , - ,7316.667,2062.487,734.467,720.733,627.267
10/03/2023 17:00:00,425.667, - , - ,7343.333,1804.780,648.567,632.900,543.100
10/03/2023 17:15:00,350.667, - , - ,7333.333,1454.800,528.967,508.033,428.133
10/03/2023 17:30:00,280.667, - , - ,7333.333,1103.397,411.200,387.500,318.267
10/03/2023 17:45:00,219.0, - , - ,7320.0,794.213,305.133,279.967,221.900
10/03/2023 18:00:00,157.667, - , - ,7326.667,511.403,199.767,182.567,139.867
10/03/2023 18:15:00,102.667, - , - ,7320.0,259.223,100.533,100.167,68.833
10/03/2023 18:30:00,44.0, - , - ,7326.667,107.280,47.600,40.900,31.833
10/03/2023 18:45:00,6.667, - , - ,7333.333,15.977,7.233,12.733,6.167
10/03/2023 19:00:00,-2.0, - , - ,7340.0,-10.593,0.000,0.000,0.000
10/03/2023 19:15:00,-5.0, - , - ,7333.333,-10.020,0.000,0.000,0.000
10/03/2023 19:30:00,-5.0, - , - ,7336.667,-10.040,0.000,0.000,0.000
10/03/2023 19:45:00,-4.667, - , - ,7350.0,-10.087,0.000,0.000,0.000
10/03/2023 20:00:00,-5.333, - , - ,7380.0,-10.200,0.000,0.000,0.000
10/03/2023 20:15:00,-5.667, - , - ,7376.667,-10.220,0.000,0.000,0.000
10/03/2023 20:30:00,-4.667, - , - ,7386.667,-10.260,0.000,0.000,0.000
10/03/2023 20:45:00,-4.0, - , - ,7406.667,-10.323,0.000,0.000,0.000
10/03/2023 21:00:00,-4.0, - , - ,7390.0,-10.203,0.000,0.000,0.000
10/03/2023 21:15:00,-4.333, - , - ,7406.667,-10.273,0.000,0.000,0.000
10/03/2023 21:30:00,-3.667, - , - ,7416.667,-10.290,0.000,0.000,0.000
10/03/2023 21:45:00,-3.333, - , - ,7300.0,-9.863,0.000,0.000,0.000
10/03/2023 22:00:00,-3.333, - , - ,7266.667,-9.767,0.000,0.000,0.000
10/03/2023 22:15:00,-3.667, - , - ,7280.0,-9.810,0.000,0.000,0.000
10/03/2023 22:30:00,-4.0, - , - ,7293.333,-9.853,0.000,0.000,0.000
10/03/2023 22:45:00,-3.333, - , - ,7316.667,-9.917,0.000,0.000,0.000
10/03/2023 23:00:00,-3.0, - , - ,7330.0,-9.977,0.000,0.000,0.000
10/03/2023 23:15:00,-2.667, - , - ,7333.333,-10.013,0.000,0.000,0.000
10/03/2023 23:30:00,-3.333, - , - ,7356.667,-10.083,0.000,0.000,0.000
10/03/2023 23:45:00,-3.0, - , - ,7373.333,-10.107,0.000,0.000,0.000
10/04/2023 00:00:00,-3.0, - , - ,7380.0,-10.147,0.000,0.000,0.000
10/04/2023 00:15:00,-2.0, - , - ,7386.667,-10.150,0.000,0.000,0.000
10/04/2023 00:30:00,-3.0, - , - ,7393.333,-10.210,0.000,0.000,0.000
10/04/2023 00:45:00,-3.333, - , - ,7376.667,-10.130,0.000,0.000,0.000
10/04/2023 01:00:00,-3.333, - , - ,7376.667,-10.123,0.000,0.000,0.000
10/04/2023 01:15:00,-3.333, - , - ,7383.333,-10.140,0.000,0.000,0.000
10/04/2023 01:30:00,-2.333, - , - ,7393.333,-10.183,0.000,0.000,0.000
10/04/2023 01:45:00,-3.0, - , - ,7393.333,-10.197,0.000,0.000,0.000
10/04/2023 02:00:00,-3.0, - , - ,7346.667,-10.117,0.000,0.000,0.000
10/04/2023 02:15:00,-3.0, - , - ,7360.0,-10.143,0.000,0.000,0.000
10/04/2023 02:30:00,-4.333, - , - ,7360.0,-10.150,0.000,0.000,0.000
10/04/2023 02:45:00,-4.667, - , - ,7366.667,-10.107,0.000,0.000,0.000
