Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Sesqui-C - Inverter 4 - AC power [W] - P_AC,Sesqui-C - Inverter 8 - AC power [W] - P_AC,Sesqui-C - Inverter 7 - AC power [W] - P_AC,Sesqui-C - Inverter 1 - AC power [W] - P_AC,Sesqui-C - Inverter 2 - AC power [W] - P_AC,Sesqui-C - Inverter 14 - AC power [W] - P_AC,Sesqui-C - Inverter 3 - AC power [W] - P_AC,Sesqui-C - Inverter 5 - AC power [W] - P_AC,Sesqui-C - Inverter 10 - AC power [W] - P_AC,Sesqui-C - Inverter 6 - AC power [W] - P_AC,Sesqui-C - Inverter 11 - AC power [W] - P_AC,Sesqui-C - Inverter 9 - AC power [W] - P_AC,Sesqui-C - Inverter 12 - AC power [W] - P_AC,Sesqui-C - Inverter 13 - AC power [W] - P_AC,Day/Night
2023-10-01 07:30:00,10.565,1.129,0.778,12739.135,24369.74,2118.334,1577.111,1565.611,1074.022,2273.999,2018.056,2320.931,2232.364,1652.277,1628.833,2291.721,1749.001,2241.722,2031.945,Day
2023-10-01 07:45:00,63.027,1.871,0.509,12737.721,110269.502,11500.165,5498.501,6503.668,5853.181,10737.444,5064.112,8356.908,8258.772,7580.999,9096.333,9728.278,10592.222,10507.0,5306.666,Day
2023-10-01 08:00:00,224.955,4.719,0.173,12763.784,274317.631,26418.031,20148.111,23216.501,12703.445,25908.911,7902.111,19855.889,22466.333,21162.667,25133.555,19773.111,23643.221,21770.222,10917.444,Day
2023-10-01 08:15:00,340.107,11.41,0.209,12783.383,449158.707,40551.473,34978.0,36224.833,19510.222,39528.181,10889.388,36718.327,39841.319,35634.667,37587.888,31940.667,36406.555,32490.001,25337.167,Day
2023-10-01 08:30:00,467.705,16.953,0.288,12776.739,660644.067,55541.191,52665.333,49689.333,26643.87,53269.159,19556.0,63691.557,57874.997,49254.335,52148.501,52557.166,49696.334,44110.889,43574.056,Day
2023-10-01 08:45:00,619.592,22.132,0.808,12752.248,897760.581,72596.149,75518.889,65121.334,34760.555,69634.5,36354.555,84773.089,76312.222,63724.999,68415.833,76812.943,65109.277,58122.945,62342.333,Day
2023-10-01 09:00:00,684.323,25.19,1.055,12738.84,1039261.252,80971.109,85888.943,72568.999,38480.527,84410.111,56740.055,95281.6,85501.593,73458.165,75601.332,88823.889,72440.835,66305.61,75870.055,Day
2023-10-01 09:15:00,702.435,28.003,1.04,12745.909,1097201.037,83055.12,88820.222,74359.443,39323.791,87401.035,70448.777,101164.974,92702.667,75931.056,77184.055,91605.611,73841.777,74030.555,81178.889,Day
2023-10-01 09:30:00,724.383,30.096,1.135,12730.289,1371035.621,107082.445,102599.111,89983.777,53194.321,108289.667,104045.0,120535.502,115848.302,93776.611,96674.445,110999.333,92386.778,101770.391,91074.223,Day
2023-10-01 09:45:00,735.927,30.607,1.291,12776.022,1922486.291,148987.276,140015.778,132949.611,74147.832,137103.795,150111.889,163108.556,151394.353,135896.555,144830.723,166174.056,139686.055,149205.389,117646.887,Day
2023-10-01 10:00:00,736.776,32.573,0.522,12782.561,1940843.523,149778.445,140780.445,133839.724,74377.174,137541.109,157411.777,164890.491,152122.151,136285.888,145475.835,160624.445,140312.777,155445.056,121958.055,Day
2023-10-01 10:15:00,732.472,31.971,0.894,12792.491,1940437.973,149076.711,139658.055,133103.333,73847.947,136751.094,161266.722,163901.251,151906.253,135647.055,144062.11,158140.111,139208.944,159458.334,124674.555,Day
2023-10-01 10:30:00,726.907,31.851,0.743,12746.899,1936200.957,148333.281,138857.111,132376.945,73283.747,136083.549,162707.667,162638.668,151649.613,134938.111,142429.055,155762.333,137862.611,162682.999,126645.667,Day
2023-10-01 10:45:00,716.256,33.515,0.775,12747.231,1917436.607,146432.315,136989.779,130552.167,72220.731,134548.651,162346.723,160154.696,150611.18,133317.055,140186.278,153241.056,135737.222,163411.999,128066.001,Day
2023-10-01 11:00:00,703.561,34.589,0.872,12745.439,1895789.296,144222.788,134726.0,128840.001,71001.943,133398.364,160169.555,157239.585,149516.794,131625.833,137529.389,151973.221,133547.277,162867.833,128934.499,Day
2023-10-01 11:15:00,689.453,35.205,0.765,12752.755,1865887.804,141257.759,131824.111,126529.279,69399.99,132036.78,157351.222,153767.453,147851.391,129465.666,134316.056,150207.833,130724.057,160981.445,129781.001,Day
2023-10-01 11:30:00,672.224,34.199,1.476,12739.96,1833016.019,138138.819,128733.444,124023.555,67777.827,130983.839,153520.223,149778.777,145914.838,126797.278,131036.279,148071.167,127642.223,159486.611,129953.499,Day
2023-10-01 11:45:00,657.964,31.894,1.989,12732.988,1809588.977,135491.158,126686.89,122217.777,66549.42,130814.336,151173.223,146189.33,144371.185,125120.166,127917.611,146842.999,125366.668,158190.5,130921.499,Day
2023-10-01 12:00:00,645.588,31.933,2.396,12745.349,1785287.936,132630.111,124198.777,120094.445,65357.714,131017.873,148290.222,142322.011,142897.245,122985.779,124985.278,146668.279,122989.61,157365.056,131385.889,Day
2023-10-01 12:15:00,635.657,30.808,2.314,12745.915,1768426.915,130199.432,122429.501,118866.112,64387.998,131396.283,146455.223,138447.286,141976.279,121944.499,122905.943,145921.612,121805.333,156205.389,132916.945,Day
2023-10-01 12:30:00,626.349,33.277,1.911,12682.521,1738956.218,127226.315,119907.556,116675.888,63211.689,130980.112,143595.555,133532.511,140022.177,119658.444,120097.945,145183.723,119550.667,153071.166,133169.111,Day
2023-10-01 12:45:00,621.778,33.235,1.944,12688.115,1725774.339,125299.549,118918.389,115895.945,62685.719,131931.413,142045.0,129766.035,139418.749,118777.221,118323.278,145035.999,118427.833,151787.333,134471.555,Day
2023-10-01 13:00:00,620.351,33.671,1.551,12674.531,1718540.419,123784.807,118453.612,115454.167,62432.645,133072.453,141068.443,126283.507,139167.889,118180.667,117264.334,145104.166,118051.111,151042.166,135867.889,Day
2023-10-01 13:15:00,625.417,33.415,1.997,12691.113,1725356.77,123745.147,119217.111,116152.944,62985.664,135591.043,141153.723,123674.809,140126.666,118916.889,117488.111,144649.499,118779.501,151761.835,137760.944,Day
2023-10-01 13:30:00,628.919,32.812,2.997,12713.426,1733426.116,123903.11,120256.5,116974.334,63434.657,137851.235,141829.109,121652.003,140999.825,119546.222,118017.945,143581.057,119835.945,152779.723,139683.166,Day
2023-10-01 13:45:00,635.417,32.015,3.395,12735.551,1749711.779,124840.188,121886.499,118390.833,64243.493,140363.345,143005.111,120653.146,142467.588,120648.667,119615.446,143073.055,121341.612,154390.612,142143.722,Day
2023-10-01 14:00:00,649.342,32.308,3.189,12726.546,1778648.879,126625.174,124527.277,120745.167,65679.829,144100.111,145449.555,120749.177,144876.111,122958.223,122217.055,142759.221,123855.945,157479.556,144380.778,Day
2023-10-01 14:15:00,666.207,32.809,3.408,12705.511,1813435.12,128893.213,127554.112,123442.667,67482.66,148208.521,148539.721,120936.679,147676.209,125742.111,125476.111,142238.611,127184.11,161268.777,146934.834,Day
2023-10-01 14:30:00,664.201,33.611,3.406,12691.733,1800333.83,127500.934,127444.779,122860.334,67468.695,147866.704,147137.555,118107.724,146374.844,125162.001,125172.389,142384.555,126911.001,160934.945,145158.611,Day
2023-10-01 14:45:00,694.817,33.565,3.6,12701.355,1869826.624,132629.442,133296.279,128044.222,70617.14,154322.435,153223.666,120934.772,151879.285,130578.778,131383.444,142413.167,133071.445,167246.499,149792.501,Day
2023-10-01 15:00:00,713.704,33.147,4.321,12713.81,1906126.283,135816.083,137196.056,131536.223,72738.019,158267.15,156859.667,122684.445,155093.603,134014.889,135643.501,142081.889,136894.723,166996.444,151434.499,Day
2023-10-01 15:15:00,727.592,33.405,3.744,12713.353,1924281.187,137878.566,139874.555,133646.833,74165.028,158616.044,156510.666,123835.744,156859.885,136309.555,138685.834,141527.945,139679.889,166368.833,151739.611,Day
2023-10-01 15:30:00,736.422,33.364,3.797,12707.016,1921422.997,139929.353,142859.723,135625.555,75607.07,157906.711,150683.221,125401.904,158550.645,138246.444,141651.555,141308.445,127158.279,165768.889,149932.333,Day
2023-10-01 15:45:00,745.198,34.033,3.469,12712.875,1954754.971,143085.416,146445.279,138674.389,77196.644,157647.883,156418.668,127728.699,161327.249,141234.779,144803.778,141005.0,135762.221,165697.445,150315.333,Day
2023-10-01 16:00:00,704.678,33.535,3.555,12718.419,1896064.292,137360.29,140256.221,132528.722,73632.832,157245.177,155264.889,122454.383,154367.749,135168.777,138517.721,141644.0,127969.167,166017.667,144268.611,Day
2023-10-01 16:15:00,644.007,31.769,4.965,12693.569,1794765.475,128011.695,130053.722,122654.888,68104.625,150134.314,145479.889,113939.069,143234.946,125390.055,128765.667,141854.667,129026.556,161846.445,135453.833,Day
2023-10-01 16:30:00,580.763,30.947,3.793,12678.372,1647113.088,116928.117,118319.667,111483.391,61868.987,137951.202,132133.555,104414.562,130388.73,113866.443,117074.943,138087.722,117414.555,147842.722,124669.555,Day
2023-10-01 16:45:00,505.624,29.451,4.027,12667.129,1444425.678,103087.97,103895.111,97806.778,54291.019,115000.731,116075.833,92738.711,114959.169,100056.666,103094.945,121638.388,103304.223,130079.945,109291.277,Day
2023-10-01 17:00:00,427.186,26.989,4.22,12634.051,1222739.271,86889.56,88814.111,83493.667,46195.187,92241.946,99092.168,79610.411,98148.397,85281.111,87098.723,103742.223,88270.39,110998.223,89529.723,Day
2023-10-01 17:15:00,347.365,25.407,3.649,12638.995,994691.174,71704.447,72148.334,67834.333,37584.936,76920.924,80704.334,65141.177,76910.991,69453.723,70094.889,84378.611,71955.668,90227.333,72957.945,Day
2023-10-01 17:30:00,267.737,24.206,2.86,12668.59,766695.796,55520.149,55151.999,51609.5,28569.444,61160.275,61611.389,51816.498,58999.007,53008.279,53870.389,64326.889,54896.335,68979.278,58038.833,Day
2023-10-01 17:45:00,188.644,22.366,3.833,12657.945,523689.465,38632.257,37740.611,35244.222,19384.535,42966.812,42111.277,37297.793,41258.543,36358.665,36376.945,43808.389,37633.557,47169.388,36893.167,Day
2023-10-01 18:00:00,135.903,20.518,3.864,12691.235,345535.843,26035.791,25845.166,23680.165,13002.781,30211.247,25089.445,26547.822,28185.235,24750.167,24781.889,29361.557,25736.167,32022.166,18611.111,Day
2023-10-01 18:15:00,73.953,19.01,3.372,12728.351,148985.152,11944.222,11221.112,10298.778,5599.832,14132.008,8856.555,12635.305,12909.885,11401.223,11179.166,12800.167,12034.889,13903.445,6762.277,Day
2023-10-01 18:30:00,23.388,17.407,2.992,12731.136,41191.506,3999.277,3093.999,3062.5,1540.188,4632.539,2710.444,4200.717,4363.599,2792.944,3362.889,3068.166,2784.779,3320.445,2816.834,Day
2023-10-01 18:45:00,3.671,15.555,2.083,12733.989,9231.717,1064.461,648.944,624.111,372.353,1108.978,1064.778,1119.683,1235.874,693.333,598.556,1140.443,777.889,1112.5,1095.722,Day
2023-10-01 19:00:00,-1.025,14.069,1.693,12716.495,-1256.411,203.416,60.055,108.889,76.439,202.242,253.333,222.223,321.485,129.111,68.278,250.278,105.389,236.778,228.445,Night
2023-10-01 19:15:00,-3.565,12.441,1.131,12691.049,-5113.395,20.0,20.0,20.333,21.378,24.238,26.777,21.0,36.222,20.667,20.445,34.333,20.445,24.889,34.0,Night
2023-10-01 19:30:00,-3.467,10.994,1.794,12698.074,-3767.01,17.5,20.0,13.335,17.5,15.0,20.0,15.0,15.0,16.665,20.0,20.0,20.0,20.0,20.0,Night
2023-10-01 19:45:00,-3.145,10.333,1.057,12750.605,-2314.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,-3.909,9.237,0.367,12780.811,-2436.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,-3.032,8.311,1.191,12816.174,-2446.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,-2.229,8.579,0.563,12809.751,-2434.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,-2.267,8.008,0.843,12806.713,-2498.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,-1.323,8.264,0.725,12735.034,-2502.802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,-1.677,7.997,0.607,12744.329,-2507.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,-2.0,7.181,0.201,12767.344,-2513.836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,-1.706,6.914,1.13,12753.795,-2422.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,-0.689,7.4,0.841,12774.533,-2392.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,-1.363,6.967,0.616,12787.382,-2457.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,-1.128,6.637,0.822,12730.068,-2802.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,-1.0,6.432,0.601,12748.357,-3079.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,-1.894,5.805,0.396,12764.6,-3012.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,-1.654,5.157,0.69,12726.385,-2998.727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,-1.313,5.093,0.375,12717.728,-2960.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,-1.439,4.913,0.508,12730.507,-2977.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,-1.899,4.822,0.407,12749.855,-2940.887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,-0.993,4.512,1.057,12749.946,-2948.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,-0.319,5.167,0.481,12762.429,-2990.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,-1.365,4.421,0.183,12693.367,-2958.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,-1.0,4.13,0.658,12704.357,-2973.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,-0.622,4.251,1.163,12709.179,-2982.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,-0.829,4.845,0.273,12723.933,-3006.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,-0.657,4.357,0.541,12738.219,-2992.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,-0.197,5.239,1.04,12723.727,-3000.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,-1.353,4.583,0.332,12728.339,-3002.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,-1.386,3.948,0.365,12733.395,-3046.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,-1.0,3.751,0.424,12735.391,-3002.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,-0.62,3.984,0.331,12742.394,-3006.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,-1.0,3.447,0.025,12721.983,-3007.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,-0.163,3.785,0.241,12716.539,-3016.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.975,5.644,0.587,12708.95,-2982.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,1.0,6.743,0.857,12699.813,-2993.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.645,7.491,0.403,12674.909,-2973.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,7.811,0.593,12661.014,-2925.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,0.0,8.011,0.473,12650.702,-2996.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.0,8.317,0.327,12634.743,-2952.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.0,8.595,0.171,12671.106,-2997.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.0,8.819,0.558,12647.049,-2965.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,9.025,0.702,12666.25,-3022.843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,9.137,0.829,12677.693,-3127.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,8.856,0.508,12660.95,-3073.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,8.824,0.435,12727.834,-3322.982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.0,9.168,0.538,12732.187,-3303.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 07:00:00,0.0,9.373,0.445,12719.592,-3110.689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 07:15:00,1.326,9.49,0.373,12718.827,-2200.115,104.069,26.667,35.25,31.249,158.332,138.898,132.5,118.823,54.833,40.542,142.084,48.167,145.5,134.499,Unknown
2023-10-02 07:30:00,4.804,9.625,0.537,12752.481,4712.845,550.366,401.501,416.723,219.665,639.013,675.055,612.22,682.689,446.223,357.444,752.834,427.389,735.222,635.779,Day
2023-10-02 07:45:00,14.185,9.767,0.89,12737.395,29199.145,2403.779,1918.39,1933.333,1063.555,2541.658,2649.555,2453.608,2705.461,2027.055,1937.277,2816.722,1953.055,2804.333,2684.499,Day
2023-10-02 08:00:00,30.013,10.106,1.253,12721.283,74044.443,5725.085,5045.166,4947.889,2586.261,6169.333,6354.999,5894.623,6421.585,5166.112,5047.943,6679.501,5143.945,6820.335,6462.833,Day
2023-10-02 08:15:00,43.63,10.468,1.002,12728.675,116796.581,8889.334,8161.777,7911.555,4204.825,9375.0,9835.777,9214.54,9872.013,8120.0,8124.389,10303.055,8159.499,10468.443,9923.777,Day
