Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Schneider XC 680kW Inverter - 1, Active Power","Schneider XC 680kW Inverter - 2, Active Power","Schneider XC 680kW Inverter - 3, Active Power","Schneider XC 680kW Inverter - 4, Active Power","Schneider XC 680kW Inverter - 5, Active Power","Schneider XC 680kW Inverter - 6, Active Power","Schneider XC 680kW Inverter - 7, Active Power","Schneider XC 680kW Inverter - 8, Active Power",Day/Night
2023-10-01 03:15:00,-0.2502073,59.16198,0,13.73889,-13.34933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,-0.3654631,59.05578,0,13.74056,-13.35233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,-0.3679664,59.10366,0,13.74411,-13.34933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,-0.4246958,59.64373,0,13.75811,-13.38467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,-0.3898062,59.74966,0,13.76733,-13.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,-0.3291762,59.24165,0,13.76467,-13.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,-0.3383804,59.03414,0,13.76222,-13.39233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,-0.3794664,59.84199,0,13.768,-13.40567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,-0.2859588,60.56967,0,13.76611,-13.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,-0.152101,61.08524,1,13.75889,-13.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,-0.1806345,61.31772,1,13.74856,-13.37033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,-0.1869182,61.47804,1,13.73311,-13.33533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,-0.3124257,61.42158,1,13.725,-13.31667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,-0.2599834,61.31887,1,13.72167,-13.31333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,-0.03277144,61.20797,0,13.71356,-13.40233,0.0,0.0,0.0,0.0,-0.1233333,0.0,0.0,0.0,Night
2023-10-01 07:00:00,1.930895,61.10093,1,13.691,-9.505,0.3833333,0.48,0.18,0.6166667,0.05333333,0.4866667,0.4233333,0.4966667,Day
2023-10-01 07:15:00,14.55121,61.11091,1,13.68767,43.39533,8.466666,8.116667,6.476666,7.526667,7.496666,6.19,5.783333,5.32,Day
2023-10-01 07:30:00,54.10373,61.3526,0,13.67911,199.2113,31.49,29.27,24.51333,29.89333,30.50333,27.71667,21.58667,15.07333,Day
2023-10-01 07:45:00,102.5453,61.83588,1,13.67989,454.551,65.17333,61.4,51.81667,62.60667,63.92667,60.08,58.38667,40.75667,Day
2023-10-01 08:00:00,158.1431,62.52267,0,13.66778,769.4523,104.7367,100.3167,84.60667,101.5267,103.4333,98.43667,99.89667,84.21333,Day
2023-10-01 08:15:00,218.3992,63.35562,1,13.65655,1122.426,148.58,144.37,121.79,144.9533,147.2167,141.5833,143.7967,136.2533,Day
2023-10-01 08:30:00,279.3173,64.29709,1,13.67978,1464.636,192.94,187.7567,158.1367,187.5667,190.34,183.47,185.98,183.4933,Day
2023-10-01 08:45:00,340.3452,65.2654,2,13.689,1831.427,240.68,235.2067,197.88,233.8833,237.5233,229.51,232.5167,228.7333,Day
2023-10-01 09:00:00,399.734,66.33091,2,13.67078,2192.285,287.2533,281.6033,237.4367,279.2,283.9567,274.2467,277.8733,274.8467,Day
2023-10-01 09:15:00,459.2365,67.35771,3,13.71378,2486.031,330.7,325.36,273.7533,319.58,319.7333,308.1967,307.6,305.2733,Day
2023-10-01 09:30:00,519.7809,68.41441,4,13.725,2807.982,360.4,354.7233,300.1267,354.2233,363.9233,355.52,360.16,359.1367,Day
2023-10-01 09:45:00,574.9902,69.38486,4,13.71478,3156.096,405.4333,402.5967,341.19,399.91,410.5867,397.79,405.0867,400.05,Day
2023-10-01 10:00:00,605.6879,70.78356,4,13.69911,3406.429,432.0833,422.0,358.55,428.01,447.5633,434.4733,447.58,442.36,Day
2023-10-01 10:15:00,666.7052,72.08674,4,13.682,3715.867,484.7167,479.2367,401.7333,469.26,481.2733,465.7633,474.1467,468.02,Day
2023-10-01 10:30:00,713.3713,73.27132,4,13.68889,3894.887,507.2967,501.6,420.9233,489.9733,503.0033,486.76,498.97,495.4033,Day
2023-10-01 10:45:00,762.716,74.5883,3,13.73378,4064.689,523.3666,523.61,438.5767,512.12,523.9733,507.81,523.69,521.8167,Day
2023-10-01 11:00:00,802.1209,75.28766,3,13.70767,4170.877,539.1667,534.76,450.42,530.8134,539.8333,531.4233,532.1934,523.0667,Day
2023-10-01 11:15:00,857.4626,76.58652,3,13.69722,4459.756,579.49,574.97,483.7067,561.0,577.1467,560.5067,572.5733,567.0967,Day
2023-10-01 11:30:00,923.8167,77.68266,3,13.69245,4677.195,609.3967,605.38,510.7633,588.4233,605.2067,582.2033,598.0267,598.3167,Day
2023-10-01 11:45:00,880.1805,77.31647,5,13.769,4664.542,599.7,595.77,503.2833,587.01,606.7466,590.6467,603.1133,599.9333,Day
2023-10-01 12:00:00,938.7693,78.18127,4,13.78344,4790.798,623.65,620.3766,522.8233,602.04,619.0967,599.3233,615.42,610.8967,Day
2023-10-01 12:15:00,948.116,79.22543,3,13.77445,4816.74,623.57,620.67,522.95,603.7833,623.93,607.57,621.3567,616.4867,Day
2023-10-01 12:30:00,970.9326,81.18801,3,13.77089,4847.487,619.7633,620.8233,530.1967,610.36,626.79,616.1633,626.7267,621.05,Day
2023-10-01 12:45:00,979.3906,81.01923,4,13.79445,4811.177,602.87,610.9933,526.4533,612.4966,623.65,617.81,625.9933,614.9366,Day
2023-10-01 13:00:00,891.2291,80.92117,3,13.78089,4283.369,563.1967,568.26,476.7767,530.8,544.8666,530.6633,543.2833,545.1367,Day
2023-10-01 13:15:00,676.6703,80.43304,3,13.79156,3302.122,435.6433,449.5167,395.6933,431.0433,390.7067,405.19,394.0367,417.4733,Day
2023-10-01 13:30:00,870.8812,81.30342,3,13.77767,4256.884,580.5533,584.81,497.6533,543.9033,530.8,506.2633,516.2167,515.44,Day
2023-10-01 13:45:00,972.3965,81.8714,3,13.75811,4838.859,623.8633,626.1234,532.7466,610.1234,624.8367,613.65,619.91,612.1934,Day
2023-10-01 14:00:00,620.616,81.89799,4,13.74067,2841.997,397.6267,383.93,327.8333,362.5267,353.0533,340.8,336.9033,352.0333,Day
2023-10-01 14:15:00,937.5702,82.69948,4,13.78745,4751.82,616.9167,616.98,518.04,593.3766,612.1866,597.8,612.2867,607.0533,Day
2023-10-01 14:30:00,667.7291,82.81752,3,13.73233,3449.843,456.5033,454.4933,385.0633,442.1567,441.8267,423.5333,430.6033,429.8167,Day
2023-10-01 14:45:00,629.0806,83.07597,3,13.71211,3340.298,420.02,446.5867,364.29,400.8633,418.8933,410.54,449.5067,445.5967,Day
2023-10-01 15:00:00,696.7589,82.83906,4,13.71734,3561.749,459.0533,457.66,383.0467,441.19,459.9967,441.95,459.67,474.2733,Day
2023-10-01 15:15:00,349.054,81.35103,4,13.713,1934.037,241.4333,247.32,206.34,238.2467,246.01,240.2433,251.77,274.1433,Day
2023-10-01 15:30:00,502.0638,82.28661,3,13.71822,2523.581,334.9933,330.2867,273.6,311.17,329.2167,325.7967,325.6767,302.9167,Day
2023-10-01 15:45:00,623.9496,82.88973,3,13.72978,3439.861,428.7,427.49,367.0233,430.9133,447.9567,447.4733,458.66,440.97,Day
2023-10-01 16:00:00,491.5986,83.25472,3,13.72345,2476.853,341.56,346.93,286.84,314.0067,306.35,292.26,292.98,303.0767,Day
2023-10-01 16:15:00,362.6293,81.85911,2,13.73,2230.818,242.63,247.8767,228.0767,286.1267,294.0967,303.6533,311.9833,324.5433,Day
2023-10-01 16:30:00,422.2756,83.0647,4,13.72645,2046.27,276.7233,281.0567,230.14,255.6533,257.4933,247.4467,254.8667,247.9867,Day
2023-10-01 16:45:00,301.2274,81.54829,3,13.72033,1771.808,198.3833,206.6467,181.42,224.98,227.0933,242.29,245.8133,251.8567,Day
2023-10-01 17:00:00,370.1598,83.64709,2,13.73278,1903.849,241.0267,246.62,207.94,240.5367,240.6533,242.0767,244.6267,244.9267,Day
2023-10-01 17:15:00,313.9704,83.99052,3,13.73144,1565.168,196.34,203.7567,172.08,198.5667,198.05,199.92,200.7333,200.6933,Day
2023-10-01 17:30:00,255.5488,83.91205,2,13.718,1221.759,150.2367,159.12,135.3533,155.53,154.3333,157.45,157.4867,158.04,Day
2023-10-01 17:45:00,199.2976,84.48243,2,13.70356,884.4564,107.2833,113.1733,98.31,114.4,112.09,114.76,115.3467,116.09,Day
2023-10-01 18:00:00,127.535,83.04243,2,13.69566,494.5503,57.72667,58.96333,50.50667,66.19334,65.19,68.07667,68.15667,69.01,Day
2023-10-01 18:15:00,82.97944,81.7142,1,13.69044,246.4783,30.66667,28.76333,23.42333,30.90667,34.46333,36.01333,36.30667,36.84667,Day
2023-10-01 18:30:00,36.63096,79.97287,0,13.69511,83.369,11.93333,11.19667,8.726666,9.883333,13.04333,12.09667,14.14,14.31,Day
2023-10-01 18:45:00,9.649637,76.18288,0,13.724,6.831,2.31,2.493333,1.823333,2.663333,2.456667,2.576667,2.543333,2.676667,Day
2023-10-01 19:00:00,1.918821,72.40984,0,13.73811,-26.94133,-1.913333,-1.763333,-1.816667,-1.466667,-1.833333,-1.666667,-1.806667,-1.656667,Day
2023-10-01 19:15:00,0.001511975,69.67346,0,13.73122,-34.821,-2.91,-2.78,-2.62,-2.446667,-2.833333,-2.653333,-2.806667,-2.666667,Night
2023-10-01 19:30:00,-0.1799716,67.62983,0,13.73711,-24.95433,-1.726667,-1.373333,-1.51,-1.103333,-1.513333,-1.556667,-1.566667,-1.35,Night
2023-10-01 19:45:00,-0.1818584,66.17467,0,13.75522,-13.34067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,-0.2013887,65.05624,0,13.70256,-13.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,-0.246243,64.14548,0,13.65522,-13.13067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,-0.2795417,63.53721,0,13.67144,-13.16067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,-0.2861862,63.12757,0,13.67834,-13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,-0.2962074,62.75167,0,13.68889,-13.20533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,-0.2595176,62.41072,0,13.69056,-13.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,-0.3147208,62.07977,0,13.68911,-13.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,-0.2657659,61.84341,0,13.69667,-13.23233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,-0.2630812,61.49599,0,13.70156,-13.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,-0.2593209,61.31396,0,13.73189,-13.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,-0.2817703,61.03468,0,13.65911,-13.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,-0.3033325,60.8595,0,13.64611,-13.09667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,-0.3000371,60.64573,0,13.66722,-13.15233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,-0.2598392,60.32053,0,13.67233,-13.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,-0.2326544,60.10395,0,13.67833,-13.17867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,-0.2728143,59.94738,0,13.674,-13.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,-0.2190203,59.7435,0,13.65267,-13.13833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,-0.2399312,59.66387,0,13.64822,-13.12867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,-0.2599406,59.77892,0,13.65078,-13.13967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,-0.3639519,59.66471,0,13.65311,-13.14767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,-0.2913737,59.24303,0,13.64544,-13.12967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,-0.2653253,58.88042,0,13.66067,-13.16333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,-0.3108253,59.33602,0,13.66978,-13.17867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,-0.2703358,60.28893,0,13.68022,-13.20933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,-0.3737393,61.39697,0,13.68311,-13.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,-0.2910478,61.87659,0,13.69078,-13.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,-0.3095511,62.09244,0,13.704,-13.25233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,-0.3260413,61.9719,0,13.70733,-13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,-0.3568066,61.67707,0,13.70256,-13.26367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,-0.3280088,61.69992,0,13.71078,-13.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,-0.306115,60.49511,0,13.71267,-13.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,-0.316075,59.71262,0,13.72089,-13.29533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,-0.2747624,59.0918,0,13.70533,-13.26733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,-0.259082,58.36127,0,13.69134,-13.22933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,-0.06746858,58.19452,0,13.68578,-13.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,-0.1480508,57.88219,0,13.67889,-13.20767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,-0.4614117,57.39724,0,13.652,-13.14833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,-0.3033648,56.80659,0,13.713,-13.27633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,-0.381825,56.32389,0,13.69822,-13.24733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,-0.2823028,56.0842,0,13.68878,-13.22533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,-0.07111668,56.23328,0,13.666,-13.18867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,-0.4104613,56.1539,0,13.64745,-13.13867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:30:00,-0.3459295,55.81485,0,13.69144,-13.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.1588907,55.65367,0,13.70745,-13.322,0.0,0.0,0.0,0.0,-0.08333334,0.0,0.0,0.0,Night
2023-10-02 07:00:00,1.789825,56.00242,0,13.68844,-13.432,0.08333334,0.1566667,-0.09,0.3,-0.3933333,0.2233333,0.1366667,0.2133333,Day
2023-10-02 07:15:00,9.482953,56.13192,0,13.69556,38.665,6.653333,6.593333,5.246666,6.473333,6.523334,6.376667,6.456666,6.303333,Day
2023-10-02 07:30:00,33.13288,56.64724,0,13.71789,147.441,21.55333,20.86667,17.27,20.94667,21.14333,20.38333,19.38333,17.12333,Day
2023-10-02 07:45:00,79.85452,57.86304,0,13.75333,387.1013,54.63,52.28667,43.86,52.89,53.72333,51.06667,50.14333,38.53333,Day
2023-10-02 08:00:00,145.2959,59.48084,0,13.76333,739.477,100.6267,96.58334,81.39333,97.68,99.37666,94.79667,96.01667,80.98333,Day
2023-10-02 08:15:00,213.8618,61.40964,0,13.74933,1125.249,149.56,144.83,122.1633,145.69,147.98,142.2633,144.0833,134.57,Day
2023-10-02 08:30:00,280.8791,63.30271,0,13.72122,1492.667,195.6867,191.47,161.11,191.0267,194.0,187.4467,189.85,187.0033,Day
2023-10-02 08:45:00,346.3868,65.36214,0,13.75433,1864.406,244.4567,239.5533,201.0567,238.0667,241.6567,233.45,236.7767,233.5067,Day
2023-10-02 09:00:00,408.1055,67.53737,0,13.71067,2236.514,292.5133,286.95,240.9067,284.8533,290.0867,280.61,284.3967,279.9733,Day
2023-10-02 09:15:00,471.4058,69.28074,1,13.67467,2587.932,337.3,332.4833,279.1967,328.6467,334.89,325.0033,329.2267,324.9933,Day
2023-10-02 09:30:00,530.6472,71.18147,1,13.64144,2879.73,374.25,370.1133,311.91,364.9333,371.0667,360.6633,366.17,365.12,Day
2023-10-02 09:45:00,582.2949,73.09383,1,13.63467,3147.029,408.9033,403.9167,339.3533,397.2367,406.3733,393.9933,402.3267,399.8833,Day
2023-10-02 10:00:00,626.4717,74.96291,2,13.65256,3423.405,444.08,439.3867,368.3367,431.8733,442.41,428.8667,438.1,435.8633,Day
2023-10-02 10:15:00,671.2955,75.17911,4,13.67089,3692.857,481.0867,475.9467,399.6067,466.5833,477.42,462.27,471.0767,465.9967,Day
2023-10-02 10:30:00,725.3483,76.29653,3,13.71033,3913.66,509.29,504.0567,421.02,494.0667,506.1733,490.1,499.73,495.7233,Day
2023-10-02 10:45:00,776.8373,77.51438,4,13.70811,4099.792,532.3267,527.9467,440.63,516.6934,531.59,514.76,524.7767,519.14,Day
2023-10-02 11:00:00,818.9297,78.22026,4,13.68411,4264.873,554.7867,550.27,462.98,536.38,551.6166,533.58,546.55,542.1433,Day
2023-10-02 11:15:00,854.0836,79.54037,4,13.68944,4414.812,572.7167,568.2833,478.8867,554.66,572.6,553.7633,567.6533,562.3867,Day
2023-10-02 11:30:00,885.3999,80.50256,6,13.68111,4572.146,594.2267,589.93,497.8133,574.5933,592.0634,573.8567,587.0566,581.7233,Day
2023-10-02 11:45:00,907.4395,81.41792,5,13.66178,4639.338,602.59,599.2267,505.2867,582.0467,600.1,581.23,596.66,592.69,Day
2023-10-02 12:00:00,934.6419,82.63193,5,13.71767,4746.87,616.72,613.3033,514.72,594.98,614.9267,594.8467,610.9966,606.3967,Day
2023-10-02 12:15:00,950.8367,83.27998,7,13.75889,4827.458,627.0533,624.49,521.9767,604.27,625.1033,605.3033,622.4733,616.5367,Day
2023-10-02 12:30:00,963.4201,84.05645,6,13.72911,4857.216,627.8367,628.98,528.0566,609.0634,626.9867,610.72,626.94,620.9467,Day
2023-10-02 12:45:00,965.6237,83.827,5,13.72778,4857.802,627.8033,628.9267,529.7267,609.3766,626.96,611.6166,626.52,620.83,Day
2023-10-02 13:00:00,964.9185,84.00524,4,13.71011,4850.744,627.01,627.0367,527.7067,608.71,626.94,610.1133,626.21,620.98,Day
2023-10-02 13:15:00,962.3259,83.77981,5,13.696,4846.679,627.6567,628.19,528.5467,607.7567,625.8933,607.76,625.4533,620.0367,Day
2023-10-02 13:30:00,951.8484,83.97292,4,13.70989,4777.375,619.8567,618.9,519.8766,599.41,617.2633,598.6733,615.8834,610.4667,Day
2023-10-02 13:45:00,938.2901,84.75064,4,13.71611,4709.109,610.23,609.25,512.72,590.3467,608.8867,591.0034,606.5333,602.1467,Day
2023-10-02 14:00:00,919.1381,85.21537,3,13.71055,4611.008,596.96,596.7367,501.0033,578.3033,595.6166,578.72,593.26,589.97,Day
2023-10-02 14:15:00,891.7549,85.52522,4,13.70878,4499.027,580.9667,581.0767,489.1233,564.7133,580.2333,565.37,578.88,576.9233,Day
2023-10-02 14:30:00,864.5588,86.00462,3,13.70867,4384.857,563.91,564.9833,473.15,549.9767,565.54,552.46,565.9133,563.06,Day
2023-10-02 14:45:00,832.9171,86.53404,3,13.69867,4229.583,544.61,546.72,455.7833,530.2367,544.6866,532.3233,544.7534,541.67,Day
2023-10-02 15:00:00,789.5735,86.40575,4,13.684,4037.073,519.5634,520.9533,439.36,506.7167,519.9033,509.2733,518.8333,515.6533,Day
2023-10-02 15:15:00,750.5729,86.21865,4,13.72611,3860.251,496.9633,499.03,419.6267,484.2167,495.2933,486.9033,496.88,492.8433,Day
2023-10-02 15:30:00,708.2414,85.78378,4,13.72589,3670.345,472.1467,475.1967,399.9967,461.47,469.9367,463.1367,470.8033,467.9167,Day
2023-10-02 15:45:00,644.7755,86.0136,4,13.71367,3349.988,436.05,440.4767,369.0467,421.3467,423.11,417.46,425.3833,425.67,Day
2023-10-02 16:00:00,606.916,85.84959,4,13.71856,3140.172,405.94,408.4667,344.0167,395.5467,399.5133,393.74,399.1033,401.0067,Day
2023-10-02 16:15:00,553.3119,85.58471,4,13.71578,2883.222,369.5267,373.1733,314.4633,363.6667,367.53,364.4067,368.4767,367.9667,Day
2023-10-02 16:30:00,493.7278,85.78659,4,13.72433,2572.185,327.5433,331.7767,279.85,324.07,326.8867,326.0433,330.5167,330.26,Day
2023-10-02 16:45:00,431.8091,86.90839,3,13.70867,2228.871,283.6167,288.47,242.72,280.67,282.7267,282.78,286.2033,286.1,Day
2023-10-02 17:00:00,372.7166,87.09887,3,13.69322,1899.34,240.2367,246.1733,207.33,239.7,240.28,241.8067,243.91,244.3833,Day
2023-10-02 17:15:00,308.6068,87.12193,3,13.66111,1529.869,191.0433,198.7367,167.82,193.9267,193.06,195.7,196.8233,197.4467,Day
2023-10-02 17:30:00,250.7267,86.6961,3,13.66445,1185.251,143.2033,152.69,131.04,151.6333,150.0767,153.4533,153.8367,154.6567,Day
2023-10-02 17:45:00,192.2982,85.86445,2,13.63433,839.2893,97.64,104.76,92.17667,109.4833,107.2733,111.3533,111.22,112.2933,Day
2023-10-02 18:00:00,133.4421,85.30872,1,13.62633,505.4687,58.51,59.34,50.23,68.06333,66.99,70.35333,69.96667,70.96333,Day
2023-10-02 18:15:00,85.31978,84.12305,0,13.61033,241.673,29.79,27.11667,21.95667,29.09667,34.46,36.24333,36.41667,37.33,Day
2023-10-02 18:30:00,37.95277,81.64728,0,13.611,74.364,10.77333,9.79,7.486667,8.256667,12.09667,10.76333,13.42,13.68333,Day
2023-10-02 18:45:00,8.643267,76.83263,0,13.61611,2.507333,1.736667,1.876667,1.33,2.086667,1.866667,2.016667,1.923333,2.076667,Day
2023-10-02 19:00:00,2.088507,72.79771,0,13.62078,-27.68767,-2.07,-1.91,-1.9,-1.58,-1.97,-1.79,-1.95,-1.783333,Day
2023-10-02 19:15:00,0.02865092,69.66585,0,13.63111,-34.093,-2.836667,-2.726667,-2.583333,-2.38,-2.753333,-2.61,-2.783333,-2.59,Night
2023-10-02 19:30:00,-0.07481886,67.15363,0,13.65022,-21.858,-1.356667,-1.033333,-1.16,-0.7466667,-1.146667,-1.213333,-1.196667,-0.9933333,Night
2023-10-02 19:45:00,-0.1753,65.50426,0,13.70178,-13.23133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.006161567,64.31868,0,13.67433,-13.17567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:15:00,-0.1974292,63.44603,0,13.64578,-13.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:30:00,-0.2785398,62.58896,0,13.67078,-13.16233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:45:00,-0.2965547,61.78935,0,13.70433,-13.23567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:00:00,-0.3130658,61.21815,0,13.65756,-13.14567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:15:00,-0.2867819,60.78459,0,13.66644,-13.163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
