Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Inverter INV 01, AC Power","Inverter INV 02, AC Power","Inverter INV 03, AC Power","Inverter INV 04, AC Power","Inverter INV 05, AC Power","Inverter INV 06, AC Power",Day/Night
2023-10-01 03:30:00,0.3486829,59.22278,0.0,20.98105,-7.039431,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,0.3969373,58.62389,0.1486698,20.98239,-7.039019,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,0.6882359,58.8441,0.7376463,21.00576,-7.070786,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,0.6030732,59.38084,1.278886,21.02836,-7.085177,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,0.1467406,59.60508,1.268371,21.02156,-7.060368,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.04943988,59.69991,1.263489,21.02022,-7.036817,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,0.04223688,59.82207,1.446394,21.02196,-7.026915,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,0.02243211,59.8754,1.524508,21.00569,-7.002436,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.007540447,59.8129,1.405072,20.99676,-6.974469,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.00498495,59.66727,1.10991,20.98599,-6.951178,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,0.002366396,59.45467,0.8546015,20.96937,-6.93192,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,0.003299487,59.29621,0.7189912,20.96243,-6.934499,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,0.3216062,59.16213,0.7559663,20.96048,-6.937316,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,3.193937,59.00904,0.9054268,20.93144,-6.924591,0.0,0.0,0.0,0.0,0.0,0.0,Day
2023-10-01 07:00:00,10.1588,58.84973,0.7623041,20.91244,8.27318,0.0,0.0,3.854333,3.087667,4.076,4.243667,Day
2023-10-01 07:15:00,19.50318,58.85461,0.6906186,20.92433,73.5902,0.0,10.38634,17.94167,15.83167,16.61234,19.40767,Day
2023-10-01 07:30:00,28.24352,59.17831,0.6615611,20.95175,207.5281,0.0,40.75634,44.19733,40.79066,40.33833,47.18134,Day
2023-10-01 07:45:00,35.6553,59.69585,0.6055996,21.00882,411.7269,0.0,84.278,83.474,78.52232,79.91065,89.63934,Day
2023-10-01 08:00:00,42.3051,60.38026,0.9738957,21.06414,674.8426,0.0,135.9113,134.8907,127.279,133.4496,144.4953,Day
2023-10-01 08:15:00,47.99214,61.13512,1.410281,21.12814,971.8814,0.0,191.902,192.9003,183.049,195.5813,205.9133,Day
2023-10-01 08:30:00,56.91506,61.89273,1.744559,21.18961,1274.399,0.0,249.3803,251.058,242.8519,257.046,268.415,Day
2023-10-01 08:45:00,58.76297,62.75,1.888008,21.2254,1574.543,0.0,311.7153,309.0093,302.1863,314.08,329.6303,Day
2023-10-01 09:00:00,67.33115,63.69387,2.128566,21.24068,1875.238,0.0,375.272,371.9117,358.4406,370.6603,389.518,Day
2023-10-01 09:15:00,186.0047,64.7719,2.481857,21.23785,2175.99,0.0,433.4774,437.3153,418.8517,430.4333,445.909,Day
2023-10-01 09:30:00,445.364,65.82992,2.900392,21.22763,2472.95,0.0,488.109,499.71,485.342,490.8354,498.9447,Day
2023-10-01 09:45:00,628.1891,66.86985,3.257678,21.23071,2739.354,0.0,539.599,554.1553,543.8914,544.457,548.2844,Day
2023-10-01 10:00:00,678.645,67.93134,3.215957,21.21736,2958.978,0.0,584.8453,597.3813,588.497,591.0087,592.058,Day
2023-10-01 10:15:00,721.9028,68.86662,3.2417,21.18828,3150.139,0.0,624.678,634.858,626.142,631.995,631.4934,Day
2023-10-01 10:30:00,766.6751,69.6507,3.516876,21.17972,3309.583,0.0,665.075,671.7523,655.5877,656.5894,664.7067,Day
2023-10-01 10:45:00,805.0688,70.20959,3.71527,21.16213,3422.973,0.0,693.966,696.3503,674.7474,675.2693,690.7366,Day
2023-10-01 11:00:00,786.9606,70.91209,3.666004,21.10343,3347.695,0.0,673.9451,675.1293,660.8896,664.6833,681.8699,Day
2023-10-01 11:15:00,769.1759,71.68146,3.558597,21.05958,3232.836,0.0,654.5734,646.6951,650.9595,648.9807,646.7496,Day
2023-10-01 11:30:00,837.6859,72.36194,3.54972,21.05119,3491.732,0.0,704.9677,700.5347,700.3912,696.5853,707.414,Day
2023-10-01 11:45:00,908.0029,73.19753,3.205306,21.04395,3789.837,0.0,758.5281,767.0837,749.9036,752.43,779.7017,Day
2023-10-01 12:00:00,930.2197,74.09263,2.557309,21.02726,3848.965,0.0,770.1973,779.33,766.4067,773.0276,780.0261,Day
2023-10-01 12:15:00,935.6207,74.79058,2.548433,20.99163,3865.076,0.0,771.921,781.6693,772.0183,777.5599,782.8743,Day
2023-10-01 12:30:00,939.5729,75.27648,2.596673,20.97333,3872.278,0.0,775.0247,784.581,773.8494,778.036,782.7673,Day
2023-10-01 12:45:00,949.409,75.83304,2.585577,20.95787,3855.278,0.0,781.2996,788.6301,774.236,773.1177,760.953,Day
2023-10-01 13:00:00,931.876,76.51152,2.790765,20.93385,3753.642,0.0,772.595,766.4217,751.5667,745.501,739.0217,Day
2023-10-01 13:15:00,800.7799,76.97293,2.664716,20.90247,3327.562,0.0,662.205,663.6284,660.986,672.0236,688.964,Day
2023-10-01 13:30:00,749.579,77.22472,2.44857,20.88239,3108.04,0.0,603.3083,637.945,644.9366,640.0588,597.895,Day
2023-10-01 13:45:00,754.8043,77.47,2.59903,20.86015,3071.412,0.0,595.5267,639.1583,642.885,631.8931,575.0667,Day
2023-10-01 14:00:00,690.6219,77.69559,2.898617,20.81507,2903.139,0.0,543.7933,576.8917,600.835,610.6967,585.8287,Day
2023-10-01 14:15:00,753.6013,77.97982,2.776562,20.84243,3097.933,0.0,608.8533,621.7366,622.4233,629.0049,628.1354,Day
2023-10-01 14:30:00,837.4045,78.23517,2.908381,20.88057,3382.646,0.0,686.75,689.8334,661.2584,668.04,688.0134,Day
2023-10-01 14:45:00,705.3474,78.30733,3.335793,20.82941,2915.015,0.0,590.01,593.0801,584.4888,584.085,578.767,Day
2023-10-01 15:00:00,503.08,78.31038,3.208412,20.77442,2132.029,0.0,414.9354,426.8417,426.4937,436.365,439.0836,Day
2023-10-01 15:15:00,460.8087,77.99946,2.727297,20.78421,1988.078,0.0,372.5536,392.995,407.1516,418.4734,399.1983,Day
2023-10-01 15:30:00,511.7487,77.96628,2.664671,20.76607,2119.583,0.0,421.1083,433.855,425.61,424.7416,417.8382,Day
2023-10-01 15:45:00,512.5826,78.25291,2.707279,20.7039,2078.943,0.0,419.342,425.1731,407.73,398.9133,431.8099,Day
2023-10-01 16:00:00,491.218,78.51898,2.656728,20.66573,2017.113,0.0,401.842,404.438,404.3366,396.7133,408.7817,Day
2023-10-01 16:15:00,419.8444,78.33948,2.733067,20.62835,1723.823,0.0,346.8,348.49,339.085,341.8766,347.3683,Day
2023-10-01 16:30:00,345.5891,77.86981,2.521358,20.56402,1416.769,0.0,285.4467,286.714,278.5284,281.1584,285.315,Day
2023-10-01 16:45:00,327.942,77.92771,2.46366,20.47337,1311.272,0.0,260.385,263.7823,261.2867,262.3267,262.1783,Day
2023-10-01 17:00:00,274.7673,77.7746,2.348264,20.39232,1058.097,0.0,211.0733,214.299,210.895,210.2133,210.435,Day
2023-10-01 17:15:00,220.8604,77.23815,2.022933,20.3443,820.5336,0.0,165.15,166.957,163.16,161.915,162.9857,Day
2023-10-01 17:30:00,175.0448,76.58401,1.857828,20.30253,632.7621,0.0,127.059,128.968,125.9716,125.0583,126.522,Day
2023-10-01 17:45:00,119.3198,75.51703,1.641191,20.25228,421.1824,0.0,84.30032,86.224,84.39,83.87835,84.919,Day
2023-10-01 18:00:00,62.46208,74.02378,0.8928967,20.21043,218.7632,0.0,44.395,45.50433,44.41,44.221,44.78067,Day
2023-10-01 18:15:00,23.87354,72.2143,0.1280251,20.1916,87.38107,0.0,18.603,19.03134,18.29133,18.20167,18.89967,Day
2023-10-01 18:30:00,4.391941,70.01636,0.0,20.20328,14.46305,0.0,4.262667,4.296,3.961334,3.915667,4.43,Day
2023-10-01 18:45:00,-2.1007,67.98135,0.0,20.22344,-6.751082,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:00:00,-2.035361,66.49174,0.0,20.23848,-6.690885,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:15:00,0.0,65.26408,0.0,20.25698,-6.657794,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:30:00,0.0,64.02145,0.0,20.30425,-6.651775,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:45:00,0.03511596,62.99252,0.0,20.35118,-6.663723,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,0.04570797,62.2142,0.0,20.35439,-6.649651,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,0.01938183,61.44952,0.0,20.3574,-6.645013,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,0.07535842,60.75816,0.0,20.37696,-6.65484,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,0.06868712,60.25362,0.0,20.39168,-6.664027,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,0.01973439,59.85062,0.0,20.4215,-6.672292,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,0.0514062,59.40554,0.0,20.45166,-6.669939,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,0.1198762,58.89206,0.0,20.47636,-6.682123,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,0.1202997,58.32063,0.0,20.50291,-6.72446,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,0.4092734,57.84665,0.0,20.541,-6.77141,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,0.4005642,57.49422,0.0,20.58031,-6.800691,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,0.1394,57.08218,0.0,20.59564,-6.814912,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,0.3560516,56.5721,0.0,20.63105,-6.867011,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,0.2421563,56.10231,0.01928033,20.69333,-6.909844,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,0.03703522,56.08469,0.0206575,20.73375,-6.912187,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,0.03703522,56.10326,0.001377166,20.74434,-6.914526,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,0.0,55.75743,0.0,20.74412,-6.917466,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,0.0,55.37299,0.0,20.75128,-6.925663,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,0.0,55.10104,0.0,20.76629,-6.937446,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,0.0,54.98098,0.0,20.79328,-6.966618,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,0.007229079,54.82166,0.0041315,20.82652,-6.992086,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,0.2021516,54.68764,0.0041315,20.84533,-6.993359,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,0.1949224,54.37638,0.04773133,20.86533,-7.014959,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,0.3067384,54.11995,0.04773133,20.89395,-7.028892,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,0.3220746,54.02251,0.0,20.907,-7.016148,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,0.02131326,53.78009,0.0,20.92794,-7.019786,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,0.1565965,54.03751,0.0,20.96668,-7.057332,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,0.1985398,54.45683,0.0,20.98464,-7.091238,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,0.2735347,54.47646,0.0,20.986,-7.099041,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,0.2962669,54.28697,0.0,20.98882,-7.13083,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,0.1690924,54.09703,0.0,20.99588,-7.147127,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,0.1365946,53.95733,0.0,21.00459,-7.133647,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.086937,54.26258,0.011768,21.00283,-7.113212,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,0.06085434,54.8092,0.1779885,20.99459,-7.09294,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.3050668,55.47481,0.1771008,20.99009,-7.072053,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.3351431,56.34655,0.01088034,20.97747,-7.028214,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,0.06075348,56.39721,0.0,20.93319,-6.974611,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.1607706,55.91756,0.0,20.86736,-6.905166,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.3894364,56.29122,0.0,20.80893,-6.840136,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.2835953,56.96307,0.0,20.76798,-6.800772,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.1456748,57.09957,0.0,20.74273,-6.768025,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.330174,57.21286,0.0,20.68432,-6.710258,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.6428386,57.42036,0.0,20.60715,-6.632133,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:30:00,1.015958,57.61158,0.0,20.55312,-6.586139,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:45:00,3.244446,57.63258,0.2507443,20.50899,-6.547263,0.0,0.0,0.0,0.0,0.0,0.0,Day
2023-10-02 07:00:00,9.223297,57.68326,0.3044738,20.48809,2.611256,0.0,0.0,2.152,1.553334,2.538666,2.826334,Day
2023-10-02 07:15:00,16.83076,57.90895,0.0537295,20.53094,56.78933,0.0,8.033,13.83,11.83133,12.52133,15.99535,Day
2023-10-02 07:30:00,24.13656,58.18602,0.0,20.64393,192.5152,0.0,37.79333,40.90433,37.27333,36.48167,44.73901,Day
2023-10-02 07:45:00,30.9719,58.96338,0.3285522,20.75806,408.9228,0.0,83.71833,82.69533,77.40498,78.89235,89.817,Day
2023-10-02 08:00:00,36.68554,60.22824,0.9128237,20.84474,678.0471,0.0,135.9747,135.0553,127.5123,134.2003,145.7596,Day
2023-10-02 08:15:00,42.72567,61.60662,1.450827,20.93166,981.2619,0.0,193.1673,194.3527,184.6843,197.7556,208.434,Day
2023-10-02 08:30:00,53.63158,63.09549,1.748644,21.01313,1293.764,0.0,252.668,254.454,246.6837,261.339,272.6901,Day
2023-10-02 08:45:00,59.51003,64.53381,1.995416,21.07019,1588.723,0.0,313.8177,311.2433,305.2527,317.152,332.2857,Day
2023-10-02 09:00:00,78.86066,65.90974,2.200467,21.08322,1877.989,0.0,374.4477,371.6463,358.8973,371.2014,389.7737,Day
2023-10-02 09:15:00,255.1543,67.18211,2.134779,21.06971,2173.42,0.0,431.9533,435.9523,417.317,429.7777,445.1126,Day
2023-10-02 09:30:00,513.5852,68.40052,2.386433,21.06441,2463.6,0.0,485.8456,497.5513,482.367,488.815,496.2367,Day
2023-10-02 09:45:00,639.7462,69.59967,2.54355,21.067,2725.438,0.0,536.272,551.827,541.0473,542.1447,543.6207,Day
2023-10-02 10:00:00,685.8983,70.73196,2.525352,21.05774,2945.895,0.0,582.4747,595.76,585.8856,588.0333,586.868,Day
2023-10-02 10:15:00,726.8918,71.9472,2.612344,21.04106,3118.176,0.0,620.219,629.5897,619.4324,623.8781,623.454,Day
2023-10-02 10:30:00,768.353,72.98706,2.65007,21.0382,3277.445,0.0,653.92,662.1003,651.491,656.5073,657.3914,Day
2023-10-02 10:45:00,810.4439,73.87148,2.650514,21.03435,3424.238,0.0,683.2327,692.35,681.5889,686.0197,687.8423,Day
2023-10-02 11:00:00,846.0615,74.86709,2.835547,21.0265,3549.225,0.0,708.6163,718.621,708.0833,711.8417,712.5793,Day
2023-10-02 11:15:00,878.1276,75.78332,3.212805,20.99773,3657.547,0.0,731.3181,741.3801,730.9954,734.2297,734.6077,Day
2023-10-02 11:30:00,906.4528,76.48624,3.408933,20.9525,3752.708,0.0,750.5597,760.9631,750.6284,753.7617,754.1653,Day
2023-10-02 11:45:00,928.7363,77.11812,3.338808,20.9318,3828.276,0.0,766.2286,777.302,766.898,769.8617,767.7261,Day
2023-10-02 12:00:00,943.9762,77.89738,2.783788,20.95876,3864.04,0.0,773.9266,784.668,774.3107,776.9334,775.509,Day
2023-10-02 12:15:00,956.1492,78.86619,2.154022,20.98198,3888.82,0.0,780.1613,790.28,779.3753,780.511,781.26,Day
2023-10-02 12:30:00,963.9567,79.55444,2.622586,20.96787,3905.265,0.0,784.378,794.1933,782.6063,783.1984,784.4136,Day
2023-10-02 12:45:00,965.835,79.61192,3.400593,20.93371,3910.629,0.0,785.3734,795.4433,784.5856,785.5717,783.6866,Day
2023-10-02 13:00:00,963.3408,79.58655,3.376534,20.8994,3898.178,0.0,782.8217,793.465,784.1476,784.587,779.2617,Day
2023-10-02 13:15:00,955.977,80.23484,2.530621,20.87123,3859.638,0.0,774.3933,784.7183,775.855,776.8233,773.2266,Day
2023-10-02 13:30:00,939.9307,80.79855,2.32335,20.83067,3793.869,0.0,760.195,770.3737,761.19,763.245,761.455,Day
2023-10-02 13:45:00,918.728,80.75361,2.920274,20.79909,3719.226,0.0,744.9333,754.8036,746.2866,748.7017,745.2717,Day
2023-10-02 14:00:00,897.5356,80.68069,3.34245,20.79679,3645.059,0.0,730.3583,739.9333,730.9766,733.2983,729.6099,Day
2023-10-02 14:15:00,873.2382,80.70678,3.707281,20.85228,3555.424,0.0,711.9808,721.463,711.5633,713.6517,711.94,Day
2023-10-02 14:30:00,843.4578,80.92036,3.571024,20.90367,3439.375,0.0,688.0468,696.6356,687.2599,689.6166,688.6467,Day
2023-10-02 14:45:00,809.0947,81.24384,3.346,20.8927,3300.963,0.0,660.261,667.7794,659.1933,661.8867,660.6154,Day
2023-10-02 15:00:00,769.7134,81.69534,3.029547,20.87677,3139.617,0.0,627.5883,634.4534,626.4167,629.1233,627.7564,Day
2023-10-02 15:15:00,727.3323,81.93909,2.68025,20.89325,2798.594,0.0,597.3516,599.5983,591.7467,594.3616,594.676,Day
2023-10-02 15:30:00,682.653,81.86175,2.866661,20.88708,2472.518,0.0,556.8209,563.195,555.4285,557.7557,558.094,Day
2023-10-02 15:45:00,631.7433,81.74493,3.247914,20.84695,2295.867,0.0,497.2387,520.3983,513.4551,515.3307,514.599,Day
2023-10-02 16:00:00,578.08,81.56383,3.063279,20.81768,2130.354,0.0,375.1833,474.4316,468.61,469.9984,469.535,Day
2023-10-02 16:15:00,522.3686,81.40347,3.023334,20.8032,2030.515,0.0,340.3539,426.29,421.095,422.0634,421.6317,Day
2023-10-02 16:30:00,463.342,81.1786,3.09479,20.76553,1861.42,0.0,370.345,374.745,369.96,370.3417,370.6683,Day
2023-10-02 16:45:00,401.8022,80.98643,2.720639,20.68592,1585.886,0.0,316.0183,319.425,315.1183,314.69,315.573,Day
2023-10-02 17:00:00,338.4352,80.86598,2.317638,20.6142,1298.621,0.0,259.34,261.847,258.2867,257.1917,258.168,Day
2023-10-02 17:15:00,274.3867,80.71016,1.871266,20.53963,1007.701,0.0,201.6084,203.7063,200.81,199.3463,200.0995,Day
2023-10-02 17:30:00,209.7088,80.44717,1.004116,20.45552,722.2343,0.0,145.2677,146.8467,144.596,143.049,143.0385,Day
2023-10-02 17:45:00,146.5852,79.51795,0.4209793,20.38324,462.9988,0.0,93.94798,95.02402,93.55998,91.99998,91.79732,Day
2023-10-02 18:00:00,85.97987,77.87369,0.3410765,20.29518,245.2156,0.0,50.77433,51.65433,49.98534,48.275,49.489,Day
2023-10-02 18:15:00,33.03944,75.83694,0.1143449,20.23577,85.9366,0.0,18.88433,19.353,17.79433,16.697,18.969,Day
2023-10-02 18:30:00,5.281464,73.5741,0.0,20.14797,8.921668,,3.120333,3.155334,2.741333,2.534333,3.566667,Day
2023-10-02 18:45:00,0.2107196,71.70448,0.001821,19.97191,-6.373615,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:00:00,0.0,70.58755,0.062619,19.91124,-6.243998,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:15:00,0.0,69.85589,0.060798,19.97841,-6.24463,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:30:00,0.0,68.87826,0.0,20.02571,-6.258149,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 19:45:00,0.0,67.61505,0.0,20.07407,-6.271253,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.0,66.40537,0.0,20.11821,-6.27171,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:15:00,0.0,65.20316,0.0,20.15681,-6.297443,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:30:00,0.0,64.05482,0.0,20.2266,-6.361653,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 20:45:00,0.0,63.08041,0.0,20.298,-6.411636,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:00:00,0.0,62.18932,0.0,20.31923,-6.436334,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:15:00,0.02431822,61.43761,0.0,20.33436,-6.448109,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:30:00,0.171198,60.82888,0.0,20.36943,-6.469854,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 21:45:00,0.2165833,60.19196,0.0,20.38584,-6.472199,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:00:00,0.1674763,59.63603,0.0,20.40033,-6.469828,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:15:00,0.3615097,59.26559,0.0,20.4376,-6.500099,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:30:00,0.3916732,58.97237,0.0,20.47039,-6.528797,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 22:45:00,0.3775721,58.68628,0.0,20.52136,-6.559546,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:00:00,0.2515063,58.37166,0.0,20.56793,-6.579028,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:15:00,0.01476976,58.04857,0.0,20.6026,-6.607903,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:30:00,0.08172247,57.82747,0.0,20.63827,-6.644384,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 23:45:00,0.4053364,57.75713,0.0,20.64051,-6.645127,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:00:00,0.3530784,57.71403,0.0,20.6689,-6.669468,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:15:00,0.01656508,57.78922,0.0,20.72329,-6.715523,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:30:00,0.1458428,57.99818,0.0,20.75063,-6.736189,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 00:45:00,0.1458428,57.79248,0.0,20.76303,-6.745511,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:00:00,0.1047388,57.50576,0.0,20.80737,-6.775246,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:15:00,0.4376133,57.50077,0.0,20.82284,-6.788371,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:30:00,0.4671578,57.3745,0.0,20.81947,-6.796653,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 01:45:00,0.2534375,57.19878,0.0,20.83497,-6.801384,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:00:00,0.2663983,57.04094,0.0,20.8362,-6.795017,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:15:00,0.4715681,56.90535,0.0,20.83948,-6.807246,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:30:00,0.7692637,56.89058,0.0,20.84337,-6.793903,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-03 02:45:00,0.5528671,56.95914,0.0,20.84605,-6.774173,0.0,0.0,0.0,0.0,0.0,0.0,Night
