Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Inverter 1, AC Active Power (Total)",Day/Night
2023-10-01 00:00:00,0.0,39.74263,0.390278,7.455917,-2.41484,0.0,Night
2023-10-01 00:15:00,0.0,39.2055,0.501222,7.45864,-2.41413,0.0,Night
2023-10-01 00:30:00,0.0,39.97188,0.703389,7.4628,-2.42145,0.0,Night
2023-10-01 00:45:00,0.0,39.02449,0.446722,7.466567,-2.42091,0.0,Night
2023-10-01 01:00:00,0.0,39.065,0.714611,7.470157,-2.42521,0.0,Night
2023-10-01 01:15:00,0.0,38.7728,0.889278,7.477047,-2.43215,0.0,Night
2023-10-01 01:30:00,0.0,38.13667,0.893889,7.47591,-2.42709,0.0,Night
2023-10-01 01:45:00,0.1647465,40.1085,0.654,7.48016,-2.42942,0.0,Night
2023-10-01 02:00:00,0.0,38.75306,0.536667,7.47226,-2.42606,0.0,Night
2023-10-01 02:15:00,0.004095355,38.91342,0.572333,7.473637,-2.43015,0.0,Night
2023-10-01 02:30:00,0.0,38.92837,0.594667,7.469333,-2.42871,0.0,Night
2023-10-01 02:45:00,0.0,37.96584,0.278833,7.47417,-2.42892,0.0,Night
2023-10-01 03:00:00,0.000433807,37.35258,0.630722,7.474013,-2.43025,0.0,Night
2023-10-01 03:15:00,0.0,37.24208,0.547222,7.474057,-2.43105,0.0,Night
2023-10-01 03:30:00,0.0,36.41608,0.268722,7.47124,-2.4349,0.0,Night
2023-10-01 03:45:00,0.0,35.94165,0.436556,7.467883,-2.43184,0.0,Night
2023-10-01 04:00:00,0.0,35.84824,0.382889,7.459917,-2.42708,0.0,Night
2023-10-01 04:15:00,0.0,35.6465,0.362611,7.453836,-2.42104,0.0,Night
2023-10-01 04:30:00,0.007275585,35.58947,0.332167,7.452773,-2.42234,0.0,Night
2023-10-01 04:45:00,6.59305e-06,36.0015,0.603778,7.453073,-2.42281,0.0,Night
2023-10-01 05:00:00,0.0,35.72463,0.290389,7.43174,-2.40474,0.0,Night
2023-10-01 05:15:00,0.000764105,35.59028,0.375833,7.427733,-2.40258,0.0,Night
2023-10-01 05:30:00,0.01024724,35.2579,0.307167,7.41566,-2.39734,0.0,Night
2023-10-01 05:45:00,0.0,34.73866,0.394167,7.401347,-2.38115,0.0,Night
2023-10-01 06:00:00,0.0,34.55143,0.340778,7.396027,-2.38253,0.0,Night
2023-10-01 06:15:00,0.0,34.6229,0.412222,7.406173,-2.39212,0.0,Night
2023-10-01 06:30:00,0.0,34.51637,0.223389,7.413223,-2.39275,0.0,Night
2023-10-01 06:45:00,0.08579275,34.39483,0.231778,7.412673,-2.39441,0.0,Night
2023-10-01 07:00:00,1.94371,34.66841,0.676117,7.428547,0.712857,2.66667,Night
2023-10-01 07:15:00,11.7519,35.01689,0.378056,7.44335,23.073,24.6333,Day
2023-10-01 07:30:00,39.59795,35.3652,0.293944,7.424713,81.2829,82.8667,Day
2023-10-01 07:45:00,92.34085,36.90796,0.396667,7.43502,180.233,181.833,Day
2023-10-01 08:00:00,144.1275,38.92004,0.323167,7.439187,304.665,306.333,Day
2023-10-01 08:15:00,201.4345,40.9412,0.607723,7.430773,497.787,499.7,Day
2023-10-01 08:30:00,243.619,43.17662,1.25128,7.43049,677.967,680.533,Day
2023-10-01 08:45:00,305.7635,44.61365,0.543278,7.44468,877.14,881.0,Day
2023-10-01 09:00:00,367.3825,45.85188,0.497333,7.436414,1030.51,1033.93,Day
2023-10-01 09:15:00,423.2465,47.25391,0.461,7.433547,1200.17,1203.9,Day
2023-10-01 09:30:00,460.0005,48.90368,0.663222,7.447187,1356.14,1362.47,Day
2023-10-01 09:45:00,501.06,52.01544,0.787722,7.456443,1487.32,1495.97,Day
2023-10-01 10:00:00,548.083,54.08006,0.845722,7.45412,1599.24,1610.6,Day
2023-10-01 10:15:00,579.487,55.07354,0.765056,7.46261,1706.27,1720.4,Day
2023-10-01 10:30:00,605.0145,57.80786,1.68055,7.479613,1835.05,1849.97,Day
2023-10-01 10:45:00,673.158,57.16494,2.21206,7.511097,1950.88,1964.93,Day
2023-10-01 11:00:00,701.912,58.61205,1.85983,7.515233,2036.86,2053.97,Day
2023-10-01 11:15:00,734.546,58.25194,2.46417,7.51689,2126.85,2147.9,Day
2023-10-01 11:30:00,756.7405,58.95417,1.78228,7.51952,2150.9,2173.57,Day
2023-10-01 11:45:00,778.8735,60.24137,2.59311,7.517896,2150.76,2172.9,Day
2023-10-01 12:00:00,793.1635,61.18581,2.41967,7.535673,2150.98,2172.77,Day
2023-10-01 12:15:00,804.8225,61.99853,2.26133,7.53527,2150.69,2172.87,Day
2023-10-01 12:30:00,813.785,62.87484,2.11789,7.532604,2150.71,2172.87,Day
2023-10-01 12:45:00,815.696,65.44543,1.67816,7.529177,2150.54,2172.93,Day
2023-10-01 13:00:00,816.7995,65.35542,2.53027,7.528187,2150.31,2173.33,Day
2023-10-01 13:15:00,809.8375,65.32376,2.50439,7.53169,2150.33,2173.17,Day
2023-10-01 13:30:00,801.1515,65.82144,2.51717,7.533354,2150.2,2173.0,Day
2023-10-01 13:45:00,784.9705,67.30666,1.98911,7.530126,2149.99,2172.83,Day
2023-10-01 14:00:00,770.1235,64.91086,1.92861,7.508287,2146.13,2168.87,Day
2023-10-01 14:15:00,731.462,66.41474,2.02978,7.507003,2102.24,2124.03,Day
2023-10-01 14:30:00,718.4595,66.47253,2.32472,7.50223,2071.24,2092.17,Day
2023-10-01 14:45:00,691.85,67.80762,1.85072,7.496053,1989.99,2008.8,Day
2023-10-01 15:00:00,664.801,67.87614,1.81667,7.47954,1917.44,1935.03,Day
2023-10-01 15:15:00,629.6695,68.18965,2.21578,7.475874,1821.97,1837.5,Day
2023-10-01 15:30:00,588.209,67.87208,1.96617,7.47747,1709.27,1723.4,Day
2023-10-01 15:45:00,543.743,68.08323,2.05944,7.472257,1581.81,1594.93,Day
2023-10-01 16:00:00,494.9245,68.52528,2.0935,7.464483,1443.56,1451.17,Day
2023-10-01 16:15:00,449.078,68.75467,2.12389,7.449053,1303.52,1309.13,Day
2023-10-01 16:30:00,380.6535,68.63758,1.82622,7.45758,1118.01,1122.3,Day
2023-10-01 16:45:00,359.772,69.54604,1.59544,7.450577,1039.64,1043.83,Day
2023-10-01 17:00:00,302.6035,69.27232,1.74427,7.444283,857.231,860.867,Day
2023-10-01 17:15:00,243.1305,69.14558,1.21494,7.443457,674.275,676.367,Day
2023-10-01 17:30:00,190.699,68.93449,1.28756,7.44285,502.239,503.667,Day
2023-10-01 17:45:00,138.985,68.59351,1.06144,7.456917,341.598,342.5,Day
2023-10-01 18:00:00,90.7404,67.62853,0.64,7.45373,200.376,201.233,Day
2023-10-01 18:15:00,29.45865,64.83054,0.492333,7.443394,52.0347,53.3,Day
2023-10-01 18:30:00,11.86825,60.00559,0.380444,7.43782,16.8727,18.2667,Day
2023-10-01 18:45:00,3.97854,57.66188,0.640611,7.440773,0.539622,2.53333,Day
2023-10-01 19:00:00,0.5742425,57.02495,0.932889,7.436896,-2.39124,0.0,Night
2023-10-01 19:15:00,0.0673212,54.93267,0.643611,7.445793,-2.40175,0.0,Night
2023-10-01 19:30:00,0.0479271,51.64702,0.804223,7.440493,-2.39709,0.0,Night
2023-10-01 19:45:00,0.00796459,49.49144,0.452666,7.453283,-2.40125,0.0,Night
2023-10-01 20:00:00,0.01087457,50.29543,1.0435,7.452283,-2.40598,0.0,Night
2023-10-01 20:15:00,0.0015506,50.92799,0.7995,7.458687,-2.40341,0.0,Night
2023-10-01 20:30:00,0.0,50.42694,1.024,7.468703,-2.40986,0.0,Night
2023-10-01 20:45:00,0.0,51.03462,0.963778,7.470433,-2.41523,0.0,Night
2023-10-01 21:00:00,0.04545005,50.02687,0.760944,7.47754,-2.42152,0.0,Night
2023-10-01 21:15:00,0.0268965,47.85321,0.612167,7.466227,-2.41569,0.0,Night
2023-10-01 21:30:00,0.02551715,47.17619,0.557667,7.42591,-2.38589,0.0,Night
2023-10-01 21:45:00,0.003411146,47.19849,0.542667,7.43101,-2.39279,0.0,Night
2023-10-01 22:00:00,0.001766855,46.8477,0.578056,7.424633,-2.38789,0.0,Night
2023-10-01 22:15:00,1.977905e-05,46.17016,0.606,7.432617,-2.39064,0.0,Night
2023-10-01 22:30:00,0.022619,45.46937,0.4375,7.433903,-2.39562,0.0,Night
2023-10-01 22:45:00,1.9779e-06,45.01725,0.438611,7.42658,-2.3959,0.0,Night
2023-10-01 23:00:00,0.0,44.53389,0.746389,7.436414,-2.4041,0.0,Night
2023-10-01 23:15:00,0.0316753,44.41904,0.535722,7.437477,-2.40505,0.0,Night
2023-10-01 23:30:00,3.03279e-05,43.58873,0.318667,7.44467,-2.40923,0.0,Night
2023-10-01 23:45:00,0.004140505,43.48045,0.700333,7.451374,-2.4158,0.0,Night
2023-10-02 00:00:00,0.02067264,42.81467,0.335445,7.457624,-2.41926,0.0,Night
2023-10-02 00:15:00,0.01826094,42.34042,0.297889,7.465673,-2.42537,0.0,Night
2023-10-02 00:30:00,0.0188665,41.58183,0.287,7.451644,-2.41475,0.0,Night
2023-10-02 00:45:00,0.0,41.41436,0.508556,7.4508,-2.41248,0.0,Night
2023-10-02 01:00:00,0.0003454735,41.4593,0.297389,7.45571,-2.41212,0.0,Night
2023-10-02 01:15:00,0.0,41.07137,0.506016,7.460477,-2.42021,0.0,Night
2023-10-02 01:30:00,0.01187679,41.18066,0.389556,7.465547,-2.42316,0.0,Night
2023-10-02 01:45:00,0.0,41.48228,0.298667,7.449133,-2.41046,0.0,Night
2023-10-02 02:00:00,0.0,41.71042,0.350722,7.445027,-2.40966,0.0,Night
2023-10-02 02:15:00,0.0,41.38249,0.382333,7.445933,-2.41078,0.0,Night
2023-10-02 02:30:00,0.0,42.99654,0.447889,7.447856,-2.41093,0.0,Night
2023-10-02 02:45:00,0.002768925,43.10446,0.3235,7.4505,-2.41541,0.0,Night
2023-10-02 03:00:00,0.0,42.54873,0.365389,7.445247,-2.41015,0.0,Night
2023-10-02 03:15:00,0.0,42.09993,0.383666,7.43773,-2.40482,0.0,Night
2023-10-02 03:30:00,0.0,42.32651,0.334389,7.434273,-2.40289,0.0,Night
2023-10-02 03:45:00,0.0,42.74136,0.343389,7.43161,-2.40434,0.0,Night
2023-10-02 04:00:00,0.0,43.84308,0.351556,7.427043,-2.40007,0.0,Night
2023-10-02 04:15:00,0.0,43.98877,0.257611,7.41869,-2.39612,0.0,Night
2023-10-02 04:30:00,0.0,43.1317,0.600555,7.41244,-2.39388,0.0,Night
2023-10-02 04:45:00,0.0,42.3456,0.360056,7.39783,-2.38309,0.0,Night
2023-10-02 05:00:00,0.0001740555,42.46457,0.489611,7.40227,-2.38813,0.0,Night
2023-10-02 05:15:00,0.0,44.01667,0.474167,7.403507,-2.38593,0.0,Night
2023-10-02 05:30:00,0.0,45.0872,0.524833,7.403487,-2.38261,0.0,Night
2023-10-02 05:45:00,0.0,45.96057,0.365667,7.430233,-2.40371,0.0,Night
2023-10-02 06:00:00,0.0,46.62173,0.534445,7.439227,-2.40869,0.0,Night
2023-10-02 06:15:00,0.0,46.9129,0.584889,7.44372,-2.41138,0.0,Night
2023-10-02 06:30:00,0.0,47.6436,1.30061,7.446027,-2.4143,0.0,Night
