Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Sungrow SG 125HV Inverter - 1, Line kW","Sungrow SG 125HV Inverter - 2, Line kW","Sungrow SG 125HV Inverter - 3, Line kW","Sungrow SG 125HV Inverter - 4, Line kW","Sungrow SG 125HV Inverter - 5, Line kW","Sungrow SG 125HV Inverter - 6, Line kW","Sungrow SG 125HV Inverter - 7, Line kW","Sungrow SG 125HV Inverter - 8, Line kW","Sungrow SG 125HV Inverter - 9, Line kW","Sungrow SG 125HV Inverter - 10, Line kW","Sungrow SG 125HV Inverter - 11, Line kW","Sungrow SG 125HV Inverter - 12, Line kW","Sungrow SG 125HV Inverter - 13, Line kW","Sungrow SG 125HV Inverter - 14, Line kW","Sungrow SG 125HV Inverter - 15, Line kW","Sungrow SG 125HV Inverter - 16, Line kW",Day/Night
2023-10-01 03:00:00,-1.801,52.471,1.40667,13.5978,-4.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:15:00,-1.26733,51.8109,0.0,13.58653,-4.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:30:00,-0.743,51.5015,0.0,13.5916,-4.00687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 03:45:00,-1.44833,51.8686,0.546667,13.6015,-4.0148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:00:00,-1.75567,51.56005,0.533333,13.5955,-4.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:15:00,-1.73233,50.9677,0.353333,13.59433,-4.00933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,-0.455,50.9448,0.0166667,13.60987,-4.02463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,0.307,51.9519,1.25333,13.6049,-4.02143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,1.04033,54.216,2.22667,13.60137,-4.0179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,-0.244667,55.0528,2.29667,13.6035,-4.0219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,-0.619,55.41715,2.07333,13.5977,-4.01597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,-1.04167,55.5151,1.96,13.59773,-4.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,-1.261,54.5914,0.506667,13.59213,-4.00747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,-1.27,53.99355,1.04667,13.58253,-4.00047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,-1.01867,53.3774,0.856667,13.5827,-4.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,-0.951667,53.3014,1.25333,13.5817,-3.9961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 07:00:00,1.458,53.03405,1.06,13.58467,-3.97173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 07:15:00,9.01067,53.73535,1.64333,13.5879,9.72317,,1.06803,1.391,1.16667,1.238,1.27177,1.20003,1.20607,,1.144,0.0,1.20707,1.22993,1.0653,1.1215,1.08277,Day
2023-10-01 07:30:00,43.0523,54.6783,1.71667,13.59873,72.0932,0.0,3.93957,6.95483,4.99997,7.0405,7.02667,7.00763,6.6815,0.0,4.16907,0.0,4.95933,6.23707,5.93367,6.4211,6.25743,Day
2023-10-01 07:45:00,135.961,58.2855,2.02,13.59553,267.256,0.0,19.6722,23.1905,19.0658,23.0021,22.5083,22.3439,21.5327,0.0,16.5656,0.0,20.8037,22.1388,19.9762,20.5274,20.2954,Day
2023-10-01 08:00:00,229.107,63.15885,2.35,13.5938,530.318,0.0,38.8751,44.946,39.0041,43.1151,42.7537,42.5583,41.5803,0.0,40.3169,0.0,41.8468,42.093,38.7945,39.3325,39.1675,Day
2023-10-01 08:15:00,373.67,68.5138,2.49667,13.59547,846.516,0.0,60.0283,66.1041,61.755,65.7074,65.6265,65.2689,64.3364,0.0,64.3056,28.9108,64.9835,64.5993,59.7905,60.4603,60.4244,Day
2023-10-01 08:30:00,522.841,77.04375,2.93,13.5934,1154.11,0.0,81.8429,88.6634,86.9794,88.5647,88.7973,88.3134,87.7225,0.0,87.7699,43.8891,88.224,87.9173,81.3227,82.3634,82.189,Day
2023-10-01 08:45:00,657.957,86.69615,3.09333,13.58103,1443.26,0.0,102.486,109.126,109.499,110.329,110.532,110.074,109.727,0.0,110.266,55.1076,110.362,110.015,102.03,103.175,102.869,Day
2023-10-01 09:00:00,774.699,97.0874,2.78333,13.57937,1628.15,0.0,116.369,122.204,123.92,123.479,122.812,123.827,124.182,0.0,125.281,62.7543,124.912,124.506,115.689,116.64,115.994,Day
2023-10-01 09:15:00,804.164,104.6725,2.93333,13.58493,1657.28,0.0,119.183,125.45,125.987,125.934,125.877,125.941,125.972,0.0,125.988,64.3209,125.987,125.988,118.51,119.45,119.404,Day
2023-10-01 09:30:00,819.88,107.896,3.32333,13.58683,1665.24,0.0,120.984,125.982,125.99,125.99,125.989,125.978,125.988,0.0,125.989,65.4618,125.99,125.987,120.46,121.438,121.715,Day
2023-10-01 09:45:00,828.418,109.5195,3.87333,13.58277,1670.16,0.0,121.927,125.991,125.992,125.99,125.99,125.987,125.99,0.0,125.99,65.9642,125.991,125.992,121.545,122.474,122.75,Day
2023-10-01 10:00:00,830.706,109.624,4.00667,13.5756,1658.66,0.0,121.589,124.609,124.733,124.772,124.797,125.47,125.962,0.0,125.724,65.9998,125.241,124.715,120.949,121.488,122.582,Day
2023-10-01 10:15:00,843.194,109.627,4.91333,13.58573,1657.21,0.0,121.363,122.577,123.742,124.661,125.341,125.814,125.895,0.0,123.681,66.1265,123.601,124.084,121.873,122.417,123.063,Day
2023-10-01 10:30:00,820.154,112.6575,4.06667,13.57797,1553.84,0.0,114.724,116.738,116.26,117.131,116.477,116.456,116.751,0.0,116.95,64.2018,116.432,116.057,114.896,115.709,116.077,Day
2023-10-01 10:45:00,650.963,103.94,5.34333,13.56007,1206.84,0.0,86.8094,89.8391,91.9251,92.7938,95.19,95.5757,97.5725,0.0,87.0805,47.8117,86.9784,87.5887,85.6527,87.2275,87.5827,Day
2023-10-01 11:00:00,839.173,107.9115,4.95333,13.58717,1568.29,0.0,116.781,118.399,117.361,117.469,118.342,118.442,119.832,0.0,115.256,64.0176,114.619,115.107,114.854,115.41,116.483,Day
2023-10-01 11:15:00,778.485,108.6735,4.98667,13.5999,1390.51,0.0,102.955,105.114,105.961,106.417,106.599,108.23,109.83,0.0,103.325,57.8863,103.642,103.064,99.9127,102.217,102.399,Day
2023-10-01 11:30:00,582.543,105.8985,5.03,13.59677,1045.61,0.0,75.2602,78.1378,79.8386,80.203,83.3642,82.3394,84.2246,0.0,75.9574,41.3806,76.1177,76.7776,74.4932,75.5665,77.8054,Day
2023-10-01 11:45:00,652.133,103.81,5.08333,13.59657,1220.53,0.0,87.6179,87.6196,94.0621,94.343,95.4033,95.9901,97.113,0.0,91.1454,49.6803,92.0272,91.6875,87.7984,87.4057,88.4437,Day
2023-10-01 12:00:00,644.569,105.36,5.49,13.60373,1185.01,0.0,86.9809,89.9311,95.4765,93.082,94.5641,95.5148,96.7876,0.0,82.0103,45.4391,84.7218,84.6157,81.5487,83.5232,84.8843,Day
2023-10-01 12:15:00,728.759,104.7055,5.65333,13.597,1414.18,0.0,101.587,103.892,107.453,108.06,108.946,111.263,112.4,0.0,106.273,55.7942,106.677,107.874,102.391,102.4,102.676,Day
2023-10-01 12:30:00,829.447,110.02,6.26333,13.5867,1620.68,0.0,116.048,116.738,122.818,122.497,121.977,122.17,122.901,0.0,125.111,63.7436,125.142,125.197,117.883,118.763,118.765,Day
2023-10-01 12:45:00,842.879,112.015,5.97333,13.60877,1647.98,0.0,117.811,117.61,125.97,125.965,125.99,125.99,125.99,0.0,125.823,64.2652,125.984,125.991,119.204,119.892,120.313,Day
2023-10-01 13:00:00,839.506,113.9585,5.79667,13.6041,1622.15,0.0,116.536,113.94,123.63,122.853,122.53,122.526,122.606,0.0,124.581,63.8496,125.086,125.197,118.8,119.012,119.519,Day
2023-10-01 13:15:00,833.093,112.174,6.88,13.59937,1535.43,0.0,112.853,106.927,111.381,110.772,110.711,109.642,110.356,0.0,122.425,65.7881,121.985,120.893,118.603,118.255,114.021,Day
2023-10-01 13:30:00,665.853,110.717,6.12,13.56763,1170.89,0.0,87.7505,85.2785,87.6276,87.228,86.418,85.6084,85.5523,0.0,91.2419,49.9013,89.2695,89.5924,88.2064,88.0549,88.2437,Day
2023-10-01 13:45:00,721.244,105.146,5.08667,13.5873,1371.86,0.0,101.463,93.8546,101.191,101.83,100.523,99.1083,99.2506,0.0,110.924,59.6146,107.471,106.492,104.543,101.666,99.5627,Day
2023-10-01 14:00:00,811.485,108.972,6.33333,13.59757,1502.91,0.0,112.585,101.852,114.942,114.637,113.126,113.014,111.797,0.0,111.91,59.1345,113.361,114.502,113.002,114.895,114.812,Day
2023-10-01 14:15:00,593.005,107.801,5.83667,13.5887,1042.8,0.0,77.096,75.9949,83.1096,83.1542,83.4877,83.9108,84.6783,0.0,68.0089,37.5578,72.9091,74.5285,74.1815,77.0262,81.8035,Day
2023-10-01 14:30:00,844.058,104.431,5.09333,13.65143,1600.28,0.0,120.783,104.435,121.621,121.422,121.935,121.387,120.805,0.0,120.868,65.4084,120.794,120.781,119.427,119.575,120.086,Day
2023-10-01 14:45:00,880.092,113.522,5.05667,13.6421,1582.7,0.0,121.348,104.358,120.882,119.449,117.198,115.814,114.894,0.0,115.18,64.4353,120.022,122.493,121.898,122.724,122.258,Day
2023-10-01 15:00:00,598.72,108.3035,4.81,13.62053,1146.43,0.0,83.9214,72.3851,87.2447,88.0998,89.0351,89.5152,86.6429,0.0,92.8476,49.5718,86.3899,84.8819,83.3281,83.4917,83.6604,Day
2023-10-01 15:15:00,859.268,112.0575,3.88,13.63693,1607.93,0.0,121.604,101.197,121.76,120.32,121.438,118.461,117.187,0.0,125.699,68.5538,124.176,123.313,122.55,122.789,121.596,Day
2023-10-01 15:30:00,718.902,113.21,4.13667,13.6258,1314.96,0.0,99.5298,85.4187,99.512,99.2739,97.0417,95.4378,95.3642,0.0,102.173,57.2899,101.778,101.371,99.0986,99.2181,99.232,Day
2023-10-01 15:45:00,864.965,113.9825,4.28667,13.62567,1632.4,0.0,122.231,102.417,125.365,125.614,125.775,125.811,125.927,0.0,119.841,65.5649,121.932,123.099,121.899,123.216,123.858,Day
2023-10-01 16:00:00,859.276,117.5685,3.52667,13.62823,1649.96,0.0,121.989,101.089,125.988,125.989,125.989,125.99,125.988,0.0,125.99,67.2367,125.992,125.989,122.95,123.545,125.097,Day
2023-10-01 16:15:00,645.359,110.7165,3.98333,13.59973,1253.02,0.0,92.1418,76.0862,93.6802,93.8838,93.9385,93.6579,94.5484,0.0,101.355,53.8788,98.4827,96.2533,93.7208,93.9022,94.1217,Day
2023-10-01 16:30:00,837.272,115.187,3.52,13.61427,1612.79,0.0,119.068,98.8658,125.988,125.981,125.986,125.989,125.99,0.0,120.298,63.2835,120.718,121.636,117.033,119.03,122.605,Day
2023-10-01 16:45:00,828.293,117.236,4.11,13.61023,1625.95,0.0,117.987,97.5804,125.991,125.66,125.436,125.919,125.991,0.0,125.972,65.0753,125.989,125.938,118.4,119.28,121.517,Day
2023-10-01 17:00:00,800.68,115.4935,3.95333,13.61677,1572.33,0.0,113.779,93.9145,122.599,121.148,120.708,121.742,122.62,0.0,122.359,63.048,122.442,121.769,114.234,115.038,117.675,Day
2023-10-01 17:15:00,740.565,112.9325,3.47333,13.61547,1441.16,0.0,98.9066,85.3952,108.329,111.594,111.557,112.58,113.972,0.0,113.097,58.1755,113.308,112.585,105.988,106.203,108.425,Day
2023-10-01 17:30:00,607.016,107.516,3.58,13.60803,1175.07,0.0,79.4491,70.0945,86.6709,90.8867,91.6249,92.2935,93.7437,0.0,92.1533,46.9886,92.3258,92.4544,86.7123,86.4517,88.0123,Day
2023-10-01 17:45:00,467.452,101.7805,3.02,13.6004,897.59,0.0,59.7439,52.8851,65.7443,69.4215,70.4517,70.9684,72.2809,0.0,70.2509,35.8931,70.6348,70.8591,66.5275,65.6902,67.271,Day
2023-10-01 18:00:00,331.314,94.8517,2.79667,13.59567,612.053,0.0,40.1113,34.3754,44.8172,47.7324,48.6161,49.1073,50.2046,0.0,47.498,24.7788,48.4512,48.7892,45.835,44.6963,46.0218,Day
2023-10-01 18:15:00,201.13,87.8241,2.19667,13.5983,337.104,0.0,21.9083,17.9265,25.2064,26.9562,27.6648,28.053,28.884,0.0,26.3351,13.6403,27.1949,27.5526,25.6288,24.724,23.7426,Day
2023-10-01 18:30:00,91.476,80.00455,2.25667,13.59757,122.751,0.0,7.88033,7.01393,9.6982,10.337,10.7094,10.6045,10.7346,0.0,10.1973,4.52337,10.5421,10.7238,9.6626,9.20257,9.17863,Day
2023-10-01 18:45:00,17.3047,72.6785,1.09333,13.60753,21.9489,0.0,1.8736,2.10287,2.1751,2.31327,2.39577,2.35367,2.3764,0.0,2.2147,1.03587,2.38963,2.46517,2.21213,2.20593,2.29017,Day
2023-10-01 19:00:00,-7.96667,66.96015,0.48,13.6161,-0.396067,0.0,0.491533,0.494767,0.4706,0.590733,0.635633,0.595167,0.579,0.0,0.4807,0.238833,0.610167,0.6357,0.4907,0.533767,0.511767,Night
2023-10-01 19:15:00,-8.89867,63.54795,0.936667,13.59957,-3.94423,0.0,0.0,0.0,0.0,0.0257667,0.0484,0.0272667,0.0113667,0.0,0.0,0.0,0.0378333,0.0496667,0.0,0.00456667,0.0001,Night
2023-10-01 19:30:00,-7.70633,61.47065,0.6,13.5928,-3.8712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 19:45:00,-5.69733,60.25575,0.02,13.60397,-3.86947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,-5.02167,59.62495,0.533333,13.6214,-3.8524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,-3.98267,58.86415,0.393333,13.6067,-3.83457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,-3.237,58.74785,0.0133333,13.56707,-3.79923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,-2.57133,58.53365,1.00333,13.5747,-3.9421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,-2.34867,58.1171,0.65,13.57587,-3.98447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,-1.59933,57.6895,0.16,13.5774,-3.9736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,-1.87133,57.2446,0.0,13.58637,-3.98113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,-1.59367,56.839,0.0,13.5985,-3.99107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,-1.415,56.56615,0.0,13.6009,-3.99867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,-1.427,56.24115,0.0,13.62567,-4.01983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,-0.637333,55.9491,0.0,13.55737,-3.96143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,-2.00467,55.73575,0.816667,13.5555,-3.96027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,-1.54967,55.896,1.59667,13.54803,-3.95203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,-0.960667,55.62135,0.38,13.53433,-3.94623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,-1.284,54.98505,0.326667,13.54733,-3.95203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,-1.51133,54.5483,0.726667,13.56213,-3.96953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,-1.40767,54.2544,0.466667,13.56513,-3.97543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,-0.993,54.51445,1.21,13.57537,-3.98347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,-1.892,54.27915,1.03,13.57947,-3.9886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,-1.597,53.8104,0.343333,13.592,-4.00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,-1.05467,53.49455,0.783333,13.5836,-3.9859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,-0.762667,53.08625,0.243333,13.59467,-3.99723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,-0.856333,53.0643,0.11,13.6087,-4.0102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,-1.351,52.959,0.0,13.59837,-4.00093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,-1.01,52.948,0.0,13.59203,-3.9989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,-0.975667,52.9782,0.666667,13.61203,-4.02137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,-1.004,53.02125,0.56,13.61773,-4.02637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,-1.5,52.56255,0.406667,13.61147,-4.02187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,-0.608,52.6733,0.0866667,13.6127,-4.02447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,-0.955667,52.8418,0.493333,13.61713,-4.02653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,-1.07467,52.76765,0.4,13.62713,-4.03453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,-1.29967,52.5946,0.106667,13.62957,-4.03807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,-1.25733,52.58545,0.673333,13.62447,-4.03867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,-1.04033,52.0682,0.166667,13.62823,-4.04243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,-0.396333,51.7514,0.0,13.6174,-4.03163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,-1.80733,51.3431,0.00666667,13.62013,-4.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,-2.02,51.67175,1.54667,13.60813,-4.02587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,-1.62067,51.00155,0.893333,13.5928,-4.01193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,-1.35267,50.3708,0.38,13.59223,-4.01297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,-1.32467,49.73905,0.0,13.5852,-4.00493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,-0.699333,49.61915,0.18,13.5513,-3.9772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,-1.617,49.4223,1.21333,13.52793,-3.9544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
