Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Inverter 1, AC Active Power (Total)",Day/Night
2023-10-01 00:00:00,0.0,45.37811,1.287854,7.234267,-2.49375,0.0,Night
2023-10-01 00:15:00,0.0,45.39113,1.76226,7.243093,-2.50365,0.0,Night
2023-10-01 00:30:00,0.0,45.01901,0.9958093,7.24964,-2.50494,0.0,Night
2023-10-01 00:45:00,0.0,43.80235,1.330107,7.255577,-2.5078,0.0,Night
2023-10-01 01:00:00,0.0,43.44142,1.304879,7.259396,-2.5114,0.0,Night
2023-10-01 01:15:00,0.0,43.81035,1.850195,7.265433,-2.51845,0.0,Night
2023-10-01 01:30:00,0.0,43.69876,1.177747,7.26514,-2.51924,0.0,Night
2023-10-01 01:45:00,0.0,42.44411,1.034583,7.26923,-2.52047,0.0,Night
2023-10-01 02:00:00,0.0,43.0041,1.064457,7.273183,-2.52133,0.0,Night
2023-10-01 02:15:00,0.0,42.2214,0.7810634,7.27659,-2.52509,0.0,Night
2023-10-01 02:30:00,0.0,41.64289,0.523816,7.279043,-2.52602,0.0,Night
2023-10-01 02:45:00,0.0,40.99264,0.5591099,7.278437,-2.52576,0.0,Night
2023-10-01 03:00:00,0.0,40.88663,0.702895,7.280703,-2.52873,0.0,Night
2023-10-01 03:15:00,0.0,40.81829,0.4593175,7.2753,-2.52529,0.0,Night
2023-10-01 03:30:00,0.0,41.19847,0.8845837,7.278933,-2.52401,0.0,Night
2023-10-01 03:45:00,0.0,41.68565,0.8142005,7.281043,-2.52953,0.0,Night
2023-10-01 04:00:00,0.0,40.47056,0.4416705,7.275403,-2.52653,0.0,Night
2023-10-01 04:15:00,0.0,40.17063,0.5876928,7.274567,-2.52805,0.0,Night
2023-10-01 04:30:00,0.0,39.90752,0.6294385,7.269124,-2.52148,0.0,Night
2023-10-01 04:45:00,0.0,39.32568,0.6098139,7.26611,-2.51823,0.0,Night
2023-10-01 05:00:00,0.0,40.05288,0.679904,7.253086,-2.51512,0.0,Night
2023-10-01 05:15:00,0.0,41.11506,1.215278,7.250664,-2.51956,0.0,Night
2023-10-01 05:30:00,0.0,39.43186,1.483039,7.24571,-2.51182,0.0,Night
2023-10-01 05:45:00,0.0,39.3338,0.4309829,7.241394,-2.50802,0.0,Night
2023-10-01 06:00:00,0.0,39.76259,0.7794479,7.232823,-2.50382,0.0,Night
2023-10-01 06:15:00,0.0,39.81823,0.639515,7.247876,-2.51231,0.0,Night
2023-10-01 06:30:00,0.0,39.41785,0.6216198,7.243283,-2.50794,0.0,Night
2023-10-01 06:45:00,0.0,38.93482,0.4550816,7.232914,-2.50337,0.0,Night
2023-10-01 07:00:00,1.683745,39.52731,1.017848,7.231867,1.08045,3.23333,Night
2023-10-01 07:15:00,11.23455,39.11029,1.191451,7.238977,24.4598,25.7333,Day
2023-10-01 07:30:00,33.04075,38.70357,0.7589996,7.24181,84.6783,85.0667,Day
2023-10-01 07:45:00,60.5089,41.76532,0.5005764,7.255827,193.433,193.0,Day
2023-10-01 08:00:00,109.9169,43.16556,0.9513193,7.2828,344.346,343.367,Day
2023-10-01 08:15:00,156.863,45.38881,1.164325,7.284407,502.103,500.833,Day
2023-10-01 08:30:00,196.112,47.4747,1.23628,7.286633,674.427,673.233,Day
2023-10-01 08:45:00,270.8295,49.61005,0.8105165,7.29124,846.551,845.567,Day
2023-10-01 09:00:00,323.7795,52.99171,1.339676,7.31442,1013.95,1013.97,Day
2023-10-01 09:15:00,343.8005,53.83492,1.969498,7.311876,1134.76,1138.3,Day
2023-10-01 09:30:00,350.8835,53.86827,2.541531,7.307227,1148.48,1164.33,Day
2023-10-01 09:45:00,266.499,52.65955,3.97889,7.300517,951.526,965.6,Day
2023-10-01 10:00:00,498.399,53.2943,3.448734,7.311644,1109.43,1122.83,Day
2023-10-01 10:15:00,537.9765,54.43209,3.202546,7.335333,1486.28,1471.87,Day
2023-10-01 10:30:00,541.993,54.91335,2.756655,7.338823,1740.24,1741.03,Day
2023-10-01 10:45:00,628.6315,55.96442,3.319862,7.339077,1915.75,1927.33,Day
2023-10-01 11:00:00,661.246,56.77401,3.093061,7.33541,1987.99,2002.03,Day
2023-10-01 11:15:00,692.0415,58.14147,3.224172,7.335997,2050.32,2066.33,Day
2023-10-01 11:30:00,715.797,58.89096,2.976253,7.337086,2114.0,2131.7,Day
2023-10-01 11:45:00,739.6605,59.70742,3.477067,7.338273,2150.63,2169.6,Day
2023-10-01 12:00:00,756.134,60.30991,3.156688,7.347727,2153.65,2173.07,Day
2023-10-01 12:15:00,770.115,61.01209,3.602085,7.347927,2153.54,2173.07,Day
2023-10-01 12:30:00,783.3985,62.01036,3.461013,7.347323,2153.27,2172.87,Day
2023-10-01 12:45:00,792.2505,63.23774,3.128729,7.34269,2153.3,2172.73,Day
2023-10-01 13:00:00,789.7635,63.86866,2.806859,7.34891,2153.11,2173.03,Day
2023-10-01 13:15:00,789.2075,64.09431,3.804281,7.35197,2153.13,2173.03,Day
2023-10-01 13:30:00,780.598,65.14351,3.210003,7.352173,2153.03,2172.97,Day
2023-10-01 13:45:00,763.5795,65.24332,2.657606,7.280067,2125.2,2146.0,Day
2023-10-01 14:00:00,734.963,66.16174,2.674879,7.28058,2058.69,2074.97,Day
2023-10-01 14:15:00,726.985,65.6024,3.086104,7.280813,2042.46,2061.67,Day
2023-10-01 14:30:00,715.9455,65.92489,3.841316,7.279007,2011.61,2030.97,Day
2023-10-01 14:45:00,690.1955,67.04562,4.491393,7.27514,1936.98,1954.77,Day
2023-10-01 15:00:00,660.393,66.5854,2.416388,7.261106,1853.57,1867.8,Day
2023-10-01 15:15:00,629.066,66.44621,2.943685,7.255427,1767.64,1781.3,Day
2023-10-01 15:30:00,587.3815,66.82262,3.036764,7.257027,1659.88,1673.5,Day
2023-10-01 15:45:00,542.5285,67.38387,2.567009,7.253333,1548.87,1558.97,Day
2023-10-01 16:00:00,500.4515,67.81942,2.75404,7.246637,1422.45,1430.97,Day
2023-10-01 16:15:00,458.0965,67.55259,1.739342,7.289717,1298.68,1306.37,Day
2023-10-01 16:30:00,404.382,67.73434,2.125836,7.305197,1138.57,1143.8,Day
2023-10-01 16:45:00,364.9315,67.58669,2.009514,7.297497,1026.08,1030.17,Day
2023-10-01 17:00:00,315.293,67.72131,2.31237,7.29026,868.451,873.5,Day
2023-10-01 17:15:00,258.161,67.74354,1.837645,7.282394,694.475,699.967,Day
2023-10-01 17:30:00,206.9405,67.61606,1.753634,7.273604,537.531,541.267,Day
2023-10-01 17:45:00,157.518,67.3137,1.7791,7.25434,380.193,383.8,Day
2023-10-01 18:00:00,110.7083,66.62061,2.018836,7.246807,237.757,241.033,Day
2023-10-01 18:15:00,43.2763,65.14466,2.522146,7.23645,72.691,76.1333,Day
2023-10-01 18:30:00,16.1982,63.37999,2.292184,7.230233,20.2924,22.2667,Day
2023-10-01 18:45:00,2.557015,61.59608,1.057573,7.230867,-0.270476,2.13333,Day
2023-10-01 19:00:00,0.004490057,59.89334,1.80993,7.226257,-2.45587,0.0,Night
2023-10-01 19:15:00,0.0,58.8783,2.25421,7.226527,-2.45932,0.0,Night
2023-10-01 19:30:00,0.0,58.03614,2.11987,7.234247,-2.46672,0.0,Night
2023-10-01 19:45:00,0.0,56.2491,1.786947,7.241963,-2.47222,0.0,Night
2023-10-01 20:00:00,0.0,54.70808,1.285475,7.25131,-2.47699,0.0,Night
2023-10-01 20:15:00,0.0,51.75394,1.032222,7.259343,-2.48876,0.0,Night
2023-10-01 20:30:00,0.0,51.805,1.33048,7.263967,-2.49219,0.0,Night
2023-10-01 20:45:00,0.0,52.78112,1.629485,7.265243,-2.49125,0.0,Night
2023-10-01 21:00:00,0.0,53.3642,1.681804,7.275106,-2.4982,0.0,Night
2023-10-01 21:15:00,0.0,50.88416,1.57704,7.28556,-2.50452,0.0,Night
2023-10-01 21:30:00,0.0,50.31728,0.6888523,7.291777,-2.51208,0.0,Night
2023-10-01 21:45:00,0.0,50.08633,0.6131693,7.301697,-2.51877,0.0,Night
2023-10-01 22:00:00,0.0,49.84666,0.6886035,7.301503,-2.52136,0.0,Night
2023-10-01 22:15:00,0.0,49.32155,0.7407988,7.275567,-2.50656,0.0,Night
2023-10-01 22:30:00,0.0,49.11291,0.841958,7.2477,-2.48997,0.0,Night
2023-10-01 22:45:00,0.0,50.03742,1.288724,7.252993,-2.49529,0.0,Night
2023-10-01 23:00:00,0.0,49.32246,0.6314142,7.20952,-2.47287,0.0,Night
2023-10-01 23:15:00,0.0,49.65393,1.419709,7.20898,-2.47776,0.0,Night
2023-10-01 23:30:00,0.0,49.03653,0.6069553,7.219193,-2.48165,0.0,Night
2023-10-01 23:45:00,0.0,47.65094,0.7705002,7.22539,-2.48739,0.0,Night
2023-10-02 00:00:00,0.0,46.82272,0.9319325,7.2364,-2.49283,0.0,Night
2023-10-02 00:15:00,0.0,47.32373,0.840094,7.242363,-2.49605,0.0,Night
2023-10-02 00:30:00,0.0,46.27514,0.6792828,7.24051,-2.49692,0.0,Night
2023-10-02 00:45:00,0.0,47.27296,0.9229304,7.24852,-2.50549,0.0,Night
2023-10-02 01:00:00,0.0,47.41907,0.9406664,7.249443,-2.50272,0.0,Night
2023-10-02 01:15:00,0.0,47.24436,1.293718,7.255733,-2.50924,0.0,Night
2023-10-02 01:30:00,0.0,46.3235,1.028618,7.259517,-2.51427,0.0,Night
2023-10-02 01:45:00,0.0,46.79664,1.051918,7.25628,-2.5119,0.0,Night
2023-10-02 02:00:00,0.0,47.16357,1.507198,7.25465,-2.51416,0.0,Night
2023-10-02 02:15:00,0.0,47.29646,0.8464319,7.256483,-2.51663,0.0,Night
2023-10-02 02:30:00,0.0,47.24073,0.6438646,7.259203,-2.5191,0.0,Night
2023-10-02 02:45:00,0.0,46.33531,1.022031,7.25844,-2.51902,0.0,Night
2023-10-02 03:00:00,0.0,45.45482,1.074254,7.255367,-2.52134,0.0,Night
2023-10-02 03:15:00,0.0,45.43425,1.31855,7.25147,-2.51417,0.0,Night
2023-10-02 03:30:00,0.0,46.16196,0.8702926,7.246993,-2.50784,0.0,Night
2023-10-02 03:45:00,0.0,46.6358,0.6457288,7.23997,-2.50327,0.0,Night
2023-10-02 04:00:00,0.0,46.69214,0.8501599,7.231624,-2.5056,0.0,Night
2023-10-02 04:15:00,0.0,46.63822,0.7696303,7.220363,-2.50071,0.0,Night
2023-10-02 04:30:00,0.0,46.62423,1.251442,7.2175,-2.49857,0.0,Night
2023-10-02 04:45:00,0.0,46.73689,0.7539717,7.204493,-2.49154,0.0,Night
2023-10-02 05:00:00,0.0,47.17489,0.6514457,7.27196,-2.52617,0.0,Night
2023-10-02 05:15:00,0.0,47.56636,0.9555447,7.259023,-2.52016,0.0,Night
2023-10-02 05:30:00,0.0,48.16565,1.016066,7.23456,-2.50396,0.0,Night
2023-10-02 05:45:00,0.0,48.78638,1.007988,7.219624,-2.4989,0.0,Night
2023-10-02 06:00:00,0.0,49.11168,0.7289927,7.227283,-2.50243,0.0,Night
2023-10-02 06:15:00,0.0,49.39648,0.8541368,7.26467,-2.52597,0.0,Night
2023-10-02 06:30:00,0.0,49.91282,1.081434,7.271703,-2.52717,0.0,Night
2023-10-02 06:45:00,0.0,50.68441,1.953215,7.245646,-2.51495,0.0,Night
2023-10-02 07:00:00,0.147357,51.63021,2.975747,7.24083,-2.50865,0.0,Night
2023-10-02 07:15:00,4.73089,52.02808,2.565889,7.262547,6.31632,8.23333,Day
