Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Day/Night
2023-12-01 00:00:00,0.0,38.17781,0,0,-4.521029,0,0.0,0.0,Night
2023-12-01 00:15:00,0.0,37.72764,0,0,-4.398923,0,0.0,0.0,Night
2023-12-01 00:30:00,0.0,37.24952,0,0,-4.456194,0,0.0,0.0,Night
2023-12-01 00:45:00,0.0,36.69401,0,0,-4.4989,0,0.0,0.0,Night
2023-12-01 01:00:00,0.0,36.52285,0,0,-4.58552,0,0.0,0.0,Night
2023-12-01 01:15:00,0.0,36.995,0,0,-4.564324,0,0.0,0.0,Night
2023-12-01 01:30:00,0.0,37.58033,0,0,-4.535004,0,0.0,0.0,Night
2023-12-01 01:45:00,0.0,38.50626,0,0,-4.540652,0,0.0,0.0,Night
2023-12-01 02:00:00,0.0,38.50173,0,0,-4.591374,0,0.0,0.0,Night
2023-12-01 02:15:00,0.0,38.23441,0,0,-4.6336,0,0.0,0.0,Night
2023-12-01 02:30:00,0.0,37.51499,0,0,-4.544806,0,0.0,0.0,Night
2023-12-01 02:45:00,0.0,37.21568,0,0,-4.541164,0,0.0,0.0,Night
2023-12-01 03:00:00,0.0,37.36094,0,0,-4.648095,0,0.0,0.0,Night
2023-12-01 03:15:00,0.0,38.48195,0,0,-4.652698,0,0.0,0.0,Night
2023-12-01 03:30:00,0.0,38.87681,0,0,-4.579548,0,0.0,0.0,Night
2023-12-01 03:45:00,0.0,38.9479,0,0,-4.660658,0,0.0,0.0,Night
2023-12-01 04:00:00,0.0,38.75777,0,0,-4.688386,0,0.0,0.0,Night
2023-12-01 04:15:00,0.0,38.47701,0,0,-4.65093,0,0.0,0.0,Night
2023-12-01 04:30:00,0.0,38.41432,0,0,-4.687725,0,0.0,0.0,Night
2023-12-01 04:45:00,0.0,38.43296,0,0,-4.65491,0,0.0,0.0,Night
2023-12-01 05:00:00,0.0,38.90248,0,0,-4.628954,0,0.0,0.0,Night
2023-12-01 05:15:00,0.0,39.02436,0,0,-4.471541,0,0.0,0.0,Night
2023-12-01 05:30:00,0.0,40.06992,0,0,-4.536058,0,0.0,0.0,Night
2023-12-01 05:45:00,0.0,41.12064,0,0,-4.502817,0,0.0,0.0,Night
2023-12-01 06:00:00,0.0,40.78399,0,0,-4.369463,0,0.0,0.0,Night
2023-12-01 06:15:00,0.0,41.389,0,0,-4.46022,0,0.0,0.0,Night
2023-12-01 06:30:00,0.0,41.913,0,0,-4.503088,0,0.0,0.0,Night
2023-12-01 06:45:00,0.0,41.3331,0,0,-4.412712,0,0.0,0.0,Night
2023-12-01 07:00:00,0.03246856,40.79137,0,0,-4.570339,0,0.0,0.0,Night
2023-12-01 07:15:00,1.967221,40.38237,0,0,-1.064438,1,1.0,1.0,Night
2023-12-01 07:30:00,4.322495,40.21222,0,0,8.836216,4,4.0,3.0,Day
2023-12-01 07:45:00,13.95733,40.50892,0,0,64.43211,22,23.0,21.0,Day
2023-12-01 08:00:00,26.99064,41.29026,0,0,145.2383,49,51.0,47.0,Day
2023-12-01 08:15:00,33.20728,42.37043,0,0,188.5183,63,65.0,62.0,Day
2023-12-01 08:30:00,75.75063,43.94508,0,0,448.4885,149,154.0,146.0,Day
2023-12-01 08:45:00,59.53431,45.28677,0,0,348.1465,117,120.0,113.0,Day
2023-12-01 09:00:00,82.6563,46.42829,0,0,491.3912,164,169.0,159.0,Day
2023-12-01 09:15:00,87.12942,47.51558,0,0,516.266,172,178.0,168.0,Day
2023-12-01 09:30:00,55.92112,48.24943,0,0,331.3188,110,115.0,108.0,Day
2023-12-01 09:45:00,57.89283,48.64436,0,0,363.2495,122,125.0,118.0,Day
2023-12-01 10:00:00,72.65746,48.70526,0,0,464.5448,155,160.0,152.0,Day
2023-12-01 10:15:00,64.51714,48.95387,0,0,389.5172,131,134.0,127.0,Day
2023-12-01 10:30:00,70.04292,49.85964,0,0,424.4447,140,146.0,140.0,Day
2023-12-01 10:45:00,46.67343,49.62022,0,0,301.0599,99,104.0,100.0,Day
2023-12-01 11:00:00,152.66,50.38294,0,0,948.6687,315,327.0,309.0,Day
2023-12-01 11:15:00,87.25309,50.51194,0,0,544.1393,183,188.0,175.0,Day
2023-12-01 11:30:00,45.3545,49.97644,0,0,283.5634,95,98.0,92.0,Day
2023-12-01 11:45:00,76.87863,49.70633,0,0,478.2685,158,165.0,157.0,Day
2023-12-01 12:00:00,53.23752,50.74247,0,0,343.9774,115,119.0,113.0,Day
2023-12-01 12:15:00,78.95697,50.53996,0,0,525.4606,173,181.0,173.0,Day
2023-12-01 12:30:00,105.0881,50.46648,0,0,670.8876,224,231.0,218.0,Day
2023-12-01 12:45:00,61.61586,50.66317,0,0,378.5198,125,131.0,125.0,Day
2023-12-01 13:00:00,50.56829,50.17581,0,0,300.1876,101,104.0,97.0,Day
2023-12-01 13:15:00,49.3707,50.20533,0,0,315.2735,105,109.0,104.0,Day
2023-12-01 13:30:00,41.44463,50.51569,0,0,245.9613,83,85.0,80.0,Day
2023-12-01 13:45:00,46.64574,49.84024,0,0,287.5321,96,99.0,94.0,Day
2023-12-01 14:00:00,60.73585,49.82913,0,0,368.1734,122,127.0,122.0,Day
2023-12-01 14:15:00,62.01471,50.21002,0,0,369.3228,123,127.0,121.0,Day
2023-12-01 14:30:00,29.77444,50.13332,0,0,168.1725,57,58.0,55.0,Day
2023-12-01 14:45:00,23.32306,49.64867,0,0,143.1897,48,50.0,46.0,Day
2023-12-01 15:00:00,19.19961,48.94425,0,0,122.6324,42,43.0,40.0,Day
2023-12-01 15:15:00,15.74968,48.5979,0,0,98.41526,33,34.0,32.0,Day
2023-12-01 15:30:00,14.58721,48.15013,0,0,84.79447,29,30.0,28.0,Day
2023-12-01 15:45:00,16.3968,47.85638,0,0,89.51526,30,31.0,29.0,Day
2023-12-01 16:00:00,17.36719,47.797,0,0,94.49689,32,33.0,31.0,Day
2023-12-01 16:15:00,7.622892,47.68678,0,0,39.61486,14,14.0,13.0,Day
2023-12-01 16:30:00,3.224441,47.41787,0,0,10.26485,4,4.0,4.0,Day
2023-12-01 16:45:00,1.062369,47.09427,0,0,-1.720303,1,1.0,1.0,Day
2023-12-01 17:00:00,0.0,46.80559,0,0,-4.547647,0,0.0,0.0,Night
2023-12-01 17:15:00,0.0,46.74374,0,0,-4.538658,0,0.0,0.0,Night
2023-12-01 17:30:00,0.0,46.59413,0,0,-4.655358,0,0.0,0.0,Night
2023-12-01 17:45:00,0.0,46.39113,0,0,-4.603218,0,0.0,0.0,Night
2023-12-01 18:00:00,0.0,46.54434,0,0,-4.57986,0,0.0,0.0,Night
2023-12-01 18:15:00,0.0,46.81656,0,0,-4.577427,0,0.0,0.0,Night
2023-12-01 18:30:00,0.0,46.93172,0,0,-4.593755,0,0.0,0.0,Night
2023-12-01 18:45:00,0.0,47.14645,0,0,-4.647834,0,0.0,0.0,Night
2023-12-01 19:00:00,0.0,47.21297,0,0,-4.573985,0,0.0,0.0,Night
2023-12-01 19:15:00,0.0,47.04993,0,0,-4.574709,0,0.0,0.0,Night
2023-12-01 19:30:00,0.0,46.9164,0,0,-4.58133,0,0.0,0.0,Night
2023-12-01 19:45:00,0.0,46.95467,0,0,-4.619978,0,0.0,0.0,Night
2023-12-01 20:00:00,0.0,47.05622,0,0,-4.513118,0,0.0,0.0,Night
2023-12-01 20:15:00,0.0,47.05742,0,0,-4.579443,0,0.0,0.0,Night
2023-12-01 20:30:00,0.0,46.89619,0,0,-4.623598,0,0.0,0.0,Night
2023-12-01 20:45:00,0.0,46.89235,0,0,-4.619113,0,0.0,0.0,Night
2023-12-01 21:00:00,0.0,46.80424,0,0,-4.721509,0,0.0,0.0,Night
2023-12-01 21:15:00,0.0,46.7499,0,0,-4.690501,0,0.0,0.0,Night
2023-12-01 21:30:00,0.0,46.86906,0,0,-4.649713,0,0.0,0.0,Night
2023-12-01 21:45:00,0.0,46.92173,0,0,-4.686388,0,0.0,0.0,Night
2023-12-01 22:00:00,0.0,46.97414,0,0,-4.496596,0,0.0,0.0,Night
2023-12-01 22:15:00,0.0,47.08442,0,0,-4.609621,0,0.0,0.0,Night
2023-12-01 22:30:00,0.0,47.12078,0,0,-4.56969,0,0.0,0.0,Night
2023-12-01 22:45:00,0.0,47.41582,0,0,-4.633154,0,0.0,0.0,Night
2023-12-01 23:00:00,0.0,47.63235,0,0,-4.706111,0,0.0,0.0,Night
2023-12-01 23:15:00,0.0,48.0114,0,0,-4.656637,0,0.0,0.0,Night
2023-12-01 23:30:00,0.0,48.38531,0,0,-4.604092,0,0.0,0.0,Night
2023-12-01 23:45:00,0.0,48.52008,0,0,-4.6157,0,0.0,0.0,Night
2023-12-02 00:00:00,0.0,48.69355,0,0,-4.637353,0,0.0,0.0,Night
2023-12-02 00:15:00,0.0,48.14771,0,0,-4.60178,0,0.0,0.0,Night
2023-12-02 00:30:00,0.0,47.87208,0,0,-4.601442,0,0.0,0.0,Night
2023-12-02 00:45:00,0.0,48.21333,0,0,-4.558527,0,0.0,0.0,Night
2023-12-02 01:00:00,0.0,48.45365,0,0,-4.579578,0,0.0,0.0,Night
2023-12-02 01:15:00,0.0,48.58636,0,0,-4.618341,0,0.0,0.0,Night
2023-12-02 01:30:00,0.0,48.59192,0,0,-4.615603,0,0.0,0.0,Night
2023-12-02 01:45:00,0.0,48.51491,0,0,-4.64846,0,0.0,0.0,Night
2023-12-02 02:00:00,0.0,48.5794,0,0,-4.605461,0,0.0,0.0,Night
2023-12-02 02:15:00,0.0,48.59275,0,0,-4.663296,0,0.0,0.0,Night
2023-12-02 02:30:00,0.0,48.70264,0,0,-4.645229,0,0.0,0.0,Night
2023-12-02 02:45:00,0.0,48.86737,0,0,-4.61913,0,0.0,0.0,Night
2023-12-02 03:00:00,0.0,49.05513,0,0,-4.680158,0,0.0,0.0,Night
2023-12-02 03:15:00,0.0,49.09048,0,0,-4.690731,0,0.0,0.0,Night
2023-12-02 03:30:00,0.0,49.22305,0,0,-4.627223,0,0.0,0.0,Night
