Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Day/Night
2023-12-02 03:45:00,0.0,49.42178,0,0,-4.625043,0,0.0,0.0,Night
2023-12-02 04:00:00,0.0,49.57287,0,0,-4.657624,0,0.0,0.0,Night
2023-12-02 04:15:00,0.0,49.66873,0,0,-4.655457,0,0.0,0.0,Night
2023-12-02 04:30:00,0.0,49.54509,0,0,-4.582302,0,0.0,0.0,Night
2023-12-02 04:45:00,0.0,49.79208,0,0,-4.658108,0,0.0,0.0,Night
2023-12-02 05:00:00,0.0,50.01223,0,0,-4.605754,0,0.0,0.0,Night
2023-12-02 05:15:00,0.0,50.06112,0,0,-4.678157,0,0.0,0.0,Night
2023-12-02 05:30:00,0.0,50.04171,0,0,-4.680319,0,0.0,0.0,Night
2023-12-02 05:45:00,0.0,50.0467,0,0,-4.670951,0,0.0,0.0,Night
2023-12-02 06:00:00,0.0,49.97282,0,0,-4.577515,0,0.0,0.0,Night
2023-12-02 06:15:00,0.0,49.80724,0,0,-4.645105,0,0.0,0.0,Night
2023-12-02 06:30:00,0.0,49.55386,0,0,-4.69396,0,0.0,0.0,Night
2023-12-02 06:45:00,0.0,49.51142,0,0,-4.668178,0,0.0,0.0,Night
2023-12-02 07:00:00,0.0,49.56461,0,0,-4.680171,0,0.0,0.0,Night
2023-12-02 07:15:00,0.7452607,49.73845,0,0,-4.434413,0,0.0,0.0,Night
2023-12-02 07:30:00,3.607255,49.79081,0,0,5.735248,3,3.0,2.0,Day
2023-12-02 07:45:00,8.140378,50.08289,0,0,35.22351,12,13.0,12.0,Day
2023-12-02 08:00:00,15.65249,50.34694,0,0,76.86496,26,27.0,25.0,Day
2023-12-02 08:15:00,26.749,50.72132,0,0,142.4835,49,49.0,46.0,Day
2023-12-02 08:30:00,39.7901,51.06379,0,0,221.2807,75,77.0,71.0,Day
2023-12-02 08:45:00,47.30385,51.59145,0,0,263.7508,89,91.0,86.0,Day
2023-12-02 09:00:00,65.73518,52.2529,0,0,372.61,126,129.0,120.0,Day
2023-12-02 09:15:00,69.63979,53.21974,0,0,397.0441,134,137.0,128.0,Day
2023-12-02 09:30:00,71.66674,54.11678,0,0,415.9048,139,144.0,136.0,Day
2023-12-02 09:45:00,93.88438,54.67221,0,0,548.9519,185,189.0,177.0,Day
2023-12-02 10:00:00,101.2169,54.97003,0,0,585.0533,198,200.0,189.0,Day
2023-12-02 10:15:00,99.17663,55.74338,0,0,566.5336,195,195.0,178.0,Day
2023-12-02 10:30:00,92.75858,57.08284,0,0,551.5875,185,189.0,180.0,Day
2023-12-02 10:45:00,112.5349,57.65062,0,0,677.1465,229,234.0,216.0,Day
2023-12-02 11:00:00,110.3257,58.50474,0,0,657.9902,224,227.0,209.0,Day
2023-12-02 11:15:00,96.77658,58.74314,0,0,588.217,196,204.0,190.0,Day
2023-12-02 11:30:00,82.2049,57.71,0,0,478.4757,166,167.0,147.0,Day
2023-12-02 11:45:00,63.54259,56.72393,0,0,371.1831,127,128.0,118.0,Day
2023-12-02 12:00:00,77.70985,56.71347,0,0,460.921,155,159.0,149.0,Day
2023-12-02 12:15:00,80.23058,56.58913,0,0,466.3712,158,161.0,149.0,Day
2023-12-02 12:30:00,68.37379,57.35561,0,0,395.5078,136,137.0,125.0,Day
2023-12-02 12:45:00,55.47058,57.77052,0,0,318.3245,110,110.0,99.0,Day
2023-12-02 13:00:00,65.5198,58.13268,0,0,394.6271,133,136.0,127.0,Day
2023-12-02 13:15:00,74.91361,58.46136,0,0,445.2963,151,153.0,143.0,Day
2023-12-02 13:30:00,94.5732,58.91182,0,0,566.1284,191,196.0,181.0,Day
2023-12-02 13:45:00,89.73412,58.65979,0,0,523.3123,176,181.0,168.0,Day
2023-12-02 14:00:00,74.99426,58.21138,0,0,416.356,145,143.0,130.0,Day
2023-12-02 14:15:00,62.59539,57.84342,0,0,355.8724,121,123.0,113.0,Day
2023-12-02 14:30:00,47.63594,57.62677,0,0,267.2374,92,92.0,85.0,Day
2023-12-02 14:45:00,31.4789,57.30282,0,0,169.4635,58,59.0,54.0,Day
2023-12-02 15:00:00,24.533,57.28789,0,0,130.9564,45,46.0,42.0,Day
2023-12-02 15:15:00,24.17624,57.113,0,0,129.2049,44,45.0,42.0,Day
2023-12-02 15:30:00,23.72429,56.95906,0,0,123.2476,42,43.0,40.0,Day
2023-12-02 15:45:00,15.26499,56.83617,0,0,73.40076,26,26.0,24.0,Day
2023-12-02 16:00:00,9.809875,56.70447,0,0,43.81054,15,16.0,14.0,Day
2023-12-02 16:15:00,12.42057,56.55405,0,0,59.43099,21,21.0,20.0,Day
2023-12-02 16:30:00,6.535896,56.35619,0,0,25.37939,9,10.0,9.0,Day
2023-12-02 16:45:00,1.687282,56.30716,0,0,-1.129297,1,1.0,1.0,Day
2023-12-02 17:00:00,0.00675134,56.30342,0,0,-4.546821,0,0.0,0.0,Night
2023-12-02 17:15:00,0.0,56.32367,0,0,-4.630171,0,0.0,0.0,Night
2023-12-02 17:30:00,0.0,56.3218,0,0,-4.636096,0,0.0,0.0,Night
2023-12-02 17:45:00,0.0,56.32963,0,0,-4.617773,0,0.0,0.0,Night
2023-12-02 18:00:00,0.0,56.45969,0,0,-4.644668,0,0.0,0.0,Night
2023-12-02 18:15:00,0.0,56.40429,0,0,-4.596421,0,0.0,0.0,Night
2023-12-02 18:30:00,0.0,56.36666,0,0,-4.624251,0,0.0,0.0,Night
2023-12-02 18:45:00,0.0,56.27933,0,0,-4.585677,0,0.0,0.0,Night
2023-12-02 19:00:00,0.0,56.28138,0,0,-4.594819,0,0.0,0.0,Night
2023-12-02 19:15:00,0.0,56.1325,0,0,-4.608242,0,0.0,0.0,Night
2023-12-02 19:30:00,0.0,56.0395,0,0,-4.544007,0,0.0,0.0,Night
2023-12-02 19:45:00,0.0,56.04239,0,0,-4.591884,0,0.0,0.0,Night
2023-12-02 20:00:00,0.0,56.0323,0,0,-4.563441,0,0.0,0.0,Night
2023-12-02 20:15:00,0.0,56.12721,0,0,-4.535291,0,0.0,0.0,Night
2023-12-02 20:30:00,0.0,56.10613,0,0,-4.553143,0,0.0,0.0,Night
2023-12-02 20:45:00,0.0,55.93626,0,0,-4.606384,0,0.0,0.0,Night
2023-12-02 21:00:00,0.0,55.86605,0,0,-4.623559,0,0.0,0.0,Night
2023-12-02 21:15:00,0.0,55.76994,0,0,-4.654288,0,0.0,0.0,Night
2023-12-02 21:30:00,0.0,55.81324,0,0,-4.645491,0,0.0,0.0,Night
2023-12-02 21:45:00,0.0,55.84475,0,0,-4.585702,0,0.0,0.0,Night
2023-12-02 22:00:00,0.0,55.85363,0,0,-4.596523,0,0.0,0.0,Night
2023-12-02 22:15:00,0.0,55.9634,0,0,-4.608719,0,0.0,0.0,Night
2023-12-02 22:30:00,0.5118448,56.72577,0,0,-4.625228,0,0.0,0.0,Night
2023-12-02 22:45:00,0.1907606,57.92259,0,0,-4.624776,0,0.0,0.0,Night
2023-12-02 23:00:00,0.0,58.60616,0,0,-4.730706,0,0.0,0.0,Night
2023-12-02 23:15:00,0.0,59.08768,0,0,-4.614968,0,0.0,0.0,Night
2023-12-02 23:30:00,0.0,59.49261,0,0,-4.628714,0,0.0,0.0,Night
2023-12-02 23:45:00,0.0,59.67397,0,0,-4.676408,0,0.0,0.0,Night
2023-12-03 00:00:00,0.0,60.15296,0,0,-4.64856,0,0.0,0.0,Night
2023-12-03 00:15:00,0.0,60.63621,0,0,-4.646419,0,0.0,0.0,Night
2023-12-03 00:30:00,0.0,60.89264,0,0,-4.604499,0,0.0,0.0,Night
2023-12-03 00:45:00,0.0,61.00854,0,0,-4.660532,0,0.0,0.0,Night
2023-12-03 01:00:00,0.0,61.05613,0,0,-4.699087,0,0.0,0.0,Night
2023-12-03 01:15:00,0.0,61.09457,0,0,-4.767558,0,0.0,0.0,Night
2023-12-03 01:30:00,0.0,61.13865,0,0,-4.678418,0,0.0,0.0,Night
2023-12-03 01:45:00,0.0,61.16228,0,0,-4.674472,0,0.0,0.0,Night
2023-12-03 02:00:00,0.0,61.21102,0,0,-4.728668,0,0.0,0.0,Night
2023-12-03 02:15:00,0.0,61.28589,0,0,-4.752608,0,0.0,0.0,Night
2023-12-03 02:30:00,0.0,61.31242,0,0,-4.719929,0,0.0,0.0,Night
2023-12-03 02:45:00,0.0,61.46138,0,0,-4.743142,0,0.0,0.0,Night
2023-12-03 03:00:00,0.0,61.49246,0,0,-4.715335,0,0.0,0.0,Night
2023-12-03 03:15:00,0.0,61.5542,0,0,-4.727129,0,0.0,0.0,Night
2023-12-03 03:30:00,0.0,61.62825,0,0,-4.7625,0,0.0,0.0,Night
2023-12-03 03:45:00,0.0,61.72676,0,0,-4.747795,0,0.0,0.0,Night
2023-12-03 04:00:00,0.0,61.86665,0,0,-4.703543,0,0.0,0.0,Night
2023-12-03 04:15:00,0.0,61.9627,0,0,-4.718412,0,0.0,0.0,Night
2023-12-03 04:30:00,0.0,62.05454,0,0,-4.748276,0,0.0,0.0,Night
2023-12-03 04:45:00,0.0,62.00171,0,0,-4.745817,0,0.0,0.0,Night
2023-12-03 05:00:00,0.0,62.00714,0,0,-4.739708,0,0.0,0.0,Night
2023-12-03 05:15:00,0.0,62.11047,0,0,-4.768081,0,0.0,0.0,Night
2023-12-03 05:30:00,0.0,62.17667,0,0,-4.680423,0,0.0,0.0,Night
2023-12-03 05:45:00,0.0,62.25715,0,0,-4.712728,0,0.0,0.0,Night
2023-12-03 06:00:00,0.0,62.28294,0,0,-4.751707,0,0.0,0.0,Night
2023-12-03 06:15:00,0.0,62.34888,0,0,-4.722916,0,0.0,0.0,Night
2023-12-03 06:30:00,0.0,62.45808,0,0,-4.751248,0,0.0,0.0,Night
2023-12-03 06:45:00,0.0,62.58749,0,0,-4.763181,0,0.0,0.0,Night
2023-12-03 07:00:00,0.0,62.72134,0,0,-4.719753,0,0.0,0.0,Night
2023-12-03 07:15:00,0.0,62.78902,0,0,-4.721665,0,0.0,0.0,Night
2023-12-03 07:30:00,0.3936085,62.87392,0,0,-4.689069,0,0.0,0.0,Night
2023-12-03 07:45:00,2.29583,63.03241,0,0,1.976717,2,2.0,1.0,Day
2023-12-03 08:00:00,6.49968,63.15012,0,0,27.82735,10,11.0,10.0,Day
2023-12-03 08:15:00,14.03939,63.22644,0,0,69.48586,23,25.0,23.0,Day
2023-12-03 08:30:00,20.63121,63.37059,0,0,104.4792,36,37.0,34.0,Day
2023-12-03 08:45:00,16.86348,63.43485,0,0,82.31626,28,29.0,27.0,Day
2023-12-03 09:00:00,27.6044,63.55981,0,0,143.0486,49,49.0,46.0,Day
2023-12-03 09:15:00,39.27832,63.79055,0,0,217.3019,73,75.0,71.0,Day
2023-12-03 09:30:00,45.62535,64.02335,0,0,249.8709,84,86.0,81.0,Day
2023-12-03 09:45:00,42.75954,64.14454,0,0,230.0333,79,79.0,74.0,Day
2023-12-03 10:00:00,53.63674,64.40131,0,0,290.7285,98,100.0,94.0,Day
2023-12-03 10:15:00,53.28082,64.76283,0,0,300.4743,101,104.0,99.0,Day
2023-12-03 10:30:00,67.92221,65.03546,0,0,403.3827,132,139.0,135.0,Day
2023-12-03 10:45:00,79.87948,65.33485,0,0,467.6535,158,162.0,150.0,Day
2023-12-03 11:00:00,131.9076,65.8204,0,0,796.7778,270,274.0,255.0,Day
2023-12-03 11:15:00,199.4004,66.61812,0,0,1199.458,403,413.0,387.0,Day
2023-12-03 11:30:00,251.1705,67.19516,0,0,1494.865,497,514.0,487.0,Day
2023-12-03 11:45:00,302.5712,67.9639,0,0,1815.861,603,625.0,595.0,Day
2023-12-03 12:00:00,294.1615,68.20173,0,0,1778.394,593,611.0,583.0,Day
2023-12-03 12:15:00,280.8515,68.80254,0,0,1635.389,544,562.0,535.0,Day
2023-12-03 12:30:00,206.2516,68.36752,0,0,1238.99,412,426.0,406.0,Day
2023-12-03 12:45:00,195.3844,68.13726,0,0,1160.125,386,399.0,379.0,Day
2023-12-03 13:00:00,277.4671,68.51167,0,0,1634.299,547,560.0,532.0,Day
2023-12-03 13:15:00,420.2048,69.76241,0,0,2399.725,801,822.0,786.0,Day
2023-12-03 13:30:00,403.9915,70.69106,0,0,2336.417,782,802.0,763.0,Day
2023-12-03 13:45:00,373.8794,71.00027,0,0,2129.722,718,732.0,695.0,Day
2023-12-03 14:00:00,390.1223,71.18204,0,0,2216.869,745,758.0,720.0,Day
2023-12-03 14:15:00,361.9826,71.55835,0,0,2083.873,693,711.0,688.0,Day
2023-12-03 14:30:00,287.8244,71.34291,0,0,1645.936,553,562.0,539.0,Day
2023-12-03 14:45:00,207.3462,71.11497,0,0,1204.248,401,413.0,396.0,Day
2023-12-03 15:00:00,148.9613,70.48566,0,0,868.0342,290,298.0,284.0,Day
2023-12-03 15:15:00,115.9949,70.35216,0,0,676.3067,226,233.0,221.0,Day
2023-12-03 15:30:00,96.50903,69.85534,0,0,568.3876,190,195.0,186.0,Day
2023-12-03 15:45:00,87.01388,69.02726,0,0,509.9547,170,175.0,167.0,Day
2023-12-03 16:00:00,71.81973,68.21741,0,0,418.2525,139,143.0,138.0,Day
2023-12-03 16:15:00,54.2303,67.09167,0,0,315.0194,105,108.0,104.0,Day
2023-12-03 16:30:00,38.70489,66.35785,0,0,221.0493,75,75.0,73.0,Day
2023-12-03 16:45:00,25.28835,65.05531,0,0,106.531,38,35.0,35.0,Day
2023-12-03 17:00:00,3.379296,62.86977,0,0,16.11488,7,6.0,6.0,Day
2023-12-03 17:15:00,0.0,61.70822,0,0,-4.484317,0,0.0,0.0,Night
2023-12-03 17:30:00,0.0,60.35998,0,0,-4.592671,0,0.0,0.0,Night
2023-12-03 17:45:00,0.0,59.07279,0,0,-4.476049,0,0.0,0.0,Night
2023-12-03 18:00:00,0.0,58.04472,0,0,-4.461475,0,0.0,0.0,Night
2023-12-03 18:15:00,0.0,57.91217,0,0,-4.39365,0,0.0,0.0,Night
2023-12-03 18:30:00,0.0,55.68673,0,0,-4.413917,0,0.0,0.0,Night
2023-12-03 18:45:00,0.0,55.17124,0,0,-4.421994,0,0.0,0.0,Night
2023-12-03 19:00:00,0.0,54.91155,0,0,-4.449344,0,0.0,0.0,Night
2023-12-03 19:15:00,0.0,54.66077,0,0,-4.45502,0,0.0,0.0,Night
2023-12-03 19:30:00,0.0,55.20303,0,0,-4.467854,0,0.0,0.0,Night
2023-12-03 19:45:00,0.0,55.59095,0,0,-4.452888,0,0.0,0.0,Night
2023-12-03 20:00:00,0.0,53.73311,0,0,-4.528821,0,0.0,0.0,Night
2023-12-03 20:15:00,0.0,53.79861,0,0,-4.460352,0,0.0,0.0,Night
2023-12-03 20:30:00,0.0,53.92899,0,0,-4.513532,0,0.0,0.0,Night
2023-12-03 20:45:00,0.0,53.50721,0,0,-4.490277,0,0.0,0.0,Night
2023-12-03 21:00:00,0.0,53.04108,0,0,-4.469156,0,0.0,0.0,Night
2023-12-03 21:15:00,0.0,51.16757,0,0,-4.43725,0,0.0,0.0,Night
2023-12-03 21:30:00,0.0,50.25169,0,0,-4.562746,0,0.0,0.0,Night
2023-12-03 21:45:00,0.0,48.88859,0,0,-4.566521,0,0.0,0.0,Night
2023-12-03 22:00:00,0.0,48.69866,0,0,-4.571378,0,0.0,0.0,Night
2023-12-03 22:15:00,0.0,48.90657,0,0,-4.562239,0,0.0,0.0,Night
2023-12-03 22:30:00,0.0,48.83213,0,0,-4.547908,0,0.0,0.0,Night
2023-12-03 22:45:00,0.0,48.41103,0,0,-4.570901,0,0.0,0.0,Night
2023-12-03 23:00:00,0.0,48.30386,0,0,-4.59888,0,0.0,0.0,Night
2023-12-03 23:15:00,0.0,47.54495,0,0,-4.622736,0,0.0,0.0,Night
2023-12-03 23:30:00,0.0,46.68344,0,0,-4.661391,0,0.0,0.0,Night
2023-12-03 23:45:00,0.0,46.55776,0,0,-4.708479,0,0.0,0.0,Night
2023-12-04 00:00:00,0.0,47.02771,0,0,-4.685079,0,0.0,0.0,Night
2023-12-04 00:15:00,0.0,47.20981,0,0,-4.673255,0,0.0,0.0,Night
2023-12-04 00:30:00,0.0,47.60206,0,0,-4.66766,0,0.0,0.0,Night
2023-12-04 00:45:00,0.0,46.39816,0,0,-4.674628,0,0.0,0.0,Night
2023-12-04 01:00:00,0.0,44.82875,0,0,-4.629028,0,0.0,0.0,Night
2023-12-04 01:15:00,0.0,43.91087,0,0,-4.620578,0,0.0,0.0,Night
2023-12-04 01:30:00,0.0,43.73435,0,0,-4.686079,0,0.0,0.0,Night
2023-12-04 01:45:00,0.0,43.89923,0,0,-4.686127,0,0.0,0.0,Night
2023-12-04 02:00:00,0.0,43.75037,0,0,-4.642252,0,0.0,0.0,Night
2023-12-04 02:15:00,0.0,43.67307,0,0,-4.648498,0,0.0,0.0,Night
2023-12-04 02:30:00,0.0,44.38879,0,0,-4.705013,0,0.0,0.0,Night
2023-12-04 02:45:00,0.0,44.12854,0,0,-4.574969,0,0.0,0.0,Night
2023-12-04 03:00:00,0.0,42.91517,0,0,-4.607995,0,0.0,0.0,Night
2023-12-04 03:15:00,0.0,42.67472,0,0,-4.688043,0,0.0,0.0,Night
2023-12-04 03:30:00,0.0,42.63601,0,0,-4.671052,0,0.0,0.0,Night
2023-12-04 03:45:00,0.0,41.5716,0,0,-4.643167,0,0.0,0.0,Night
2023-12-04 04:00:00,0.0,41.03261,0,0,-4.656828,0,0.0,0.0,Night
2023-12-04 04:15:00,0.0,40.01478,0,0,-4.623198,0,0.0,0.0,Night
