Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"SMA SC-1850CP Inverter 1, Active power","SMA SC-1850CP Inverter 2, Active power","SMA SC-1850CP Inverter 3, Active power",Day/Night
2023-10-01 18:45:00,0.0,67.2474,0.0,20.493,-9.436106,0.265349,0.1990117,0.265349,Night
2023-10-01 19:00:00,0.0,64.77699,0.0,20.467,-10.21004,0.0,0.0,0.0,Night
2023-10-01 19:15:00,0.0,62.76428,0.0,20.481,-10.23709,0.0,0.0,0.0,Night
2023-10-01 19:30:00,0.0,61.11966,0.0,20.499,-10.24465,0.0,0.0,0.0,Night
2023-10-01 19:45:00,0.0,59.67053,0.0,20.51033,-10.27228,0.0,0.0,0.0,Night
2023-10-01 20:00:00,0.0,58.51396,0.0,20.52767,-10.32698,0.0,0.0,0.0,Night
2023-10-01 20:15:00,0.0,57.47535,0.0,20.52767,-10.32094,0.0,0.0,0.0,Night
2023-10-01 20:30:00,0.0,56.86894,0.0,20.54367,-10.35452,0.0,0.0,0.0,Night
2023-10-01 20:45:00,0.0,56.27629,0.0,20.52,-10.32127,0.0,0.0,0.0,Night
2023-10-01 21:00:00,0.0,55.76197,0.0,20.50233,-10.28339,0.0,0.0,0.0,Night
2023-10-01 21:15:00,0.0,55.30262,0.0,20.52433,-10.31855,0.0,0.0,0.0,Night
2023-10-01 21:30:00,0.0,54.8827,0.0,20.542,-10.36208,0.0,0.0,0.0,Night
2023-10-01 21:45:00,0.0,54.59422,0.0,20.566,-10.40482,0.0,0.0,0.0,Night
2023-10-01 22:00:00,0.0,54.29046,0.0,20.59367,-10.43963,0.0,0.0,0.0,Night
2023-10-01 22:15:00,0.0,53.95319,0.0,20.57367,-10.39365,0.0,0.0,0.0,Night
2023-10-01 22:30:00,0.0,53.5595,0.0,20.58933,-10.43279,0.0,0.0,0.0,Night
2023-10-01 22:45:00,0.0,53.41876,0.0,20.60567,-10.46738,0.0,0.0,0.0,Night
2023-10-01 23:00:00,0.0,53.21264,0.0,20.633,-10.49535,0.0,0.0,0.0,Night
2023-10-01 23:15:00,0.0,52.97589,0.0,20.63767,-10.53068,0.0,0.0,0.0,Night
2023-10-01 23:30:00,0.0,52.81789,0.0,20.55067,-10.38975,0.0,0.0,0.0,Night
2023-10-01 23:45:00,0.0,52.6442,0.0,20.53233,-10.34844,0.0,0.0,0.0,Night
2023-10-02 00:00:00,0.0,52.4391,0.0,20.54667,-10.37868,0.0,0.0,0.0,Night
2023-10-02 00:15:00,0.0,52.40743,0.0,20.53467,-10.36014,0.0,0.0,0.0,Night
2023-10-02 00:30:00,0.0,52.40994,0.0,20.54433,-10.37055,0.0,0.0,0.0,Night
2023-10-02 00:45:00,0.0,52.45395,0.0,20.54967,-10.38017,0.0,0.0,0.0,Night
2023-10-02 01:00:00,0.0,52.45743,0.0,20.55333,-10.38483,0.0,0.0,0.0,Night
2023-10-02 01:15:00,0.0,52.52442,0.0,20.494,-10.2914,0.0,0.0,0.0,Night
2023-10-02 01:30:00,0.0,52.5746,0.0,20.515,-10.32508,0.0,0.0,0.0,Night
2023-10-02 01:45:00,0.0,52.74187,0.0,20.52767,-10.34429,0.0,0.0,0.0,Night
2023-10-02 02:00:00,0.0,52.69455,0.0,20.531,-10.36573,0.0,0.0,0.0,Night
2023-10-02 02:15:00,0.0,52.65811,0.0,20.538,-10.37034,0.0,0.0,0.0,Night
2023-10-02 02:30:00,0.0,52.48396,0.0,20.538,-10.37729,0.0,0.0,0.0,Night
2023-10-02 02:45:00,0.0,52.35799,0.0,20.48933,-10.29367,0.0,0.0,0.0,Night
2023-10-02 03:00:00,0.0,52.2459,0.0,20.47733,-10.27904,0.0,0.0,0.0,Night
2023-10-02 03:15:00,0.0,52.53307,0.0,20.48433,-10.27622,0.0,0.0,0.0,Night
2023-10-02 03:30:00,0.0,52.53268,0.0,20.488,-10.29092,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.0,52.71964,0.0,20.47567,-10.26882,0.0,0.0,0.0,Night
2023-10-02 04:00:00,0.0,52.81527,0.0,20.47067,-10.25376,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.0,52.85968,0.0,20.473,-10.27856,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,52.97253,0.0,20.47,-10.25316,0.0,0.0,0.0,Night
2023-10-02 04:45:00,0.0,52.75172,0.0,20.46067,-10.22431,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.0,52.61316,0.0,20.456,-10.22092,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.0,53.351,0.0,20.46167,-10.23367,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.0,53.94231,0.0,20.44967,-10.21085,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,53.79195,0.0,20.431,-10.16418,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,53.41096,0.0,20.42133,-10.16187,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,53.33253,0.0,20.39567,-10.13467,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,53.34176,0.0,20.36133,-10.05966,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.08385109,53.49202,0.0,20.375,-10.09796,0.0,0.0,0.0,Night
2023-10-02 07:00:00,5.695046,54.02581,0.0,20.39233,11.55377,8.023881,7.149992,6.304212,Day
2023-10-02 07:15:00,30.776,57.53859,0.0,20.395,112.4332,42.81866,39.56842,39.41603,Day
2023-10-02 07:30:00,66.50442,64.70656,0.0,20.425,321.0946,115.7508,112.2152,103.2105,Day
2023-10-02 07:45:00,169.435,71.71535,0.0,20.47267,630.2264,218.0637,218.7948,204.0412,Day
2023-10-02 08:00:00,249.848,77.10213,0.0,20.52367,992.9604,337.5878,340.499,326.8094,Day
2023-10-02 08:15:00,292.2506,80.26114,0.0,20.54733,1386.93,466.5306,472.1302,462.0363,Day
2023-10-02 08:30:00,313.771,79.57956,0.0,20.579,1770.98,592.6841,598.7461,594.8351,Day
2023-10-02 08:45:00,349.67,77.46459,1.0,20.56167,2118.418,708.3071,715.0189,713.9911,Day
2023-10-02 09:00:00,420.1888,76.62894,1.0,20.546,2429.581,810.7634,818.7248,821.1601,Day
2023-10-02 09:15:00,490.0116,77.18481,2.0,20.55133,2745.832,913.825,924.8809,931.6884,Day
2023-10-02 09:30:00,556.2057,78.11565,2.0,20.647,3083.784,1025.1,1038.64,1048.171,Day
2023-10-02 09:45:00,622.2878,78.84957,3.0,20.652,3420.354,1135.744,1150.246,1166.428,Day
2023-10-02 10:00:00,675.6514,79.71009,2.0,20.73867,3697.692,1227.15,1244.361,1262.654,Day
2023-10-02 10:15:00,725.7692,80.65226,3.0,20.77033,3942.882,1308.065,1327.597,1347.652,Day
2023-10-02 10:30:00,771.2191,81.59116,3.0,20.787,4165.55,1381.801,1402.413,1425.046,Day
2023-10-02 10:45:00,814.035,81.70766,4.0,20.77567,4376.021,1451.354,1474.386,1498.297,Day
2023-10-02 11:00:00,850.4438,82.85641,4.0,20.759,4546.652,1508.144,1532.168,1557.591,Day
2023-10-02 11:15:00,885.3818,83.39209,4.0,20.775,4709.935,1563.095,1587.158,1614.357,Day
2023-10-02 11:30:00,908.2829,83.46391,6.0,20.762,4841.492,1605.647,1633.95,1657.91,Day
2023-10-02 11:45:00,933.787,83.772,6.0,20.76233,4904.987,1638.34,1659.608,1665.5,Day
2023-10-02 12:00:00,949.951,84.28783,5.0,20.77733,4933.498,1660.452,1665.711,1665.29,Day
2023-10-02 12:15:00,968.6651,85.10197,4.0,20.80733,4940.584,1664.731,1664.82,1664.651,Day
2023-10-02 12:30:00,977.3277,85.30207,5.0,20.80133,4938.722,1665.91,1666.989,1667.09,Day
2023-10-02 12:45:00,977.1599,85.63136,5.0,20.787,4938.94,1664.978,1665.779,1665.775,Day
2023-10-02 13:00:00,974.0741,86.39451,5.0,20.77667,4936.798,1666.624,1665.733,1665.953,Day
2023-10-02 13:15:00,967.0606,86.22031,5.0,20.78567,4930.754,1657.947,1665.834,1665.816,Day
2023-10-02 13:30:00,951.3823,86.38029,6.0,20.77433,4906.167,1634.763,1663.718,1665.446,Day
2023-10-02 13:45:00,934.7999,86.88897,5.0,20.774,4860.91,1613.7,1641.373,1663.016,Day
2023-10-02 14:00:00,914.1904,86.99861,5.0,20.77133,4763.224,1579.497,1608.731,1631.738,Day
2023-10-02 14:15:00,887.4232,87.19389,4.0,20.77167,4635.908,1538.079,1564.351,1588.25,Day
2023-10-02 14:30:00,859.0377,87.00584,5.0,20.76267,4511.119,1496.357,1522.35,1544.122,Day
2023-10-02 14:45:00,824.6996,86.46326,5.0,20.741,4334.779,1434.326,1464.274,1485.431,Day
2023-10-02 15:00:00,783.7216,86.13219,5.0,20.725,4125.597,1362.202,1395.248,1413.205,Day
2023-10-02 15:15:00,740.0728,86.04967,5.0,20.72867,3897.74,1284.847,1319.705,1335.081,Day
2023-10-02 15:30:00,692.6136,85.58852,5.0,20.74,3649.437,1198.063,1237.557,1251.943,Day
2023-10-02 15:45:00,639.6254,85.31357,5.0,20.73233,3363.972,1101.913,1143.594,1152.115,Day
2023-10-02 16:00:00,586.9464,85.3564,3.0,20.71767,3073.717,1007.895,1047.786,1047.602,Day
2023-10-02 16:15:00,528.8923,84.35625,4.0,20.739,2751.024,897.2822,941.5616,938.2205,Day
2023-10-02 16:30:00,468.5122,83.91316,3.0,20.75567,2403.597,775.71,827.582,823.167,Day
2023-10-02 16:45:00,406.5816,83.0769,4.0,20.773,2048.447,658.0145,709.2264,700.6259,Day
2023-10-02 17:00:00,343.7725,82.14078,4.0,20.751,1688.192,541.1099,586.5642,577.7847,Day
2023-10-02 17:15:00,279.0791,81.07372,3.0,20.75367,1316.64,418.9173,460.9595,450.7753,Day
2023-10-02 17:30:00,216.7996,79.85316,4.0,20.73767,960.0195,303.9017,339.1706,329.1816,Day
2023-10-02 17:45:00,154.5326,78.70393,4.0,20.69867,619.8896,195.5903,221.8122,213.3864,Day
2023-10-02 18:00:00,98.37989,77.46893,4.0,20.67167,347.5291,111.3086,126.1718,120.3425,Day
2023-10-02 18:15:00,48.77314,76.05453,3.0,20.63967,150.5505,50.08771,56.45767,53.9854,Day
2023-10-02 18:30:00,10.95282,74.58904,2.0,20.62767,36.82541,15.63379,15.71356,15.27336,Day
2023-10-02 18:45:00,0.1408938,72.89478,1.0,20.49067,-8.006958,0.817822,0.34225,0.7438,Night
2023-10-02 19:00:00,0.0,71.37634,1.0,20.43333,-10.1559,0.0,0.0,0.0,Night
2023-10-02 19:15:00,0.0,70.15009,1.0,20.461,-10.16456,0.0,0.0,0.0,Night
2023-10-02 19:30:00,0.0,69.46266,1.0,20.45933,-10.16947,0.0,0.0,0.0,Night
2023-10-02 19:45:00,0.0,68.38583,0.0,20.489,-10.20006,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.0,67.5498,0.0,20.496,-10.24362,0.0,0.0,0.0,Night
2023-10-02 20:15:00,0.0,67.18242,1.0,20.50067,-10.24448,0.0,0.0,0.0,Night
2023-10-02 20:30:00,0.0,66.57845,1.0,20.53467,-10.28404,0.0,0.0,0.0,Night
2023-10-02 20:45:00,0.0,66.02117,1.0,20.561,-10.37593,0.0,0.0,0.0,Night
2023-10-02 21:00:00,0.0,65.34578,0.0,20.554,-10.38686,0.0,0.0,0.0,Night
2023-10-02 21:15:00,0.0,63.92019,0.0,20.50333,-10.32349,0.0,0.0,0.0,Night
2023-10-02 21:30:00,0.0,63.07496,0.0,20.49233,-10.34694,0.0,0.0,0.0,Night
2023-10-02 21:45:00,0.0,62.49318,0.0,20.50667,-10.30943,0.0,0.0,0.0,Night
2023-10-02 22:00:00,0.0,61.81282,0.0,20.506,-10.29191,0.0,0.0,0.0,Night
2023-10-02 22:15:00,0.0,60.5503,0.0,20.50333,-10.27583,0.0,0.0,0.0,Night
2023-10-02 22:30:00,0.0,59.45492,0.0,20.519,-10.29806,0.0,0.0,0.0,Night
2023-10-02 22:45:00,0.0,58.52681,0.0,20.53533,-10.33047,0.0,0.0,0.0,Night
2023-10-02 23:00:00,0.0,57.86667,0.0,20.56567,-10.38027,0.0,0.0,0.0,Night
2023-10-02 23:15:00,0.0,57.32605,0.0,20.59367,-10.4395,0.0,0.0,0.0,Night
2023-10-02 23:30:00,0.0,56.92878,0.0,20.624,-10.52019,0.0,0.0,0.0,Night
2023-10-02 23:45:00,0.0,56.52043,0.0,20.619,-10.55144,0.0,0.0,0.0,Night
2023-10-03 00:00:00,0.0,56.1294,0.0,20.63967,-10.57188,0.0,0.0,0.0,Night
2023-10-03 00:15:00,0.0,55.91688,0.0,20.58367,-10.4669,0.0,0.0,0.0,Night
2023-10-03 00:30:00,0.0,55.74657,0.0,20.608,-10.48468,0.0,0.0,0.0,Night
2023-10-03 00:45:00,0.0,55.60821,0.0,20.55633,-10.40284,0.0,0.0,0.0,Night
2023-10-03 01:00:00,0.0,55.25407,0.0,20.57267,-10.43574,0.0,0.0,0.0,Night
2023-10-03 01:15:00,0.0,55.0213,0.0,20.529,-10.36997,0.0,0.0,0.0,Night
2023-10-03 01:30:00,0.0,54.74176,0.0,20.46333,-10.22955,0.0,0.0,0.0,Night
2023-10-03 01:45:00,0.0,54.49467,0.0,20.447,-10.22495,0.0,0.0,0.0,Night
2023-10-03 02:00:00,0.0,54.23385,0.0,20.44767,-10.25731,0.0,0.0,0.0,Night
2023-10-03 02:15:00,0.0,54.01821,0.0,20.45333,-10.2546,0.0,0.0,0.0,Night
2023-10-03 02:30:00,0.0,53.98844,0.0,20.46333,-10.24416,0.0,0.0,0.0,Night
2023-10-03 02:45:00,0.0,53.91786,0.0,20.47567,-10.25895,0.0,0.0,0.0,Night
2023-10-03 03:00:00,0.0,54.14172,0.0,20.47933,-10.25559,0.0,0.0,0.0,Night
2023-10-03 03:15:00,0.0,54.18474,0.0,20.50567,-10.30396,0.0,0.0,0.0,Night
2023-10-03 03:30:00,0.0,54.32565,0.0,20.51033,-10.30884,0.0,0.0,0.0,Night
2023-10-03 03:45:00,0.0,54.5556,0.0,20.495,-10.28137,0.0,0.0,0.0,Night
2023-10-03 04:00:00,0.0,54.47359,0.0,20.486,-10.26523,0.0,0.0,0.0,Night
2023-10-03 04:15:00,0.0,54.23058,0.0,20.489,-10.2618,0.0,0.0,0.0,Night
2023-10-03 04:30:00,0.0,54.0336,0.0,20.48267,-10.25483,0.0,0.0,0.0,Night
2023-10-03 04:45:00,0.0,53.99593,0.0,20.46367,-10.22467,0.0,0.0,0.0,Night
2023-10-03 05:00:00,0.0,54.19537,0.0,20.44267,-10.1808,0.0,0.0,0.0,Night
2023-10-03 05:15:00,0.0,54.64128,0.0,20.46867,-10.21264,0.0,0.0,0.0,Night
2023-10-03 05:30:00,0.0,54.715,0.0,20.472,-10.23351,0.0,0.0,0.0,Night
2023-10-03 05:45:00,0.0,54.70658,0.0,20.50967,-10.27911,0.0,0.0,0.0,Night
2023-10-03 06:00:00,0.0,54.6697,0.0,20.465,-10.19884,0.0,0.0,0.0,Night
2023-10-03 06:15:00,0.0,54.36884,0.0,20.44467,-10.17814,0.0,0.0,0.0,Night
2023-10-03 06:30:00,0.0,54.07226,0.0,20.42,-10.14215,0.0,0.0,0.0,Night
2023-10-03 06:45:00,0.0,53.71976,0.0,20.414,-10.13754,0.0,0.0,0.0,Night
2023-10-03 07:00:00,5.281139,53.66588,0.0,20.38367,11.0525,7.739333,6.914378,6.013823,Day
2023-10-03 07:15:00,31.48742,55.81894,0.0,20.44467,105.4243,39.41369,37.62589,37.82084,Day
2023-10-03 07:30:00,74.99188,61.36764,0.0,20.46133,285.238,101.3855,99.09252,94.0798,Day
2023-10-03 07:45:00,123.4927,67.8967,0.0,20.52333,556.2896,191.3875,192.3661,182.9407,Day
2023-10-03 08:00:00,175.941,73.63248,0.0,20.55033,885.1028,299.5912,303.7248,293.2859,Day
2023-10-03 08:15:00,243.1467,76.6665,0.0,20.57133,1255.033,421.5379,427.2691,419.1207,Day
2023-10-03 08:30:00,300.8712,77.79903,0.0,20.606,1616.804,540.6918,547.441,543.797,Day
2023-10-03 08:45:00,352.4964,77.11909,1.0,20.59167,1999.243,667.4,674.8071,674.4282,Day
2023-10-03 09:00:00,414.659,76.35654,2.0,20.558,2357.385,784.1562,794.1793,799.6525,Day
2023-10-03 09:15:00,478.076,76.8007,2.0,20.53633,2691.843,893.6692,905.9793,915.1686,Day
2023-10-03 09:30:00,538.827,78.06451,2.0,20.613,3005.053,998.4801,1011.326,1022.496,Day
2023-10-03 09:45:00,596.2986,78.60791,3.0,20.622,3297.322,1093.693,1110.313,1124.064,Day
2023-10-03 10:00:00,648.9122,79.32504,3.0,20.62833,3560.545,1181.483,1199.447,1213.93,Day
2023-10-03 10:15:00,701.5234,80.1385,3.0,20.62533,3819.631,1267.475,1286.384,1304.405,Day
2023-10-03 10:30:00,747.7452,80.60487,4.0,20.742,4049.899,1342.596,1364.366,1385.016,Day
2023-10-03 10:45:00,789.1276,81.27989,4.0,20.76767,4261.822,1410.992,1436.868,1459.899,Day
2023-10-03 11:00:00,825.7856,82.15968,4.0,20.77633,4442.491,1471.249,1497.932,1522.226,Day
2023-10-03 11:15:00,862.0836,82.61228,3.0,20.77633,4623.315,1532.555,1561.042,1581.646,Day
2023-10-03 11:30:00,670.7632,82.09032,3.0,20.751,3947.793,1367.382,1391.666,1236.372,Day
2023-10-03 11:45:00,958.1065,83.89534,3.0,20.76567,4814.67,1604.725,1664.907,1602.351,Day
2023-10-03 12:00:00,1025.711,84.68488,4.0,20.78967,4570.965,1475.728,1644.788,1491.355,Day
2023-10-03 12:15:00,851.2454,84.81756,3.0,20.77167,3545.897,955.2795,1279.08,1352.5,Day
2023-10-03 12:30:00,472.4806,83.83166,3.0,20.74333,2481.182,777.7272,865.0911,858.2096,Day
2023-10-03 12:45:00,292.2979,81.66228,3.0,20.69933,1590.345,549.1903,525.1031,531.2031,Day
2023-10-03 13:00:00,836.1035,82.89752,4.0,20.70233,3664.107,1240.779,1232.879,1234.516,Day
2023-10-03 13:15:00,698.7718,83.19518,4.0,20.74833,2783.904,830.4044,969.3964,1019.03,Day
2023-10-03 13:30:00,636.5333,83.14932,4.0,20.73967,2937.491,983.5587,991.3593,998.1121,Day
2023-10-03 13:45:00,433.2828,81.98569,3.0,20.74933,1873.589,634.5019,575.0885,675.6813,Day
2023-10-03 14:00:00,514.3209,83.40179,3.0,20.757,2551.69,910.8674,837.253,833.9556,Day
2023-10-03 14:15:00,747.9398,83.88528,4.0,20.76533,3826.403,1243.206,1293.65,1333.202,Day
2023-10-03 14:30:00,351.2234,82.68021,3.0,20.71267,1829.114,662.438,649.3528,538.1313,Day
2023-10-03 14:45:00,956.1658,84.78464,2.0,20.73533,4749.428,1578.817,1616.461,1610.101,Day
2023-10-03 15:00:00,536.0439,84.92622,2.0,20.73067,2665.733,800.0095,921.8318,973.1981,Day
2023-10-03 15:15:00,501.7112,84.00967,2.0,20.69567,3147.878,1147.9,1103.202,925.6199,Day
2023-10-03 15:30:00,489.3346,85.0361,3.0,20.71367,2747.76,910.3763,912.9985,952.3617,Day
2023-10-03 15:45:00,493.418,83.69195,2.0,20.68767,2560.241,870.9249,862.8199,853.6453,Day
2023-10-03 16:00:00,298.1089,83.13212,3.0,20.677,1542.357,477.0933,502.884,580.4316,Day
2023-10-03 16:15:00,496.618,82.51704,2.0,20.65867,2579.191,782.6426,885.876,933.4778,Day
2023-10-03 16:30:00,291.4319,82.25855,3.0,20.66533,1487.47,470.4935,511.1931,521.8088,Day
