Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Schneider XC 680kW Inverter - 1A, Line kW","Schneider XC 680kW Inverter - 1B, Line kW","Schneider XC 680kW Inverter - 1C, Line kW",Day/Night
2023-10-01 05:15:00,0.0,59.54738,0,7615.667,-4.524,0.0,0.0,0.0,Night
2023-10-01 05:30:00,0.0,58.6596,0,7613.0,-4.519333,0.0,0.0,0.0,Night
2023-10-01 05:45:00,0.0,57.84266,0,7613.0,-4.514333,0.0,0.0,0.0,Night
2023-10-01 06:00:00,0.0,57.36963,0,7606.667,-4.506667,0.0,0.0,0.0,Night
2023-10-01 06:15:00,0.0,56.92859,0,7603.333,-4.502666,0.0,0.0,0.0,Night
2023-10-01 06:30:00,0.0,57.85065,0,7600.0,-4.499333,0.0,0.0,0.0,Night
2023-10-01 06:45:00,0.0,58.60704,1,7601.667,-5.876667,-0.56,-0.4933333,-0.5266666,Night
2023-10-01 07:00:00,0.088956,59.08693,1,7598.667,2.756667,2.1,2.25,2.126667,Night
2023-10-01 07:15:00,12.27593,59.62394,1,7596.333,23.27833,8.813334,9.333333,8.873333,Day
2023-10-01 07:30:00,67.51761,60.16209,1,7593.0,74.25,22.56,29.75333,25.70667,Day
2023-10-01 07:45:00,126.2286,60.8762,2,7593.0,187.1587,56.12333,69.46333,64.71333,Day
2023-10-01 08:00:00,198.7277,61.77198,2,7588.667,342.9467,105.8967,122.2667,116.73,Day
2023-10-01 08:15:00,261.7086,62.79116,2,7585.333,508.205,156.0767,177.0533,175.11,Day
2023-10-01 08:30:00,321.487,64.31879,1,7581.667,675.4623,220.7433,227.9367,226.4033,Day
2023-10-01 08:45:00,385.6243,65.69788,3,7577.333,844.158,280.8633,283.5167,281.0867,Day
2023-10-01 09:00:00,444.5132,66.67365,3,7574.0,1003.306,333.8133,336.5,333.2033,Day
2023-10-01 09:15:00,502.4235,68.0733,4,7572.667,1144.999,381.79,384.42,380.7533,Day
2023-10-01 09:30:00,558.3768,69.98598,3,7570.333,1279.203,427.16,429.1733,424.3233,Day
2023-10-01 09:45:00,614.775,70.84406,5,7571.333,1406.992,470.9667,472.2333,466.51,Day
2023-10-01 10:00:00,665.124,72.18201,4,7577.667,1524.26,510.92,511.5133,505.1433,Day
2023-10-01 10:15:00,715.6511,73.14292,5,7570.667,1625.613,546.07,546.6533,539.1667,Day
2023-10-01 10:30:00,766.8897,74.33806,5,7571.333,1613.039,531.0233,538.3,535.87,Day
2023-10-01 10:45:00,806.3862,75.68287,5,7568.333,1559.968,512.63,537.7633,532.58,Day
2023-10-01 11:00:00,841.168,76.19018,6,7566.0,1608.157,558.8834,548.0833,527.6166,Day
2023-10-01 11:15:00,786.9938,76.57408,6,7561.333,1495.012,514.5667,488.1233,468.63,Day
2023-10-01 11:30:00,807.0978,77.17165,5,7560.333,1581.992,514.36,528.05,562.56,Day
2023-10-01 11:45:00,836.8091,78.18398,5,7556.333,1734.64,514.41,508.87,566.5533,Day
2023-10-01 12:00:00,914.3788,79.22601,5,7555.667,1869.349,668.2367,651.7933,620.5833,Day
2023-10-01 12:15:00,750.7886,79.32883,5,7551.0,1384.502,427.2867,436.77,507.3767,Day
2023-10-01 12:30:00,968.0193,79.61791,4,7549.0,2035.274,685.0667,680.5667,682.4633,Day
2023-10-01 12:45:00,965.9733,81.56829,4,7547.333,2036.046,685.3766,680.6433,682.5233,Day
2023-10-01 13:00:00,863.6738,81.40033,5,7544.667,1955.898,680.1367,613.2466,613.01,Day
2023-10-01 13:15:00,960.1911,81.55116,4,7545.667,1982.197,670.08,646.3433,644.9767,Day
2023-10-01 13:30:00,957.5225,82.744,5,7557.667,1978.762,663.9767,676.12,673.0133,Day
2023-10-01 13:45:00,816.3492,83.38385,5,7554.667,1630.936,571.8933,528.3233,559.8666,Day
2023-10-01 14:00:00,824.4443,82.53263,5,7552.333,1633.059,536.7833,518.8167,521.9267,Day
2023-10-01 14:15:00,740.025,82.72343,5,7556.0,1646.904,540.12,530.8967,549.1334,Day
2023-10-01 14:30:00,758.6168,83.43412,4,7562.333,1586.428,528.4067,508.92,499.8433,Day
2023-10-01 14:45:00,560.2449,82.75429,4,7557.667,1390.56,519.5267,473.1433,431.9833,Day
2023-10-01 15:00:00,699.4611,82.81599,4,7554.0,1651.098,565.3233,524.97,527.92,Day
2023-10-01 15:15:00,774.2731,83.24103,6,7551.667,1671.95,608.8533,583.0767,568.1567,Day
2023-10-01 15:30:00,519.4141,82.85598,4,7548.0,1150.583,400.5867,399.3467,385.45,Day
2023-10-01 15:45:00,432.9489,82.38066,4,7542.667,981.8447,347.1467,340.9367,298.16,Day
2023-10-01 16:00:00,598.496,82.60004,3,7548.0,1439.927,485.5133,474.11,471.4633,Day
2023-10-01 16:15:00,443.0898,83.09821,4,7545.0,1041.968,358.35,375.6467,358.89,Day
2023-10-01 16:30:00,480.5403,81.98305,4,7546.667,1144.819,391.0033,385.2033,379.44,Day
2023-10-01 16:45:00,342.5696,82.37267,3,7554.333,806.345,281.64,255.8967,260.1433,Day
2023-10-01 17:00:00,225.4145,81.07127,2,7581.333,576.2297,197.0367,182.6133,182.8033,Day
2023-10-01 17:15:00,262.0644,80.68736,3,7564.0,615.0013,207.52,203.5267,203.7467,Day
2023-10-01 17:30:00,138.6824,79.99725,2,7571.0,397.684,138.06,130.7067,130.92,Day
2023-10-01 17:45:00,67.69552,78.82496,2,7573.333,252.28,88.08334,82.08334,83.87,Day
2023-10-01 18:00:00,44.03322,77.60012,1,7577.333,144.2983,50.57,47.92333,48.34667,Day
2023-10-01 18:15:00,18.68076,76.25873,0,7581.667,63.456,22.58333,22.10333,21.84333,Day
2023-10-01 18:30:00,2.757636,74.20552,0,7585.0,21.80233,8.39,8.493333,8.346666,Day
2023-10-01 18:45:00,0.0,72.24371,0,7586.333,-0.701,0.8333333,0.98,0.8633333,Night
2023-10-01 19:00:00,0.0,70.42701,0,7591.667,-5.976,-0.7733333,-0.69,-0.7833334,Night
2023-10-01 19:15:00,0.0,68.81483,0,7589.333,-4.335,0.0,0.0,0.0,Night
2023-10-01 19:30:00,0.0,67.37633,0,7598.0,-3.989667,0.0,0.0,0.0,Night
2023-10-01 19:45:00,0.0,66.10464,0,7609.0,-4.005333,0.0,0.0,0.0,Night
2023-10-01 20:00:00,0.0,65.01576,0,7617.0,-4.07,0.0,0.0,0.0,Night
2023-10-01 20:15:00,0.0,63.96802,0,7615.667,-4.151333,0.0,0.0,0.0,Night
2023-10-01 20:30:00,0.0,63.08823,0,7615.0,-4.254667,0.0,0.0,0.0,Night
2023-10-01 20:45:00,0.0,62.46895,0,7612.0,-4.035,0.0,0.0,0.0,Night
2023-10-01 21:00:00,0.0,62.07019,0,7617.0,-4.074667,0.0,0.0,0.0,Night
2023-10-01 21:15:00,0.0,61.51719,0,7620.667,-4.122667,0.0,0.0,0.0,Night
2023-10-01 21:30:00,0.0,60.88534,0,7624.333,-4.475667,0.0,0.0,0.0,Night
2023-10-01 21:45:00,0.0,60.52771,0,7617.0,-4.054667,0.0,0.0,0.0,Night
2023-10-01 22:00:00,0.0,60.19408,0,7625.0,-4.033333,0.0,0.0,0.0,Night
2023-10-01 22:15:00,0.0,59.73248,0,7620.667,-4.026,0.0,0.0,0.0,Night
2023-10-01 22:30:00,0.0,59.34401,0,7617.667,-4.031333,0.0,0.0,0.0,Night
2023-10-01 22:45:00,0.0,58.84013,0,7610.667,-4.098333,0.0,0.0,0.0,Night
2023-10-01 23:00:00,0.0,58.52478,0,7608.667,-4.080667,0.0,0.0,0.0,Night
2023-10-01 23:15:00,0.0,58.29969,0,7619.333,-4.250333,0.0,0.0,0.0,Night
2023-10-01 23:30:00,0.0,57.99805,0,7610.0,-4.019,0.0,0.0,0.0,Night
2023-10-01 23:45:00,0.0,58.17172,0,7607.333,-4.011,0.0,0.0,0.0,Night
2023-10-02 00:00:00,0.0,58.46993,0,7609.0,-4.115,0.0,0.0,0.0,Night
2023-10-02 00:15:00,0.0,58.89725,0,7604.0,-4.038667,0.0,0.0,0.0,Night
2023-10-02 00:30:00,0.0,58.75786,0,7592.0,-4.216333,0.0,0.0,0.0,Night
2023-10-02 00:45:00,0.0,58.20485,0,7592.667,-4.411667,0.0,0.0,0.0,Night
2023-10-02 01:00:00,0.0,57.65185,0,7591.333,-3.995667,0.0,0.0,0.0,Night
2023-10-02 01:15:00,0.0,57.08056,0,7592.333,-3.997,0.0,0.0,0.0,Night
2023-10-02 01:30:00,0.0,56.63152,0,7599.667,-4.322,0.0,0.0,0.0,Night
2023-10-02 01:45:00,0.0,56.60981,0,7602.333,-4.220333,0.0,0.0,0.0,Night
2023-10-02 02:00:00,0.0,56.40872,0,7602.667,-4.176333,0.0,0.0,0.0,Night
2023-10-02 02:15:00,0.0,56.29446,0,7607.0,-4.035333,0.0,0.0,0.0,Night
2023-10-02 02:30:00,0.0,56.10708,0,7617.333,-4.033333,0.0,0.0,0.0,Night
2023-10-02 02:45:00,0.0,55.83286,0,7616.667,-4.030334,0.0,0.0,0.0,Night
2023-10-02 03:00:00,0.0,55.66033,0,7618.0,-4.030667,0.0,0.0,0.0,Night
2023-10-02 03:15:00,0.0,55.74146,0,7619.667,-4.236333,0.0,0.0,0.0,Night
2023-10-02 03:30:00,0.0,55.52094,0,7619.667,-4.166,0.0,0.0,0.0,Night
2023-10-02 03:45:00,0.0,55.16103,0,7619.667,-4.051,0.0,0.0,0.0,Night
2023-10-02 04:00:00,0.0,54.97707,0,7616.667,-4.071,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.0,54.94965,0,7613.667,-4.044,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,54.82054,0,7611.333,-4.085667,0.0,0.0,0.0,Night
2023-10-02 04:45:00,0.0,54.9188,0,7606.667,-4.048,0.0,0.0,0.0,Night
2023-10-02 05:00:00,0.0,54.84339,0,7593.667,-4.013667,0.0,0.0,0.0,Night
2023-10-02 05:15:00,0.0,55.20444,0,7588.0,-4.039,0.0,0.0,0.0,Night
2023-10-02 05:30:00,0.0,56.86804,1,7582.333,-4.119333,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,56.89089,0,7575.0,-4.031,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,56.80634,0,7566.333,-4.031333,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,58.22428,1,7554.333,-4.025,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,58.19571,1,7541.333,-3.959,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.0,58.14772,0,7564.0,-5.368,-0.5266666,-0.5666667,-0.5666667,Night
2023-10-02 07:00:00,0.088956,58.38538,1,7561.667,2.635333,1.913333,2.123333,1.976667,Night
2023-10-02 07:15:00,10.67472,58.77843,0,7566.667,22.112,8.37,8.756667,8.286667,Day
2023-10-02 07:30:00,72.32123,58.91896,0,7582.667,71.96033,21.48333,29.55333,24.39667,Day
2023-10-02 07:45:00,132.9892,60.43859,1,7594.667,187.2887,55.94667,69.87334,64.62,Day
2023-10-02 08:00:00,191.6112,61.54118,2,7593.667,340.5847,105.1367,121.25,115.65,Day
2023-10-02 08:15:00,257.5276,62.78545,2,7594.0,503.6593,154.6933,175.6367,173.49,Day
2023-10-02 08:30:00,321.8428,64.18511,2,7593.667,673.5294,220.1167,227.48,225.93,Day
2023-10-02 08:45:00,385.4464,65.68417,3,7589.667,840.6513,279.51,282.1667,279.4033,Day
2023-10-02 09:00:00,445.8475,67.2952,3,7587.667,998.829,332.6567,335.23,331.5633,Day
2023-10-02 09:15:00,502.9572,69.09019,4,7583.333,1144.018,380.7933,383.9333,379.69,Day
2023-10-02 09:30:00,557.6652,70.67838,3,7578.667,1262.443,421.0033,422.9767,420.12,Day
2023-10-02 09:45:00,611.3057,72.13403,4,7577.333,1276.343,426.09,421.78,426.7633,Day
2023-10-02 10:00:00,665.5688,73.28345,4,7578.0,1229.787,410.9167,403.6133,406.1233,Day
2023-10-02 10:15:00,714.6725,74.99847,3,7619.667,1287.842,431.3667,428.3333,429.0667,Day
2023-10-02 10:30:00,757.9941,76.88372,4,7617.667,1260.015,424.2767,420.1333,423.51,Day
2023-10-02 10:45:00,796.7789,78.52332,3,7603.333,1365.594,453.9,450.0133,456.95,Day
2023-10-02 11:00:00,835.4748,79.37569,4,7599.333,1398.477,467.3633,468.4667,469.07,Day
2023-10-02 11:15:00,869.9897,80.70336,4,7596.333,1420.492,477.4033,476.99,474.5733,Day
2023-10-02 11:30:00,897.8329,81.67226,4,7592.333,1506.175,501.6567,501.3333,503.11,Day
2023-10-02 11:45:00,921.4062,82.19099,4,7589.333,1576.265,526.39,524.11,526.72,Day
2023-10-02 12:00:00,937.9521,83.30615,4,7594.333,1672.61,561.9366,558.7567,558.7033,Day
2023-10-02 12:15:00,953.1636,83.4067,5,7595.667,1731.728,580.3134,577.86,578.7633,Day
2023-10-02 12:30:00,962.0592,84.56985,5,7591.333,1848.938,619.97,616.77,616.66,Day
2023-10-02 12:45:00,962.6819,85.43478,5,7584.667,1983.933,668.6533,665.86,665.79,Day
2023-10-02 13:00:00,962.1482,86.54193,4,7574.667,2032.13,682.8367,677.9767,681.54,Day
2023-10-02 13:15:00,951.7403,86.66076,4,7574.0,2037.247,685.2933,680.7133,682.5,Day
2023-10-02 13:30:00,940.265,86.75559,4,7569.333,2035.921,685.3666,680.6633,681.2767,Day
2023-10-02 13:45:00,931.6362,86.87556,4,7565.333,2027.802,684.6633,679.9267,674.7,Day
2023-10-02 14:00:00,905.0384,87.33031,5,7564.333,1987.489,670.4167,669.68,659.1833,Day
2023-10-02 14:15:00,879.9528,86.7396,4,7560.667,1944.673,652.9366,654.57,646.4567,Day
2023-10-02 14:30:00,841.257,87.03324,4,7565.667,1871.092,630.3567,628.5333,618.8967,Day
2023-10-02 14:45:00,809.3217,86.77045,4,7561.0,1812.699,609.4167,609.1733,600.17,Day
2023-10-02 15:00:00,765.7333,86.55679,4,7557.667,1729.087,580.8066,580.3333,572.6934,Day
2023-10-02 15:15:00,717.6081,86.07005,4,7556.667,1632.891,547.8567,547.8867,540.7267,Day
2023-10-02 15:30:00,671.4399,85.71814,4,7556.667,1547.535,520.53,517.8967,511.8733,Day
2023-10-02 15:45:00,618.8669,85.39021,5,7556.333,1443.119,485.54,482.5167,476.9167,Day
2023-10-02 16:00:00,563.9811,85.56846,3,7495.667,1317.697,442.5,440.83,436.1,Day
2023-10-02 16:15:00,505.9818,85.7387,3,7489.0,1193.592,401.8667,398.7533,394.6333,Day
2023-10-02 16:30:00,447.0039,85.07715,4,7493.0,1059.663,357.5833,353.3467,349.7333,Day
2023-10-02 16:45:00,385.6243,84.47272,4,7492.333,915.899,309.01,305.1333,301.9233,Day
2023-10-02 17:00:00,325.4011,83.77003,3,7488.333,768.9767,258.63,256.3067,253.3767,Day
2023-10-02 17:15:00,262.6871,82.9211,3,7488.333,611.006,205.2967,202.8633,202.8767,Day
2023-10-02 17:30:00,120.3575,82.05274,3,7490.667,439.305,148.3667,142.76,149.1667,Day
2023-10-02 17:45:00,35.04866,80.80162,2,7492.0,279.8667,97.18667,88.89,95.2,Day
2023-10-02 18:00:00,25.35246,79.48194,1,7494.0,141.4477,52.88,44.15667,46.77333,Day
2023-10-02 18:15:00,12.89862,78.13027,1,7497.667,50.61267,19.57667,17.1,17.23333,Day
2023-10-02 18:30:00,1.77912,76.2096,0,7498.0,19.57367,7.61,7.67,7.536667,Day
2023-10-02 18:45:00,0.0,73.82504,0,7486.667,-0.7256666,0.8133333,0.9866667,0.8966666,Night
2023-10-02 19:00:00,0.0,71.64157,0,7542.333,-5.436666,-0.5066667,-0.5733333,-0.58,Night
2023-10-02 19:15:00,0.0,69.73118,0,7558.667,-3.941,0.0,0.0,0.0,Night
2023-10-02 19:30:00,0.0,69.1279,0,7564.0,-3.946667,0.0,0.0,0.0,Night
2023-10-02 19:45:00,0.0,67.98875,0,7574.667,-3.96,0.0,0.0,0.0,Night
2023-10-02 20:00:00,0.0,66.43941,0,7589.667,-3.979,0.0,0.0,0.0,Night
2023-10-02 20:15:00,0.0,65.4408,0,7593.0,-3.980333,0.0,0.0,0.0,Night
2023-10-02 20:30:00,0.0,64.66042,0,7604.0,-3.996667,0.0,0.0,0.0,Night
2023-10-02 20:45:00,0.0,64.07085,0,7613.0,-4.001667,0.0,0.0,0.0,Night
2023-10-02 21:00:00,0.0,63.47557,0,7602.667,-3.998667,0.0,0.0,0.0,Night
2023-10-02 21:15:00,0.0,63.08023,0,7597.0,-3.991,0.0,0.0,0.0,Night
2023-10-02 21:30:00,0.0,62.72032,0,7604.333,-3.997667,0.0,0.0,0.0,Night
2023-10-02 21:45:00,0.0,62.29985,0,7609.0,-4.011667,0.0,0.0,0.0,Night
2023-10-02 22:00:00,0.0,61.7537,0,7609.333,-4.017,0.0,0.0,0.0,Night
2023-10-02 22:15:00,0.0,61.28296,0,7613.0,-4.017334,0.0,0.0,0.0,Night
2023-10-02 22:30:00,0.0,60.94476,0,7619.0,-4.024667,0.0,0.0,0.0,Night
2023-10-02 22:45:00,0.0,61.13785,0,7624.0,-4.029333,0.0,0.0,0.0,Night
2023-10-02 23:00:00,0.0,61.24068,0,7621.667,-4.021667,0.0,0.0,0.0,Night
2023-10-02 23:15:00,0.0,60.79279,0,7617.333,-4.020667,0.0,0.0,0.0,Night
2023-10-02 23:30:00,0.0,60.28663,0,7613.0,-4.015666,0.0,0.0,0.0,Night
2023-10-02 23:45:00,0.0,59.91529,0,7609.667,-4.006333,0.0,0.0,0.0,Night
2023-10-03 00:00:00,0.0,59.56224,0,7612.0,-4.016333,0.0,0.0,0.0,Night
2023-10-03 00:15:00,0.0,59.1212,0,7623.667,-4.032333,0.0,0.0,0.0,Night
2023-10-03 00:30:00,0.0,58.775,0,7620.333,-4.027,0.0,0.0,0.0,Night
2023-10-03 00:45:00,0.0,58.51449,0,7618.333,-4.026,0.0,0.0,0.0,Night
2023-10-03 01:00:00,0.0,58.15572,0,7622.667,-4.028666,0.0,0.0,0.0,Night
2023-10-03 01:15:00,0.0,57.86551,0,7625.333,-4.035,0.0,0.0,0.0,Night
2023-10-03 01:30:00,0.0,57.88608,0,7617.667,-4.029333,0.0,0.0,0.0,Night
2023-10-03 01:45:00,0.0,58.2677,0,7619.0,-4.029,0.0,0.0,0.0,Night
2023-10-03 02:00:00,0.0,58.25627,0,7618.0,-4.031333,0.0,0.0,0.0,Night
2023-10-03 02:15:00,0.0,58.12487,0,7621.0,-4.032333,0.0,0.0,0.0,Night
2023-10-03 02:30:00,0.0,57.93978,0,7622.333,-4.036,0.0,0.0,0.0,Night
2023-10-03 02:45:00,0.0,57.73183,0,7624.667,-4.042666,0.0,0.0,0.0,Night
2023-10-03 03:00:00,0.0,57.1971,0,7625.667,-4.042666,0.0,0.0,0.0,Night
2023-10-03 03:15:00,0.0,56.7892,0,7616.333,-4.026333,0.0,0.0,0.0,Night
2023-10-03 03:30:00,0.0,56.36416,0,7615.0,-4.029,0.0,0.0,0.0,Night
2023-10-03 03:45:00,0.0,56.27961,0,7614.0,-4.022666,0.0,0.0,0.0,Night
2023-10-03 04:00:00,0.0,55.96997,0,7608.667,-4.021333,0.0,0.0,0.0,Night
2023-10-03 04:15:00,0.0,55.88999,0,7609.333,-4.021333,0.0,0.0,0.0,Night
2023-10-03 04:30:00,0.0,55.79515,0,7608.0,-4.019667,0.0,0.0,0.0,Night
2023-10-03 04:45:00,0.0,55.63291,0,7602.333,-4.014667,0.0,0.0,0.0,Night
2023-10-03 05:00:00,0.0,55.38497,0,7592.0,-4.003667,0.0,0.0,0.0,Night
2023-10-03 05:15:00,0.0,55.11532,0,7590.333,-3.999333,0.0,0.0,0.0,Night
2023-10-03 05:30:00,0.0,55.15531,0,7585.0,-3.997333,0.0,0.0,0.0,Night
2023-10-03 05:45:00,0.0,55.04791,0,7583.0,-3.995,0.0,0.0,0.0,Night
2023-10-03 06:00:00,0.0,55.33698,0,7558.0,-3.973333,0.0,0.0,0.0,Night
2023-10-03 06:15:00,0.0,55.96997,0,7549.0,-3.969,0.0,0.0,0.0,Night
2023-10-03 06:30:00,0.0,55.54265,0,7543.667,-3.963333,0.0,0.0,0.0,Night
2023-10-03 06:45:00,0.0,55.15188,0,7545.667,-5.304,-0.56,-0.5166667,-0.56,Night
2023-10-03 07:00:00,0.177912,54.9108,0,7537.667,1.769,1.613333,1.783333,1.643333,Night
2023-10-03 07:15:00,10.3189,54.83768,0,7548.667,23.40233,8.746667,9.1,8.73,Day
2023-10-03 07:30:00,61.4686,55.50608,0,7549.0,72.22166,22.78,28.09333,24.40667,Day
2023-10-03 07:45:00,115.1091,57.17882,0,7555.333,175.8,53.11666,64.61,60.08,Day
2023-10-03 08:00:00,170.0839,59.62051,0,7554.333,311.5917,97.18667,110.66,105.4967,Day
2023-10-03 08:15:00,238.2242,61.68972,1,7554.0,465.6937,144.2167,162.22,160.1,Day
2023-10-03 08:30:00,299.5149,63.46757,2,7555.333,623.8567,203.9833,210.65,209.2133,Day
2023-10-03 08:45:00,360.4497,64.82723,2,7550.667,782.777,260.1067,262.6067,259.9167,Day
2023-10-03 09:00:00,420.1392,66.66222,1,7547.333,938.9464,312.5333,314.6867,311.5367,Day
2023-10-03 09:15:00,476.1815,68.8594,2,7548.667,1079.519,359.3733,361.94,359.3,Day
2023-10-03 09:30:00,528.3987,71.19254,2,7546.0,1204.395,401.91,403.4933,400.2567,Day
2023-10-03 09:45:00,581.1496,73.32916,2,7548.667,1306.294,434.8967,436.2467,433.6367,Day
2023-10-03 10:00:00,633.2778,75.45093,2,7547.333,1392.558,466.3,462.57,464.28,Day
2023-10-03 10:15:00,684.1606,77.7418,3,7546.667,1488.97,494.2,491.39,496.8633,Day
2023-10-03 10:30:00,729.5282,78.85467,2,7562.333,1478.982,490.21,489.54,495.6467,Day
2023-10-03 10:45:00,770.4479,79.31398,3,7558.667,1464.873,492.9667,490.4767,492.6833,Day
2023-10-03 11:00:00,805.0518,79.92298,3,7555.667,1443.504,488.8,481.5667,487.51,Day
2023-10-03 11:15:00,840.4564,80.61652,4,7548.667,1152.93,348.1733,344.5833,372.0367,Day
2023-10-03 11:30:00,866.4315,81.49974,3,7546.333,1702.81,567.35,560.62,568.2767,Day
2023-10-03 11:45:00,888.9374,82.31439,3,7544.333,1693.744,569.3333,563.4867,565.8567,Day
2023-10-03 12:00:00,912.0659,84.61669,4,7544.333,1754.239,578.0233,587.14,587.39,Day
2023-10-03 12:15:00,927.0995,84.94004,3,7553.667,1825.133,611.8033,611.0733,613.92,Day
2023-10-03 12:30:00,855.312,83.58495,4,7548.667,1737.392,589.36,546.63,529.0233,Day
2023-10-03 12:45:00,940.087,84.64754,3,7548.0,1939.614,626.1266,646.9767,636.5634,Day
2023-10-03 13:00:00,911.3543,85.94094,3,7570.667,1918.752,649.7433,649.5034,649.92,Day
2023-10-03 13:15:00,735.2214,85.68957,4,7561.333,1441.7,455.8367,498.57,502.5033,Day
2023-10-03 13:30:00,450.2064,83.361,4,7559.667,1075.226,338.6633,300.23,341.95,Day
2023-10-03 13:45:00,888.3147,83.9917,3,7558.667,1850.372,587.26,628.0,651.1567,Day
2023-10-03 14:00:00,788.4171,85.31709,4,7559.0,1762.933,598.8467,573.7833,577.97,Day
2023-10-03 14:15:00,561.6682,85.46105,4,7553.667,1239.127,438.4267,407.2167,364.1167,Day
2023-10-03 14:30:00,743.8501,85.03145,3,7561.0,1532.924,450.0533,478.9133,552.69,Day
2023-10-03 14:45:00,533.9139,85.66557,3,7566.0,1232.23,441.28,380.85,367.5567,Day
2023-10-03 15:00:00,563.3584,84.31962,2,7566.0,1433.284,443.36,458.4633,449.88,Day
2023-10-03 15:15:00,461.8596,84.52414,3,7567.0,969.316,347.8967,323.0033,307.3767,Day
2023-10-03 15:30:00,393.3634,83.33586,2,7575.0,1011.004,396.4133,340.14,288.9133,Day
2023-10-03 15:45:00,575.5453,83.15076,3,7569.0,1385.731,494.5333,451.3267,438.3367,Day
2023-10-03 16:00:00,483.12,85.28853,3,7576.0,1061.146,341.2567,368.4533,378.2667,Day
2023-10-03 16:15:00,221.8563,83.90601,1,7568.333,477.417,167.5133,171.7933,166.6,Day
2023-10-03 16:30:00,434.4611,83.83288,1,7583.0,1050.438,356.8867,347.5067,348.0033,Day
2023-10-03 16:45:00,434.4611,83.94714,3,7591.667,1035.292,348.8433,345.03,341.43,Day
2023-10-03 17:00:00,207.0006,83.71976,3,7583.667,470.549,163.0,157.1333,162.1367,Day
2023-10-03 17:15:00,250.3222,82.54063,1,7568.333,588.9313,198.12,195.7467,196.2933,Day
2023-10-03 17:30:00,109.238,81.51688,1,7574.667,412.5617,138.8167,133.61,140.0,Day
2023-10-03 17:45:00,39.49646,80.14349,1,7573.667,255.4423,88.92667,81.35667,86.54667,Day
2023-10-03 18:00:00,28.1101,78.71756,0,7563.333,130.6593,48.35667,41.49,43.35333,Day
2023-10-03 18:15:00,12.18697,76.88715,0,7556.667,50.65133,18.96333,17.36667,17.58333,Day
2023-10-03 18:30:00,1.957032,75.12415,0,7554.0,18.49967,7.3,7.276667,7.176667,Day
2023-10-03 18:45:00,0.0,73.08694,0,7553.667,-2.449,0.24,0.3566667,0.2833333,Night
2023-10-03 19:00:00,0.0,71.09885,0,7539.0,-5.240667,-0.42,-0.3866667,-0.57,Night
2023-10-03 19:15:00,0.0,69.34499,0,7534.0,-3.909,0.0,0.0,0.0,Night
