Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,"Schneider XC 680kW Inverter - 1A, Line kW","Schneider XC 680kW Inverter - 1B, Line kW","Schneider XC 680kW Inverter - 1C, Line kW",Day/Night
2023-10-09 03:00:00,0.0,38.98326,0,7606.0,-4.026333,0.0,0.0,0.0,Night
2023-10-09 03:15:00,0.0,38.69305,0,7603.0,-4.021333,0.0,0.0,0.0,Night
2023-10-09 03:30:00,0.0,39.17522,0,7602.667,-4.026,0.0,0.0,0.0,Night
2023-10-09 03:45:00,0.0,38.97412,0,7598.667,-4.021,0.0,0.0,0.0,Night
2023-10-09 04:00:00,0.0,38.53994,0,7596.0,-4.021,0.0,0.0,0.0,Night
2023-10-09 04:15:00,0.0,38.35598,0,7592.667,-4.015666,0.0,0.0,0.0,Night
2023-10-09 04:30:00,0.0,38.47253,0,7588.667,-4.007,0.0,0.0,0.0,Night
2023-10-09 04:45:00,0.0,38.30343,0,7584.333,-4.004,0.0,0.0,0.0,Night
2023-10-09 05:00:00,0.0,37.8841,0,7576.667,-4.000667,0.0,0.0,0.0,Night
2023-10-09 05:15:00,0.0,37.71386,0,7571.0,-3.989667,0.0,0.0,0.0,Night
2023-10-09 05:30:00,0.0,37.73671,0,7568.0,-3.983667,0.0,0.0,0.0,Night
2023-10-09 05:45:00,0.0,37.71157,0,7562.333,-3.977667,0.0,0.0,0.0,Night
2023-10-09 06:00:00,0.0,37.34252,0,7546.0,-3.960667,0.0,0.0,0.0,Night
2023-10-09 06:15:00,0.0,37.10829,0,7541.0,-3.951333,0.0,0.0,0.0,Night
2023-10-09 06:30:00,0.0,37.19741,0,7545.667,-3.953,0.0,0.0,0.0,Night
2023-10-09 06:45:00,0.0,37.25454,0,7551.333,-4.925667,-0.3366667,-0.38,-0.4533333,Night
2023-10-09 07:00:00,0.0,37.06487,0,7550.667,-1.947,0.3766667,0.59,0.4533333,Night
2023-10-09 07:15:00,5.871096,37.02374,0,7555.667,14.384,5.836667,6.09,5.816667,Day
2023-10-09 07:30:00,60.93486,37.49562,0,7569.0,49.808,14.79,20.85,17.43,Day
2023-10-09 07:45:00,126.0506,39.27005,0,7586.0,168.8497,48.61333,64.62666,58.28333,Day
2023-10-09 08:00:00,188.4978,42.51154,0,7607.0,333.814,102.3033,118.5433,114.1833,Day
2023-10-09 08:15:00,252.1903,46.11752,0,7617.0,511.6143,156.15,179.3367,176.3333,Day
2023-10-09 08:30:00,320.8643,49.12022,0,7617.333,692.4797,223.87,233.9267,234.0933,Day
2023-10-09 08:45:00,390.7837,51.76643,0,7618.0,865.2867,287.6,290.0667,287.7933,Day
2023-10-09 09:00:00,452.1634,54.68457,0,7620.0,1026.93,341.6367,344.3467,341.3533,Day
2023-10-09 09:15:00,510.6964,57.59357,1,7621.333,1183.926,394.35,396.67,393.4667,Day
2023-10-09 09:30:00,565.4933,60.20665,1,7609.667,1320.428,440.2733,442.1733,439.4267,Day
2023-10-09 09:45:00,617.7105,63.23677,2,7610.0,1435.794,479.5567,481.1167,477.2533,Day
2023-10-09 10:00:00,669.4829,66.11264,2,7612.333,1546.756,517.19,518.5233,513.4867,Day
2023-10-09 10:15:00,719.3872,67.98647,2,7609.0,1648.219,550.96,552.4567,546.8233,Day
2023-10-09 10:30:00,764.1321,70.17564,2,7603.333,1724.204,579.56,577.51,574.27,Day
2023-10-09 10:45:00,806.8309,70.92403,2,7605.0,1715.138,573.4467,567.2333,570.3666,Day
2023-10-09 11:00:00,841.8796,72.02434,3,7602.667,1722.818,575.29,573.33,574.6733,Day
2023-10-09 11:15:00,873.2811,72.92355,2,7599.0,1641.916,546.01,542.69,545.2033,Day
2023-10-09 11:30:00,894.8974,74.57114,2,7592.0,1752.938,592.85,582.27,589.25,Day
2023-10-09 11:45:00,921.8511,74.98019,3,7593.667,1747.421,585.8267,581.14,584.76,Day
2023-10-09 12:00:00,938.6638,75.32753,3,7597.0,1633.697,543.76,534.6833,538.24,Day
2023-10-09 12:15:00,948.7158,75.47035,3,7596.667,1628.871,544.9167,536.9833,541.51,Day
2023-10-09 12:30:00,955.6544,76.49639,2,7598.667,1524.796,514.9733,510.5333,513.6,Day
2023-10-09 12:45:00,959.4795,76.96484,3,7597.333,1600.99,537.9133,532.99,535.61,Day
2023-10-09 13:00:00,956.8108,77.63439,3,7596.0,1525.287,517.6967,510.9067,515.23,Day
2023-10-09 13:15:00,950.7618,77.31219,3,7595.667,1574.916,524.2433,522.76,527.32,Day
2023-10-09 13:30:00,938.5748,77.31219,3,7593.667,1645.919,553.88,552.68,551.8233,Day
2023-10-09 13:45:00,920.5167,78.38964,4,7593.0,1581.526,527.7466,528.5333,527.79,Day
2023-10-09 14:00:00,899.2563,78.00916,3,7592.667,1596.663,537.1767,536.1,533.6166,Day
2023-10-09 14:15:00,876.3945,77.76465,3,7591.0,1654.455,555.3367,554.0533,551.62,Day
2023-10-09 14:30:00,845.171,77.26762,3,7593.0,1568.688,523.8333,521.3834,520.5433,Day
2023-10-09 14:45:00,809.6776,77.82864,4,7588.667,1592.32,529.88,528.36,529.1533,Day
2023-10-09 15:00:00,770.27,77.51328,4,7588.667,1615.434,538.1033,538.5,534.6266,Day
2023-10-09 15:15:00,726.8595,77.43216,3,7594.667,1578.818,532.5533,529.4767,529.9533,Day
2023-10-09 15:30:00,676.5994,77.21278,4,7599.667,1571.468,528.7933,524.46,523.6633,Day
2023-10-09 15:45:00,619.2227,77.10767,3,7600.0,1468.906,494.25,490.8833,486.4167,Day
2023-10-09 16:00:00,566.5608,76.37299,3,7601.667,1353.089,455.1867,451.83,447.7967,Day
2023-10-09 16:15:00,505.8928,76.38898,2,7604.0,1217.855,409.9567,406.4033,402.6833,Day
2023-10-09 16:30:00,448.4272,76.13647,3,7605.333,1081.709,364.7333,360.46,357.2133,Day
2023-10-09 16:45:00,385.3574,75.42007,2,7607.0,931.2354,313.6933,310.1967,307.5267,Day
2023-10-09 17:00:00,322.0208,74.20323,3,7610.667,771.562,258.06,257.6733,255.3467,Day
2023-10-09 17:15:00,155.9399,72.96353,2,7615.333,586.0504,194.73,190.4467,200.2,Day
2023-10-09 17:30:00,51.68343,71.02458,2,7601.0,394.16,135.5067,123.4567,136.3767,Day
2023-10-09 17:45:00,23.30647,69.19874,2,7598.333,217.7517,80.8,65.24,74.06,Day
2023-10-09 18:00:00,13.16549,67.52029,1,7579.333,70.569,28.55,21.32667,23.54667,Day
2023-10-09 18:15:00,3.291372,65.37339,0,7561.0,23.54833,9.02,8.863334,8.816667,Day
2023-10-09 18:30:00,0.0,62.79688,0,7558.333,4.059,2.45,2.556667,2.42,Night
2023-10-09 18:45:00,0.0,60.06954,0,7549.667,-6.627333,-1.01,-1.016667,-0.9633333,Night
2023-10-09 19:00:00,0.0,57.41305,0,7554.0,-3.939333,0.0,0.0,0.0,Night
2023-10-09 19:15:00,0.0,55.45124,0,7558.667,-3.945667,0.0,0.0,0.0,Night
2023-10-09 19:30:00,0.0,54.25153,0,7562.333,-3.948,0.0,0.0,0.0,Night
2023-10-09 19:45:00,0.0,53.46201,0,7570.667,-3.955667,0.0,0.0,0.0,Night
2023-10-09 20:00:00,0.0,52.49311,0,7574.333,-3.961333,0.0,0.0,0.0,Night
2023-10-09 20:15:00,0.0,51.51049,0,7575.667,-3.965667,0.0,0.0,0.0,Night
2023-10-09 20:30:00,0.0,50.77124,0,7572.0,-3.961333,0.0,0.0,0.0,Night
2023-10-09 20:45:00,0.0,50.29478,0,7563.667,-3.951333,0.0,0.0,0.0,Night
2023-10-09 21:00:00,0.0,49.82404,0,7562.0,-3.950667,0.0,0.0,0.0,Night
2023-10-09 21:15:00,0.0,49.45956,0,7564.0,-3.957,0.0,0.0,0.0,Night
2023-10-09 21:30:00,0.0,49.25275,0,7564.667,-3.956667,0.0,0.0,0.0,Night
2023-10-09 21:45:00,0.0,49.61609,0,7573.0,-3.968333,0.0,0.0,0.0,Night
2023-10-09 22:00:00,0.0,49.99314,0,7584.0,-3.978667,0.0,0.0,0.0,Night
2023-10-09 22:15:00,0.0,49.97486,0,7576.667,-3.964667,0.0,0.0,0.0,Night
2023-10-09 22:30:00,0.0,49.92345,0,7580.333,-3.971333,0.0,0.0,0.0,Night
2023-10-09 22:45:00,0.0,49.62295,0,7581.667,-3.976,0.0,0.0,0.0,Night
2023-10-09 23:00:00,0.0,49.01052,0,7588.667,-3.984,0.0,0.0,0.0,Night
2023-10-09 23:15:00,0.0,48.62319,0,7582.0,-3.973,0.0,0.0,0.0,Night
2023-10-09 23:30:00,0.0,49.00138,0,7591.0,-3.985667,0.0,0.0,0.0,Night
2023-10-09 23:45:00,0.0,49.98972,0,7599.0,-3.998667,0.0,0.0,0.0,Night
2023-10-10 00:00:00,0.0,50.67983,0,7600.667,-4.001333,0.0,0.0,0.0,Night
2023-10-10 00:15:00,0.0,51.34138,0,7604.333,-4.005,0.0,0.0,0.0,Night
2023-10-10 00:30:00,0.0,52.2783,0,7602.333,-4.005,0.0,0.0,0.0,Night
2023-10-10 00:45:00,0.0,53.45173,0,7602.333,-4.008,0.0,0.0,0.0,Night
2023-10-10 01:00:00,0.0,53.86077,0,7606.0,-4.013667,0.0,0.0,0.0,Night
2023-10-10 01:15:00,0.0,53.81736,0,7608.667,-4.019,0.0,0.0,0.0,Night
2023-10-10 01:30:00,0.0,53.31462,0,7599.667,-4.009666,0.0,0.0,0.0,Night
2023-10-10 01:45:00,0.0,53.02098,0,7598.333,-4.008333,0.0,0.0,0.0,Night
2023-10-10 02:00:00,0.0,52.43483,0,7605.333,-4.021333,0.0,0.0,0.0,Night
2023-10-10 02:15:00,0.0,52.03379,0,7598.0,-4.011333,0.0,0.0,0.0,Night
2023-10-10 02:30:00,0.0,52.04521,0,7600.0,-4.014667,0.0,0.0,0.0,Night
2023-10-10 02:45:00,0.0,51.77214,0,7597.0,-4.000333,0.0,0.0,0.0,Night
2023-10-10 03:00:00,0.0,51.16314,0,7599.333,-4.005,0.0,0.0,0.0,Night
2023-10-10 03:15:00,0.0,50.45361,0,7597.667,-4.001,0.0,0.0,0.0,Night
2023-10-10 03:30:00,0.0,50.09712,0,7594.0,-3.995,0.0,0.0,0.0,Night
2023-10-10 03:45:00,0.0,49.69493,0,7592.333,-3.989,0.0,0.0,0.0,Night
2023-10-10 04:00:00,0.0,48.60834,0,7592.667,-3.997333,0.0,0.0,0.0,Night
2023-10-10 04:15:00,0.0,47.80968,0,7594.333,-3.997,0.0,0.0,0.0,Night
2023-10-10 04:30:00,0.0,47.69885,0,7586.667,-3.984333,0.0,0.0,0.0,Night
2023-10-10 04:45:00,0.0,47.8611,0,7583.333,-3.977,0.0,0.0,0.0,Night
2023-10-10 05:00:00,0.0,47.72627,0,7566.667,-3.958,0.0,0.0,0.0,Night
2023-10-10 05:15:00,0.0,47.56974,0,7570.333,-3.967333,0.0,0.0,0.0,Night
2023-10-10 05:30:00,0.0,47.58802,0,7562.0,-3.958667,0.0,0.0,0.0,Night
2023-10-10 05:45:00,0.0,47.59716,0,7564.0,-3.959667,0.0,0.0,0.0,Night
2023-10-10 06:00:00,0.0,47.84167,0,7549.0,-3.941333,0.0,0.0,0.0,Night
2023-10-10 06:15:00,0.0,48.21758,0,7551.667,-3.947333,0.0,0.0,0.0,Night
2023-10-10 06:30:00,0.0,48.39354,0,7556.667,-3.959,0.0,0.0,0.0,Night
2023-10-10 06:45:00,0.0,48.79801,0,7556.333,-4.147666,-0.05666667,-0.05333333,-0.05333333,Night
2023-10-10 07:00:00,0.0,48.77973,0,7554.333,-4.455,-0.47,-0.3166667,-0.3866667,Night
2023-10-10 07:15:00,2.757636,48.32384,0,7571.667,10.617,4.603333,4.733333,4.563334,Day
2023-10-10 07:30:00,15.92312,48.40382,0,7610.333,32.62133,11.75667,12.01333,12.16667,Day
2023-10-10 07:45:00,72.23226,48.99796,0,7626.0,148.8843,49.52,52.26667,51.65,Day
2023-10-10 08:00:00,89.48974,50.68555,0,7623.0,183.2063,61.61,65.77666,62.06,Day
2023-10-10 08:15:00,137.0812,52.4097,0,7623.333,301.5277,101.0067,103.2733,100.2667,Day
2023-10-10 08:30:00,190.8106,54.41492,0,7608.333,439.778,147.5467,153.07,144.7333,Day
2023-10-10 08:45:00,181.2923,56.91831,0,7606.667,448.347,155.8433,156.3267,144.06,Day
2023-10-10 09:00:00,350.3977,59.39199,0,7601.333,773.096,270.3233,257.4767,258.6467,Day
2023-10-10 09:15:00,465.4178,62.68262,0,7607.667,1099.016,378.46,370.92,363.5733,Day
2023-10-10 09:30:00,526.7085,65.14259,1,7610.333,1196.768,401.9267,405.46,396.6467,Day
2023-10-10 09:45:00,581.6833,67.61513,1,7609.0,1342.895,448.9767,450.02,445.3433,Day
2023-10-10 10:00:00,631.5876,70.06938,1,7614.0,1460.7,490.22,489.18,484.0667,Day
2023-10-10 10:15:00,698.3046,71.50674,2,7612.667,1534.637,520.0833,516.8734,517.3233,Day
2023-10-10 10:30:00,651.069,73.47427,2,7602.667,1467.929,482.7733,476.5667,482.5733,Day
2023-10-10 10:45:00,505.0922,74.12553,2,7598.667,1128.145,415.2567,423.2467,435.3133,Day
2023-10-10 11:00:00,411.8663,73.58852,1,7598.333,918.466,295.91,315.53,292.31,Day
2023-10-10 11:15:00,452.875,72.79215,1,7593.333,986.6797,332.2067,312.7967,315.4767,Day
2023-10-10 11:30:00,526.7085,72.45509,2,7592.667,1007.572,347.0433,352.0833,392.26,Day
2023-10-10 11:45:00,582.306,74.13696,1,7592.0,1205.385,381.5567,415.0333,399.57,Day
2023-10-10 12:00:00,708.6235,75.44521,2,7592.0,1154.474,361.75,385.4633,399.6067,Day
2023-10-10 12:15:00,956.0103,77.16251,2,7598.333,1426.916,475.25,468.7133,457.83,Day
2023-10-10 12:30:00,760.7517,78.11885,3,7598.0,1314.708,444.2167,430.14,440.6967,Day
2023-10-10 12:45:00,608.459,76.45982,2,7596.667,1138.667,408.71,383.49,397.7967,Day
2023-10-10 13:00:00,583.8182,77.41616,2,7592.667,1191.33,445.15,423.3933,418.0233,Day
2023-10-10 13:15:00,701.8629,79.40996,1,7591.333,1260.809,414.9767,423.93,422.8067,Day
2023-10-10 13:30:00,836.9871,80.60966,1,7592.0,1430.86,455.5033,504.78,475.57,Day
2023-10-10 13:45:00,656.5842,81.43346,1,7587.0,1233.803,427.18,407.42,400.63,Day
2023-10-10 14:00:00,850.4194,82.00475,2,7584.333,1564.913,520.8967,523.1467,504.0367,Day
2023-10-10 14:15:00,722.5007,82.56919,1,7586.667,1475.791,488.79,442.3733,486.7667,Day
2023-10-10 14:30:00,768.2241,83.38499,2,7586.0,1626.81,546.1833,547.0133,537.5767,Day
2023-10-10 14:45:00,757.7272,83.97799,1,7587.333,1638.708,548.77,557.5167,549.5034,Day
2023-10-10 15:00:00,727.7491,83.65235,1,7583.0,1665.586,559.03,556.42,551.22,Day
2023-10-10 15:15:00,656.0505,83.2296,2,7584.0,1498.347,522.6467,519.75,517.1733,Day
2023-10-10 15:30:00,443.6236,83.56552,1,7584.0,1086.365,381.8767,366.0533,370.4533,Day
2023-10-10 15:45:00,467.9975,82.90054,1,7583.667,1131.416,368.0867,387.1633,381.9233,Day
2023-10-10 16:00:00,421.3846,81.86422,1,7595.0,1063.199,367.36,330.2667,355.2,Day
2023-10-10 16:15:00,346.3057,81.9659,1,7594.667,844.9117,279.68,279.29,268.48,Day
2023-10-10 16:30:00,313.5699,81.20724,0,7597.667,801.8423,270.46,258.8767,253.15,Day
2023-10-10 16:45:00,295.7787,80.84504,0,7592.0,718.3673,232.01,234.46,229.6433,Day
2023-10-10 17:00:00,269.0919,80.28975,0,7588.667,648.7917,217.0733,216.3767,214.8133,Day
2023-10-10 17:15:00,124.4494,79.35055,0,7585.333,399.1113,137.8133,123.67,135.69,Day
2023-10-10 17:30:00,74.90096,76.83002,0,7580.667,318.6253,112.9467,101.0833,109.4667,Day
2023-10-10 17:45:00,49.01476,74.85336,0,7574.333,202.0233,72.45333,65.66,69.04,Day
2023-10-10 18:00:00,36.02718,73.79876,0,7567.667,115.9847,41.97667,38.08667,38.76667,Day
2023-10-10 18:15:00,10.14098,72.56706,0,7568.0,42.08967,15.24667,15.06,14.95333,Day
2023-10-10 18:30:00,0.0,70.48186,0,7573.333,2.75,1.976667,2.086667,1.956667,Night
2023-10-10 18:45:00,0.0,68.09272,0,7569.667,-6.051667,-0.7766666,-0.84,-0.8166667,Night
2023-10-10 19:00:00,0.0,66.21661,0,7569.333,-3.960667,0.0,0.0,0.0,Night
2023-10-10 19:15:00,0.0,64.77126,0,7572.667,-3.961333,0.0,0.0,0.0,Night
2023-10-10 19:30:00,0.0,63.7932,0,7573.667,-3.962,0.0,0.0,0.0,Night
2023-10-10 19:45:00,0.0,62.93856,0,7565.0,-3.950333,0.0,0.0,0.0,Night
2023-10-10 20:00:00,0.0,62.4621,0,7569.0,-3.959333,0.0,0.0,0.0,Night
2023-10-10 20:15:00,0.0,61.55261,0,7580.0,-3.965667,0.0,0.0,0.0,Night
2023-10-10 20:30:00,0.0,60.77451,0,7576.667,-3.965333,0.0,0.0,0.0,Night
2023-10-10 20:45:00,0.0,59.76676,0,7589.333,-3.987333,0.0,0.0,0.0,Night
2023-10-10 21:00:00,0.0,59.32687,0,7600.667,-3.992333,0.0,0.0,0.0,Night
2023-10-10 21:15:00,0.0,58.57505,0,7592.333,-3.986667,0.0,0.0,0.0,Night
2023-10-10 21:30:00,0.0,57.93977,0,7603.667,-4.003,0.0,0.0,0.0,Night
2023-10-10 21:45:00,0.0,57.32393,0,7606.0,-3.996667,0.0,0.0,0.0,Night
2023-10-10 22:00:00,0.0,57.12397,0,7601.333,-3.997,0.0,0.0,0.0,Night
2023-10-10 22:15:00,0.0,57.81638,0,7612.333,-4.012667,0.0,0.0,0.0,Night
2023-10-10 22:30:00,0.0,59.00694,0,7594.333,-3.986333,0.0,0.0,0.0,Night
2023-10-10 22:45:00,0.0,60.34947,0,7607.0,-4.004667,0.0,0.0,0.0,Night
2023-10-10 23:00:00,0.0,60.31062,0,7603.333,-4.004667,0.0,0.0,0.0,Night
2023-10-10 23:15:00,0.0,60.06497,0,7590.667,-3.989,0.0,0.0,0.0,Night
2023-10-10 23:30:00,0.0,59.74504,0,7600.667,-4.0,0.0,0.0,0.0,Night
2023-10-10 23:45:00,0.0,59.49254,0,7596.0,-3.987333,0.0,0.0,0.0,Night
2023-10-11 00:00:00,0.0,59.44684,0,7603.0,-3.998,0.0,0.0,0.0,Night
2023-10-11 00:15:00,0.0,59.67535,0,7603.0,-4.009,0.0,0.0,0.0,Night
2023-10-11 00:30:00,0.0,59.2983,0,7594.333,-3.994333,0.0,0.0,0.0,Night
2023-10-11 00:45:00,0.0,58.68474,0,7603.0,-3.998,0.0,0.0,0.0,Night
2023-10-11 01:00:00,0.0,57.9512,0,7596.0,-3.990333,0.0,0.0,0.0,Night
2023-10-11 01:15:00,0.0,57.22452,0,7602.667,-4.003667,0.0,0.0,0.0,Night
2023-10-11 01:30:00,0.0,56.64752,0,7599.0,-4.002666,0.0,0.0,0.0,Night
2023-10-11 01:45:00,0.0,56.43614,0,7584.0,-3.983333,0.0,0.0,0.0,Night
2023-10-11 02:00:00,0.0,56.39729,0,7589.0,-3.989667,0.0,0.0,0.0,Night
2023-10-11 02:15:00,0.0,56.47499,0,7606.333,-4.005,0.0,0.0,0.0,Night
2023-10-11 02:30:00,0.0,56.75264,0,7592.667,-3.992333,0.0,0.0,0.0,Night
2023-10-11 02:45:00,0.0,57.10683,0,7597.333,-4.002666,0.0,0.0,0.0,Night
2023-10-11 03:00:00,0.0,57.56387,0,7608.667,-4.015333,0.0,0.0,0.0,Night
2023-10-11 03:15:00,0.0,58.57505,0,7604.667,-4.009333,0.0,0.0,0.0,Night
2023-10-11 03:30:00,0.0,58.83784,0,7595.667,-3.996,0.0,0.0,0.0,Night
2023-10-11 03:45:00,0.0,58.80471,0,7604.333,-4.012,0.0,0.0,0.0,Night
2023-10-11 04:00:00,0.0,58.34882,0,7589.667,-3.988,0.0,0.0,0.0,Night
2023-10-11 04:15:00,0.0,57.65984,0,7589.333,-3.996333,0.0,0.0,0.0,Night
2023-10-11 04:30:00,0.0,57.28165,0,7586.333,-3.984333,0.0,0.0,0.0,Night
2023-10-11 04:45:00,0.0,57.0657,0,7582.667,-3.982,0.0,0.0,0.0,Night
2023-10-11 05:00:00,0.0,56.94802,0,7582.667,-3.982667,0.0,0.0,0.0,Night
2023-10-11 05:15:00,0.0,56.78006,0,7573.667,-3.964333,0.0,0.0,0.0,Night
2023-10-11 05:30:00,0.0,56.47613,0,7572.667,-3.972667,0.0,0.0,0.0,Night
2023-10-11 05:45:00,0.0,56.09451,0,7562.333,-3.962667,0.0,0.0,0.0,Night
2023-10-11 06:00:00,0.0,55.6889,0,7559.0,-3.954667,0.0,0.0,0.0,Night
2023-10-11 06:15:00,0.0,54.94965,0,7550.0,-3.949667,0.0,0.0,0.0,Night
2023-10-11 06:30:00,0.0,54.119,0,7554.333,-3.954667,0.0,0.0,0.0,Night
2023-10-11 06:45:00,0.0,53.54313,0,7559.0,-3.963333,0.0,0.0,0.0,Night
2023-10-11 07:00:00,0.0,53.51114,0,7544.333,-5.56,-0.67,-0.7066666,-0.6966667,Night
2023-10-11 07:15:00,2.579724,53.63683,0,7544.667,10.90933,4.63,4.813334,4.64,Day
2023-10-11 07:30:00,17.61329,53.75109,0,7565.333,39.19133,13.63667,14.42333,14.42,Day
2023-10-11 07:45:00,63.33667,54.1647,0,7568.667,120.1843,39.33,42.91667,42.88334,Day
2023-10-11 08:00:00,117.4219,55.73689,0,7576.667,222.808,69.68,80.92333,75.70333,Day
2023-10-11 08:15:00,150.4246,57.28508,0,7589.0,319.013,97.82,110.2333,105.4567,Day
2023-10-11 08:30:00,249.9664,59.7839,0,7583.667,556.4413,175.6633,184.2067,184.7733,Day
2023-10-11 08:45:00,323.0882,62.28843,0,7583.667,725.3557,243.4033,245.6267,243.8133,Day
2023-10-11 09:00:00,365.7871,64.36678,1,7583.667,842.3947,279.5633,281.6933,276.47,Day
2023-10-11 09:15:00,476.3594,65.98353,2,7577.333,1071.887,361.82,364.8633,360.7167,Day
2023-10-11 09:30:00,538.2728,67.6414,2,7578.333,1230.144,415.62,414.6767,412.1367,Day
2023-10-11 09:45:00,591.1127,69.82716,2,7570.333,1357.51,459.9067,459.54,454.2767,Day
2023-10-11 10:00:00,643.5078,71.47475,2,7566.0,1422.156,485.88,475.3733,477.77,Day
2023-10-11 10:15:00,701.4181,73.68221,2,7561.667,1505.097,503.3,499.0433,501.93,Day
2023-10-11 10:30:00,730.7736,74.60542,3,7562.333,1417.531,474.0333,480.9133,474.0567,Day
2023-10-11 10:45:00,761.5524,74.91277,4,7573.667,1478.271,487.9433,491.4033,484.8167,Day
2023-10-11 11:00:00,631.3207,75.27954,4,7571.333,1360.675,466.2067,464.7133,465.82,Day
2023-10-11 11:15:00,811.1008,74.94134,4,7571.667,1406.903,470.9867,469.4367,470.66,Day
2023-10-11 11:30:00,717.697,76.08849,4,7565.667,1422.046,468.4733,481.05,467.93,Day
2023-10-11 11:45:00,732.1969,76.48953,3,7565.0,976.024,354.15,362.7667,357.0533,Day
2023-10-11 12:00:00,650.1794,77.58869,3,7563.333,1415.791,478.6733,477.58,471.4633,Day
2023-10-11 12:15:00,406.1731,76.49753,4,7567.333,958.1587,323.7867,324.2567,320.8267,Day
2023-10-11 12:30:00,558.3768,77.32362,2,7562.333,1315.759,436.3633,447.0567,425.18,Day
2023-10-11 12:45:00,551.0825,78.00573,2,7563.333,1282.806,424.4033,429.79,412.6867,Day
2023-10-11 13:00:00,454.4762,78.2034,3,7560.667,1068.979,361.87,370.4933,356.9167,Day
2023-10-11 13:15:00,343.1923,77.49728,2,7559.0,836.9483,280.2967,281.9267,277.3367,Day
2023-10-11 13:30:00,328.1587,76.58094,1,7558.0,809.6674,271.95,271.2633,268.6033,Day
2023-10-11 13:45:00,328.1587,76.73404,1,7560.0,797.2723,266.96,266.56,263.4367,Day
2023-10-11 14:00:00,335.631,76.16618,1,7557.333,830.2614,281.1633,278.1767,277.2767,Day
2023-10-11 14:15:00,374.4158,77.21049,0,7560.0,924.706,309.5867,305.9033,304.11,Day
2023-10-11 14:30:00,262.865,77.26077,0,7562.667,666.7473,223.18,223.19,220.2633,Day
2023-10-11 14:45:00,212.4269,76.84944,0,7563.0,540.401,179.94,179.72,178.0567,Day
2023-10-11 15:00:00,203.5313,76.33528,0,7563.0,524.9293,176.01,175.7467,174.12,Day
2023-10-11 15:15:00,184.7616,76.42783,0,7563.333,477.7173,160.0533,159.85,157.95,Day
2023-10-11 15:30:00,188.5867,76.15133,0,7568.0,486.9273,162.88,163.14,161.44,Day
2023-10-11 15:45:00,167.6821,75.94795,0,7567.0,429.8183,143.79,143.87,142.4933,Day
2023-10-11 16:00:00,130.8543,74.99504,0,7555.0,340.16,114.27,114.3767,113.04,Day
2023-10-11 16:15:00,107.7257,73.96329,0,7547.333,285.8773,96.24,96.05666,95.18667,Day
2023-10-11 16:30:00,88.1554,73.40228,0,7549.333,237.8247,80.08667,80.26334,79.31,Day
2023-10-11 16:45:00,69.11881,73.0161,0,7537.667,190.4783,64.33334,64.54667,63.83,Day
2023-10-11 17:00:00,58.17722,72.39453,0,7546.333,161.5713,54.75667,54.96,54.37667,Day
2023-10-11 17:15:00,44.21113,71.44619,0,7546.333,124.6207,42.43,42.75667,42.27667,Day
2023-10-11 17:30:00,31.9352,70.59383,0,7551.0,94.32867,32.41667,32.60333,32.29,Day
2023-10-11 17:45:00,14.32192,69.51637,0,7545.667,48.10833,17.32667,16.80333,17.25333,Day
2023-10-11 18:00:00,3.202416,68.42751,0,7543.667,23.616,8.97,8.96,8.953333,Day
2023-10-11 18:15:00,0.355824,67.21066,0,7542.333,4.312,2.446667,2.613333,2.533333,Night
2023-10-11 18:30:00,0.0,66.02237,0,7546.667,-6.981,-1.166667,-1.313333,-1.066667,Night
2023-10-11 18:45:00,0.0,64.76211,0,7544.333,-3.928,0.0,0.0,0.0,Night
2023-10-11 19:00:00,0.0,63.65609,0,7544.333,-3.930667,0.0,0.0,0.0,Night
2023-10-11 19:15:00,0.0,62.94541,0,7554.667,-3.947333,0.0,0.0,0.0,Night
2023-10-11 19:30:00,0.0,62.43468,0,7574.667,-3.972667,0.0,0.0,0.0,Night
2023-10-11 19:45:00,0.0,61.82911,0,7563.333,-3.959667,0.0,0.0,0.0,Night
2023-10-11 20:00:00,0.0,61.43721,0,7584.333,-3.987667,0.0,0.0,0.0,Night
2023-10-11 20:15:00,0.0,61.06016,0,7581.333,-3.978,0.0,0.0,0.0,Night
2023-10-11 20:30:00,0.0,60.67168,0,7579.667,-3.981,0.0,0.0,0.0,Night
2023-10-11 20:45:00,0.0,60.46487,0,7588.667,-3.994,0.0,0.0,0.0,Night
2023-10-11 21:00:00,0.0,60.24092,0,7585.0,-3.99,0.0,0.0,0.0,Night
2023-10-11 21:15:00,0.0,59.97471,0,7592.667,-3.998,0.0,0.0,0.0,Night
2023-10-11 21:30:00,0.0,59.80903,0,7592.0,-3.998,0.0,0.0,0.0,Night
2023-10-11 21:45:00,0.0,59.79646,0,7607.0,-4.019,0.0,0.0,0.0,Night
2023-10-11 22:00:00,0.0,59.81932,0,7600.333,-4.012333,0.0,0.0,0.0,Night
2023-10-11 22:15:00,0.0,59.65936,0,7604.0,-4.008333,0.0,0.0,0.0,Night
2023-10-11 22:30:00,0.0,59.50282,0,7606.0,-4.015,0.0,0.0,0.0,Night
2023-10-11 22:45:00,0.0,59.44341,0,7612.667,-4.018667,0.0,0.0,0.0,Night
2023-10-11 23:00:00,0.0,59.57024,0,7605.0,-4.01,0.0,0.0,0.0,Night
