Timestamp,POA Irradiance,Temperature,Wind Speed,Meter Voltage,Meter Power,Sandy River - Inverter 10 - AC power [W] - P_AC,Sandy River - Inverter 5 - AC power [W] - P_AC,Sandy River - Inverter 8 - AC power [W] - P_AC,Sandy River - Inverter 9 - AC power [W] - P_AC,Sandy River - Inverter 6 - AC power [W] - P_AC,Sandy River - Inverter 3 - AC power [W] - P_AC,Sandy River - Inverter 2 - AC power [W] - P_AC,Sandy River - Inverter 1 - AC power [W] - P_AC,Sandy River - Inverter 7 - AC power [W] - P_AC,Sandy River - Inverter 4 - AC power [W] - P_AC,Day/Night
2023-10-01 04:15:00,-2.0,5.634,1.86,12718.153,-2270.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:30:00,-2.0,5.401,1.726,12709.442,-2276.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 04:45:00,-2.0,5.234,1.519,12712.734,-2330.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:00:00,-2.0,5.091,1.625,12706.865,-2382.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:15:00,-2.0,5.052,1.596,12677.937,-2364.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:30:00,-2.0,4.565,1.193,12668.688,-2364.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 05:45:00,-2.467,3.735,0.428,12693.203,-2242.757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:00:00,-1.533,3.852,1.279,12709.846,-2341.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:15:00,-1.6,4.553,1.21,12702.214,-2285.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:30:00,-1.845,4.522,1.329,12707.931,-2257.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 06:45:00,-2.0,4.045,0.926,12692.721,-2319.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 07:00:00,-1.241,4.003,1.02,12680.373,-2248.079,90.0,0.0,0.0,0.0,0.0,0.0,20.0,143.333,0.0,104.0,Night
2023-10-01 07:15:00,2.027,4.302,1.555,12723.065,2919.378,501.938,332.556,478.274,502.197,395.533,446.833,523.8,670.467,358.117,607.9,Day
2023-10-01 07:30:00,9.946,4.561,1.355,12718.126,16243.092,1863.273,1529.733,1802.121,1883.003,1469.4,1690.433,1877.167,2258.933,1413.4,2068.8,Day
2023-10-01 07:45:00,21.927,4.661,1.257,12735.29,61946.624,8363.462,5119.567,7517.48,8556.425,3843.867,6294.567,6924.267,7699.133,3938.533,6647.733,Day
2023-10-01 08:00:00,56.953,6.053,1.705,12744.385,183094.43,25785.939,17114.289,17902.207,21902.343,7319.833,22074.033,20200.4,22638.233,8078.533,25353.533,Day
2023-10-01 08:15:00,249.654,7.765,2.037,12770.525,336604.633,46694.666,34735.233,31726.304,37396.461,10421.3,41787.5,36112.867,44203.733,13227.0,47224.267,Day
2023-10-01 08:30:00,339.904,9.646,1.648,12782.547,500402.753,67066.606,50938.367,49155.999,52160.0,11187.033,63666.867,54467.3,70488.367,18211.8,70849.133,Day
2023-10-01 08:45:00,440.117,12.629,0.831,12785.858,680600.757,85452.615,68228.133,75083.966,74147.758,12212.8,87278.4,74430.9,96953.833,22310.933,93590.233,Day
2023-10-01 09:00:00,546.521,16.994,0.561,12796.253,864826.562,100416.667,85397.033,95028.545,105856.093,13229.967,111749.4,98149.667,122793.167,25745.0,116238.767,Day
2023-10-01 09:15:00,649.424,23.009,0.507,12829.11,1048903.287,115101.092,101375.767,112406.727,137114.183,14014.433,135162.2,124204.433,147999.2,28975.633,144105.4,Day
2023-10-01 09:30:00,742.167,28.479,0.571,12819.387,1208801.093,136181.576,115255.867,127110.909,157290.149,14626.533,156254.867,149007.467,170943.733,31704.2,163965.5,Day
2023-10-01 09:45:00,770.85,31.1,0.993,12783.893,1261788.9,152376.024,119256.3,130303.767,157713.031,16129.0,164731.467,156938.467,177084.3,33368.7,168071.233,Day
2023-10-01 10:00:00,776.277,31.426,1.063,12762.857,1284052.515,163654.194,121268.367,134085.967,155362.547,20214.033,165816.5,156881.933,176069.033,37011.333,168480.833,Day
2023-10-01 10:15:00,774.406,30.596,1.237,12767.521,1312338.679,170404.969,123537.367,144661.808,152015.333,27102.5,165696.133,156639.167,175654.7,43189.767,168021.3,Day
2023-10-01 10:30:00,767.137,31.631,0.929,12740.887,1326295.44,172004.546,124740.145,152049.516,148558.423,36150.667,163627.0,154340.833,173393.033,50920.4,165435.633,Day
2023-10-01 10:45:00,761.115,31.797,1.214,12737.587,1342985.549,170671.48,127544.833,156585.152,147266.51,46561.967,161801.4,152621.4,171518.033,59908.633,163841.367,Day
2023-10-01 11:00:00,751.038,31.368,1.3,12737.449,1351265.278,168637.455,129609.567,158501.033,143936.362,57639.4,159240.733,149676.5,168971.1,69658.233,160741.833,Day
2023-10-01 11:15:00,737.466,31.15,1.463,12735.389,1355115.217,165080.051,130651.533,158607.777,140905.409,68804.067,156497.967,146883.767,166182.0,79386.733,157504.333,Day
2023-10-01 11:30:00,723.746,30.855,1.381,12737.325,1357050.544,162213.583,131573.167,159278.121,136319.043,79127.367,153785.667,144009.867,163741.767,88340.467,154327.7,Day
2023-10-01 11:45:00,711.483,31.491,1.174,12743.166,1353180.212,158633.759,131845.333,159282.807,132339.601,88842.367,150432.933,140199.733,159958.433,96592.8,150594.533,Day
2023-10-01 12:00:00,703.367,30.611,1.283,12756.081,1361526.807,154807.921,133311.833,158039.879,134845.333,97952.5,148649.867,138182.767,158519.533,104706.733,147912.2,Day
2023-10-01 12:15:00,693.923,31.558,1.382,12756.054,1364402.265,153415.586,134621.0,155686.238,133622.243,106684.067,146825.2,135371.567,156129.433,112350.5,145378.0,Day
2023-10-01 12:30:00,686.541,30.062,1.765,12760.957,1373039.22,151634.544,135748.133,154266.424,136993.185,114750.967,145358.033,133049.733,155110.245,119136.733,142812.2,Day
2023-10-01 12:45:00,675.534,30.193,1.2,12759.57,1364536.599,150156.263,135995.3,150974.763,134171.823,121024.833,142623.167,129558.367,151700.4,124789.167,139699.267,Day
2023-10-01 13:00:00,666.303,30.085,2.115,12759.713,1356974.205,145372.909,134549.267,151924.898,138445.999,124765.067,139655.6,125888.3,149034.733,127850.667,135583.767,Day
2023-10-01 13:15:00,672.577,31.251,1.873,12770.111,1386689.377,144996.131,138823.767,151550.783,141038.279,132629.233,142203.933,127449.867,151940.4,135129.067,137837.633,Day
2023-10-01 13:30:00,680.18,31.395,1.967,12741.61,1411348.485,146361.151,141358.333,153578.545,146070.848,137971.833,143353.367,127828.433,153393.6,139944.1,138552.267,Day
2023-10-01 13:45:00,691.569,34.283,1.663,12730.329,1433945.266,144129.333,144677.567,155308.606,148123.52,143071.067,145708.5,129199.1,155386.9,144953.6,140884.433,Day
2023-10-01 14:00:00,683.933,33.781,1.822,12740.941,1422038.485,140851.856,144388.455,151799.823,147122.849,143800.833,144901.8,127480.167,153978.7,145655.367,139650.367,Day
2023-10-01 14:15:00,653.998,31.916,2.042,12729.578,1361531.143,130753.637,138359.0,145710.778,142992.545,137849.9,138932.667,121783.167,148171.167,139254.233,134122.533,Day
2023-10-01 14:30:00,707.476,32.817,2.215,12740.671,1461161.008,137814.969,148581.567,157464.789,156329.047,147839.567,149007.967,129903.7,158791.333,149713.4,143629.3,Day
2023-10-01 14:45:00,720.077,33.363,1.568,12743.999,1476053.221,135176.415,150278.1,160136.607,160569.762,148644.033,151043.967,131017.867,160895.9,150938.4,145627.067,Day
2023-10-01 15:00:00,728.735,34.881,1.727,12737.758,1485574.227,133474.304,151392.4,161777.752,162953.637,148102.0,152877.967,132483.667,162585.633,150609.567,147570.867,Day
2023-10-01 15:15:00,742.133,35.028,1.737,12712.697,1508078.553,135813.221,153282.4,164879.212,167186.243,148114.167,155655.367,134631.1,165344.867,151126.467,150583.167,Day
2023-10-01 15:30:00,746.525,37.002,1.777,12715.47,1507340.948,136365.009,152813.667,165328.621,167808.364,145667.1,156462.833,135154.567,165870.7,148937.667,151403.8,Day
2023-10-01 15:45:00,763.985,36.615,1.782,12719.846,1535565.967,142218.909,155185.133,169162.521,171294.606,144997.1,160032.633,138432.6,169379.633,148765.267,155192.133,Day
2023-10-01 16:00:00,767.325,36.224,1.518,12713.561,1537971.589,147919.201,154725.967,169129.029,171178.599,141415.933,160972.667,139369.367,170407.367,145736.633,156127.033,Day
2023-10-01 16:15:00,773.775,36.236,1.646,12712.322,1547610.075,157189.221,154615.333,170846.06,172510.667,137587.0,162291.467,140297.167,171236.067,142746.8,157470.8,Day
2023-10-01 16:30:00,762.595,36.284,1.314,12699.353,1518217.715,160308.122,150387.6,167934.001,169895.394,130481.333,159678.667,138159.4,168835.8,136324.533,155062.333,Day
2023-10-01 16:45:00,681.595,35.844,1.709,12677.508,1371023.143,147384.727,135338.867,152056.113,153765.455,116766.2,144185.067,125123.667,152619.767,122057.267,139892.9,Day
2023-10-01 17:00:00,533.929,31.582,1.435,12692.323,1127605.272,120594.848,111498.467,123025.333,124629.361,99907.8,116875.867,101856.933,124263.567,104387.7,113223.5,Day
2023-10-01 17:15:00,516.323,31.507,1.043,12684.735,1108635.772,119402.385,111907.167,121641.333,123060.157,94435.133,115319.667,101219.5,123992.867,101264.7,109677.833,Day
2023-10-01 17:30:00,408.723,29.928,1.385,12684.413,870330.284,96033.575,90888.533,97467.792,97323.151,70380.533,92889.167,80400.0,100689.933,66486.922,88011.1,Day
2023-10-01 17:45:00,310.971,27.622,0.775,12696.582,653405.851,72772.545,63792.233,74302.172,73342.965,50130.1,71311.333,59870.733,77882.733,51409.067,66598.967,Day
2023-10-01 18:00:00,202.191,24.333,0.551,12693.017,418804.867,45577.997,40286.5,47504.485,46713.543,31492.233,45779.6,38933.567,50884.8,36509.433,41182.833,Day
2023-10-01 18:15:00,128.897,20.956,0.18,12709.626,244559.33,26895.394,26047.667,28642.849,28050.365,16664.333,28000.0,23666.233,31774.967,14420.333,25041.567,Day
2023-10-01 18:30:00,40.701,16.885,0.504,12704.176,71851.899,8305.905,7371.067,8289.086,8695.482,4610.367,8463.3,7431.933,8823.333,4064.5,8022.133,Day
2023-10-01 18:45:00,2.642,13.115,0.723,12714.43,9616.713,992.312,846.133,919.272,1039.941,1022.633,939.3,972.4,1329.367,926.033,1181.7,Day
2023-10-01 19:00:00,-2.639,10.777,0.825,12710.417,593.415,132.303,91.867,137.586,169.395,139.133,112.833,136.633,300.033,168.0,222.167,Night
2023-10-01 19:15:00,-3.138,9.921,0.836,12698.631,-1802.564,20.0,20.0,20.0,20.848,20.0,20.4,20.0,39.633,20.0,34.5,Night
2023-10-01 19:30:00,-3.0,9.534,0.853,12692.735,-772.363,10.0,10.0,16.0,19.112,20.0,0.0,20.0,38.0,18.0,15.417,Night
2023-10-01 19:45:00,-2.934,8.739,0.972,12723.035,-468.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:00:00,-1.975,8.647,1.035,12732.974,-495.603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:15:00,-1.805,8.833,0.925,12736.444,-440.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:30:00,-1.0,9.415,1.355,12743.587,-475.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 20:45:00,-1.0,10.013,1.572,12749.392,-381.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:00:00,-1.953,9.577,0.883,12758.55,-493.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:15:00,-1.586,9.367,1.567,12760.491,-490.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:30:00,-1.6,9.807,1.593,12781.642,-442.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 21:45:00,-2.039,9.211,1.043,12760.314,-580.674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:00:00,-1.455,9.151,1.895,12778.282,-638.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:15:00,-1.0,9.806,2.191,12784.27,-599.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:30:00,-1.0,9.919,2.333,12807.963,-1782.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 22:45:00,-1.107,9.985,1.789,12783.271,-2105.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:00:00,-1.639,9.484,1.743,12792.115,-2120.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:15:00,-1.0,9.565,2.33,12736.011,-2242.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:30:00,-1.405,9.423,1.898,12741.464,-2288.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-01 23:45:00,-1.015,9.28,2.212,12757.613,-2276.557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:00:00,-1.176,9.236,1.891,12769.986,-2256.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:15:00,-1.975,8.827,1.345,12797.567,-2091.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:30:00,-2.0,8.173,1.532,12806.549,-2103.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 00:45:00,-1.842,8.423,2.38,12809.881,-2116.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:00:00,-1.25,8.59,2.042,12819.846,-2105.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:15:00,-1.939,8.337,1.8,12817.501,-2101.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:30:00,-1.973,8.071,1.635,12816.528,-2055.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 01:45:00,-1.608,7.896,2.015,12816.073,-2120.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:00:00,-1.0,8.027,1.756,12790.69,-2244.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:15:00,-0.529,8.342,1.893,12793.33,-2278.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:30:00,-0.062,9.012,1.524,12803.035,-2268.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 02:45:00,-0.611,8.737,1.269,12798.35,-2260.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:00:00,-2.0,7.638,1.181,12800.76,-1907.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:15:00,-1.629,7.283,1.087,12768.794,-862.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:30:00,-1.143,7.295,1.328,12733.206,-906.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 03:45:00,-1.0,7.358,1.764,12723.001,-825.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:00:00,-0.652,7.705,1.879,12708.489,-816.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:15:00,0.0,8.764,1.971,12705.742,-911.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:30:00,0.0,8.895,2.237,12694.725,-2077.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 04:45:00,-0.017,8.662,2.237,12720.244,-2454.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:00:00,-0.495,8.457,1.858,12714.268,-2470.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:15:00,-0.037,8.739,1.858,12693.253,-2413.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:30:00,-0.445,8.577,2.269,12709.038,-2304.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 05:45:00,0.0,9.057,1.899,12712.945,-2225.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:00:00,0.0,9.339,1.615,12726.919,-2251.343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:15:00,0.0,9.349,1.753,12711.37,-2277.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:30:00,0.0,9.606,2.094,12728.274,-2255.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 06:45:00,0.0,9.86,1.931,12735.281,-2182.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Night
2023-10-02 07:00:00,0.0,10.023,1.595,12719.38,-2065.775,39.09,0.0,90.0,43.33,0.0,0.0,75.0,20.0,0.0,0.0,Night
2023-10-02 07:15:00,1.116,10.073,0.853,12714.719,-1058.899,114.788,53.7,111.419,116.485,59.1,94.855,109.833,210.833,57.0,265.567,Unknown
2023-10-02 07:30:00,5.125,10.237,0.458,12731.324,5447.187,776.303,620.633,746.911,771.173,628.767,716.667,695.133,940.567,594.933,815.9,Day
2023-10-02 07:45:00,16.547,10.595,0.586,12719.279,27463.047,3210.353,2654.3,3030.243,3143.211,2619.1,2858.033,2788.033,3568.967,2567.433,3080.8,Day
2023-10-02 08:00:00,28.182,11.236,0.765,12705.609,53015.487,6054.182,5180.667,5760.531,5941.786,5085.8,5394.233,5266.3,6485.811,5047.667,5661.433,Day
2023-10-02 08:15:00,33.474,11.603,0.995,12744.604,65920.475,7512.787,6519.733,7169.111,7340.787,6342.333,6706.033,6544.367,7867.367,6353.067,7030.367,Day
2023-10-02 08:30:00,46.375,11.866,1.805,12771.159,98430.664,10911.757,9727.6,10394.296,10638.394,9614.533,9937.7,9558.678,11276.633,9612.267,10188.7,Day
2023-10-02 08:45:00,66.997,12.208,2.164,12791.905,151314.109,16606.772,14981.667,15894.424,16202.637,14969.9,15114.667,14485.267,16942.4,15011.433,15355.567,Day
2023-10-02 09:00:00,53.539,12.379,1.792,12766.501,117007.761,12848.823,11653.833,12196.745,12488.728,11942.811,11620.822,11190.333,13152.033,11923.067,11848.6,Day
2023-10-02 09:15:00,107.089,13.493,1.339,12783.726,248278.579,26711.456,24593.233,25583.379,25891.698,25582.367,24377.467,23327.933,27182.367,25585.867,24538.067,Day
2023-10-02 09:30:00,172.454,16.131,2.529,12817.566,392511.307,42774.413,38829.667,40728.756,41244.121,37360.667,39386.0,37831.733,43414.067,37905.9,39925.967,Day
2023-10-02 09:45:00,162.275,16.847,2.175,12816.509,383451.251,41241.273,38279.4,39034.757,39492.177,38927.767,37622.233,36171.267,41378.533,39223.967,38202.9,Day
2023-10-02 10:00:00,144.931,17.488,2.113,12805.527,343372.684,36562.488,34370.667,34642.001,35253.236,35724.6,33541.233,32261.567,37023.267,35849.267,34058.5,Day
2023-10-02 10:15:00,135.17,17.237,1.315,12801.13,330952.197,34628.545,33168.6,33000.121,33551.783,36360.9,31805.867,30602.767,35067.767,36009.467,31942.733,Day
2023-10-02 10:30:00,214.756,20.187,1.013,12799.229,503495.672,53790.587,50631.667,50991.757,51638.678,50823.033,49785.4,47337.8,54184.033,51167.067,50360.133,Day
2023-10-02 10:45:00,243.411,20.813,1.733,12789.429,565152.932,60930.546,55957.133,58428.304,58592.486,54377.7,56464.767,53671.767,61561.2,54896.233,56738.9,Day
2023-10-02 11:00:00,304.021,23.299,1.62,12805.175,673017.822,74120.485,66771.5,70658.485,70594.301,60250.133,68987.7,65194.767,74394.567,61843.633,69669.5,Day
2023-10-02 11:15:00,117.855,21.073,1.116,12730.853,272669.827,29589.999,27426.933,28021.333,28547.152,27425.233,27184.8,25877.233,29968.3,27693.5,27596.133,Day
2023-10-02 11:30:00,91.273,17.906,1.429,12737.884,220403.863,23974.818,22065.833,22857.811,23290.606,22796.133,21839.167,20781.567,24164.6,22808.967,21947.567,Day
2023-10-02 11:45:00,101.153,16.105,1.517,12751.413,247699.377,26863.334,24603.267,25728.969,26190.303,24935.567,24578.2,23294.433,27134.667,24998.7,24626.033,Day
2023-10-02 12:00:00,107.684,16.193,0.872,12809.597,264899.763,28685.867,26180.267,27626.097,28059.029,26391.833,26310.467,24802.7,28949.233,26480.2,26272.767,Day
2023-10-02 12:15:00,148.237,17.86,0.81,12810.797,357831.665,39060.5,35286.7,37635.032,38216.729,33963.833,36090.3,33866.433,39272.167,34391.8,36074.367,Day
2023-10-02 12:30:00,93.518,17.793,0.76,12776.301,219696.13,24274.909,21636.5,23387.213,23760.63,20572.9,22283.733,21010.9,24441.922,20827.611,22458.9,Day
2023-10-02 12:45:00,97.529,17.527,0.447,12764.802,231693.736,25452.607,22790.267,24646.545,25010.788,21953.2,23395.5,22011.867,25637.733,22175.233,23519.867,Day
2023-10-02 13:00:00,96.755,17.695,0.594,12775.555,230092.54,25124.71,22648.667,24520.312,24812.423,21956.533,23205.3,21884.567,25565.167,22110.6,23299.233,Day
2023-10-02 13:15:00,117.743,16.273,1.395,12784.949,286801.497,31352.788,28207.333,30464.969,30878.849,27223.5,28871.233,27164.367,31614.8,27558.833,28964.3,Day
2023-10-02 13:30:00,140.037,16.137,0.985,12796.828,337959.993,36856.012,33313.1,35637.206,36160.549,32296.133,33980.922,31946.367,37015.567,32607.067,34146.567,Day
2023-10-02 13:45:00,135.047,16.633,0.501,12812.827,321664.488,34904.909,31651.733,33955.897,34401.09,31154.067,32159.6,30261.133,35239.2,31354.0,32281.267,Day
2023-10-02 14:00:00,171.777,17.378,0.822,12822.222,404507.099,43721.637,39820.933,42537.54,43037.395,39765.167,40186.467,37806.867,43854.067,40001.333,40349.733,Day
2023-10-02 14:15:00,138.188,17.075,0.5,12816.047,327466.328,35357.225,32465.533,34316.121,34761.333,33007.667,32465.0,30643.2,35587.533,33110.5,32691.2,Day
2023-10-02 14:30:00,129.823,16.832,1.306,12811.323,306381.029,32968.847,30465.267,31895.139,32292.763,31712.7,30235.9,28660.533,33120.833,31667.267,30512.833,Day
2023-10-02 14:45:00,78.513,15.725,1.223,12816.886,182582.23,19767.363,18309.0,19079.697,19340.935,19495.233,17909.267,17134.433,19916.533,19429.233,18255.033,Day
2023-10-02 15:00:00,96.235,15.249,0.997,12822.746,230981.689,24738.655,23147.2,23786.151,24116.006,25276.433,22433.467,21437.9,24751.7,25046.4,22730.767,Day
2023-10-02 15:15:00,70.525,15.096,0.618,12801.12,167533.171,17925.394,16851.5,17301.637,17488.365,18755.967,16265.333,15699.767,18146.867,18506.333,16552.567,Day
2023-10-02 15:30:00,51.135,14.779,0.549,12790.306,119482.506,12790.145,12077.833,12386.025,12560.103,13639.2,11636.8,11283.867,13195.733,13361.833,11863.167,Day
