Weaver Monthly,,,,,,,,,,,,,,,,,,,,,
Start date:,8/1/2023 12:00:00 AM,,,,,,,,,,,,,,,,,,,,
End date:,8/31/2023 12:00:00 AM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Timestamp,POA Sensor,Weather station module temperature,Max wind speed - Lufft 601-UMB  Weather Station,Production meter L-N voltage,Production meter active power,"Sungrow SG 125HV Inverter - 1, Line kW","Sungrow SG 125HV Inverter - 2, Line kW","Sungrow SG 125HV Inverter - 3, Line kW","Sungrow SG 125HV Inverter - 4, Line kW","Sungrow SG 125HV Inverter - 5, Line kW","Sungrow SG 125HV Inverter - 6, Line kW","Sungrow SG 125HV Inverter - 7, Line kW","Sungrow SG 125HV Inverter - 8, Line kW","Sungrow SG 125HV Inverter - 9, Line kW","Sungrow SG 125HV Inverter - 10, Line kW","Sungrow SG 125HV Inverter - 11, Line kW","Sungrow SG 125HV Inverter - 12, Line kW","Sungrow SG 125HV Inverter - 13, Line kW","Sungrow SG 125HV Inverter - 14, Line kW","Sungrow SG 125HV Inverter - 15, Line kW","Sungrow SG 125HV Inverter - 16, Line kW"
8/4/2023 11:45:00 AM,239.158,90.2951,3.56,13.62337,560.797,38.2412,36.186,38.679,39.0708,39.1437,39.4633,39.5465,40.0421,37.562,37.8775,,38.1883,38.3676,35.8028,36.3226,36.4955
8/4/2023 12:00:00 PM,231.578,89.0839,3.91,13.61777,546.836,37.1695,35.0736,37.3864,37.7875,37.875,38.1293,38.1965,38.6217,36.229,37.5481,,37.7837,37.901,35.3765,35.8137,35.8303
8/4/2023 12:15:00 PM,215.925,89.26515,3.48,13.60703,510.846,35.1615,33.0868,35.2889,35.573,35.6829,35.8546,35.8502,36.1345,33.7669,34.9656,,35.1196,35.1756,32.7037,33.0624,33.0416
8/4/2023 12:30:00 PM,262.294,88.73325,4.21,13.6088,618.865,42.0415,39.8531,42.736,43.1704,43.2244,43.5503,43.6501,44.0702,41.306,41.606,,41.9116,42.1523,39.2825,39.7272,40.0116
8/4/2023 12:45:00 PM,344.968,93.2404,4.13,13.62107,799.002,54.3901,51.3044,54.8317,55.3737,55.2076,55.5358,55.6512,56.0381,52.4818,54.5454,,54.7434,54.9686,51.323,51.7187,51.921
8/4/2023 1:00:00 PM,302.229,96.05745,4.13667,13.62343,704.734,48.3523,45.2879,48.0902,48.3698,48.2345,48.4042,48.3646,48.5747,45.3626,49.4738,,49.372,49.4014,45.987,46.2534,46.0773
8/4/2023 1:15:00 PM,276.854,94.05705,4.67333,13.61303,658.121,45.1053,42.4681,45.3844,45.7674,45.7787,45.9971,46.028,46.3404,43.3082,44.9471,,45.1205,45.2833,42.0842,42.5066,42.6068
8/4/2023 1:30:00 PM,385.949,94.7821,4.11,13.6204,895.747,60.5832,57.4225,61.7529,62.433,62.3874,62.8452,63.1158,63.6559,59.6917,59.8016,,60.2689,60.6311,56.5206,57.2034,57.8657
8/4/2023 1:45:00 PM,677.394,106.585,3.96333,13.6187,1448.77,94.3938,92.0005,97.9616,99.0646,99.0018,99.5419,100.08,100.651,94.9937,99.3214,,100.053,100.439,95.4175,95.9143,96.693
8/4/2023 2:00:00 PM,983.075,124.2475,3.89667,13.61903,1718.04,103.112,114.993,116.502,116.399,116.399,116.971,116.732,116.806,113.907,117.511,,118.944,119.379,116.604,117.723,117.182
8/4/2023 2:15:00 PM,486.9,122.6205,3.67333,13.59617,1060.21,72.9808,67.9872,71.368,71.3556,70.9419,70.9367,70.6834,70.8165,66.2361,77.8546,,76.8617,76.7084,70.8072,70.641,70.3371
8/4/2023 2:30:00 PM,573.1,113.0195,3.86,13.58463,1251,83.3494,80.5515,86.1895,86.5109,86.1072,86.1439,86.0027,85.9944,80.8965,87.1204,,86.7546,87.033,81.3907,81.6969,81.4787
8/4/2023 2:45:00 PM,562.919,117.3095,3.22,13.57803,1245.63,82.5614,78.4458,83.245,83.6478,83.1461,83.529,83.6201,84.1414,79.6938,89.3965,,89.8354,89.1654,83.7291,84.4822,84.493
8/4/2023 3:00:00 PM,646.77,118.0445,3.34333,13.5783,1242.7,78.3661,81.2812,83.5089,83.1299,83.2593,83.5349,82.097,82.2586,79.7374,88.8621,,88.5555,88.1263,85.7015,85.3516,85.2237
8/4/2023 3:15:00 PM,628.313,116.9965,3.56,13.5686,1400.96,91.1406,90.7273,97.816,99.2332,99.3473,100.137,100.751,101.625,95.6021,91.9768,,92.4477,93.107,87.228,88.5102,90.327
8/4/2023 3:30:00 PM,639.948,121.3835,3.48333,13.589,1383.76,92.2764,88.6499,93.9479,94.7118,94.4726,94.6567,94.9146,94.7487,88.8479,97.8569,,98.0889,97.5648,90.8544,91.0102,91.2568
8/4/2023 3:45:00 PM,375.939,112.092,3.89,13.576,878.287,60.3483,56.7433,61.1275,61.3933,61.4282,61.54,61.6517,62.0024,58.4459,59.0678,,59.3902,59.6283,55.5972,56.186,57.2254
8/4/2023 4:00:00 PM,496.216,110.785,3.14333,13.5815,1118.97,75.4683,70.9788,76.1299,76.8831,76.9332,77.1545,77.4808,77.9498,73.7101,77.3114,,77.364,77.5529,72.3208,72.6173,73.681
8/4/2023 4:15:00 PM,686.993,117.792,3.34333,13.69903,1468.32,93.0511,95.9173,100.961,101.602,101.409,101.556,101.725,101.878,97.7449,101.281,,101.153,101.232,96.1503,96.5296,97.5806
8/4/2023 4:30:00 PM,743.958,119.675,3.35,13.70107,1523.07,95.13,100.247,104.301,104.737,104.676,104.721,104.861,105.24,101.754,104.736,,104.902,105.04,100.792,101.15,102.048
8/4/2023 4:45:00 PM,562.212,124.0845,2.54,13.67667,1245.84,83.5176,81.013,86.0361,86.2461,85.8453,86.1345,85.9467,86.0614,81.6467,86.3852,,86.0513,86.2542,80.623,80.8097,81.9944
8/4/2023 5:00:00 PM,509.932,115.019,2.21,13.7,1154.98,79.4958,74.5076,79.5514,80.0543,79.7797,80.0283,80.1377,80.4325,76.2464,79.4492,,79.2896,79.4218,73.9321,74.3663,75.9609
8/4/2023 5:15:00 PM,656.933,118.6095,2.67667,13.70673,1454.42,93.5212,93.1535,99.2281,100.4,100.38,100.984,101.309,101.578,96.8328,100.298,,100.63,100.908,94.3055,94.9477,97.0092
8/4/2023 5:30:00 PM,863.573,125.2125,2.26333,13.7055,1798.7,106.181,120.822,123.086,123.293,123.173,123.259,123.398,123.351,122.243,122.772,,122.867,122.939,120.802,121.173,121.846
8/4/2023 5:45:00 PM,827.805,132.3545,2.19,13.7125,1754.13,104.093,115.16,120.838,121.426,121.309,121.808,121.982,122.181,118.861,120.04,,120.611,120.533,115.608,116.211,118.923
8/4/2023 6:00:00 PM,465.617,120.4355,2.38667,13.70183,1032.64,71.221,64.7116,68.525,68.4268,68.6776,69.7372,71.0255,72.6445,72.2581,71.4004,,70.4493,70.7158,66.9426,68.7321,71.8741
8/4/2023 6:15:00 PM,465.794,114.0875,2.64667,13.70083,1026.92,64.8996,61.5299,66.0926,67.2465,69.2275,70.681,71.5011,71.9072,69.7657,71.3199,,72.7755,73.6678,69.6019,70.5974,72.9156
8/4/2023 6:30:00 PM,460.01,110.9705,2.44667,13.71667,989.053,61.8861,59.4653,65.616,64.4661,68.4562,69.952,70.4423,70.6922,67.6294,67.7327,,67.853,69.5011,65.3734,65.7379,68.4123
8/4/2023 6:45:00 PM,230.193,102.4755,2.80333,13.68803,503.452,32.4561,30.7603,33.6775,33.4774,34.6273,35.6453,35.903,36.2018,34.6006,34.1528,,34.331,35.2396,32.8462,33.4291,34.7353
8/4/2023 7:00:00 PM,404.324,100.515,2.54,13.67513,839.733,53.038,51.3559,56.5249,55.849,56.9527,60.3009,61.3299,60.7548,57.7406,55.8605,,56.1967,57.5285,53.6558,55.1484,58.5054
8/4/2023 7:15:00 PM,198.388,101.165,2.47333,13.67247,415.645,27.1484,26.0051,28.4235,28.1788,28.3186,29.7931,30.29,30.1207,28.5717,28.0674,,28.4462,28.8367,27.0296,27.5364,28.7935
8/4/2023 7:30:00 PM,146.952,93.15245,1.9,13.56583,283.098,19.7589,18.0426,19.8958,19.643,19.7836,20.4543,20.5767,20.5311,19.1952,19.2883,,19.4492,19.4449,18.2602,18.2408,18.1762
8/4/2023 7:45:00 PM,76.0297,89.3402,0.953333,13.56943,122.91,8.87623,8.00433,8.90923,8.70247,8.99713,9.33933,9.3366,9.3513,7.96473,8.8223,,9.0457,9.1097,8.5736,8.29687,8.261
8/4/2023 8:00:00 PM,7.95433,83.16315,1.11,13.57563,22.1724,2.19213,1.91837,2.09607,2.0068,2.128,2.1749,2.07213,2.10197,1.89547,2.04627,,2.13893,2.15037,2.0124,2.00707,1.99413
8/4/2023 8:15:00 PM,-4.00067,78.48575,0.02,13.57423,-0.622367,0.565733,0.391233,0.437467,0.389833,0.5158,0.574933,0.502233,0.493867,0.4073,0.427267,,0.5293,0.497433,0.449967,0.481567,0.416767
8/4/2023 8:30:00 PM,-6.44233,75.92225,0.03,13.57183,-3.86633,0.00386667,0,0,0,0,0.006,0,0,0,0,,0,0,0,0,0
8/4/2023 8:45:00 PM,-5.553,74.6817,0.09,13.5923,-4.06067,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 9:00:00 PM,-4.94233,74.0555,0.64,13.60567,-4.10403,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 9:15:00 PM,-3.60367,73.6673,0.46,13.5972,-4.09487,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 9:30:00 PM,-3.29533,72.95415,0.13,13.6091,-4.10373,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 9:45:00 PM,-1.92133,72.5421,0.0766667,13.61203,-4.1008,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 10:00:00 PM,-1.99433,72.4634,0,13.62243,-4.10813,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 10:15:00 PM,-1.94333,72.15395,0.613333,13.62923,-4.1181,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 10:30:00 PM,-1.72467,71.76025,0,13.60083,-4.06787,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 10:45:00 PM,-1.642,71.38945,0,13.541,-3.9908,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 11:00:00 PM,-1.227,71.41325,0.53,13.54373,-3.99663,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 11:15:00 PM,-1.988,71.1908,0.216667,13.54933,-4.01133,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 11:30:00 PM,-1.682,70.6113,0.266667,13.55067,-4.0546,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/4/2023 11:45:00 PM,-1.31033,70.40345,0.28,13.57013,-4.02423,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 12:00:00 AM,-1.38267,70.29815,0.00666667,13.58017,-4.03247,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 12:15:00 AM,-0.739667,70.9042,0.726667,13.57547,-4.03413,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 12:30:00 AM,-1.00667,71.67505,0.76,13.5804,-4.03657,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 12:45:00 AM,-1.07367,71.34185,1.19333,13.58917,-4.03883,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 1:00:00 AM,-0.979333,70.9647,0.19,13.58163,-4.03417,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 1:15:00 AM,0.439333,72.8644,1.58333,13.57633,-4.03423,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 1:30:00 AM,-0.73,72.9083,2.78333,13.5899,-4.044,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 1:45:00 AM,-1.29467,72.63275,2.36333,13.58837,-4.0505,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 2:00:00 AM,-1.32333,72.28395,2.2,13.5948,-4.05137,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 2:15:00 AM,-1.713,71.96535,1.82,13.5995,-4.0604,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 2:30:00 AM,-1.70967,71.05805,1.43667,13.60387,-4.06113,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 2:45:00 AM,-1.80333,70.49315,0.8,13.6066,-4.06023,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 3:00:00 AM,-0.956667,70.29905,1.18333,13.61717,-4.07063,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 3:15:00 AM,-1.271,70.0647,0.626667,13.62017,-4.07527,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 3:30:00 AM,-1.76133,69.6335,0.653333,13.6236,-4.08447,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 3:45:00 AM,-0.992333,69.57765,0.8,13.6282,-4.08303,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 4:00:00 AM,-1.91767,69.07045,0.486667,13.63223,-4.0877,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 4:15:00 AM,-1.832,68.12195,0.35,13.63937,-4.06037,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 4:30:00 AM,-2.091,67.73465,0.51,13.6408,-4.05103,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 4:45:00 AM,-0.701667,68.09995,1.29,13.6359,-4.04877,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 5:00:00 AM,-0.488667,68.5687,1.19667,13.6264,-4.04137,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 5:15:00 AM,-1.037,68.3142,0.226667,13.63187,-4.04567,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 5:30:00 AM,-0.93,68.57145,1.72,13.63173,-4.0458,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 5:45:00 AM,-0.336667,69.0604,1.66333,13.62817,-4.04263,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 6:00:00 AM,-1.191,68.9093,1.50333,13.6264,-4.03907,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 6:15:00 AM,0.254667,68.5129,1.11333,13.6365,-4.0258,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
8/5/2023 6:30:00 AM,4.992,68.9734,1.82333,13.64597,2.49453,0.538433,0.4712,0.510167,0.524733,0.560033,0.565667,0.5318,0.538467,0.5161,0.5097,,0.544567,0.5456,0.503833,0.5022,0.476967
8/5/2023 6:45:00 AM,17.7317,69.2673,1.78,13.65017,23.9198,1.98007,1.85547,1.95607,1.98467,2.08947,2.1162,2.073,2.08567,1.9878,1.93263,,2.04123,2.1029,1.9304,1.9963,1.9789
8/5/2023 7:00:00 AM,43.0103,69.86055,1.91667,13.6532,69.3411,5.1022,4.84507,4.48593,4.61277,5.09547,5.39713,5.3421,5.1162,4.9731,4.2266,,5.21607,5.5088,5.0835,5.17953,5.13087
8/5/2023 7:15:00 AM,108.955,72.1384,1.52,13.66393,276.708,19.7318,17.8044,16.0074,18.0703,19.9696,19.9548,19.984,19.5812,18.5031,17.0455,,19.2652,20.0881,18.5497,18.8081,18.7366
8/5/2023 7:30:00 AM,247.754,76.51095,1.59333,13.6624,586.76,40.7815,36.7445,33.9985,40.8087,41.4372,41.2977,41.556,41.1513,38.5232,40.2747,,40.9819,41.2782,38.2611,38.5874,38.7268
8/5/2023 7:45:00 AM,378.316,81.98485,1.80333,13.66157,904.031,62.3454,55.809,57.7583,62.3941,62.7942,62.787,63.0564,62.6226,58.8218,62.1104,,62.9165,63.0463,58.4001,59.0291,59.216
8/5/2023 8:00:00 AM,502.618,89.27155,2.31,13.65333,1195.9,82.0811,74.4206,81.1943,82.5312,82.6841,82.986,83.2531,82.9857,77.8542,80.9887,,82.0113,82.027,76.4224,77.292,77.765
8/5/2023 8:15:00 AM,634.376,98.78375,2.24333,13.64057,1487.5,100.493,95.074,101.893,102.805,102.819,102.999,103.255,103.195,96.7577,101.907,,101.784,101.962,95.001,96.0457,96.4427
8/5/2023 8:30:00 AM,719.859,109.5645,2.62667,13.62877,1621.48,104.681,104.76,110.16,110.693,110.632,111.068,112.249,113.067,106.272,114.26,,114.002,112.98,104.925,105.33,105.238
8/5/2023 8:45:00 AM,810.048,117.9365,2.61,13.62057,1717.29,102.91,114.784,120.233,120.261,118.894,117.941,116.463,115.678,109.536,116.422,,118.845,119.48,114.214,115.614,116.363
8/5/2023 9:00:00 AM,583.404,115.9405,3.62,13.5806,1184.25,77.7398,81.5178,82.0397,82.502,80.1807,79.4558,77.8606,77.145,74.0305,86.6945,,84.7582,82.8146,78.9287,77.4935,76.2106
8/5/2023 9:15:00 AM,687.857,116.5255,3.59333,13.59983,1389.18,79.365,88.1166,89.8514,91.4555,94.3272,97.9604,100.909,103.753,103.062,95.2002,,92.2638,92.9323,92.2713,93.4869,93.4973
8/5/2023 9:30:00 AM,582.644,109.213,3.43,13.65643,1179.37,76.4764,76.605,77.7585,77.875,74.9773,76.0941,76.8991,78.2408,79.1508,89.8928,,88.8146,85.6969,79.9714,79.1032,77.853
8/5/2023 9:45:00 AM,691.704,112.687,3.31333,13.58583,1415.84,83.4525,91.76,95.3263,96.349,98.2693,101.008,100.99,101.851,103.63,93.7295,,95.5635,95.8247,93.0581,92.7652,92.4152
8/5/2023 10:00:00 AM,762.847,116.8515,3.4,13.5794,1550.83,87.0879,99.9134,104.414,107.112,108.086,108.84,111.269,113.081,113.012,103.732,,101.668,101.478,100.773,101.517,104.98
8/5/2023 10:15:00 AM,876.614,122.2185,4.32333,13.59433,1773.34,98.9038,115.843,120.21,122.254,123.407,124.852,125.473,125.932,125.779,115.823,,116.281,117.461,117.418,118.408,121.63
8/5/2023 10:30:00 AM,943.673,125.5295,4.12667,13.61487,1847.56,106.448,125.991,125.991,125.99,125.989,125.988,125.99,125.991,125.991,125.991,,125.992,125.993,125.985,125.99,125.992
8/5/2023 10:45:00 AM,944.328,128.404,3.87667,13.6633,1842.54,106.422,125.788,125.988,125.991,125.928,125.199,125.187,125.268,124.94,125.991,,125.986,125.992,125.859,125.708,125.352
8/5/2023 11:00:00 AM,949.939,129.6085,4.58333,13.67957,1846.75,106.43,125.991,125.993,125.989,125.991,125.99,125.992,125.99,125.992,125.992,,125.99,125.99,125.991,125.992,125.992
8/5/2023 11:15:00 AM,947.608,130.4575,3.75333,13.65453,1847.55,106.423,125.991,125.991,125.992,125.992,125.991,125.991,125.989,125.993,125.991,,125.991,125.991,125.991,125.992,125.991
8/5/2023 11:30:00 AM,947.282,130.352,4.55,13.6463,1848.3,106.437,125.987,125.986,125.987,125.989,125.987,125.987,125.986,125.987,125.985,,125.986,125.987,125.988,125.988,125.985
8/5/2023 11:45:00 AM,949.034,128.9275,4.72667,13.6649,1844.59,106.409,125.659,125.941,125.965,125.989,125.989,125.989,125.988,125.99,125.385,,125.526,125.438,125.508,125.747,125.977
8/5/2023 12:00:00 PM,928.062,129.6345,5.09,13.65437,1812.54,104.534,122.185,123.045,122.921,123.404,123.945,125.037,125.697,125.332,124.286,,123.379,123.122,123.266,123.111,122.512
8/5/2023 12:15:00 PM,953.806,130.803,5.24667,13.64133,1844.81,106.438,125.67,125.578,125.805,125.988,125.988,125.987,125.607,125.338,125.988,,125.987,125.933,125.831,125.754,125.717
8/5/2023 12:30:00 PM,967.897,132.1595,4.93333,13.62073,1845.8,106.432,125.989,125.99,125.923,125.955,125.91,125.771,125.589,125.28,125.988,,125.989,125.988,125.969,125.804,125.792
8/5/2023 12:45:00 PM,952.19,130.181,5.89,13.6015,1845.75,106.445,125.988,125.988,125.924,125.945,125.91,125.774,125.576,125.054,125.991,,125.99,125.99,125.917,125.52,125.391
8/5/2023 1:00:00 PM,949.149,131.03,6.50667,13.68907,1207.82,35.5477,42.7466,42.5196,42.8591,43.145,43.3075,42.0123,43.1446,125.99,125.99,,125.989,125.991,125.992,125.991,125.989
8/5/2023 1:15:00 PM,950.566,138.387,5.94,13.67713,872.828,0,0,0,0,0,0,0,0,125.548,125.989,,125.989,125.99,125.988,125.991,125.99
8/5/2023 1:30:00 PM,952.523,138.697,5.80667,13.6817,873.436,0,0,0,0,0,0,0,0,125.989,125.992,,125.991,125.99,125.988,125.99,125.987
8/5/2023 1:45:00 PM,952.504,139.429,5.65333,13.6835,870.955,0,0,0,0,0,0,0,0,125.67,125.951,,125.422,125.389,125.553,125.698,125.42
8/5/2023 2:00:00 PM,960.215,140.662,5.61,13.69083,872.357,0,0,0,0,0,0,0,0,125.991,125.847,,125.838,125.754,125.731,125.881,125.95
8/5/2023 2:15:00 PM,898.475,140.183,4.80333,13.6885,832.509,0,0,0,0,0,0,0,0,120.111,121.864,,120.245,120.51,119.479,119.595,119.386
8/5/2023 2:30:00 PM,948.554,138.56,5.39667,13.6896,873.411,0,0,0,0,0,0,0,0,125.99,125.991,,125.989,125.991,125.991,125.991,125.991
8/5/2023 2:45:00 PM,945.601,140.8685,4.14,13.68507,873.283,0,0,0,0,0,0,0,0,125.99,125.988,,125.988,125.988,125.99,125.989,125.989
8/5/2023 3:00:00 PM,951.744,139.3735,4.46667,13.67633,873.623,0,0,0,0,0,0,0,0,125.988,125.989,,125.989,125.989,125.988,125.99,125.988
8/5/2023 3:15:00 PM,949.922,141.2645,4.51667,13.67533,873.211,0,0,0,0,0,0,0,0,125.991,125.992,,125.991,125.991,125.99,125.991,125.991
8/5/2023 3:30:00 PM,940.52,141.2275,4.48,13.6685,873.076,0,0,0,0,0,0,0,0,125.989,125.99,,125.99,125.99,125.989,125.986,125.989
8/5/2023 3:45:00 PM,905.992,141.2225,3.53333,13.66067,857.008,0,0,0,0,0,0,0,0,123.994,125.965,,125.118,124.565,123.011,122.622,122.092
8/5/2023 4:00:00 PM,943.829,143.934,3.48,13.65573,854.055,0,0,0,0,0,0,0,0,125.99,121.087,,122.556,123.523,123.221,123.627,124.822
8/5/2023 4:15:00 PM,898.17,144.7105,2.98667,13.6613,841.99,0,0,0,0,0,0,0,0,122.792,122.106,,122.06,121.857,121.146,121.159,120.396
8/5/2023 4:30:00 PM,927.383,144.614,2.85,13.656,854.534,0,0,0,0,0,0,0,0,123.939,121.939,,123.281,123.333,123.34,123.765,124.441
8/5/2023 4:45:00 PM,774.409,137.052,2.96,13.6487,707.956,0,0,0,0,0,0,0,0,108.81,99.8913,,100.695,101.229,99.5744,100.495,105.574
8/5/2023 5:00:00 PM,909.695,141.2475,2.72667,13.6542,870.138,0,0,0,0,0,0,0,0,125.904,125.988,,125.991,125.99,124.734,125.292,125.975
8/5/2023 5:15:00 PM,665.242,138.579,2.95,13.64777,636.448,0,0,0,0,0,0,0,0,90.7418,90.9901,,92.5465,93.2869,92.3053,93.3299,92.8698
8/5/2023 5:30:00 PM,841.372,132.775,2.2,13.64817,820.734,0,0,0,0,0,0,0,0,116.073,121.51,,121.637,121.512,114.659,115.439,119.129
8/5/2023 5:45:00 PM,798.188,139.7145,1.81,13.64077,788.96,0,0,0,0,0,0,0,0,113.554,116.877,,117.29,117.493,109.586,110.416,113.831
8/5/2023 6:00:00 PM,756.359,136.1905,2.74667,13.65487,753.237,0,0,0,0,0,0,0,0,108.445,111.722,,112.091,112.328,104.505,105.199,108.793
8/5/2023 6:15:00 PM,707.245,132.359,2.52667,13.65603,707.763,0,0,0,0,0,0,0,0,102.204,104.968,,105.268,105.596,98.0154,98.8212,102.621
8/5/2023 6:30:00 PM,621.969,129.152,2.32667,13.65293,606.408,0,0,0,0,0,0,0,0,88.7005,87.9592,,88.4189,90.8859,85.476,85.2607,88.8664
8/5/2023 6:45:00 PM,489.088,122.5895,2.40667,13.65037,460.654,0,0,0,0,0,0,0,0,68.4555,66.1126,,66.0693,69.4177,64.6741,65.4236,68.6988
8/5/2023 7:00:00 PM,366.196,114.242,2.04667,13.65873,333.553,0,0,0,0,0,0,0,0,49.9887,47.9747,,47.9632,50.2493,46.3978,47.7409,50.6117
8/5/2023 7:15:00 PM,243.781,106.4475,1.26667,13.592,211.488,0,0,0,0,0,0,0,0,32.0655,30.5259,,31.0437,32.028,29.7138,30.4825,32.1024
8/5/2023 7:30:00 PM,133.825,97.86375,0.186667,13.58817,105.071,0,0,0,0,0,0,0,0,16.301,15.6801,,16.1245,16.3937,15.3963,15.5622,15.579
8/5/2023 7:45:00 PM,53.7147,89.093,0.656667,13.60393,35.1519,0,0,0,0,0,0,0,0,5.53167,6.05053,,6.20627,6.30313,5.8474,5.7154,5.71443
8/5/2023 8:00:00 PM,3.635,81.2268,0.35,13.60897,4.64463,0,0,0,0,0,0,0,0,1.4792,1.53517,,1.61453,1.65833,1.50103,1.52067,1.48567
8/5/2023 8:15:00 PM,-5.14567,76.15115,0.153333,13.59787,-3.0651,0,0,0,0,0,0,0,0,0.35,0.325067,,0.421967,0.455467,0.351633,0.389033,0.312833
8/5/2023 8:30:00 PM,-6.09667,73.6673,0,13.60137,-3.85317,0,0,0,0,0,0,0,0,0,0,,0,0.000766667,0,0,0
8/5/2023 8:45:00 PM,-5.294,72.45145,0,13.6151,-3.86883,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 9:00:00 PM,-4.803,71.54145,0,13.62543,-3.88023,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 9:15:00 PM,-3.99333,70.85665,0,13.6426,-4.0317,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 9:30:00 PM,-3.61467,70.14985,0.303333,13.64403,-4.10377,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 9:45:00 PM,-2.036,69.6106,0.143333,13.64197,-4.05557,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 10:00:00 PM,-1.758,69.63435,0.366667,13.65223,-4.06703,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 10:15:00 PM,-1.477,70.18555,1,13.65893,-4.07543,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 10:30:00 PM,-2.138,69.81295,0.04,13.56837,-3.98143,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 10:45:00 PM,-1.601,69.7434,0.746667,13.52003,-3.93837,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 11:00:00 PM,-1.58967,69.97495,1.54333,13.54587,-3.95607,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 11:15:00 PM,-2.06,69.70305,0.303333,13.5407,-3.95197,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 11:30:00 PM,-1.351,69.4192,1.07,13.53417,-3.94787,,,,,,,,,0,0,,0,0,0,0,0
8/5/2023 11:45:00 PM,-1.599,69.3652,0.72,13.56027,-3.9711,,,,,,,,,0,0,,0,0,0,0,0
8/6/2023 12:00:00 AM,-1.71867,69.5364,0.493333,13.55207,-3.96563,,,,,,,,,0,0,,0,0,0,0,0
8/6/2023 12:15:00 AM,-1.37,69.6921,2.15,13.5546,-3.97213,,,,,,,,,0,0,,0,0,0,0,0
8/6/2023 12:30:00 AM,-1.72933,69.7104,0.916667,13.5603,-3.97603,,,,,,,,,0,0,,0,0,0,0,0
8/6/2023 12:45:00 AM,-1.85933,69.17295,0.363333,13.55783,-3.97237,,,,,,,,,0,0,,0,0,0,0,0
8/6/2023 1:00:00 AM,-1.807,68.84435,0.813333,13.55633,-3.9738,,,,,,,,,0,0,,0,0,0,0,0
