NC Solar II,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA,"SMA Inverter - A, Total AC Active Power","SMA Inverter - B, Total AC Active Power","SMA Inverter - C, Total AC Active Power","SMA Inverter - D, Total AC Active Power",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-11-01 00:00:00,0,0,0,0,0,-94.45801
2022-11-01 01:00:00,0,0,0,0,0,-75.90017
2022-11-01 02:00:00,0.375,0,0,0,0,-70.91906
2022-11-01 03:00:00,0.0125,0,0,0,0,-0.9183445
2022-11-01 04:00:00,0,0,0,0,0,-0.891257
2022-11-01 05:00:00,0,0,0,0,0,-0.9012402
2022-11-01 06:00:00,0.5416665,0,0,0,0,-0.9362542
2022-11-01 07:00:00,1.152664,0.005410895,0,0.004112307,0,-14.41703
2022-11-01 08:00:00,28.20278,13.49662,12.29069,11.99288,10.60198,15.3088
2022-11-01 09:00:00,70.31377,32.34136,29.09524,32.57571,29.11816,56.82972
2022-11-01 10:00:00,185.3031,110.1846,102.123,100.7954,90.85091,128.756
2022-11-01 11:00:00,360.8756,207.0513,191.366,188.1504,175.0469,273.2645
2022-11-01 12:00:00,640.0253,352.568,332.304,339.5886,305.3549,288.8541
2022-11-01 13:00:00,721.4887,395.6154,364.6143,375.7042,343.9908,347.3197
2022-11-01 14:00:00,654.2353,370.9417,346.7637,353.9175,322.3444,319.3002
2022-11-01 15:00:00,528.7326,281.9916,262.9438,277.9068,254.077,329.5263
2022-11-01 16:00:00,289.3019,180.1602,170.2849,172.8189,156.0555,253.1999
2022-11-01 17:00:00,145.7207,51.13808,50.34007,50.39565,44.82489,101.5316
2022-11-01 18:00:00,4.73055,0.8862612,0.8234779,0.840789,0.6622643,0.0533831
2022-11-01 19:00:00,0,0,0,0,0,-0.4625
2022-11-01 20:00:00,0.1045139,0,0,0,0,-0.4566527
2022-11-01 21:00:00,0.3118055,0,0,0,0,-0.4595833
2022-11-01 22:00:00,0,0,0,0,0,-0.4845889
2022-11-01 23:00:00,0,0,0,0,0,-0.5074888
2022-11-02 00:00:00,0.3121527,0,0,0,0,-0.5412292
2022-11-02 01:00:00,0.4995834,0,0,0,0,-0.5920569
2022-11-02 02:00:00,0.8543775,0,0,0,0,-0.5591612
2022-11-02 03:00:00,0.4177037,0,0,0,0,-0.5122743
2022-11-02 04:00:00,0.3311172,0,0,0,0,-3.214021
2022-11-02 05:00:00,0.60333,0,0,0,0,-3.052602
2022-11-02 06:00:00,0.2083333,0,0,0,0,0.7284284
2022-11-02 07:00:00,2.391846,0.3156917,0.2605678,0.2493169,0.2406799,-0.7079139
2022-11-02 08:00:00,125.4299,51.72763,48.48921,44.84214,39.66806,39.53778
2022-11-02 09:00:00,171.7827,90.81448,86.42161,87.81409,79.28512,111.4643
2022-11-02 10:00:00,339.2774,182.284,172.6629,178.0476,159.7136,224.4816
2022-11-02 11:00:00,687.3092,393.0561,358.398,371.9307,327.5056,438.9217
2022-11-02 12:00:00,730.9702,361.4424,333.2383,330.7052,305.1227,706.4468
2022-11-02 13:00:00,754.0604,420.3846,396.4617,406.1199,369.1951,724.283
2022-11-02 14:00:00,681.4375,391.3349,358.6856,358.907,323.2767,573.6125
2022-11-02 15:00:00,495.2827,302.2162,281.2426,288.5847,259.4826,435.1439
2022-11-02 16:00:00,290.338,153.2693,145.2414,154.1579,137.646,315.0386
2022-11-02 17:00:00,25.83418,8.699629,7.561955,7.877135,7.02553,6.308801
2022-11-02 18:00:00,0.6270177,0.02001298,0.01449647,0.01471049,0.01338815,-0.5080354
2022-11-02 19:00:00,0.4365278,0,0,0,0,-0.5158374
2022-11-02 20:00:00,0.2083333,0,0,0,0,-0.5070786
2022-11-02 21:00:00,0.4151394,0,0,0,0,-3.554795
2022-11-02 22:00:00,0.665347,0,0,0,0,-3.501763
2022-11-02 23:00:00,1.227502,0,0,0,0,-3.390788
2022-11-03 00:00:00,0.2104144,0,0,0,0,-0.4595833
2022-11-03 01:00:00,0.4610926,0,0,0,0,-0.4629166
