Sarah,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA,"Eaton Power Xpert 1670 1, Real power","Eaton Power Xpert 1670 2, Real power","Eaton Power Xpert 1670 3, Real power",Production meter active power
,W/m²,kW,kW,kW,kW
2022-11-01 00:00:00,0.05,0,0,0,-8.837024
2022-11-01 01:00:00,0,0,0,0,-8.796727
2022-11-01 02:00:00,1.388889e-07,0,0,0,-8.803041
2022-11-01 03:00:00,0.01944431,0,0,0,-8.803902
2022-11-01 04:00:00,0,0,0,0,-8.802216
2022-11-01 05:00:00,0,0,0,0,-8.7697
2022-11-01 06:00:00,0,0,0,0,-8.744972
2022-11-01 07:00:00,0.214279,0,0,0,-8.765633
2022-11-01 08:00:00,20.36811,33.25762,41.98915,45.48972,112.301
2022-11-01 09:00:00,71.38965,170.0669,182.1522,177.6357,521.0866
2022-11-01 10:00:00,316.239,772.5948,725.5477,739.4764,2209.039
2022-11-01 11:00:00,681.6346,1146.374,1292.624,1280.272,3659.642
2022-11-01 12:00:00,781.0009,1217.948,1403.742,1343.792,3898.086
2022-11-01 13:00:00,748.4177,1154.847,1289.602,1275.342,3659.007
2022-11-01 14:00:00,647.9973,955.5887,1088.844,1060.192,3048.759
2022-11-01 15:00:00,543.2818,941.1024,1060.802,1024.505,2977.429
2022-11-01 16:00:00,380.9443,577.0006,676.912,609.0557,1839.625
2022-11-01 17:00:00,122.3141,115.5796,144.1522,101.3,352.7953
2022-11-01 18:00:00,3.534028,0,0,0.03333332,-8.349772
2022-11-01 19:00:00,0,0,0,0,-8.849746
2022-11-01 20:00:00,0,0,0,0,-8.874726
2022-11-01 21:00:00,0,0,0,0,-8.843582
2022-11-01 22:00:00,0,0,0,0,-8.89335
2022-11-01 23:00:00,0,0,0,0,-8.913311
2022-11-02 00:00:00,0,0,0,0,-8.886491
2022-11-02 01:00:00,0,0,0,0,-8.957463
2022-11-02 02:00:00,0,0,0,0,-8.926921
2022-11-02 03:00:00,0,0,0,0,-8.891946
2022-11-02 04:00:00,0,0,0,0,-8.866257
2022-11-02 05:00:00,0,0,0,0,-8.856651
2022-11-02 06:00:00,0,0,0,0,-8.84551
2022-11-02 07:00:00,3.566388,6.243145,7.320895,7.181367,15.61098
2022-11-02 08:00:00,61.13556,133.613,126.9319,127.553,379.509
2022-11-02 09:00:00,106.945,208.5046,227.0237,223.1749,644.7302
2022-11-02 10:00:00,286.0428,548.0255,609.5905,598.4903,1737.86
2022-11-02 11:00:00,199.815,372.9814,408.0527,398.666,1163.46
2022-11-02 12:00:00,362.8268,654.6191,728.9221,708.2062,2071.251
2022-11-02 13:00:00,290.5025,535.2576,591.5764,576.6149,1684.186
2022-11-02 14:00:00,331.5941,624.1914,684.8504,661.7001,1948.99
2022-11-02 15:00:00,462.2519,778.5274,892.6154,881.9717,2516.243
2022-11-02 16:00:00,310.6418,532.0399,600.1157,540.607,1650.822
2022-11-02 17:00:00,100.3026,102.3524,113.921,97.76541,305.7083
2022-11-02 18:00:00,3.38175,0,0,0,-9.096797
2022-11-02 19:00:00,0,0,0,0,-8.785892
2022-11-02 20:00:00,0,0,0,0,-8.77153
2022-11-02 21:00:00,0,0,0,0,-8.837382
2022-11-02 22:00:00,0,0,0,0,-8.858644
2022-11-02 23:00:00,0,0,0,0,-8.888264
2022-11-03 00:00:00,0,0,0,0,-8.876301
2022-11-03 01:00:00,0,0,0,0,-8.902153
2022-11-03 02:00:00,0,0,0,0,-8.856045
2022-11-03 03:00:00,0,0,0,0,-8.842968
2022-11-03 04:00:00,0.02776389,0,0,0,-8.856517
2022-11-03 05:00:00,0,0,0,0,-8.80654
2022-11-03 06:00:00,0,0,0,0,-8.807913
2022-11-03 07:00:00,0.6929582,0,0,0,-8.864701
2022-11-03 08:00:00,73.65638,140.0965,118.835,130.6807,381.2549
2022-11-03 09:00:00,194.2064,346.7848,345.4474,362.5644,1040.967
2022-11-03 10:00:00,266.0801,476.9112,570.0254,584.9872,1614.057
2022-11-03 11:00:00,563.2878,934.5164,1076.325,1035.639,2995.715
2022-11-03 12:00:00,583.3024,1100.989,1322.086,1147.591,3516.16
2022-11-03 13:00:00,541.8515,811.3873,932.2418,909.2883,2609.118
2022-11-03 14:00:00,412.5251,735.2279,833.202,744.272,2279.159
2022-11-03 15:00:00,135.1816,258.2967,291.9511,265.6258,802.2482
2022-11-03 16:00:00,101.1182,165.5381,185.1497,184.2791,522.547
2022-11-03 17:00:00,25.39703,24.03411,32.58357,29.47266,78.87148
2022-11-03 18:00:00,2.534417,0,0,0,-9.306568
2022-11-03 19:00:00,0,0,0,0,-8.871378
2022-11-03 20:00:00,0,0,0,0,-8.849736
2022-11-03 21:00:00,0,0,0,0,-8.866486
2022-11-03 22:00:00,0,0,0,0,-8.8543
2022-11-03 23:00:00,0,0,0,0,-8.893122
2022-11-04 00:00:00,0,0,0,0,-8.908206
2022-11-04 01:00:00,0,0,0,0,-8.852754
2022-11-04 02:00:00,0,0,0,0,-8.887914
2022-11-04 03:00:00,0,0,0,0,-8.862806
2022-11-04 04:00:00,0,0,0,0,-8.885224
2022-11-04 05:00:00,0,0,0,0,-8.853929
2022-11-04 06:00:00,0,0,0,0,-8.866246
2022-11-04 07:00:00,0.6555833,0,0,0,-8.892673
2022-11-04 08:00:00,33.08178,55.63601,63.39843,67.11169,182.7505
2022-11-04 09:00:00,97.09729,179.9057,204.8589,203.8622,577.3108
2022-11-04 10:00:00,138.805,270.5731,297.0294,292.9781,843.7684
2022-11-04 11:00:00,586.5256,1052.327,1167.038,1125.185,3290.684
2022-11-04 12:00:00,711.7053,1196.472,1325.575,1294.073,3748.03
2022-11-04 13:00:00,368.3875,620.6194,694.2227,672.9991,1957.78
2022-11-04 14:00:00,302.3929,609.3517,654.5931,595.4335,1837.005
2022-11-04 15:00:00,487.5611,845.7739,964.4902,882.3137,2658.771
2022-11-04 16:00:00,300.083,466.1,523.9738,462.7925,1433.819
2022-11-04 17:00:00,99.46366,95.82057,116.2643,83.67619,293.1964
2022-11-04 18:00:00,3.193167,0,0,0,-8.747227
2022-11-04 19:00:00,0.02779167,0,0,0,-8.799958
2022-11-04 20:00:00,0,0,0,0,-8.770111
2022-11-04 21:00:00,0,0,0,0,-8.770976
2022-11-04 22:00:00,0,0,0,0,-8.80422
2022-11-04 23:00:00,0,0,0,0,-8.858845
2022-11-05 00:00:00,0,0,0,0,-8.814394
2022-11-05 01:00:00,0,0,0,0,-8.87758
2022-11-05 02:00:00,0,0,0,0,-8.864043
2022-11-05 03:00:00,0,0,0,0,-8.828317
2022-11-05 04:00:00,0,0,0,0,-8.809344
2022-11-05 05:00:00,0,0,0,0,-8.804483
2022-11-05 06:00:00,0,0,0,0,-8.799115
2022-11-05 07:00:00,1.039457,0.05969153,0.2284845,0.5398793,-5.618375
2022-11-05 08:00:00,66.07999,133.6941,117.7802,122.5146,365.1949
2022-11-05 09:00:00,306.4384,596.2376,573.184,597.7287,1742.534
2022-11-05 10:00:00,455.2591,837.2809,905.5259,889.1976,2594.787
2022-11-05 11:00:00,704.1451,1185.089,1311.041,1278.386,3705.74
2022-11-05 12:00:00,713.4332,1161.896,1190.755,1252.064,3544.426
2022-11-05 13:00:00,485.6376,763.268,855.7204,882.3174,2481.753
2022-11-05 14:00:00,483.6225,878.0174,999.0635,941.298,2777.25
2022-11-05 15:00:00,492.2041,863.7942,938.8309,890.9581,2655.622
2022-11-05 16:00:00,274.4055,404.8582,454.8628,388.3629,1232.657
2022-11-05 17:00:00,62.33369,60.08771,70.89535,44.90411,165.7421
2022-11-05 18:00:00,1.968226,0,0,0.3293478,-8.461136
2022-11-05 19:00:00,0,0,0,0,-8.856438
2022-11-05 20:00:00,0,0,0,0,-8.881206
2022-11-05 21:00:00,0,0,0,0,-8.785088
2022-11-05 22:00:00,0,0,0,0,-8.875762
2022-11-05 23:00:00,0,0,0,0,-8.888264
2022-11-06 00:00:00,0,0,0,0,-8.926503
2022-11-06 01:00:00,0,0,0,0,-8.89666
2022-11-06 01:00:00,0,0,0,0,-8.948894
2022-11-06 02:00:00,0,0,0,0,-8.94713
2022-11-06 03:00:00,0,0,0,0,-8.912725
2022-11-06 04:00:00,0,0,0,0,-8.870635
2022-11-06 05:00:00,0,0,0,0,-8.876681
2022-11-06 06:00:00,1.654204,0.1029146,1.409259,1.177834,-3.582672
2022-11-06 07:00:00,32.64891,56.12542,42.71891,64.07388,162.8294
2022-11-06 08:00:00,149.4636,296.6769,328.2081,315.891,929.7808
2022-11-06 09:00:00,376.0665,674.8844,724.0498,742.3515,2117.934
2022-11-06 10:00:00,477.7165,876.3303,963.0385,938.3774,2740.081
2022-11-06 11:00:00,508.0204,884.1536,968.6753,955.5714,2769.205
2022-11-06 12:00:00,490.9314,783.94,850.4319,843.5814,2436.583
