Schell Solar Farm,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA Kodiak SC-1850 - A1, AC Real Power","SMA Kodiak SC-1850 - B1, AC Real Power","SMA Kodiak SC-1850 - C1, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2022-11-01 00:00:00,0,0,0,0,-7.385096
2022-11-01 01:00:00,0,0,0,0,-7.369024
2022-11-01 02:00:00,0,0,0,0,-7.25037
2022-11-01 03:00:00,0,0,0,0,-7.247393
2022-11-01 04:00:00,0,0,0,0,-7.228255
2022-11-01 05:00:00,0,0,0,0,-7.230791
2022-11-01 06:00:00,0,0,0,0,-7.105206
2022-11-01 07:00:00,1.027807,0,0,0,-6.846084
2022-11-01 08:00:00,104.0853,169,178.5,160.5,507.8704
2022-11-01 09:00:00,102.609,158,176,161.75,491.4423
2022-11-01 10:00:00,167.9356,284.5,305.75,274.5,850.757
2022-11-01 11:00:00,673.968,1368.75,1558.5,1396.25,4208.789
2022-11-01 12:00:00,825.6903,1529.25,1659.5,1512.75,4643.231
2022-11-01 13:00:00,827.0289,1536.25,1655.75,1517.25,4653.546
2022-11-01 14:00:00,739.7499,1369.5,1497.25,1366.25,4179.561
2022-11-01 15:00:00,596.2059,1134.75,1243.5,1122.5,3461.342
2022-11-01 16:00:00,385.8225,749.25,821,737.25,2299.046
2022-11-01 17:00:00,138.7356,227,241.25,167.5,636.7266
2022-11-01 18:00:00,1.406201,6.75,7.25,6.5,14.41725
2022-11-01 19:00:00,0,0,0,0,-7.207656
2022-11-01 20:00:00,0,0,0,0,-7.235145
2022-11-01 21:00:00,0,0,0,0,-7.230562
2022-11-01 22:00:00,0,0,0,0,-7.21847
2022-11-01 23:00:00,0,0,0,0,-7.271246
2022-11-02 00:00:00,0,0,0,0,-7.298079
2022-11-02 01:00:00,0,0,0,0,-7.33501
2022-11-02 02:00:00,0,0,0,0,-7.299282
2022-11-02 03:00:00,0,0,0,0,-7.329663
2022-11-02 04:00:00,0,0,0,0,-7.280491
2022-11-02 05:00:00,0,0,0,0,-7.24386
2022-11-02 06:00:00,0,0,0,0,-7.13301
2022-11-02 07:00:00,9.85046,18.5,19.5,17.25,46.8497
2022-11-02 08:00:00,148.2095,250.75,271,248.75,759.7676
2022-11-02 09:00:00,221.5304,390,426.25,384.5,1190.19
2022-11-02 10:00:00,290.4407,529.75,579.75,526.5,1624.321
2022-11-02 11:00:00,361.5106,669.5,727,670.25,2041.356
2022-11-02 12:00:00,390.0385,685.5,726.75,680,2108.784
2022-11-02 13:00:00,377.2173,672.5,729,674,2066.813
2022-11-02 14:00:00,298.5204,529,584.25,520.25,1623.818
2022-11-02 15:00:00,126.9706,236.75,259.75,233.75,722.4349
2022-11-02 16:00:00,155.9095,285.25,313.25,280.75,868.7196
2022-11-02 17:00:00,55.12986,91.75,99.25,85.75,277.2109
2022-11-02 18:00:00,0.6476649,1.75,2,2,-0.819216
