Dairy Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-11-01 00:00:00,-0.2674923,0,0,0,0,-13.25733
2022-11-01 01:00:00,-0.284304,0,0,0,0,-13.42783
2022-11-01 02:00:00,-0.2193636,0,0,0,0,-13.362
2022-11-01 03:00:00,-0.2191291,0,0,0,0,-13.4185
2022-11-01 04:00:00,-0.2348984,0,0,0,0,-13.32283
2022-11-01 05:00:00,-0.03736437,0,0,0,0,-13.34766
2022-11-01 06:00:00,-0.06889805,0,0,0,0,-13.34517
2022-11-01 07:00:00,0.1335232,0,0,0,0,-13.43983
2022-11-01 08:00:00,27.69687,52.14001,51.79499,56.23167,55.78333,224.8827
2022-11-01 09:00:00,21.875,37.00666,36.45333,42.355,44.345,192.674
2022-11-01 10:00:00,45.80949,121.3652,126.4433,133.53,132.0517,512.132
2022-11-01 11:00:00,60.03065,84.06667,90.42667,95.11333,95.26835,353.1055
2022-11-01 12:00:00,68.04852,0,4.34,8.526667,5.205001,115.0024
2022-11-01 13:00:00,153.7624,38.99833,42.03167,73.25334,80.62001,292.7108
2022-11-01 14:00:00,309.1524,377.1584,392.05,644.165,684.6234,2088.727
2022-11-01 15:00:00,166.0876,325.9016,334.5717,423.5216,439.2834,1509.437
2022-11-01 16:00:00,310.9428,594.5233,596.695,624.42,597.4017,2392.513
2022-11-01 17:00:00,145.7464,315.3517,308.5533,307.8633,306.1017,1236.228
2022-11-01 18:00:00,-0.08337995,0,0,0,0,-13.931
2022-11-01 19:00:00,-0.229351,0,0,0,0,-13.71467
2022-11-01 20:00:00,-0.2731521,0,0,0,0,-13.58867
2022-11-01 21:00:00,-0.2331464,0,0,0,0,-13.72067
2022-11-01 22:00:00,-0.2700587,0,0,0,0,-13.57734
2022-11-01 23:00:00,-0.2409606,0,0,0,0,-13.61448
2022-11-02 00:00:00,-0.1692465,0,0,0,0,-13.68517
2022-11-02 01:00:00,-0.1036813,0,0,0,0,-13.61516
2022-11-02 02:00:00,-0.2286492,0,0,0,0,-13.7535
2022-11-02 03:00:00,-0.2108721,0,0,0,0,-13.72433
2022-11-02 04:00:00,-0.2581609,0,0,0,0,-13.542
2022-11-02 05:00:00,-0.1951441,0,0,0,0,-13.61733
2022-11-02 06:00:00,-0.2822509,0,0,0,0,-13.722
2022-11-02 07:00:00,3.692721,0,0,0,0,-6.709503
2022-11-02 08:00:00,85.82893,62.13501,60.38668,62.71,62.46499,277.7642
