Turkey Hill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-11-01 00:00:00,-0.2034626,0,0,0,0,-14.20833
2022-11-01 01:00:00,-0.146005,0,0,0,0,-14.32784
2022-11-01 02:00:00,-0.2070777,0,0,0,0,-14.21984
2022-11-01 03:00:00,-0.1719193,0,0,0,0,-14.3205
2022-11-01 04:00:00,-0.08263812,0,0,0,0,-14.32967
2022-11-01 05:00:00,-0.1374289,0,0,0,0,-14.2415
2022-11-01 06:00:00,-0.09939687,0,0,0,0,-14.34966
2022-11-01 07:00:00,0.188116,0,0,0,0,-14.21183
2022-11-01 08:00:00,9.949055,13.59834,13.42833,14.01167,12.47834,71.5455
2022-11-01 09:00:00,10.28159,2.981668,3.105,3.31,2.68,64.5595
2022-11-01 10:00:00,29.84751,68.42168,68.56333,71.03,66.52335,288.9471
2022-11-01 11:00:00,42.37239,72.09131,71.66167,74.915,69.69167,298.5085
2022-11-01 12:00:00,57.75239,0,0,0,0,64.942
2022-11-01 13:00:00,205.7685,100.95,92.17667,98.53168,80.89333,420.4841
2022-11-01 14:00:00,295.2302,712.7683,700.6717,722.7433,631.9933,2764.871
2022-11-01 15:00:00,224.5577,479.1234,485.61,507.28,466.24,1930.486
2022-11-01 16:00:00,303.3673,484.4017,496.1183,530.0082,502.8599,2006.846
2022-11-01 17:00:00,172.5121,320.0434,295.1333,291.9767,255.005,1145.224
2022-11-01 18:00:00,0.2960012,0,0,0,0,-14.87617
2022-11-01 19:00:00,-0.214783,0,0,0,0,-14.4485
2022-11-01 20:00:00,-0.2556538,0,0,0,0,-14.41267
2022-11-01 21:00:00,-0.06327053,0,0,0,0,-14.37817
2022-11-01 22:00:00,-0.2265325,0,0,0,0,-14.34966
2022-11-01 23:00:00,-0.1202308,0,0,0,0,-14.41284
2022-11-02 00:00:00,-0.1548731,0,0,0,0,-14.318
2022-11-02 01:00:00,-0.1922411,0,0,0,0,-14.30888
2022-11-02 02:00:00,-0.1210454,0,0,0,0,-14.3845
2022-11-02 03:00:00,-0.1220414,0,0,0,0,-14.39583
2022-11-02 04:00:00,-0.1702709,0,0,0,0,-14.46167
2022-11-02 05:00:00,-0.1548918,0,0,0,0,-14.4755
