"Davis Lane Solar, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850CP Inverter 1, Active power","SMA SC-1850CP Inverter 2, Active power","SMA SC-1850CP Inverter 3, Active power",Production meter active power
,W/m²,kW,kW,kW,kW
2022-11-01 00:00:00,0,0,0,0,-10.26293
2022-11-01 01:00:00,0,0,0,0,-10.20924
2022-11-01 02:00:00,0,0,0,0,-10.25531
2022-11-01 03:00:00,0,0,0,0,-10.32916
2022-11-01 04:00:00,0,0,0,0,-10.3418
2022-11-01 05:00:00,0,0,0,0,-10.35431
2022-11-01 06:00:00,0,0,0,0,-10.13393
2022-11-01 07:00:00,5.909238,5.993196,6.241388,6.625834,9.135245
2022-11-01 08:00:00,5.961263,5.410145,5.30748,6.688657,7.372231
2022-11-01 09:00:00,150.2969,243.5873,250.4781,251.5314,734.62
2022-11-01 10:00:00,265.1726,442.2516,441.6078,428.8059,1299.613
2022-11-01 11:00:00,163.6902,267.6914,270.7158,281.3233,808.2646
2022-11-01 12:00:00,251.2535,407.6569,415.8965,426.1699,1236.817
2022-11-01 13:00:00,450.9926,639.634,685.2197,734.5543,2042.281
2022-11-01 14:00:00,578.1595,973.9844,1041.884,1040.587,3026.071
2022-11-01 15:00:00,568.6903,1015.639,1055.834,1084.329,3124.261
2022-11-01 16:00:00,370.2332,596.5934,645.8429,657.1,1882.944
2022-11-01 17:00:00,123.7753,161.1918,180.8466,169.1496,500.8929
2022-11-01 18:00:00,1.10043,2.548385,2.213941,2.421363,-2.849232
2022-11-01 19:00:00,0,0,0,0,-10.43392
2022-11-01 20:00:00,0,0,0,0,-10.42354
2022-11-01 21:00:00,0,0,0,0,-10.42089
2022-11-01 22:00:00,0,0,0,0,-10.44455
2022-11-01 23:00:00,0,0,0,0,-10.44954
2022-11-02 00:00:00,0,0,0,0,-10.38978
2022-11-02 01:00:00,0,0,0,0,-10.30399
2022-11-02 02:00:00,0,0,0,0,-10.34284
2022-11-02 03:00:00,0,0,0,0,-10.26155
2022-11-02 04:00:00,0,0,0,0,-10.37204
2022-11-02 05:00:00,0,0,0,0,-10.29728
2022-11-02 06:00:00,0,0,0,0,-10.27153
2022-11-02 07:00:00,13.27196,12.33491,12.51278,12.60784,27.80636
2022-11-02 08:00:00,268.4297,378.1234,383.1724,379.1103,1127.862
2022-11-02 09:00:00,403.1949,792.0374,790.8636,800.5045,2362.917
2022-11-02 10:00:00,478.5836,886.2712,904.1121,927.5074,2689.721
2022-11-02 11:00:00,397.3972,680.1515,692.5255,709.3561,2063.917
2022-11-02 12:00:00,598.2534,971.3571,1055.154,1048.09,3043.575
2022-11-02 13:00:00,598.7028,1032.123,1073.262,1079.024,3153.194
2022-11-02 14:00:00,263.8426,438.434,446.6813,456.5219,1327.938
2022-11-02 15:00:00,111.9259,193.8271,194.7701,200.654,578.6873
2022-11-02 16:00:00,127.8874,212.4918,215.8077,224.384,641.7549
2022-11-02 17:00:00,38.49711,59.12983,58.7118,60.38316,168.7437
2022-11-02 18:00:00,0.5245972,0.8424805,0.7116798,0.8414325,-7.895557
2022-11-02 19:00:00,0,0,0,0,-10.3525
2022-11-02 20:00:00,0,0,0,0,-10.41068
2022-11-02 21:00:00,0,0,0,0,-10.44569
2022-11-02 22:00:00,0,0,0,0,-10.40183
2022-11-02 23:00:00,0,0,0,0,-10.34274
2022-11-03 00:00:00,0,0,0,0,-10.39197
2022-11-03 01:00:00,0,0,0,0,-10.36799
2022-11-03 02:00:00,0,0,0,0,-10.37874
2022-11-03 03:00:00,0,0,0,0,-10.26168
2022-11-03 04:00:00,0,0,0,0,-10.30636
2022-11-03 05:00:00,0,0,0,0,-10.29149
2022-11-03 06:00:00,0,0,0,0,-10.2382
2022-11-03 07:00:00,4.690156,5.495251,4.753919,5.285587,5.812699
2022-11-03 08:00:00,41.69287,68.35856,67.34913,70.41003,196.5835
2022-11-03 09:00:00,130.0875,212.658,214.7645,221.1752,638.1456
2022-11-03 10:00:00,309.694,508.5554,517.2979,538.3504,1549.148
2022-11-03 11:00:00,513.2999,854.0578,891.3274,981.8879,2703.998
2022-11-03 12:00:00,526.7891,985.2408,973.0191,963.1481,2892.755
2022-11-03 13:00:00,778.1512,1449.569,1439.924,1406.827,4247.43
2022-11-03 14:00:00,589.7338,1065.898,1089.362,1090.545,3209.656
2022-11-03 15:00:00,441.5807,817.8545,836.9286,849.6766,2479.523
2022-11-03 16:00:00,149.7517,237.3116,243.7544,242.1626,711.4563
2022-11-03 17:00:00,123.1643,167.6312,177.0398,179.0145,513.4031
2022-11-03 18:00:00,0.2834488,0.2855265,0.1683043,0.2426389,-9.654848
2022-11-03 19:00:00,0,0,0,0,-10.41757
2022-11-03 20:00:00,0,0,0,0,-10.39378
2022-11-03 21:00:00,0,0,0,0,-10.33687
2022-11-03 22:00:00,0,0,0,0,-10.3779
2022-11-03 23:00:00,0,0,0,0,-10.45159
2022-11-04 00:00:00,0,0,0,0,-10.47912
2022-11-04 01:00:00,0,0,0,0,-10.45456
2022-11-04 02:00:00,0,0,0,0,-10.58182
2022-11-04 03:00:00,0,0,0,0,-10.50797
2022-11-04 04:00:00,0,0,0,0,-10.49467
2022-11-04 05:00:00,0,0,0,0,-10.44081
2022-11-04 06:00:00,0,0,0,0,-10.19098
2022-11-04 07:00:00,9.612659,13.54374,13.6586,13.32949,30.70876
2022-11-04 08:00:00,215.1567,302.6142,306.6683,304.1921,902.2434
2022-11-04 09:00:00,415.3399,806.3896,816.481,836.8341,2438.353
2022-11-04 10:00:00,606.4464,1134.191,1151.631,1173.92,3426.984
2022-11-04 11:00:00,524.0201,911.3568,923.8834,949.6365,2758.263
2022-11-04 12:00:00,800.71,1418.589,1454.592,1502.938,4328.704
2022-11-04 13:00:00,851.5176,1496.968,1487.752,1527.66,4463.262
2022-11-04 14:00:00,381.6988,687.7258,684.2941,681.4586,2032.051
2022-11-04 15:00:00,320.4861,529.2544,543.1804,555.9144,1611.741
2022-11-04 16:00:00,170.0591,268.7108,266.2099,277.9986,801.2944
2022-11-04 17:00:00,135.2861,176.7612,188.3457,187.9557,542.1354
2022-11-04 18:00:00,0.5849069,0.9265757,0.6032428,0.924983,-7.696882
2022-11-04 19:00:00,0,0,0,0,-10.3541
2022-11-04 20:00:00,0,0,0,0,-10.42855
2022-11-04 21:00:00,0,0,0,0,-10.39179
2022-11-04 22:00:00,0,0,0,0,-10.42472
2022-11-04 23:00:00,0,0,0,0,-10.2236
2022-11-05 00:00:00,0,0,0,0,-10.35206
2022-11-05 01:00:00,0,0,0,0,-10.22448
2022-11-05 02:00:00,0,0,0,0,-10.27032
2022-11-05 03:00:00,0,0,0,0,-10.31155
2022-11-05 04:00:00,0,0,0,0,-10.29248
2022-11-05 05:00:00,0,0,0,0,-10.34741
2022-11-05 06:00:00,0,0,0,0,-10.26654
2022-11-05 07:00:00,6.310138,8.522722,7.974422,8.633451,15.42591
2022-11-05 08:00:00,102.5607,149.8515,154.5523,153.8079,448.4313
2022-11-05 09:00:00,374.3258,720.1981,725.162,734.6646,2160.7
2022-11-05 10:00:00,491.1373,912.1973,915.6629,903.6533,2705.294
2022-11-05 11:00:00,596.7071,1076.832,1082.551,1045.368,3173.633
2022-11-05 12:00:00,703.9095,1210.5,1233.107,1176.514,3577.425
2022-11-05 13:00:00,544.4923,1059.077,1024.69,997.033,3046.444
2022-11-05 14:00:00,633.3157,1046.689,1081.884,1127.567,3222.401
2022-11-05 15:00:00,502.3404,846.3219,895.0464,907.0986,2619.634
2022-11-05 16:00:00,272.8704,462.7181,482.3224,480.4497,1409.887
2022-11-05 17:00:00,62.21798,77.08006,81.90325,77.96657,227.1492
2022-11-05 18:00:00,0.03443743,0.1557256,0.03683672,0.07367347,-10.04416
2022-11-05 19:00:00,0,0,0,0,-10.33434
2022-11-05 20:00:00,0,0,0,0,-10.43466
2022-11-05 21:00:00,0,0,0,0,-10.35833
2022-11-05 22:00:00,0,0,0,0,-10.38804
2022-11-05 23:00:00,0,0,0,0,-10.29206
2022-11-06 00:00:00,0,0,0,0,-10.37049
2022-11-06 01:00:00,0,0,0,0,-10.36582
2022-11-06 01:00:00,0,0,0,0,-10.28638
2022-11-06 02:00:00,0,0,0,0,-10.23904
2022-11-06 03:00:00,0,0,0,0,-10.36767
2022-11-06 04:00:00,0,0,0,0,-10.41671
2022-11-06 05:00:00,0.02304232,0,0,0,-10.33196
2022-11-06 06:00:00,5.460729,6.507284,6.127648,6.568897,9.292304
2022-11-06 07:00:00,192.6945,289.6688,294.1568,290.457,863.1091
2022-11-06 08:00:00,420.9329,782.0341,802.9076,830.3591,2393.494
2022-11-06 09:00:00,602.2786,1079.106,1109.988,1148.21,3304.013
2022-11-06 10:00:00,669.0905,1195.635,1187.18,1231.955,3579.765
2022-11-06 11:00:00,693.2947,1146.597,1168.658,1227.117,3504.653
2022-11-06 12:00:00,661.9542,1091.144,1128.433,1169.935,3352.873
2022-11-06 13:00:00,485.7639,823.5507,839.8124,858.551,2498.263
2022-11-06 14:00:00,443.5457,791.3057,807.2056,811.1796,2386.803
2022-11-06 15:00:00,204.1633,330.4937,343.2153,354.092,1014.782
2022-11-06 16:00:00,41.17016,59.01827,58.81541,60.25191,168.5138
2022-11-06 17:00:00,0.2831263,0.6334275,0.3653182,0.5362905,-8.65373
2022-11-06 18:00:00,0,0,0,0,-10.46105
2022-11-06 19:00:00,0,0,0,0,-10.40228
2022-11-06 20:00:00,0,0,0,0,-10.39431
2022-11-06 21:00:00,0,0,0,0,-10.37605
2022-11-06 22:00:00,0,0,0,0,-10.34591
2022-11-06 23:00:00,0,0,0,0,-10.3695
2022-11-07 00:00:00,0,0,0,0,-10.34647
2022-11-07 01:00:00,0,0,0,0,-10.36305
2022-11-07 02:00:00,0,0,0,0,-10.33697
2022-11-07 03:00:00,0,0,0,0,-10.43506
2022-11-07 04:00:00,0,0,0,0,-10.42467
2022-11-07 05:00:00,0,0,0,0,-10.27173
2022-11-07 06:00:00,6.372334,10.99554,10.58506,10.87791,22.52418
2022-11-07 07:00:00,145.009,214.8238,220.8623,221.3067,646.4987
2022-11-07 08:00:00,176.8578,282.0647,287.5696,296.1552,854.3208
2022-11-07 09:00:00,170.4055,277.4012,278.9453,286.1744,831.4845
2022-11-07 10:00:00,299.8885,488.2422,516.0759,532.4109,1522.01
2022-11-07 11:00:00,715.6267,1237.705,1258.153,1282.626,3739.1
2022-11-07 12:00:00,539.1971,908.3152,910.3894,997.175,2788.342
2022-11-07 13:00:00,635.6426,1141.782,1169.186,1177.262,3453.699
2022-11-07 14:00:00,467.8215,804.3277,809.8373,882.9788,2471.892
2022-11-07 15:00:00,281.3133,473.9492,490.5701,493.0515,1441.053
2022-11-07 16:00:00,12.96042,22.61307,21.33635,22.7974,57.48301
2022-11-07 17:00:00,0.07255345,0.03848535,0,0.038025,-10.22401
2022-11-07 18:00:00,0,0,0,0,-10.2733
2022-11-07 19:00:00,0,0,0,0,-10.18926
2022-11-07 20:00:00,0,0,0,0,-10.27622
2022-11-07 21:00:00,0,0,0,-0.05569445,-10.20356
2022-11-07 22:00:00,0,0,0,0,-10.28911
2022-11-07 23:00:00,0,0,0,0,-10.34184
2022-11-08 00:00:00,0,0,0,0,-10.41892
2022-11-08 01:00:00,0,0,0,0,-10.37206
2022-11-08 02:00:00,0,0,0,0,-10.35631
2022-11-08 03:00:00,0,0,0,0,-10.29815
2022-11-08 04:00:00,0,0,0,0,-10.28619
2022-11-08 05:00:00,0,0,0,0,-10.25786
2022-11-08 06:00:00,7.097661,8.885135,9.836532,9.185854,17.98385
2022-11-08 07:00:00,213.7111,320.4897,324.1716,321.2788,954.0805
2022-11-08 08:00:00,466.6663,889.8105,904.6157,928.112,2699.278
2022-11-08 09:00:00,673.8231,1290.488,1311.224,1351.177,3914.338
2022-11-08 10:00:00,815.73,1546.676,1571.41,1612.627,4679.447
2022-11-08 11:00:00,884.6776,1656.307,1664.661,1666.337,4929.921
2022-11-08 12:00:00,872.0823,1627.982,1647.896,1662.149,4882.989
2022-11-08 13:00:00,781.7404,1462.796,1490.57,1532.746,4438.292
2022-11-08 14:00:00,612.3689,1105.089,1103.44,1184.309,3358.997
2022-11-08 15:00:00,384.3575,665.5074,712.6979,714.3939,2073.981
2022-11-08 16:00:00,115.7243,128.8492,147.8225,131.4206,398.1634
2022-11-08 17:00:00,0.08133102,0.5569445,0.343889,0.4398797,-9.01973
2022-11-08 18:00:00,0,0,0,0,-10.48332
2022-11-08 19:00:00,0,0,0,0,-10.46953
2022-11-08 20:00:00,0,0,0,0,-10.45037
2022-11-08 21:00:00,0,0,0,0,-10.42105
2022-11-08 22:00:00,0,0,0,0,-10.43632
2022-11-08 23:00:00,0,0,0,0,-10.42517
2022-11-09 00:00:00,0,0,0,0,-10.46272
2022-11-09 01:00:00,0,0,0,0,-10.52756
2022-11-09 02:00:00,0,0,0,0,-10.51678
2022-11-09 03:00:00,0,0,0,0,-10.52491
2022-11-09 04:00:00,0,0,0,0,-10.53994
2022-11-09 05:00:00,0,0,0,0,-10.48944
2022-11-09 06:00:00,2.745432,5.690911,4.968155,5.637301,6.178414
2022-11-09 07:00:00,104.885,146.5665,147.1998,150.1921,434.1243
2022-11-09 08:00:00,262.6763,439.5183,455.1859,484.3008,1364.993
2022-11-09 09:00:00,501.6267,885.1554,917.4262,959.952,2739.261
2022-11-09 10:00:00,714.3925,1314.694,1263.297,1314.369,3846.94
2022-11-09 11:00:00,623.3276,1164.493,1132.954,1126.181,3383.343
2022-11-09 12:00:00,840.7756,1496.476,1494.572,1530.087,4469.557
2022-11-09 13:00:00,411.0641,705.8254,718.3586,721.0496,2127.004
2022-11-09 14:00:00,272.2917,440.7394,448.8312,460.0167,1335.762
2022-11-09 15:00:00,166.6839,263.7259,268.2192,282.066,802.3933
2022-11-09 16:00:00,23.98903,33.9808,32.34951,34.0027,90.80333
2022-11-09 17:00:00,0.009175528,0,0,0,-10.40655
2022-11-09 18:00:00,0,0,0,0,-10.45268
2022-11-09 19:00:00,0,0,0,0,-10.50222
2022-11-09 20:00:00,0,0,0,0,-10.45797
2022-11-09 21:00:00,0,0,0,0,-10.43344
2022-11-09 22:00:00,0,0,0,0,-10.36567
2022-11-09 23:00:00,0,0,0,0,-10.403
2022-11-10 00:00:00,0,0,0,0,-10.43588
2022-11-10 01:00:00,0,0,0,0,-10.37545
2022-11-10 02:00:00,0,0,0,0,-10.36697
2022-11-10 03:00:00,0,0,0,0,-10.41059
2022-11-10 04:00:00,0,0,0,0,-10.36617
2022-11-10 05:00:00,0,0,0,0,-10.34231
2022-11-10 06:00:00,2.24176,3.955296,3.129952,3.769323,0.6614388
2022-11-10 07:00:00,59.00639,82.5936,81.4588,84.02331,238.4577
2022-11-10 08:00:00,168.1933,262.0412,265.2792,273.4997,789.7595
2022-11-10 09:00:00,471.621,842.8158,841.8157,835.373,2496.653
2022-11-10 10:00:00,628.6272,1093.465,1128.085,1199.018,3386.327
2022-11-10 11:00:00,736.0104,1270.364,1320.678,1354.936,3904.212
2022-11-10 12:00:00,376.2055,616.8956,627.5614,636.0482,1864.34
2022-11-10 13:00:00,308.8871,498.055,505.819,518.8893,1508.404
2022-11-10 14:00:00,248.4339,397.2931,399.6372,407.5935,1191.84
2022-11-10 15:00:00,100.9778,153.6347,153.0795,157.6259,454.015
