Merrill Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.5MW Inverter 1.1.1, Active Power P","TMEIC 2.5MW Inverter 1.2.1, Active Power P","TMEIC 2.5MW Inverter 1.3.1, Active Power P","TMEIC 2.5MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-11-01 00:00:00,-0.3545127,0,0,0,0,-13.79767
2022-11-01 01:00:00,-0.3013999,0,0,0,0,-13.91817
2022-11-01 02:00:00,-0.2843817,0,0,0,0,-13.86583
2022-11-01 03:00:00,-0.2258943,0,0,0,0,-13.95784
2022-11-01 04:00:00,0.08595719,0,0,0,0,-13.97483
2022-11-01 05:00:00,-0.1112113,0,0,0,0,-13.77433
2022-11-01 06:00:00,-0.1181544,0,0,0,0,-13.8585
2022-11-01 07:00:00,0.2495286,0,0,0,0,-13.93433
2022-11-01 08:00:00,5.332226,0,0,0,0,4.870499
2022-11-01 09:00:00,18.86946,19.24,14.33167,16.27833,20.76666,83.59835
2022-11-01 10:00:00,43.55248,23.09834,20.53,24.29333,26.745,144.4295
2022-11-01 11:00:00,87.66965,0,0,0,0,71.29083
2022-11-01 12:00:00,121.0583,0,0,0,0,61.59667
2022-11-01 13:00:00,292.4997,88.48833,77.955,82.85999,89.36501,372.4013
2022-11-01 14:00:00,303.9808,461.485,420.8233,436.355,472.2033,1790.471
2022-11-01 15:00:00,291.1513,444.0217,408.6766,425.2967,457.155,1733.43
2022-11-01 16:00:00,552.2374,898.1134,820.0916,852.1567,905.5067,3432.836
2022-11-01 17:00:00,171.5993,261.3667,248,268.095,281.6884,1071.297
2022-11-01 18:00:00,0.3538143,0,0,0,0,-14.88367
2022-11-01 19:00:00,-0.2672469,0,0,0,0,-14.1165
2022-11-01 20:00:00,-0.2421785,0,0,0,0,-14.08381
2022-11-01 21:00:00,-0.394751,0,0,0,0,-14.07633
2022-11-01 22:00:00,-0.3227605,0,0,0,0,-13.98717
2022-11-01 23:00:00,-0.1936234,0,0,0,0,-14.06017
2022-11-02 00:00:00,-0.1759105,0,0,0,0,-14.06684
2022-11-02 01:00:00,-0.05807915,0,0,0,0,-14.04
2022-11-02 02:00:00,-0.2268674,0,0,0,0,-14.08967
2022-11-02 03:00:00,-0.07375875,0,0,0,0,-14.077
2022-11-02 04:00:00,-0.2798403,0,0,0,0,-14.07167
2022-11-02 05:00:00,-0.0756422,0,0,0,0,-14.18534
2022-11-02 06:00:00,-0.2745861,0,0,0,0,-14.124
2022-11-02 07:00:00,6.229103,0,0,0,0,2.836665
2022-11-02 08:00:00,133.2995,44.68833,41.63667,44.22,52.47666,211.9045
2022-11-02 09:00:00,473.7245,540.4366,513.3716,548.0183,588.78,2209.455
