"Sonne Two, LLC",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
,,,,,
Timestamp,POA*,"SMA SC-1850-US - 1, AC Real Power","SMA SC-1850-US - 2, AC Real Power","SMA SC-1850-US - 3, AC Real Power",Production meter active power
,W/m²,kW,kW,kW,kW
2022-11-01 00:00:00,0,0,0,0,-4.682955
2022-11-01 01:00:00,0,0,0,0,-4.686329
2022-11-01 02:00:00,0,0,0,0,-4.712668
2022-11-01 03:00:00,0,0,0,0,-4.690896
2022-11-01 04:00:00,0,0,0,0,-4.718018
2022-11-01 05:00:00,0,0,0,0,-4.749608
2022-11-01 06:00:00,0,0,0,0,-4.643056
2022-11-01 07:00:00,1.00966,1,1,1,-1.504063
2022-11-01 08:00:00,58.50106,87.75,85.5,65.75,236.5091
2022-11-01 09:00:00,198.0318,349.75,393.5,309,1050.193
2022-11-01 10:00:00,506.3239,900.75,926.25,713,2526.217
2022-11-01 11:00:00,796.54,1520.5,1567.75,1237.25,4287.253
2022-11-01 12:00:00,884.1213,1644.75,1664.75,1348.25,4612.079
2022-11-01 13:00:00,883.4387,1623.25,1624.5,1338.25,4538.39
2022-11-01 14:00:00,741.8782,1477,1546.5,1201.5,4179.294
2022-11-01 15:00:00,308.1414,557,635,545.75,1726.679
2022-11-01 16:00:00,356.7659,727.5,773,710.5,2201.92
2022-11-01 17:00:00,219.737,390.75,368.5,324,1077.402
2022-11-01 18:00:00,15.08266,26.5,23.25,21.75,68.31249
2022-11-01 19:00:00,0,0,0,0,-4.553789
2022-11-01 20:00:00,0,0,0,0,-4.425537
2022-11-01 21:00:00,0,0,0,0,-4.476423
2022-11-01 22:00:00,0,0,0,0,-4.582662
2022-11-01 23:00:00,0,0,0,0,-4.554761
2022-11-02 00:00:00,0,0,0,0,-4.723122
2022-11-02 01:00:00,0,0,0,0,-4.753456
2022-11-02 02:00:00,0,0,0,0,-4.768544
2022-11-02 03:00:00,0,0,0,0,-4.740943
2022-11-02 04:00:00,0,0,0,0,-4.621418
2022-11-02 05:00:00,0,0,0,0,-4.647458
2022-11-02 06:00:00,0,0,0,0,-4.674242
2022-11-02 07:00:00,0.4036351,0.75,0.5,0.5,-2.430108
2022-11-02 08:00:00,60.50785,95.75,100.5,76,270.0199
2022-11-02 09:00:00,303.3694,570.5,599.25,454.25,1612.629
2022-11-02 10:00:00,431.8944,800,828.5,648.5,2264.194
2022-11-02 11:00:00,373.3996,690.5,712.25,558.25,1952.661
2022-11-02 12:00:00,484.372,896,922,754.25,2554.596
2022-11-02 13:00:00,234.1873,429.25,440.25,351,1215.849
2022-11-02 14:00:00,99.08935,205.75,211.5,168.5,582.9698
2022-11-02 15:00:00,60.94709,131.25,135.5,107.25,372.0926
2022-11-02 16:00:00,33.23055,72.75,74.25,59,204.7757
2022-11-02 17:00:00,11.7492,24.25,24.75,19.25,66.04952
2022-11-02 18:00:00,6.249644,10.75,11.25,8.75,27.59815
2022-11-02 19:00:00,0,0,0,0,-4.687364
2022-11-02 20:00:00,0,0,0,0,-4.628569
2022-11-02 21:00:00,0,0,0,0,-4.669748
2022-11-02 22:00:00,0,0,0,0,-4.677505
2022-11-02 23:00:00,0,0,0,0,-4.645012
2022-11-03 00:00:00,0,0,0,0,-4.715024
2022-11-03 01:00:00,0,0,0,0,-4.691153
2022-11-03 02:00:00,0,0,0,0,-4.702601
2022-11-03 03:00:00,0,0,0,0,-4.697483
2022-11-03 04:00:00,0,0,0,0,-4.662335
2022-11-03 05:00:00,0,0,0,0,-4.721441
2022-11-03 06:00:00,0,0,0,0,-4.718371
2022-11-03 07:00:00,1.598136,3,2.75,1.75,3.752857
2022-11-03 08:00:00,154.9189,203.25,252,126.25,579.0174
2022-11-03 09:00:00,386.7,763,826.25,599,2179.682
2022-11-03 10:00:00,614.2146,1203,1257.5,976.5,3414.15
2022-11-03 11:00:00,781.0063,1503.75,1543.75,1216.5,4227.024
2022-11-03 12:00:00,776.2611,1432,1423.25,1173.5,3989.559
2022-11-03 13:00:00,849.3002,1534.75,1503.25,1281.5,4276.511
2022-11-03 14:00:00,815.2059,1538.5,1560.75,1241.25,4298.688
2022-11-03 15:00:00,630.053,1186.75,1193.5,989.75,3343.235
2022-11-03 16:00:00,307.0465,575.5,610.5,561,1738.586
2022-11-03 17:00:00,196.9075,352,336,300,984.6403
2022-11-03 18:00:00,11.99892,22.25,19.25,17.5,56.14887
2022-11-03 19:00:00,0,0,0,0,-4.746136
2022-11-03 20:00:00,0,0,0,0,-4.68109
2022-11-03 21:00:00,0,0,0,0,-4.64701
2022-11-03 22:00:00,0,0,0,0,-4.549706
2022-11-03 23:00:00,0,0,0,0,-4.622635
2022-11-04 00:00:00,0,0,0,0,-4.602177
2022-11-04 01:00:00,0,0,0,0,-4.648001
2022-11-04 02:00:00,0,0,0,0,-4.628489
2022-11-04 03:00:00,0,0,0,0,-4.623018
2022-11-04 04:00:00,0,0,0,0,-4.634436
2022-11-04 05:00:00,0,0,0,0,-4.669343
2022-11-04 06:00:00,0,0,0,0,-4.698949
2022-11-04 07:00:00,0.7195544,0.25,0.5,0.25,-3.27896
2022-11-04 08:00:00,31.81691,50.5,51.25,40,140.2087
2022-11-04 09:00:00,197.3383,346.75,369.25,292,1006.199
2022-11-04 10:00:00,381.5102,755.5,756.25,603.25,2096.319
2022-11-04 11:00:00,772.0168,1486,1527,1205.5,4181.022
2022-11-04 12:00:00,845.7328,1569.75,1609.75,1329.75,4465.132
2022-11-04 13:00:00,659.5988,1212.75,1332.5,1187,3694.345
2022-11-04 14:00:00,723.1514,1214,1215.75,872,3268.469
2022-11-04 15:00:00,571.6871,1109,1135.75,954,3173.628
2022-11-04 16:00:00,430.0316,842.5,803.5,654.5,2288.273
2022-11-04 17:00:00,152.3981,292,275.75,242.75,806.8187
2022-11-04 18:00:00,3.483355,6.25,6,4.5,13.46535
2022-11-04 19:00:00,0,0,0,0,-4.574655
2022-11-04 20:00:00,0,0,0,0,-4.509006
2022-11-04 21:00:00,0,0,0,0,-4.530744
2022-11-04 22:00:00,0,0,0,0,-4.489008
2022-11-04 23:00:00,0,0,0,0,-4.580541
2022-11-05 00:00:00,0,0,0,0,-4.662674
2022-11-05 01:00:00,0,0,0,0,-4.692244
2022-11-05 02:00:00,0,0,0,0,-4.676644
2022-11-05 03:00:00,0,0,0,0,-4.685016
2022-11-05 04:00:00,0,0,0,0,-4.700248
2022-11-05 05:00:00,0.08201899,0,0,0,-4.7257
2022-11-05 06:00:00,0,0,0,0,-4.723967
2022-11-05 07:00:00,0.8953822,1.25,1.25,0.75,-1.012963
2022-11-05 08:00:00,24.64347,39.25,40.5,31.5,109.1643
2022-11-05 09:00:00,55.47977,96.75,100.5,79.5,274.4919
2022-11-05 10:00:00,99.05312,179.75,186,150,506.5518
2022-11-05 11:00:00,147.1651,261.25,268.25,215,741.7545
2022-11-05 12:00:00,321.4742,567.5,585.25,466,1612.87
2022-11-05 13:00:00,457.1609,803.25,811.25,673.25,2272.562
2022-11-05 14:00:00,238.498,418.25,431,346.75,1191.361
2022-11-05 15:00:00,183.649,340.25,337.5,267,940.8528
2022-11-05 16:00:00,112.0975,200,208.25,169.5,575.2975
2022-11-05 17:00:00,7.7491,16.25,16.75,12.25,43.88217
