Lakeview Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
,,,,,,
Timestamp,POA*,"TMEIC 2.7MW Inverter 1.1.1, Active Power P","TMEIC 2.7MW Inverter 1.2.1, Active Power P","TMEIC 2.7MW Inverter 1.3.1, Active Power P","TMEIC 2.7MW Inverter 1.4.1, Active Power P",Production meter active power
,W/m²,kW,kW,kW,kW,kW
2022-11-01 00:00:00,0,0,0,0,0,-13.09309
2022-11-01 01:00:00,0,0,0,0,0,-13.35211
2022-11-01 02:00:00,0,0,0,0,0,-13.30217
2022-11-01 03:00:00,0,0,0,0,0,-13.3795
2022-11-01 04:00:00,0.003121676,0,0,0,0,-13.25583
2022-11-01 05:00:00,0,0,0,0,0,-12.99634
2022-11-01 06:00:00,0,0,0,0,0,-13.00233
2022-11-01 07:00:00,0.8091393,0,0,0,0,-13.1405
2022-11-01 08:00:00,22.18228,56.61751,56.57001,57.5175,53.85916,229.7622
2022-11-01 09:00:00,73.30695,167.2717,166.9458,170.6667,161.0934,654.9232
2022-11-01 10:00:00,216.3129,579.075,589.4567,608.9275,579.8817,2328.833
2022-11-01 11:00:00,222.5526,674.4792,675.6117,692.77,659.67,2713.933
2022-11-01 12:00:00,74.26915,239.9233,247.9442,255.945,246.8759,981.7
2022-11-01 13:00:00,45.57761,143.08,147.8017,152.83,147.1883,580.4298
2022-11-01 14:00:00,76.48537,223.5158,228.9475,223.7167,213.86,879.9717
2022-11-01 15:00:00,62.53084,152.0033,154.9342,153.6125,148.8517,597.2551
2022-11-01 16:00:00,32.72699,91.15166,93.7475,96.54082,93.45083,361.0117
2022-11-01 17:00:00,37.58269,52.41583,55.40583,57.78667,55.4675,223.9113
2022-11-01 18:00:00,0.1011015,0,0,0,0,-13.36967
2022-11-01 19:00:00,0,0,0,0,0,-13.36767
2022-11-01 20:00:00,0,0,0,0,0,-13.30266
2022-11-01 21:00:00,0,0,0,0,0,-13.4785
2022-11-01 22:00:00,0.01142866,0,0,0,0,-13.30334
2022-11-01 23:00:00,0.07564081,0,0,0,0,-13.35017
2022-11-02 00:00:00,0.01666065,0,0,0,0,-13.30383
2022-11-02 01:00:00,0.01276475,0,0,0,0,-13.24583
2022-11-02 02:00:00,0.03185094,0,0,0,0,-13.376
2022-11-02 03:00:00,0,0,0,0,0,-13.34134
2022-11-02 04:00:00,0,0,0,0,0,-13.2645
2022-11-02 05:00:00,0,0,0,0,0,-13.16117
2022-11-02 06:00:00,0,0,0,0,0,-13.3295
