S. Robeson Solar,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,,,,,,,
Timestamp,POA*,"SMA Inverter - A.1, Pac","SMA Inverter - A.2, Pac","SMA Inverter - B.1, Pac","SMA Inverter - B.2, Pac","SMA Inverter - C.1, Pac","SMA Inverter - C.2, Pac","SMA Inverter - D.1, Pac","SMA Inverter - D.2, Pac","SMA Inverter - E.1, Pac","SMA Inverter - E.2, Pac",Production meter active power
,W/m²,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW
2022-11-01 00:00:00,0,0,0,,0,0,0,0,0,0,0,-9.185086
2022-11-01 01:00:00,0,0,0,,0,0,0,0,0,0,0,-9.069336
2022-11-01 02:00:00,0,0,0,,0,0,0,0,0,0,0,-9.075304
2022-11-01 03:00:00,0,0,0,,0,0,0,0,0,0,0,-9.067951
2022-11-01 04:00:00,0,0,0,,0,0,0,0,0,0,0,-9.046307
2022-11-01 05:00:00,0,0,0,,0,0,0,0,0,0,0,-8.978933
2022-11-01 06:00:00,0,0,0,,0,0,0,0,0,0,0,-8.860497
2022-11-01 07:00:00,0.9564858,0,0,,0,0,0.1655473,0,0,0,0,-9.222136
2022-11-01 08:00:00,48.03136,19.58265,20.82545,,20.98286,21.59422,21.32384,19.62543,21.03229,21.67492,20.31084,178.2096
2022-11-01 09:00:00,81.85706,38.35766,38.54499,,40.94733,40.41314,41.97232,40.02537,40.53305,37.84853,40.87225,342.1821
2022-11-01 10:00:00,208.1308,108.3197,107.4366,,112.2903,112.4489,114.988,113.1448,110.5918,109.7991,115.6187,944.091
2022-11-01 11:00:00,427.1804,214.5567,220.1319,,209.6816,212.3905,192.0277,208.9938,199.414,190.754,197.395,1740.873
2022-11-01 12:00:00,555.7017,236.033,256.7505,,267.0203,250.1484,263.1511,267.451,280.4408,258.3427,268.2661,2281.432
2022-11-01 13:00:00,650.146,316.8863,322.9689,,327.3487,325.5009,320.7261,326.8806,317.3986,315.8638,315.218,2805.799
2022-11-01 14:00:00,667.6747,337.5306,344.4161,,356.8649,348.0757,340.6382,353.6674,329.3144,337.5668,348.9836,2920.449
2022-11-01 15:00:00,603.594,310.0478,314.8344,,326.4821,317.8451,320.7629,315.5391,304.64,305.9787,318.8319,2720.416
2022-11-01 16:00:00,404.5306,194.6483,199.6399,,204.5335,198.5908,201.162,198.2264,193.4317,184.9188,194.9099,1730.416
2022-11-01 17:00:00,177.2237,73.61477,74.63808,,72.98536,76.12981,73.72269,70.94653,67.99056,60.20845,71.18182,613.0415
2022-11-01 18:00:00,4.238128,0.5773845,0.315375,,0.331293,0.406926,0.9161813,0.237822,0.383849,0.5611415,0.2390095,-6.286204
2022-11-01 19:00:00,0,0,0,,0,0,0,0,0,0,0,-9.299417
2022-11-01 20:00:00,0,0,0,,0,0,0,0,0,0,0,-9.191624
2022-11-01 21:00:00,0,0,0,,0,0,0,0,0,0,0,-9.164769
2022-11-01 22:00:00,0,0,0,,0,0,0,0,0,0,0,-9.202169
2022-11-01 23:00:00,0,0,0,,0,0,0,0,0,0,0,-9.190817
2022-11-02 00:00:00,0,0,0,,0,0,0,0,0,0,0,-9.213881
2022-11-02 01:00:00,0,0,0,,0,0,0,0,0,0,0,-9.248469
2022-11-02 02:00:00,0,0,0,,0,0,0,0,0,0,0,-9.262106
2022-11-02 03:00:00,0,0,0,,0,0,0,0,0,0,0,-9.289931
2022-11-02 04:00:00,0,0,0,,0,0,0,0,0,0,0,-9.259807
2022-11-02 05:00:00,0,0,0,,0,0,0,0,0,0,0,-9.197008
2022-11-02 06:00:00,0,0,0,,0,0,0,0,0,0,0,-9.024
2022-11-02 07:00:00,1.539439,0.2589805,0.2622057,,0.416937,0.1781456,0,0.2355762,0.2240445,0,0.2439968,-7.891958
2022-11-02 08:00:00,112.0607,55.42392,52.54792,,54.58378,52.54996,52.94715,51.16967,47.89453,55.28042,54.12693,455.8475
2022-11-02 09:00:00,174.2293,82.88874,82.93706,,86.74078,82.88914,84.22511,84.57813,81.814,82.20619,86.03283,737.5118
2022-11-02 10:00:00,278.9013,135.7357,148.0422,,156.4826,156.23,151.8183,155.3527,147.6651,150.5385,157.6819,1293.124
2022-11-02 11:00:00,715.1805,369.0695,371.1402,,389.1661,381.6139,388.6461,387.2544,382.46,383.7916,398.0075,3248.088
2022-11-02 12:00:00,915.3016,434.5977,441.7874,,446.5862,427.1657,434.5849,434.3426,429.3879,427.0138,436.4445,3750.91
2022-11-02 13:00:00,865.2098,418.2781,434.1342,,439.5047,429.196,431.6315,431.4323,424.9166,419.824,434.1163,3689.192
2022-11-02 14:00:00,780.7825,382.6693,393.4384,,399.1954,390.4276,395.8363,395.0382,388.8984,378.8644,397.6531,3360.454
