Timestamp,POA Irradiance,Meter Power,Inverter_1,Inverter_2,Avg_Top_20%,Expected Sum
2022-11-01 00:00:00,0.0,-5.000234,0.0,0.0,,0.0
2022-11-01 01:00:00,0.0,-5.009123,0.0,0.0,,0.0
2022-11-01 02:00:00,0.0,-5.014194,0.0,0.0,,0.0
2022-11-01 03:00:00,0.0,-5.007051,0.0,0.0,,0.0
2022-11-01 04:00:00,0.0,-4.991562,0.0,0.0,,0.0
2022-11-01 05:00:00,0.01705555,-4.925779,0.0,0.0,,0.0
2022-11-01 06:00:00,0.0,-4.911471,0.0,0.0,,0.0
2022-11-01 07:00:00,2.218944,-4.806908,1.62396,2.349864,,3.9738240000000005
2022-11-01 08:00:00,55.66513,99.6347,48.72699,60.254,60.254,108.98098999999999
2022-11-01 09:00:00,72.33041,115.3018,56.12708,68.98781,68.98781,125.11489
2022-11-01 10:00:00,104.2933,186.8763,86.67919,106.5173,106.5173,193.19649
2022-11-01 11:00:00,332.2229,484.7112,228.6621,277.8999,277.8999,506.562
2022-11-01 12:00:00,446.5625,828.9005,388.6167,457.2994,457.2994,845.9160999999999
2022-11-01 13:00:00,802.0052,1297.078,593.0422,718.2773,718.2773,1311.3195
2022-11-01 14:00:00,676.9976,1034.819,486.1423,583.9834,583.9834,1070.1257
2022-11-01 15:00:00,555.7337,921.7305,409.2747,509.2086,509.2086,918.4833
2022-11-01 16:00:00,352.1859,590.5947,265.4668,320.1404,320.1404,585.6071999999999
2022-11-01 17:00:00,179.4297,225.0599,105.8695,127.7826,127.7826,233.65210000000002
2022-11-01 18:00:00,8.145233,-3.993066,1.944153,2.793528,,4.737681
2022-11-01 19:00:00,0.0,-5.018575,0.0,0.0,,0.0
2022-11-01 20:00:00,0.0,-4.967517,0.0,0.0,,0.0
2022-11-01 21:00:00,0.0,-4.914248,0.0,0.0,,0.0
2022-11-01 22:00:00,0.0,-4.961528,0.0,0.0,,0.0
2022-11-01 23:00:00,0.0,-5.01871,0.0,0.0,,0.0
2022-11-02 00:00:00,0.0,-5.037488,0.0,0.0,,0.0
2022-11-02 01:00:00,0.0,-5.032481,0.0,0.0,,0.0
2022-11-02 02:00:00,0.0,-5.042848,0.0,0.0,,0.0
2022-11-02 03:00:00,0.0,-5.04143,0.0,0.0,,0.0
2022-11-02 04:00:00,0.0,-5.037891,0.0,0.0,,0.0
2022-11-02 05:00:00,0.0,-4.977835,0.0,0.0,,0.0
2022-11-02 06:00:00,0.0,-4.90781,0.0,0.0,,0.0
2022-11-02 07:00:00,2.805658,-3.410775,2.259638,2.929416,,5.189054
2022-11-02 08:00:00,40.96677,71.83054,36.08133,44.37993,,80.46126000000001
2022-11-02 09:00:00,248.6131,464.3033,208.2043,256.4795,256.4795,464.68379999999996
2022-11-02 10:00:00,580.5706,1086.039,485.2191,593.5604,593.5604,1078.7795
2022-11-02 11:00:00,655.2804,1166.93,534.2178,647.4762,647.4762,1181.694
2022-11-02 12:00:00,619.1003,1078.288,489.3295,598.6083,598.6083,1087.9378
2022-11-02 13:00:00,806.4151,1420.813,644.4604,780.8453,780.8453,1425.3057
2022-11-02 14:00:00,787.2233,1375.438,621.4885,755.6671,755.6671,1377.1556
2022-11-02 15:00:00,626.5655,1088.7,494.5619,601.1382,601.1382,1095.7001
2022-11-02 16:00:00,433.961,742.0924,335.8929,409.6412,409.6412,745.5341000000001
2022-11-02 17:00:00,173.9608,221.6791,104.6474,125.7569,125.7569,230.4043
2022-11-02 18:00:00,5.584274,-6.21048,1.273293,1.597583,,2.870876
2022-11-02 19:00:00,0.0,-5.045948,0.0,0.0,,0.0
2022-11-02 20:00:00,0.0,-5.069501,0.0,0.0,,0.0
2022-11-02 21:00:00,0.0,-5.069036,0.0,0.0,,0.0
2022-11-02 22:00:00,0.0,-5.052646,0.0,0.0,,0.0
2022-11-02 23:00:00,0.0,-4.954988,0.0,0.0,,0.0
2022-11-03 00:00:00,0.0,-4.946372,0.0,0.0,,0.0
2022-11-03 01:00:00,0.0,-4.985935,0.0,0.0,,0.0
2022-11-03 02:00:00,0.0,-4.997197,0.0,0.0,,0.0
2022-11-03 03:00:00,0.0,-5.008173,0.0,0.0,,0.0
2022-11-03 04:00:00,0.0,-5.019181,0.0,0.0,,0.0
2022-11-03 05:00:00,0.0,-4.945883,0.0,0.0,,0.0
2022-11-03 06:00:00,0.0,-4.908561,0.0,0.0,,0.0
2022-11-03 07:00:00,3.299029,-1.087134,3.343361,4.346416,,7.689776999999999
2022-11-03 08:00:00,116.9333,173.3164,80.04592,100.939,100.939,180.98492
2022-11-03 09:00:00,81.65468,146.7347,68.94607,85.85728,85.85728,154.80335000000002
2022-11-03 10:00:00,165.9377,298.2827,137.9992,168.8752,168.8752,306.87440000000004
2022-11-03 11:00:00,632.929,930.9593,442.9293,506.2423,506.2423,949.1716
2022-11-03 12:00:00,849.3231,1418.916,640.6701,784.9747,784.9747,1425.6448
2022-11-03 13:00:00,808.8617,1250.735,594.027,694.6368,694.6368,1288.6638
2022-11-03 14:00:00,631.089,1012.276,479.9854,561.3533,561.3533,1041.3387
2022-11-03 15:00:00,411.6269,675.4698,304.9441,384.6226,384.6226,689.5667
2022-11-03 16:00:00,335.2332,599.9603,279.153,322.4678,322.4678,601.6208
2022-11-03 17:00:00,88.66388,108.058,52.49829,61.0333,61.0333,113.53159
2022-11-03 18:00:00,5.683627,-4.211702,1.965453,2.74665,,4.712103
2022-11-03 19:00:00,0.0,-5.147477,0.0,0.0,,0.0
2022-11-03 20:00:00,0.0,-5.200438,0.0,0.0,,0.0
2022-11-03 21:00:00,0.0,-5.173729,0.0,0.0,,0.0
2022-11-03 22:00:00,0.0,-5.060825,0.0,0.0,,0.0
2022-11-03 23:00:00,0.0,-4.954302,0.0,0.0,,0.0
2022-11-04 00:00:00,0.0,-4.95631,0.0,0.0,,0.0
2022-11-04 01:00:00,0.0,-5.014693,0.0,0.0,,0.0
2022-11-04 02:00:00,0.0,-5.029243,0.0,0.0,,0.0
2022-11-04 03:00:00,0.0,-5.041875,0.0,0.0,,0.0
2022-11-04 04:00:00,0.0,-5.038601,0.0,0.0,,0.0
2022-11-04 05:00:00,0.0,-4.976889,0.0,0.0,,0.0
2022-11-04 06:00:00,0.0,-4.956812,0.0,0.0,,0.0
2022-11-04 07:00:00,0.4729166,-6.975443,0.8020915,1.030893,,1.8329845
2022-11-04 08:00:00,27.19135,51.68403,27.20408,33.39408,,60.59816000000001
2022-11-04 09:00:00,180.3442,323.7612,146.8066,183.1733,183.1733,329.97990000000004
2022-11-04 10:00:00,617.0231,1109.329,502.312,604.4066,604.4066,1106.7186000000002
2022-11-04 11:00:00,720.9725,1318.774,593.793,728.6593,728.6593,1322.4523
2022-11-04 12:00:00,816.5007,1420.688,643.245,780.4421,780.4421,1423.6871
2022-11-04 13:00:00,773.2569,1288.378,590.9722,725.6194,725.6194,1316.5916000000002
2022-11-04 14:00:00,471.518,754.916,355.0419,446.7178,446.7178,801.7597000000001
2022-11-04 15:00:00,492.4275,835.9471,386.09,456.8774,456.8774,842.9674
2022-11-04 16:00:00,221.8103,388.9567,179.4356,217.9706,217.9706,397.4062
2022-11-04 17:00:00,133.534,169.4662,80.88286,97.86951,97.86951,178.75236999999998
2022-11-04 18:00:00,4.385945,-5.858615,1.137631,1.487353,,2.624984
2022-11-04 19:00:00,0.0,-5.041582,0.0,0.0,,0.0
2022-11-04 20:00:00,0.0,-5.093941,0.0,0.0,,0.0
2022-11-04 21:00:00,0.0,-5.122135,0.0,0.0,,0.0
2022-11-04 22:00:00,0.0,-4.987936,0.0,0.0,,0.0
2022-11-04 23:00:00,0.0,-4.942075,0.0,0.0,,0.0
2022-11-05 00:00:00,0.0,-4.96081,0.0,0.0,,0.0
2022-11-05 01:00:00,0.0,-4.993418,0.0,0.0,,0.0
2022-11-05 02:00:00,0.0,-5.006807,0.0,0.0,,0.0
2022-11-05 03:00:00,0.0,-5.024141,0.0,0.0,,0.0
2022-11-05 04:00:00,0.0,-5.027417,0.0,0.0,,0.0
2022-11-05 05:00:00,0.0,-5.021327,0.0,0.0,,0.0
2022-11-05 06:00:00,0.0,-4.994384,0.0,0.0,,0.0
2022-11-05 07:00:00,3.222607,-1.71658,3.256937,4.019777,,7.276714
2022-11-05 08:00:00,149.2916,245.6156,111.9479,140.3197,140.3197,252.26760000000002
2022-11-05 09:00:00,380.2848,689.5029,313.7543,383.6878,383.6878,697.4421
2022-11-05 10:00:00,603.0762,1050.496,474.7639,581.2686,581.2686,1056.0325
2022-11-05 11:00:00,737.2997,1200.831,529.0348,646.5921,646.5921,1175.6269
2022-11-05 12:00:00,727.7996,1095.198,510.5293,612.5811,612.5811,1123.1104
2022-11-05 13:00:00,628.3679,840.4024,385.1808,500.0295,500.0295,885.2103
2022-11-05 14:00:00,703.8109,1183.675,534.8766,654.8387,654.8387,1189.7153
2022-11-05 15:00:00,513.6546,834.7288,380.7325,473.4023,473.4023,854.1348
2022-11-05 16:00:00,241.3123,387.0149,178.7788,226.9762,226.9762,405.755
2022-11-05 17:00:00,88.25874,87.46089,43.55367,55.53585,55.53585,99.08952
2022-11-05 18:00:00,3.760357,-6.239059,0.8950242,1.204771,,2.0997952
2022-11-05 19:00:00,0.0,-5.050562,0.0,0.0,,0.0
2022-11-05 20:00:00,0.0,-5.141128,0.0,0.0,,0.0
2022-11-05 21:00:00,0.0,-4.978363,0.0,0.0,,0.0
2022-11-05 22:00:00,0.0,-4.950554,0.0,0.0,,0.0
2022-11-05 23:00:00,0.0,-4.993521,0.0,0.0,,0.0
2022-11-06 00:00:00,0.0,-5.048251,0.0,0.0,,0.0
2022-11-06 01:00:00,0.0,-5.075088,0.0,0.0,,0.0
2022-11-06 01:00:00,0.0,-5.063404,0.0,0.0,,0.0
2022-11-06 02:00:00,0.0,-5.014047,0.0,0.0,,0.0
2022-11-06 03:00:00,0.02270833,-5.022761,0.0,0.0,,0.0
2022-11-06 04:00:00,0.0,-5.022565,0.0,0.0,,0.0
2022-11-06 05:00:00,0.0,-5.007748,0.0,0.0,,0.0
2022-11-06 06:00:00,3.569541,-1.391952,3.09088,4.264688,,7.355568
2022-11-06 07:00:00,156.8399,243.2124,110.5195,139.2756,139.2756,249.7951
2022-11-06 08:00:00,389.6885,691.826,312.8202,384.1313,384.1313,696.9515
2022-11-06 09:00:00,583.4354,978.5073,442.5023,539.2243,539.2243,981.7266
2022-11-06 10:00:00,758.1967,1313.184,593.2261,723.4453,723.4453,1316.6714
